115
96,23,98,98,23,57,20,70,95,0,89,73,68,30,84,47,36,24,15,20,28,44,31,92,54,39,30,99,71,54,29,93,59,76,57,60,48,15,18,57,53,49,82,91,51,39,41,24,20,57,29,26,42,65,83,41,74,96,45,100,55,56,11,39,37,35,98,100,65,92,32,17,63,20,77,42,27,66,66,19,70,66,65,88,64,51,15,83,98,58,65,17,56,76,12,58,25,69,44,63,26,60,69,49,56,49,95,61,23,50,85,89,15,58,35,71,96
21,40,63,94,36,99,75,44,56,89,0,77,93,17,40,59,58,38,91,13,41,74,48,59,78,45,72,74,43,99,71,56,93,66,86,10,46,38,77,59,90,79,75,32,56,79,86,44,18,65,46,78,72,16,19,65,35,98,78,45,48,89,31,82,64,100,24,65,22,56,26,84,84,57,10,13,15,100,50,62,81,38,18,49,19,17,39,25,88,30,94,94,50,59,61,40,67,55,25,28,32,29,68,52,67,31,22,70,74,99,76,79,48,28,38,93,21
38,88,30,13,20,71,47,69,24,73,77,0,51,52,56,44,48,64,84,59,51,37,37,99,43,46,35,67,71,92,43,60,95,26,13,42,37,30,43,23,18,43,76,89,47,66,51,51,76,43,94,42,100,84,96,87,71,100,60,71,92,50,22,60,50,75,27,92,95,29,56,27,27,18,49,34,29,26,11,98,12,74,67,91,18,39,36,92,79,92,56,62,70,20,26,36,75,13,18,72,85,19,60,49,32,92,49,60,18,84,88,28,87,78,99,27,38
98,22,23,43,63,70,50,83,58,68,93,51,0,21,83,61,60,91,39,21,61,45,67,98,17,77,22,95,98,68,71,41,30,44,57,82,63,58,85,27,52,74,63,44,86,25,89,50,54,10,13,15,100,65,42,34,34,96,21,92,91,98,11,83,34,70,60,23,75,42,88,80,61,19,49,26,11,73,20,46,35,17,83,83,20,89,46,31,93,14,18,91,55,58,32,83,57,41,34,59,87,35,66,43,99,82,95,22,54,89,80,52,38,78,17,72,98
64,23,83,86,51,37,57,24,16,30,17,52,21,0,40,59,55,45,44,86,16,76,61,22,96,100,72,81,40,16,28,59,28,40,64,82,72,63,91,10,56,63,30,87,25,87,93,33,62,65,95,80,21,89,56,15,22,36,90,10,91,75,57,26,88,85,88,11,90,31,15,89,42,71,91,43,100,77,14,15,16,63,69,33,34,41,30,37,85,77,100,11,54,20,24,96,69,74,29,41,53,47,57,36,64,85,35,75,41,89,27,98,19,34,93,19,64
45,15,43,99,68,73,39,56,76,84,40,56,83,40,0,10,49,73,63,32,89,60,84,13,42,88,55,96,60,74,25,71,41,28,29,98,76,20,79,64,47,100,84,34,79,74,10,58,47,41,52,70,14,96,14,11,20,67,49,13,72,86,76,83,90,12,13,15,27,46,40,68,93,79,97,11,77,98,41,42,90,61,61,23,85,88,68,67,19,55,39,22,97,81,16,31,63,93,33,70,72,54,39,46,76,81,54,67,80,76,15,77,22,22,15,30,45
61,53,38,90,22,57,78,87,30,47,59,44,61,59,10,0,98,92,75,19,76,99,40,92,54,30,43,10,50,32,74,91,40,45,94,82,15,100,90,13,97,96,76,31,87,11,14,71,61,10,14,57,44,94,86,61,78,88,34,49,38,82,25,72,53,83,37,26,65,29,24,13,41,74,90,84,69,84,60,38,65,55,54,42,22,40,25,12,81,18,79,79,13,82,76,94,35,33,19,92,96,71,73,68,60,63,34,15,16,66,43,96,35,83,48,72,61
34,25,33,49,90,65,80,41,66,36,58,48,60,55,49,98,0,15,78,92,48,18,55,25,97,30,87,87,97,72,62,54,33,14,10,94,100,36,20,72,92,95,62,31,87,80,86,56,51,19,66,67,67,68,79,29,80,29,13,42,52,75,92,56,63,60,35,19,57,27,82,70,87,53,85,70,97,44,38,95,76,21,49,35,60,29,85,22,50,70,97,76,63,65,47,19,48,83,48,59,100,26,78,29,16,23,71,65,77,57,28,43,81,61,55,12,34
55,13,16,27,43,73,19,96,45,24,38,64,91,45,73,92,15,0,41,68,43,45,27,49,19,20,57,92,25,66,93,62,49,82,23,20,26,22,50,88,94,54,62,57,94,15,76,59,54,24,37,15,75,49,33,60,97,78,37,49,61,80,92,80,27,97,68,76,59,15,18,43,27,98,22,80,86,32,61,22,78,93,57,93,28,45,38,38,33,22,48,70,19,11,49,31,13,73,39,74,14,34,13,46,63,43,48,45,20,92,38,77,30,48,97,62,55
72,10,34,72,30,71,100,47,37,15,91,84,39,44,63,75,78,41,0,67,21,19,20,80,100,48,13,80,60,93,100,89,34,68,40,46,25,17,76,25,95,27,38,66,98,75,64,16,27,30,57,15,25,95,23,73,33,95,37,91,17,10,57,75,65,45,89,64,23,21,20,11,25,99,85,52,54,67,80,53,16,59,49,61,95,91,62,15,58,86,90,78,98,54,28,55,24,40,43,68,70,53,26,64,60,59,70,62,51,55,23,21,39,79,42,48,72
65,43,83,23,37,66,15,38,44,20,13,59,21,86,32,19,92,68,67,0,17,66,93,48,54,35,89,10,12,81,78,50,57,26,28,48,41,19,16,30,83,13,91,94,21,10,18,33,14,49,63,94,70,81,85,37,70,68,25,23,31,98,62,91,67,89,88,73,97,19,54,88,97,90,79,71,72,30,56,24,76,62,87,62,45,86,32,55,11,89,78,58,76,74,48,21,86,34,81,74,66,30,81,61,49,59,17,20,91,93,62,50,19,37,31,44,65
93,87,78,41,31,96,98,72,14,28,41,51,61,16,89,76,48,43,21,17,0,24,79,92,94,28,90,99,60,76,62,94,30,97,19,50,45,63,83,78,97,41,59,59,58,31,87,25,82,78,93,73,80,98,27,46,52,99,65,75,48,78,20,77,88,30,33,19,82,51,95,99,41,58,53,36,98,12,60,81,48,81,25,82,79,79,36,69,93,57,76,87,36,47,20,58,10,83,84,50,76,46,83,33,37,75,28,15,63,23,11,35,68,15,59,98,93
25,73,90,86,75,21,89,76,22,44,74,37,45,76,60,99,18,45,19,66,24,0,89,12,72,54,26,69,66,25,95,43,10,34,94,90,14,59,39,27,82,55,84,48,46,88,14,54,56,26,96,79,77,75,58,19,64,94,86,45,10,60,14,97,34,45,17,29,50,73,69,75,54,12,32,40,19,93,12,98,29,45,10,74,68,63,35,50,39,54,64,72,89,52,78,49,16,36,68,95,84,98,90,49,54,59,65,67,37,70,57,46,14,58,80,95,25
36,90,30,12,94,96,37,13,99,31,48,37,67,61,84,40,55,27,20,93,79,89,0,94,36,79,14,82,18,34,10,17,77,31,95,86,30,73,58,17,32,90,94,22,55,16,39,88,89,29,98,11,24,53,17,68,84,48,15,45,42,25,88,62,70,100,35,78,70,56,53,19,25,38,88,12,17,84,86,98,71,98,25,19,88,48,56,95,35,36,90,13,88,89,97,80,46,84,79,57,88,19,89,89,88,37,86,47,89,63,12,64,79,46,32,99,36
84,84,47,94,59,21,19,13,66,92,59,99,98,22,13,92,25,49,80,48,92,12,94,0,72,20,99,12,34,88,36,78,63,75,90,65,50,17,55,89,69,85,70,34,61,90,78,79,93,88,55,64,26,91,99,88,94,99,85,44,11,33,15,67,65,42,57,73,69,61,76,53,71,70,88,93,45,51,35,86,39,30,58,91,42,41,82,76,57,21,75,72,24,18,23,55,47,69,78,44,55,87,61,100,58,38,51,10,59,88,39,72,96,19,53,86,84
83,70,57,95,23,75,86,24,23,54,78,43,17,96,42,54,97,19,100,54,94,72,36,72,0,46,64,27,98,93,86,45,68,46,11,37,42,83,17,72,85,48,26,54,42,70,58,92,43,92,59,88,11,87,49,94,80,13,14,61,69,59,62,50,32,51,24,11,36,33,80,92,97,60,55,20,48,60,80,28,41,11,94,94,99,64,38,24,12,16,70,20,84,87,83,81,68,30,37,16,45,41,13,94,29,97,84,56,96,57,62,99,72,75,28,51,83
10,40,44,90,64,40,99,41,53,39,45,46,77,100,88,30,30,20,48,35,28,54,79,20,46,0,12,44,33,83,20,79,58,99,70,30,91,90,99,58,21,73,71,44,73,12,64,44,14,88,81,51,52,15,64,87,10,71,92,76,42,84,36,35,42,70,15,56,94,43,57,33,76,85,37,69,78,77,60,34,63,31,73,28,72,43,64,39,30,84,14,38,70,98,48,49,60,23,89,13,64,78,30,91,43,83,42,71,38,47,70,76,41,93,52,34,10
59,16,11,49,95,99,63,75,49,30,72,35,22,72,55,43,87,57,13,89,90,26,14,99,64,12,0,46,82,13,90,63,27,94,81,94,67,25,74,90,90,55,13,88,49,60,11,58,19,76,54,72,93,40,77,32,13,51,19,61,68,11,73,27,29,89,19,77,85,29,39,97,71,83,62,72,85,32,95,57,73,89,49,39,79,79,83,100,29,97,36,30,85,79,99,61,68,60,37,55,48,100,65,85,92,70,12,81,84,29,50,57,12,22,50,76,59
92,99,74,63,19,100,100,39,23,99,74,67,95,81,96,10,87,92,80,10,99,69,82,12,27,44,46,0,27,43,54,49,53,68,20,84,57,14,80,38,99,63,44,33,51,73,72,99,33,15,94,89,27,81,65,19,11,34,24,78,32,68,95,25,79,39,76,62,21,50,93,72,32,92,20,34,30,51,24,61,51,33,35,29,48,15,51,35,46,31,45,56,64,97,35,60,73,86,98,42,54,31,49,74,74,74,19,12,25,79,18,96,31,53,89,10,92
46,99,26,60,95,27,32,79,84,71,43,71,98,40,60,50,97,25,60,12,60,66,18,34,98,33,82,27,0,60,95,62,54,45,50,48,49,44,56,21,60,100,42,46,54,71,92,27,96,88,10,100,59,50,19,46,47,28,31,49,45,47,39,57,51,45,82,67,54,92,48,65,44,22,57,44,89,40,27,41,18,10,56,24,100,47,50,70,50,52,66,60,71,41,65,97,74,28,95,38,94,88,32,57,59,32,30,66,22,38,25,85,72,87,98,27,46
24,48,28,85,61,58,26,55,37,54,99,92,68,16,74,32,72,66,93,81,76,25,34,88,93,83,13,43,60,0,100,63,33,26,85,76,46,82,30,96,10,24,52,57,100,16,22,15,100,72,30,84,66,26,93,45,22,76,95,80,56,90,28,66,18,91,37,92,91,63,25,38,10,83,72,60,42,90,52,15,52,35,33,65,39,56,100,47,79,85,93,24,92,70,21,36,50,89,93,28,33,42,62,64,79,83,55,65,98,37,76,11,34,73,56,68,24
91,30,68,76,44,99,43,31,88,29,71,43,71,28,25,74,62,93,100,78,62,95,10,36,86,20,90,54,95,100,0,17,40,98,40,42,80,31,34,57,52,76,25,44,34,31,53,68,78,74,48,12,28,59,13,56,21,17,44,77,68,59,95,88,13,59,56,57,79,55,66,98,78,44,80,34,38,18,10,43,20,52,93,57,35,59,87,86,48,39,95,90,46,48,57,43,50,75,25,46,46,57,30,57,28,78,50,53,27,27,12,39,61,30,71,98,91
50,12,79,43,70,98,12,11,88,93,56,60,41,59,71,91,54,62,89,50,94,43,17,78,45,79,63,49,62,63,17,0,98,57,96,16,38,21,28,18,14,70,79,46,55,32,71,74,52,89,43,69,72,18,75,69,58,26,59,24,67,77,48,91,46,78,73,36,89,60,73,61,47,43,38,18,43,71,24,53,60,16,49,30,48,84,94,65,85,41,63,87,24,94,61,61,46,86,84,41,30,29,88,34,72,26,52,66,37,96,21,27,60,54,78,36,50
93,34,94,88,68,15,24,34,95,59,93,95,30,28,41,40,33,49,34,57,30,10,77,63,68,58,27,53,54,33,40,98,0,38,36,68,33,42,22,24,50,58,89,49,73,28,42,48,40,18,83,90,88,63,84,29,32,79,97,46,24,27,41,67,71,17,23,59,63,12,88,43,36,67,93,76,60,53,95,48,50,56,91,51,55,83,35,13,65,65,27,31,99,94,24,56,90,53,35,82,51,83,83,16,53,40,61,18,67,44,79,12,49,48,22,100,93
13,88,83,13,69,31,42,65,96,76,66,26,44,40,28,45,14,82,68,26,97,34,31,75,46,99,94,68,45,26,98,57,38,0,38,66,59,29,89,83,56,82,69,87,62,22,58,51,88,98,91,54,83,23,81,44,58,21,39,11,66,13,45,96,70,38,39,39,83,24,87,24,45,73,89,73,33,61,77,65,43,28,74,40,17,73,43,66,42,31,68,37,73,58,90,80,89,84,39,57,75,42,77,24,84,21,90,80,42,68,85,18,88,72,36,99,13
10,28,25,78,47,85,84,38,88,57,86,13,57,64,29,94,10,23,40,28,19,94,95,90,11,70,81,20,50,85,40,96,36,38,0,67,48,34,77,33,71,21,49,26,37,20,74,94,34,87,94,37,21,10,17,59,72,10,98,81,51,99,86,85,44,47,64,59,89,85,40,66,57,23,87,87,16,57,99,70,86,60,90,80,98,81,79,15,54,13,55,38,65,82,56,76,31,61,19,66,10,43,59,27,82,38,20,72,30,30,62,46,52,62,50,51,10
43,76,40,57,52,83,93,52,34,60,10,42,82,82,98,82,94,20,46,48,50,90,86,65,37,30,94,84,48,76,42,16,68,66,67,0,61,84,99,79,97,23,29,85,98,74,76,95,37,25,34,39,90,53,81,10,24,65,25,35,54,76,10,50,69,52,82,64,42,69,40,75,49,21,61,59,83,53,10,70,67,10,83,43,45,71,17,94,22,17,73,33,27,45,92,68,25,13,21,13,42,34,20,55,45,93,79,60,27,12,12,24,29,92,32,96,43
65,58,82,31,77,97,90,90,21,48,46,37,63,72,76,15,100,26,25,41,45,14,30,50,42,91,67,57,49,46,80,38,33,59,48,61,0,57,74,40,59,20,86,62,71,63,27,44,66,67,46,26,37,24,64,10,22,18,16,52,49,66,59,99,34,67,66,45,82,42,56,80,91,28,38,66,82,97,76,74,71,70,50,58,38,36,22,31,16,66,97,15,44,80,59,73,88,71,98,83,51,79,37,13,28,80,10,10,60,40,18,11,83,68,14,15,65
55,20,60,93,98,83,57,93,55,15,38,30,58,63,20,100,36,22,17,19,63,59,73,17,83,90,25,14,44,82,31,21,42,29,34,84,57,0,83,21,18,69,41,12,92,22,63,43,92,69,82,11,19,31,52,14,65,92,88,63,22,84,91,21,82,86,47,19,29,45,18,96,76,19,54,75,66,72,88,19,71,55,38,17,87,34,88,28,74,55,21,22,39,29,95,72,36,50,12,94,82,77,94,31,16,14,82,32,66,61,97,97,10,35,21,93,55
94,97,10,72,12,66,58,74,45,18,77,43,85,91,79,90,20,50,76,16,83,39,58,55,17,99,74,80,56,30,34,28,22,89,77,99,74,83,0,21,94,72,27,16,18,90,50,73,45,65,58,78,23,75,85,66,72,99,78,24,13,29,45,61,26,18,98,48,16,93,42,12,15,44,89,38,68,26,78,41,62,79,69,68,86,72,51,35,15,31,74,62,29,86,70,67,96,87,28,46,54,82,82,55,44,79,95,34,26,68,42,34,78,37,10,84,94
98,81,86,76,62,75,48,88,83,57,59,23,27,10,64,13,72,88,25,30,78,27,17,89,72,58,90,38,21,96,57,18,24,83,33,79,40,21,21,0,48,80,67,57,64,36,79,92,73,32,86,44,79,46,35,12,84,61,23,54,73,29,34,26,88,48,62,32,38,59,11,85,35,61,25,21,30,57,49,97,40,22,57,16,24,34,63,74,28,80,21,29,74,68,89,40,30,38,15,37,87,33,25,21,55,87,81,28,42,60,73,73,49,73,51,68,98
68,57,88,58,35,21,90,93,61,53,90,18,52,56,47,97,92,94,95,83,97,82,32,69,85,21,90,99,60,10,52,14,50,56,71,97,59,18,94,48,0,39,69,34,78,39,92,28,77,56,67,44,33,65,98,18,43,67,47,27,32,56,67,76,77,12,60,91,86,72,70,29,10,63,61,75,25,42,78,19,71,70,84,78,67,78,87,34,68,77,12,17,68,62,95,33,77,37,44,80,73,97,50,30,27,48,44,97,86,24,47,96,60,50,67,18,68
43,46,89,75,67,13,75,91,45,49,79,43,74,63,100,96,95,54,27,13,41,55,90,85,48,73,55,63,100,24,76,70,58,82,21,23,20,69,72,80,39,0,64,34,80,44,78,45,68,57,23,35,44,18,71,16,83,41,84,19,38,11,19,65,27,85,40,56,95,18,81,74,49,34,17,46,66,48,32,34,48,28,74,55,43,26,65,42,46,54,13,100,47,11,35,66,22,99,54,12,61,65,34,25,35,12,75,76,31,13,25,56,54,23,36,16,43
76,40,69,34,42,57,87,12,78,82,75,76,63,30,84,76,62,62,38,91,59,84,94,70,26,71,13,44,42,52,25,79,89,69,49,29,86,41,27,67,69,64,0,15,86,89,30,69,95,82,27,83,48,94,31,94,94,93,47,81,80,70,52,14,74,55,83,85,32,74,66,30,37,36,84,40,61,84,55,28,10,78,54,89,27,70,98,54,11,52,40,26,97,54,67,77,90,78,10,64,56,55,15,39,92,44,11,33,56,21,73,43,52,81,45,65,76
92,61,15,64,50,38,27,92,80,91,32,89,44,87,34,31,31,57,66,94,59,48,22,34,54,44,88,33,46,57,44,46,49,87,26,85,62,12,16,57,34,34,15,0,46,63,26,12,33,24,72,92,17,55,48,71,72,18,67,50,78,13,37,98,99,44,23,36,39,32,69,49,86,72,61,100,65,28,85,65,96,43,12,80,93,59,39,75,64,34,52,94,84,98,74,90,46,22,61,100,79,34,38,87,74,54,61,57,13,54,57,75,62,86,14,91,92
38,44,26,95,11,24,45,44,79,51,56,47,86,25,79,87,87,94,98,21,58,46,55,61,42,73,49,51,54,100,34,55,73,62,37,98,71,92,18,64,78,80,86,46,0,58,63,75,38,47,86,85,100,79,65,94,95,14,96,72,38,97,65,17,19,28,29,31,13,60,69,40,55,48,76,39,22,74,12,10,27,65,40,74,43,65,98,89,41,59,11,41,54,82,11,35,23,18,64,83,32,15,28,50,73,51,59,21,82,15,75,78,52,74,51,19,38
46,69,72,42,26,37,71,40,43,39,79,66,25,87,74,11,80,15,75,10,31,88,16,90,70,12,60,73,71,16,31,32,28,22,20,74,63,22,90,36,39,44,89,63,58,0,98,20,41,53,100,56,53,93,75,41,14,35,17,98,16,32,31,51,96,83,34,23,89,90,56,22,86,19,97,42,24,58,83,29,64,75,38,13,70,80,57,28,33,65,61,66,19,16,90,47,14,10,29,97,37,74,29,12,72,92,24,53,25,51,45,57,11,85,33,89,46
59,100,53,79,66,83,54,19,71,41,86,51,89,93,10,14,86,76,64,18,87,14,39,78,58,64,11,72,92,22,53,71,42,58,74,76,27,63,50,79,92,78,30,26,63,98,0,48,57,97,62,24,31,59,26,15,55,90,71,15,43,16,24,24,10,27,76,67,18,75,79,16,61,46,51,45,62,11,39,89,73,53,85,34,84,37,85,82,30,81,23,26,54,85,53,17,67,40,55,74,100,86,20,94,94,41,41,98,23,10,57,37,34,79,97,34,59
24,47,96,62,80,37,36,81,41,24,44,51,50,33,58,71,56,59,16,33,25,54,88,79,92,44,58,99,27,15,68,74,48,51,94,95,44,43,73,92,28,45,69,12,75,20,48,0,23,90,75,100,44,72,80,72,51,90,62,60,69,90,53,56,65,48,89,30,51,42,98,99,10,98,52,54,66,98,79,45,70,61,93,85,93,25,36,58,28,40,34,26,60,10,47,27,49,83,49,73,86,13,76,24,49,39,26,33,13,86,63,66,78,77,64,60,24
83,65,84,95,45,19,49,70,20,20,18,76,54,62,47,61,51,54,27,14,82,56,89,93,43,14,19,33,96,100,78,52,40,88,34,37,66,92,45,73,77,68,95,33,38,41,57,23,0,87,90,54,15,18,12,49,84,88,19,24,43,50,89,75,11,15,55,49,25,93,46,87,35,86,24,23,14,79,51,100,62,91,80,80,83,62,99,37,65,85,59,95,43,23,98,59,72,52,94,31,76,22,95,73,68,46,36,26,22,99,22,84,43,26,70,81,83
97,97,47,69,72,36,18,15,25,57,65,43,10,65,41,10,19,24,30,49,78,26,29,88,92,88,76,15,88,72,74,89,18,98,87,25,67,69,65,32,56,57,82,24,47,53,97,90,87,0,57,48,96,31,20,90,40,50,21,71,25,19,71,92,75,66,38,47,65,74,82,24,100,30,92,65,42,33,18,78,94,74,12,45,79,73,75,14,81,87,21,16,33,61,78,73,85,45,83,49,59,17,63,35,15,29,90,92,47,88,30,68,10,58,90,32,97
99,24,36,19,37,66,86,43,42,29,46,94,13,95,52,14,66,37,57,63,93,96,98,55,59,81,54,94,10,30,48,43,83,91,94,34,46,82,58,86,67,23,27,72,86,100,62,75,90,57,0,49,17,100,74,67,19,96,98,41,47,92,92,99,74,75,39,66,80,74,75,59,22,75,32,93,42,21,73,58,17,38,41,28,62,79,14,68,36,16,80,59,27,75,49,41,96,18,46,40,95,48,70,78,44,50,22,33,58,95,19,68,88,85,94,60,99
52,86,41,30,36,43,50,63,56,26,78,42,15,80,70,57,67,15,15,94,73,79,11,64,88,51,72,89,100,84,12,69,90,54,37,39,26,11,78,44,44,35,83,92,85,56,24,100,54,48,49,0,66,84,67,49,66,77,41,92,19,99,11,34,20,27,47,14,56,12,92,10,28,21,94,13,82,26,81,43,49,24,88,66,96,16,19,13,64,57,87,30,71,74,59,67,83,13,27,29,29,80,13,16,13,86,95,83,13,17,30,84,93,57,83,34,52
75,91,16,84,10,28,91,74,71,42,72,100,100,21,14,44,67,75,25,70,80,77,24,26,11,52,93,27,59,66,28,72,88,83,21,90,37,19,23,79,33,44,48,17,100,53,31,44,15,96,17,66,0,35,74,71,99,67,70,65,89,46,87,55,78,74,52,30,71,75,57,63,91,100,86,29,46,75,76,28,59,48,47,61,47,35,48,78,13,45,48,74,77,36,21,77,11,30,90,87,69,82,49,89,25,44,35,99,90,65,41,53,68,24,76,40,75
86,76,60,57,61,63,74,57,52,65,16,84,65,89,96,94,68,49,95,81,98,75,53,91,87,15,40,81,50,26,59,18,63,23,10,53,24,31,75,46,65,18,94,55,79,93,59,72,18,31,100,84,35,0,20,51,24,89,16,14,11,84,81,16,74,38,17,88,96,81,84,65,57,72,90,44,68,72,19,73,11,54,48,72,26,73,42,73,30,27,40,40,12,16,82,47,17,43,47,65,15,21,41,77,77,80,41,61,47,89,60,97,67,10,30,33,86
63,15,17,99,48,33,85,21,21,83,19,96,42,56,14,86,79,33,23,85,27,58,17,99,49,64,77,65,19,93,13,75,84,81,17,81,64,52,85,35,98,71,31,48,65,75,26,80,12,20,74,67,74,20,0,25,51,60,65,22,23,22,55,38,71,55,94,71,93,77,30,11,94,71,24,92,90,30,56,33,36,94,83,46,96,50,11,38,73,44,20,12,61,89,84,56,63,54,92,24,77,90,28,88,88,50,66,49,47,45,93,95,49,15,64,31,63
43,54,61,72,72,18,67,84,17,41,65,87,34,15,11,61,29,60,73,37,46,19,68,88,94,87,32,19,46,45,56,69,29,44,59,10,10,14,66,12,18,16,94,71,94,41,15,72,49,90,67,49,71,51,25,0,51,26,27,17,98,45,89,26,42,21,35,70,52,11,86,36,74,64,48,35,54,84,87,84,65,35,61,63,77,82,50,21,62,53,41,36,77,98,31,41,32,40,61,68,43,73,97,30,20,80,90,40,36,65,60,12,51,70,53,37,43
23,40,73,39,88,66,72,41,67,74,35,71,34,22,20,78,80,97,33,70,52,64,84,94,80,10,13,11,47,22,21,58,32,58,72,24,22,65,72,84,43,83,94,72,95,14,55,51,84,40,19,66,99,24,51,51,0,46,39,53,85,63,55,32,95,31,57,79,58,73,51,36,11,37,13,96,81,38,48,21,18,52,36,70,53,87,36,99,20,58,15,87,56,76,78,54,35,82,16,91,84,84,53,53,99,75,75,93,24,69,14,98,57,12,90,23,23
51,47,10,27,72,98,44,82,64,96,98,100,96,36,67,88,29,78,95,68,99,94,48,99,13,71,51,34,28,76,17,26,79,21,10,65,18,92,99,61,67,41,93,18,14,35,90,90,88,50,96,77,67,89,60,26,46,0,77,18,57,77,79,91,88,81,53,84,12,13,76,71,27,43,52,26,77,41,39,35,54,100,83,74,33,35,87,54,10,23,90,36,98,68,80,49,96,40,43,89,100,50,65,46,16,37,15,67,65,61,24,68,87,61,17,33,51
