103
58,41,37,82,49,59,98,36,75,13,78,18,47,15,34,28,54,61,70,29,10,26,98,15,60,16,95,96,96,50,19,98,56,0,47,97,46,38,28,66,91,32,12,78,61,15,35,68,46,44,14,24,11,56,40,67,86,17,17,90,87,51,89,81,79,11,80,50,66,29,59,39,83,94,73,33,79,49,67,21,55,42,68,23,26,19,44,96,16,96,80,23,12,74,42,65,57,100,24,59,57,62,62,18,58
35,17,21,53,88,53,43,73,61,71,61,65,37,71,98,19,10,62,68,52,71,18,42,73,82,40,31,54,64,22,30,59,86,47,0,79,53,66,56,17,29,35,58,18,83,63,66,33,18,15,14,90,51,35,49,41,81,69,26,15,85,52,100,28,39,66,50,93,48,38,49,45,22,14,69,63,10,87,84,17,18,74,95,50,56,60,10,65,51,46,31,79,84,61,66,68,64,16,30,26,18,15,57,54,35
91,79,68,31,60,23,98,34,79,27,19,36,91,10,22,24,97,38,78,33,11,41,85,73,64,86,97,54,71,48,48,54,33,97,79,0,54,29,29,71,23,60,95,90,48,20,16,13,24,10,100,53,77,43,25,57,38,42,42,28,18,66,46,96,52,98,61,43,86,80,47,10,70,35,55,11,64,100,18,28,29,70,46,60,59,94,13,97,60,67,62,18,33,18,56,77,80,85,27,14,49,99,14,32,91
66,80,84,86,53,81,58,81,28,38,57,100,96,32,13,24,13,34,89,40,16,14,87,13,93,66,98,52,49,33,25,69,71,46,53,54,0,69,24,44,66,59,59,20,43,95,100,24,73,58,78,77,23,100,74,77,76,96,19,90,72,70,75,42,14,23,28,63,58,75,16,20,70,55,55,58,26,87,33,37,15,98,33,66,45,68,19,34,18,43,60,88,54,64,43,26,30,65,72,97,80,12,22,88,66
24,24,96,58,32,41,25,57,80,42,74,66,21,15,41,55,69,66,12,50,66,64,18,25,32,10,96,96,19,86,51,65,45,38,66,29,69,0,18,20,48,38,96,38,86,99,50,100,78,52,81,32,17,35,100,57,69,15,92,22,39,57,91,26,71,71,71,94,95,69,29,22,29,99,30,38,31,40,94,28,55,77,47,54,49,36,82,65,55,12,16,41,71,66,14,65,97,26,46,20,33,15,46,78,24
95,93,56,76,14,39,89,62,32,20,10,91,85,42,26,80,81,59,43,86,19,89,15,50,14,17,25,69,42,52,76,22,76,28,56,29,24,18,0,34,37,62,71,35,60,47,35,12,13,44,31,63,25,76,46,58,92,48,78,92,60,97,16,44,50,94,38,60,11,90,83,67,17,41,83,36,22,78,26,73,20,56,46,89,30,58,41,71,59,38,94,20,25,77,71,96,97,47,35,17,70,45,52,33,95
41,60,57,94,78,57,81,31,43,28,64,30,78,26,57,11,65,53,69,31,70,61,14,66,89,95,58,48,25,28,23,50,76,66,17,71,44,20,34,0,32,65,42,33,62,67,58,35,82,13,57,88,42,77,74,51,64,68,93,33,76,22,31,96,31,60,27,31,60,32,13,39,55,100,13,30,94,57,71,47,70,98,10,91,25,55,64,10,38,73,55,44,16,90,41,81,44,48,100,85,51,78,61,58,41
48,45,14,12,88,43,77,39,11,48,17,68,20,34,18,51,50,79,97,75,69,18,95,12,87,38,90,63,38,50,31,22,78,91,29,23,66,48,37,32,0,53,44,26,97,74,13,71,31,56,92,20,32,31,70,58,18,69,41,62,68,90,45,77,75,78,56,32,38,94,40,92,91,53,40,28,31,100,57,78,58,59,46,69,34,100,14,89,44,18,68,55,86,52,80,77,10,45,67,34,16,90,41,17,48
16,76,28,66,60,31,42,37,39,28,59,17,49,15,22,72,49,25,97,52,97,39,16,27,100,65,100,11,83,98,62,96,40,32,35,60,59,38,62,65,53,0,74,41,72,51,16,61,71,26,51,55,29,96,29,23,95,82,71,56,37,56,46,88,12,93,35,86,52,42,45,35,28,42,38,43,82,92,55,27,29,84,81,58,25,52,76,16,59,42,98,69,100,80,44,27,68,32,35,34,61,84,18,58,16
72,81,28,19,22,90,33,41,64,65,84,10,16,10,66,90,11,19,65,92,62,90,92,81,63,80,29,41,21,21,63,79,71,12,58,95,59,96,71,42,44,74,0,78,40,63,13,18,25,33,48,95,98,53,19,41,45,87,56,50,69,51,78,61,87,73,35,83,90,85,45,16,28,68,90,64,27,48,65,98,40,93,32,64,70,76,28,22,15,59,75,87,52,84,93,45,52,32,71,32,42,82,30,58,72
37,46,23,84,65,66,50,12,78,43,17,12,34,73,12,94,25,40,53,46,54,81,58,57,75,18,70,52,40,73,91,52,83,78,18,90,20,38,35,33,26,41,78,0,77,94,28,13,70,61,38,64,68,91,58,30,74,26,72,28,68,85,48,71,67,86,40,42,64,63,33,70,21,27,64,11,31,12,31,64,72,51,11,88,13,48,56,91,50,81,79,29,16,14,47,97,39,57,70,75,27,73,90,62,37
55,29,39,34,64,38,74,83,49,62,59,88,98,82,73,54,38,44,89,79,82,73,79,29,51,16,19,85,88,62,13,90,99,61,83,48,43,86,60,62,97,72,40,77,0,23,92,54,16,68,67,26,87,26,31,31,48,76,49,49,19,40,71,25,23,23,77,66,68,26,15,58,96,86,92,39,38,83,32,64,66,49,69,39,29,15,11,36,59,88,30,11,34,31,68,82,13,28,73,32,58,59,18,87,55
78,98,89,98,61,52,77,78,12,73,38,87,65,46,11,88,14,24,18,51,67,33,64,99,92,29,54,75,18,37,37,78,47,15,63,20,95,99,47,67,74,51,63,94,23,0,74,12,66,58,52,87,89,93,35,19,54,73,24,70,32,88,70,33,40,37,20,67,63,75,24,83,16,69,70,11,96,73,32,78,31,57,38,46,14,65,24,61,68,29,91,55,54,43,69,43,31,69,95,34,24,65,58,45,78
52,10,62,78,39,23,52,54,21,55,93,66,23,53,54,69,59,33,74,50,20,48,83,42,60,55,60,13,13,28,86,21,38,35,66,16,100,50,35,58,13,16,13,28,92,74,0,91,27,100,16,94,57,71,85,27,66,96,49,76,32,65,22,26,73,88,98,37,50,100,47,84,20,41,34,69,100,10,87,25,14,14,94,92,19,95,85,21,98,82,86,15,62,64,20,35,67,43,21,42,31,86,20,100,52
45,63,30,59,67,73,73,33,73,13,64,44,89,90,43,81,65,59,93,65,70,44,10,53,55,14,40,71,35,65,47,42,88,68,33,13,24,100,12,35,71,61,18,13,54,12,91,0,73,19,92,17,80,17,36,91,51,60,48,23,56,66,38,86,85,97,82,71,75,49,40,78,86,13,73,60,80,44,79,75,99,69,69,31,21,40,60,60,86,24,38,94,50,87,56,44,95,46,83,61,12,53,24,97,45
84,48,27,49,91,49,68,83,65,21,51,93,60,87,93,44,97,76,56,63,25,20,90,49,100,72,81,65,16,21,42,25,69,46,18,24,73,78,13,82,31,71,25,70,16,66,27,73,0,68,15,33,53,28,99,26,39,47,93,98,51,15,76,23,29,34,22,57,30,29,98,74,25,73,74,42,57,51,99,89,20,86,39,28,70,49,53,32,94,12,72,88,47,46,76,37,16,32,90,33,56,40,51,91,84
23,72,35,36,19,18,26,72,41,100,93,65,15,84,92,40,59,95,25,78,56,11,29,93,57,33,24,28,49,61,98,95,29,44,15,10,58,52,44,13,56,26,33,61,68,58,100,19,68,0,35,17,80,71,38,24,59,15,32,18,15,30,78,37,74,48,71,28,54,13,32,39,80,32,21,15,19,76,23,71,80,83,34,95,81,62,27,48,40,22,92,27,23,86,40,98,31,30,47,44,63,30,74,55,23
97,57,94,77,39,90,65,52,54,26,76,26,75,88,94,16,71,19,96,84,63,51,60,24,10,94,68,58,52,22,64,80,97,14,14,100,78,81,31,57,92,51,48,38,67,52,16,92,15,35,0,29,99,67,80,40,73,84,25,79,61,10,27,60,49,88,29,34,20,78,70,72,92,11,52,94,100,67,81,46,23,59,26,16,38,82,61,35,29,35,96,85,64,78,100,89,98,31,66,67,86,21,55,82,97
96,14,43,72,10,14,45,24,80,38,43,44,96,79,52,88,50,43,71,24,82,20,49,16,68,45,49,35,16,42,75,13,96,24,90,53,77,32,63,88,20,55,95,64,26,87,94,17,33,17,29,0,21,66,34,73,33,91,27,47,95,59,64,97,40,17,54,64,90,46,49,42,49,74,94,94,88,99,31,10,87,13,11,52,12,57,73,86,67,72,10,17,69,25,55,89,64,66,44,14,58,35,91,59,96
29,95,59,96,100,81,66,100,91,11,78,40,59,34,100,100,21,72,20,88,67,18,86,45,45,48,95,91,68,100,30,28,21,11,51,77,23,17,25,42,32,29,98,68,87,89,57,80,53,80,99,21,0,28,66,97,82,66,66,95,35,71,71,70,92,51,90,56,72,17,49,33,26,20,77,49,61,47,53,22,85,29,80,45,28,98,83,83,41,53,97,73,39,97,41,63,47,54,19,70,47,73,49,60,29
74,51,71,88,76,24,96,49,81,41,42,33,26,28,84,78,95,54,97,43,58,27,25,16,63,70,22,89,52,44,31,57,90,56,35,43,100,35,76,77,31,96,53,91,26,93,71,17,28,71,67,66,28,0,16,56,44,27,17,66,79,96,22,61,97,63,71,30,93,21,25,63,94,20,72,61,94,76,38,60,21,68,54,93,41,11,28,16,59,41,38,65,56,67,72,27,34,23,84,21,34,73,72,39,74
85,11,53,89,33,37,93,24,62,58,50,85,68,33,100,65,75,56,16,10,51,49,90,47,96,64,58,54,34,88,75,46,75,40,49,25,74,100,46,74,70,29,19,58,31,35,85,36,99,38,80,34,66,16,0,22,42,30,47,58,79,89,86,42,58,70,23,66,37,94,21,55,47,56,72,28,60,41,83,61,68,26,48,84,23,83,42,60,90,22,21,52,12,14,34,66,76,71,93,84,54,35,50,11,85
95,87,18,62,61,98,82,83,99,14,34,53,14,27,43,73,45,99,24,64,91,26,67,85,34,90,84,35,17,75,34,16,99,67,41,57,77,57,58,51,58,23,41,30,31,19,27,91,26,24,40,73,97,56,22,0,47,21,41,82,47,42,89,95,97,38,42,81,93,68,59,96,20,33,98,70,53,92,34,50,37,45,92,76,25,87,78,79,88,38,39,57,98,84,12,62,63,62,53,14,46,97,45,90,95
92,17,57,82,44,99,26,46,52,39,69,26,32,12,81,88,51,76,55,69,76,88,25,47,24,39,47,97,67,48,11,98,80,86,81,38,76,69,92,64,18,95,45,74,48,54,66,51,39,59,73,33,82,44,42,47,0,56,94,46,38,88,30,87,43,99,50,69,92,43,75,25,44,35,32,29,33,26,89,48,82,90,33,89,63,26,32,13,74,83,62,91,43,98,29,100,84,66,52,77,66,69,72,47,92
15,21,89,67,86,39,75,60,39,98,15,100,97,23,26,90,71,99,54,28,94,47,17,86,89,71,42,40,26,49,38,91,28,17,69,42,96,15,48,68,69,82,87,26,76,73,96,60,47,15,84,91,66,27,30,21,56,0,85,38,44,75,16,39,53,39,93,55,89,14,13,19,53,13,32,11,81,41,11,44,44,81,23,34,95,12,22,10,13,76,51,69,38,11,79,77,52,54,98,34,55,52,77,19,15
92,16,37,85,85,34,46,14,80,30,32,76,15,40,31,48,21,30,43,92,27,30,68,58,58,17,41,79,29,55,36,29,14,17,26,42,19,92,78,93,41,71,56,72,49,24,49,48,93,32,25,27,66,17,47,41,94,85,0,76,71,19,66,83,62,74,44,25,55,24,35,40,50,34,38,66,55,71,55,87,38,58,65,63,56,14,83,31,34,38,20,73,87,19,57,66,86,93,88,71,32,87,67,98,92
81,57,30,26,53,74,57,68,51,100,75,94,40,30,82,16,31,29,82,74,39,17,92,100,21,82,95,40,87,98,26,15,91,90,15,28,90,22,92,33,62,56,50,28,49,70,76,23,98,18,79,47,95,66,58,82,46,38,76,0,65,58,42,79,43,92,49,80,22,87,95,40,24,70,40,33,61,85,38,90,91,54,19,26,44,66,88,13,69,37,86,44,88,93,67,51,16,39,86,84,62,70,98,49,81
73,65,86,60,42,65,16,45,35,43,85,84,55,23,58,24,34,24,56,90,95,19,100,84,26,56,39,17,92,73,13,49,40,87,85,18,72,39,60,76,68,37,69,68,19,32,32,56,51,15,61,95,35,79,79,47,38,44,71,65,0,84,72,33,49,95,61,85,28,90,68,66,36,89,31,88,85,71,71,38,53,48,72,80,71,45,35,67,21,67,50,99,59,90,94,73,31,12,43,67,16,20,83,72,73
47,89,70,58,67,84,91,71,19,80,28,50,30,75,15,50,12,22,78,52,90,63,42,93,82,20,69,65,22,70,82,59,16,51,52,66,70,57,97,22,90,56,51,85,40,88,65,66,15,30,10,59,71,96,89,42,88,75,19,58,84,0,29,86,54,19,65,18,27,50,88,49,79,23,83,97,91,51,100,50,24,45,40,11,71,94,94,31,60,47,93,41,91,40,99,27,52,42,23,53,53,63,40,88,47
12,63,44,59,32,93,84,63,33,31,51,47,37,88,19,81,78,27,14,53,30,98,33,42,58,74,65,72,57,32,86,59,93,89,100,46,75,91,16,31,45,46,78,48,71,70,22,38,76,78,27,64,71,22,86,89,30,16,66,42,72,29,0,18,70,21,53,84,84,14,100,27,25,97,26,76,78,82,18,19,79,61,72,97,45,58,59,56,42,64,57,75,80,70,11,44,85,87,59,90,81,60,59,90,12
29,60,79,32,18,62,88,50,39,97,66,94,13,72,66,58,22,67,43,87,100,11,77,15,85,57,45,41,47,49,47,31,97,81,28,96,42,26,44,96,77,88,61,71,25,33,26,86,23,37,60,97,70,61,42,95,87,39,83,79,33,86,18,0,21,61,47,22,10,88,41,59,51,89,47,70,16,90,73,97,12,35,62,16,54,68,19,97,19,11,26,49,95,98,54,65,53,15,75,79,19,31,36,54,29
28,70,20,19,10,97,50,48,51,41,89,87,96,21,30,59,25,20,76,96,59,17,26,19,41,48,95,94,51,92,72,47,27,79,39,52,14,71,50,31,75,12,87,67,23,40,73,85,29,74,49,40,92,97,58,97,43,53,62,43,49,54,70,21,0,65,22,16,70,98,55,89,42,36,94,10,15,51,20,37,86,73,94,94,73,88,28,48,71,59,45,44,32,85,29,51,90,24,100,21,64,28,24,52,28
