39
96,88,59,46,83,32,93,53,86,42,98,46,82,97,14,87,18,34,0,27,54,45,49,72,70,56,58,23,91,31,28,85,77,21,20,43,68,74,79,44,96
77,57,96,56,74,61,74,30,32,50,28,29,50,77,52,13,19,97,27,0,57,35,16,96,99,22,60,24,55,82,32,18,65,53,11,81,55,99,16,27,77
72,33,32,100,53,68,15,86,32,66,32,71,91,85,69,13,18,46,54,57,0,22,82,22,82,80,19,73,29,20,58,87,61,56,68,50,78,32,18,85,72
75,32,88,68,75,25,60,80,85,24,53,63,78,18,10,29,79,12,45,35,22,0,11,40,70,73,39,76,71,26,49,93,38,70,59,50,33,59,98,83,75
61,100,77,81,62,81,12,70,31,93,89,15,75,11,59,80,29,66,49,16,82,11,0,67,29,45,98,42,33,18,16,25,64,23,25,92,83,88,75,71,61
93,47,94,63,24,71,69,47,12,97,95,24,25,46,59,86,15,53,72,96,22,40,67,0,27,84,13,16,37,75,12,88,99,74,34,14,96,46,70,87,93
11,80,51,14,11,45,35,14,14,52,85,78,93,11,17,83,81,82,70,99,82,70,29,27,0,86,66,70,22,52,29,48,41,38,23,65,29,68,74,64,11
85,16,97,68,15,64,70,69,19,13,41,19,34,48,40,65,37,99,56,22,80,73,45,84,86,0,13,80,24,57,37,54,73,10,65,61,34,51,34,71,85
64,43,44,54,54,54,80,31,16,40,39,77,74,25,80,75,75,70,58,60,19,39,98,13,66,13,0,32,46,24,90,32,47,84,89,53,66,71,19,95,64
19,14,77,77,61,61,55,37,78,81,81,43,51,93,40,73,49,54,23,24,73,76,42,16,70,80,32,0,81,36,13,15,25,30,83,96,46,93,84,29,19
52,65,29,22,71,43,75,91,61,95,58,78,37,12,11,81,22,77,91,55,29,71,33,37,22,24,46,81,0,19,12,88,42,75,59,52,70,46,38,17,52
67,29,83,44,76,72,17,19,39,42,26,73,53,84,12,87,82,64,31,82,20,26,18,75,52,57,24,36,19,0,91,23,38,45,65,39,81,39,66,38,67
95,81,37,17,99,86,34,12,63,71,62,69,96,57,95,88,86,31,28,32,58,49,16,12,29,37,90,13,12,91,0,18,49,65,15,13,35,82,22,27,95
78,89,62,72,69,11,26,29,72,71,34,53,68,73,43,46,68,72,85,18,87,93,25,88,48,54,32,15,88,23,18,0,61,98,77,100,95,12,16,10,78
38,15,62,93,66,90,16,100,62,51,64,34,56,22,39,30,90,37,77,65,61,38,64,99,41,73,47,25,42,38,49,61,0,44,43,44,57,28,28,52,38
20,48,78,43,60,51,90,88,68,47,58,100,24,32,86,30,59,27,21,53,56,70,23,74,38,10,84,30,75,45,65,98,44,0,53,93,28,28,52,39,20
96,88,88,80,99,62,65,57,26,100,33,56,57,51,13,84,84,40,20,11,68,59,25,34,23,65,89,83,59,65,15,77,43,53,0,55,58,66,40,22,96
86,17,94,39,36,70,20,81,63,85,98,54,43,64,74,55,75,86,43,81,50,50,92,14,65,61,53,96,52,39,13,100,44,93,55,0,19,14,13,67,86
15,35,23,61,18,66,10,91,73,38,86,72,57,80,47,80,43,31,68,55,78,33,83,96,29,34,66,46,70,81,35,95,57,28,58,19,0,71,38,67,15
92,66,10,46,95,74,96,12,22,34,35,48,97,96,87,86,35,26,74,99,32,59,88,46,68,51,71,93,46,39,82,12,28,28,66,14,71,0,80,13,92
65,26,23,13,48,58,14,26,71,58,92,33,52,86,76,55,77,42,79,16,18,98,75,70,74,34,19,84,38,66,22,16,28,52,40,13,38,80,0,79,65
85,20,57,50,77,92,14,100,51,99,68,28,84,88,48,34,53,62,44,27,85,83,71,87,64,71,95,29,17,38,27,10,52,39,22,67,67,13,79,0,85
0,10,56,12,65,30,27,69,79,99,35,73,32,69,74,73,40,67,96,77,72,75,61,93,11,85,64,19,52,67,95,78,38,20,96,86,15,92,65,85,0
