110
58,24,68,95,46,38,27,46,91,0,70,90,86,88,41,65,76,59,78,11,23,88,79,87,56,55,89,60,96,39,37,23,25,84,60,46,63,40,57,81,62,87,30,29,80,52,83,61,24,41,59,15,99,22,90,31,92,12,69,75,16,15,26,69,75,84,99,62,90,42,69,40,32,86,41,25,36,100,100,100,94,37,15,69,38,72,53,78,25,82,67,89,84,26,77,49,43,29,31,78,59,64,100,67,23,25,60,54,66,81,29,58
36,22,60,22,40,36,52,94,21,70,0,43,84,94,71,44,67,35,83,88,57,81,93,12,50,59,88,75,87,92,83,58,53,89,49,22,12,15,25,74,56,73,33,37,30,28,13,15,10,98,46,92,33,69,91,52,50,34,84,53,38,22,57,48,84,57,46,18,21,62,65,30,19,23,75,28,100,80,61,47,42,78,35,30,78,30,42,43,38,63,44,92,84,58,47,74,71,93,59,92,22,88,70,39,91,70,88,39,41,82,37,36
30,54,91,53,56,96,82,59,54,90,43,0,80,59,78,46,14,94,45,80,64,29,54,72,95,38,33,54,100,18,19,96,62,40,80,14,23,74,51,27,98,76,96,59,16,56,82,90,50,66,70,10,99,36,42,69,27,90,29,64,76,73,53,42,32,28,13,22,59,81,70,96,27,99,21,15,78,62,44,12,40,53,22,88,88,19,30,72,93,32,41,21,96,18,81,17,84,51,76,97,34,88,48,99,74,77,53,15,66,53,77,30
55,87,90,43,98,41,84,22,94,86,84,80,0,98,47,52,74,54,83,76,73,37,95,26,18,30,47,97,96,85,26,53,68,97,75,80,32,18,37,37,51,72,84,17,22,88,52,30,20,13,36,68,85,75,72,95,69,31,37,16,84,20,84,21,15,11,60,91,42,42,77,65,26,60,34,34,89,10,45,81,83,77,38,94,67,43,33,20,55,39,75,56,58,83,60,13,26,84,18,25,79,23,36,57,98,59,47,19,74,17,43,55
76,72,99,44,30,78,34,26,56,88,94,59,98,0,68,14,13,41,81,85,55,41,18,81,34,70,34,60,92,92,12,86,22,77,54,87,45,83,83,63,60,38,64,17,50,85,57,97,98,41,62,30,51,18,61,59,42,72,44,75,88,63,73,31,70,24,27,64,35,24,64,79,49,33,65,75,90,41,23,77,23,45,75,19,18,36,11,20,86,10,92,86,74,94,18,55,25,76,12,55,39,64,57,90,46,96,28,75,92,91,11,76
87,78,31,100,65,83,68,27,62,41,71,78,47,68,0,54,18,54,32,57,48,45,13,49,99,89,26,71,11,11,42,38,29,40,34,97,34,76,67,10,86,27,24,66,20,92,79,17,71,85,34,92,82,92,42,79,86,57,16,58,30,23,56,26,77,18,41,88,75,49,57,19,79,63,68,35,41,37,66,41,88,59,78,97,32,77,81,72,26,25,83,11,54,65,63,82,27,99,23,88,88,20,80,40,32,33,90,35,81,36,23,87
94,45,45,35,85,93,51,63,40,65,44,46,52,14,54,0,74,22,41,71,45,20,17,93,18,59,76,22,28,92,31,55,76,20,76,78,12,91,84,98,48,19,33,30,30,13,66,26,77,95,50,69,39,36,95,20,18,99,41,53,36,24,72,37,34,10,46,93,41,27,77,63,37,19,55,68,72,98,92,50,27,35,85,71,90,72,50,49,15,95,99,100,22,64,67,70,60,74,79,96,11,35,66,60,93,63,65,91,74,87,69,94
98,81,96,65,37,93,11,91,14,76,67,14,74,13,18,74,0,39,69,56,54,62,11,83,30,28,83,29,58,12,48,60,74,80,43,72,18,84,15,51,61,32,56,62,70,13,50,98,74,36,54,22,34,40,54,61,71,87,98,99,61,48,52,48,89,51,71,57,54,91,48,59,100,27,63,33,56,93,43,58,26,45,88,55,98,60,36,48,24,96,17,74,25,68,68,45,14,35,87,89,84,97,25,64,69,54,26,23,62,16,25,98
96,50,32,77,51,29,78,16,31,59,35,94,54,41,54,22,39,0,31,31,32,33,54,80,10,30,43,60,94,91,72,78,31,92,71,29,86,51,90,93,24,77,86,87,35,89,37,68,15,45,88,46,23,62,24,91,23,35,96,69,47,100,17,21,71,71,41,24,67,76,54,12,31,71,98,99,55,87,28,21,44,21,86,94,92,44,90,74,68,77,28,69,40,85,35,77,41,99,12,62,15,23,16,54,51,16,55,40,29,18,42,96
99,98,77,29,92,94,26,92,98,78,83,45,83,81,32,41,69,31,0,60,11,60,68,99,53,20,88,94,40,33,32,95,15,82,73,96,18,95,13,56,63,18,90,95,72,10,12,41,100,66,59,77,76,100,35,65,47,48,26,46,43,22,47,43,60,37,73,21,96,91,24,21,25,50,48,12,81,73,43,70,54,50,91,10,67,75,47,61,100,68,16,97,49,78,54,28,91,13,15,74,70,11,50,93,41,56,82,20,84,89,56,99
100,89,79,23,25,65,99,21,33,11,88,80,76,85,57,71,56,31,60,0,10,37,95,78,82,40,50,61,62,49,27,57,59,41,67,92,76,40,47,55,25,65,40,85,100,36,61,48,57,35,78,73,62,16,90,46,36,56,98,70,68,64,78,47,64,31,20,85,24,82,66,65,57,48,27,94,63,47,98,20,99,32,46,69,72,46,72,81,100,22,40,86,30,50,92,36,31,31,56,60,48,58,14,61,74,62,53,52,43,98,72,100
88,67,66,72,53,28,11,60,74,23,57,64,73,55,48,45,54,32,11,10,0,37,11,68,52,71,27,11,100,28,67,46,97,53,82,56,86,60,34,96,51,30,79,20,74,40,36,45,32,94,24,16,53,93,60,13,57,52,88,87,84,47,66,77,97,13,26,25,34,91,94,21,92,74,83,11,42,45,39,92,82,95,23,29,60,12,76,62,85,27,14,100,36,10,92,16,32,69,24,31,93,29,94,75,92,38,51,82,21,86,23,88
81,15,52,94,96,71,58,63,32,88,81,29,37,41,45,20,62,33,60,37,37,0,39,65,92,19,78,14,92,53,86,52,77,84,81,59,22,96,32,67,64,40,88,76,63,10,30,12,49,19,63,65,47,17,49,17,12,59,61,10,83,62,72,78,28,85,41,72,55,44,58,45,29,99,81,27,23,45,92,33,43,65,18,39,23,43,62,31,18,80,14,48,56,34,59,93,70,30,88,36,15,61,63,39,46,29,60,25,75,25,15,81
60,22,47,38,36,53,18,38,30,79,93,54,95,18,13,17,11,54,68,95,11,39,0,94,58,31,26,36,88,17,25,92,67,89,72,80,83,66,81,55,42,79,55,83,63,64,68,57,15,97,74,78,91,68,86,37,46,61,100,18,38,12,46,23,78,59,60,68,92,67,19,71,19,47,15,96,36,23,74,93,94,70,53,30,91,36,52,70,59,75,32,94,86,60,37,53,58,16,91,78,31,86,89,68,24,36,29,46,72,49,99,60
19,33,67,39,13,62,43,98,63,87,12,72,26,81,49,93,83,80,99,78,68,65,94,0,66,51,83,91,100,96,89,74,66,45,56,12,75,90,57,36,23,72,50,24,93,25,31,97,90,77,27,70,96,26,64,72,63,37,18,45,10,69,84,40,26,10,41,24,59,49,35,71,19,92,26,49,70,58,33,79,72,82,97,95,11,62,93,13,33,14,63,82,72,47,51,22,55,42,85,77,59,69,38,31,28,37,90,39,75,53,74,19
17,72,91,57,11,37,74,14,82,56,50,95,18,34,99,18,30,10,53,82,52,92,58,66,0,36,17,87,25,19,42,15,78,13,39,92,66,78,24,50,82,50,12,35,23,84,79,53,56,80,30,38,74,16,89,80,82,66,28,12,11,34,54,90,90,61,39,97,96,49,26,39,30,20,83,22,59,70,74,19,47,86,23,12,22,21,36,39,84,75,16,60,88,72,24,31,40,100,29,76,96,25,55,89,43,33,94,79,52,61,68,17
19,87,66,91,94,24,22,48,14,55,59,38,30,70,89,59,28,30,20,40,71,19,31,51,36,0,29,49,62,74,96,67,74,41,34,53,41,54,91,90,34,84,46,92,38,56,74,59,98,39,85,41,81,65,77,37,38,80,30,59,34,87,46,79,76,39,68,80,13,50,94,29,92,83,33,26,20,21,63,98,81,34,29,68,93,99,13,86,63,30,98,31,44,54,11,26,37,78,29,20,42,74,41,51,79,74,66,78,45,34,18,19
42,16,87,81,95,62,20,92,54,89,88,33,47,34,26,76,83,43,88,50,27,78,26,83,17,29,0,76,66,26,40,30,63,71,84,69,52,62,49,78,68,70,25,81,78,53,87,93,30,20,50,24,79,86,39,71,46,15,35,89,99,64,21,10,35,41,97,38,51,56,21,91,100,56,11,54,69,92,99,30,20,98,76,96,18,40,90,25,30,64,10,41,32,18,99,92,78,66,25,81,29,31,76,87,26,73,82,73,88,25,60,42
45,18,38,18,92,38,55,23,92,60,75,54,97,60,71,22,29,60,94,61,11,14,36,91,87,49,76,0,21,52,44,29,48,28,56,36,28,88,71,92,29,22,14,46,94,54,42,22,63,64,15,28,38,79,80,50,59,65,60,71,55,71,25,42,57,70,67,68,90,46,100,97,41,23,74,27,61,32,64,34,44,68,98,50,11,67,63,44,11,50,21,95,77,80,28,71,27,62,49,36,75,41,65,29,12,50,51,90,57,23,52,45
11,24,67,47,70,33,44,91,32,96,87,100,96,92,11,28,58,94,40,62,100,92,88,100,25,62,66,21,0,85,89,94,14,79,81,41,55,84,70,67,35,50,73,49,27,53,88,35,69,57,54,83,55,26,46,22,56,85,18,64,32,83,46,60,70,87,35,25,75,90,29,14,17,68,73,52,100,27,23,66,30,82,74,52,56,70,53,12,11,14,46,90,82,44,50,100,31,73,85,35,70,68,34,64,28,87,60,81,99,83,24,11
64,27,87,81,17,32,43,94,84,39,92,18,85,92,11,92,12,91,33,49,28,53,17,96,19,74,26,52,85,0,93,77,27,51,51,43,50,82,54,10,96,80,41,32,42,32,92,56,71,16,23,92,77,57,66,81,81,46,74,73,21,96,93,71,95,55,55,19,81,84,65,35,97,18,61,20,96,29,99,47,24,23,54,67,67,91,48,74,35,70,42,41,79,12,55,23,53,57,48,17,47,75,72,83,100,75,50,40,21,45,70,64
77,90,48,66,66,51,85,10,35,37,83,19,26,12,42,31,48,72,32,27,67,86,25,89,42,96,40,44,89,93,0,63,17,65,32,63,20,95,96,62,15,21,89,93,22,59,45,81,47,92,93,40,86,92,71,64,68,90,21,91,52,44,64,85,87,73,19,24,100,61,16,24,12,72,66,98,80,84,12,21,95,97,48,31,86,11,81,57,82,53,54,99,34,59,84,44,53,85,92,99,32,91,33,65,60,22,52,29,17,98,54,77
26,24,55,10,19,36,79,92,12,23,58,96,53,86,38,55,60,78,95,57,46,52,92,74,15,67,30,29,94,77,63,0,63,32,80,88,48,49,89,36,31,33,60,70,47,20,63,58,75,48,90,79,31,69,82,63,93,82,92,40,67,82,51,64,89,52,68,80,45,76,87,31,93,72,86,19,18,53,94,82,39,57,81,100,67,54,47,40,12,88,71,10,14,85,40,78,35,90,57,13,47,10,65,25,77,31,32,94,44,51,70,26
34,97,49,81,82,33,39,48,42,25,53,62,68,22,29,76,74,31,15,59,97,77,67,66,78,74,63,48,14,27,17,63,0,72,42,40,93,71,87,91,12,82,62,25,20,10,78,95,73,67,83,76,97,77,12,12,44,10,70,86,98,95,31,95,26,10,63,31,13,28,92,83,63,32,90,61,60,24,55,27,20,53,56,75,70,13,79,35,31,42,59,17,48,28,39,75,77,26,62,31,64,91,55,58,23,60,62,91,70,52,92,34
50,42,37,26,87,17,90,44,26,84,89,40,97,77,40,20,80,92,82,41,53,84,89,45,13,41,71,28,79,51,65,32,72,0,48,64,97,90,62,40,70,86,18,97,36,86,17,82,95,54,90,25,42,17,42,82,72,49,97,85,71,96,85,60,25,57,86,93,38,27,45,35,38,33,30,68,27,71,75,15,20,19,63,98,94,28,80,95,84,24,94,32,16,58,93,11,54,52,72,74,69,27,22,12,66,60,94,16,93,67,16,50
45,73,32,56,52,67,54,94,94,60,49,80,75,54,34,76,43,71,73,67,82,81,72,56,39,34,84,56,81,51,32,80,42,48,0,32,60,49,49,42,17,49,64,99,41,20,15,69,100,30,72,66,85,57,81,35,41,65,83,27,17,26,46,84,44,80,97,41,93,45,14,10,97,57,23,51,62,60,53,51,92,81,60,33,79,95,10,41,12,15,30,93,54,48,97,75,60,58,66,17,78,100,90,72,80,56,63,95,91,86,61,45
10,93,45,51,61,29,82,73,81,46,22,14,80,87,97,78,72,29,96,92,56,59,80,12,92,53,69,36,41,43,63,88,40,64,32,0,89,58,15,73,45,71,20,47,35,11,85,39,15,30,82,91,100,71,49,84,27,36,43,43,70,95,53,63,24,69,26,79,92,54,32,43,56,13,60,31,85,98,94,82,25,68,56,89,10,44,59,37,98,69,86,65,19,96,40,62,88,70,34,24,58,30,91,63,55,68,95,77,15,38,78,10
15,28,58,79,82,20,64,43,63,63,12,23,32,45,34,12,18,86,18,76,86,22,83,75,66,41,52,28,55,50,20,48,93,97,60,89,0,38,79,44,93,28,32,16,89,75,72,85,63,24,44,80,87,54,65,16,94,37,73,100,58,26,25,36,16,27,84,75,31,28,64,96,93,62,81,89,38,20,10,21,27,64,31,61,43,27,85,84,68,29,67,75,12,15,22,81,48,67,65,13,82,30,72,18,52,13,89,78,74,90,36,15
42,21,23,89,17,34,91,53,57,40,15,74,18,83,76,91,84,51,95,40,60,96,66,90,78,54,62,88,84,82,95,49,71,90,49,58,38,0,58,39,45,86,60,77,95,65,58,59,67,60,16,28,83,15,52,56,45,33,35,37,95,52,15,72,36,94,82,13,33,25,77,30,99,61,95,80,59,90,33,99,39,88,76,12,62,43,53,19,92,91,63,79,14,20,16,66,59,97,99,30,83,19,88,21,11,77,38,58,45,69,87,42
17,67,79,20,95,10,31,45,78,57,25,51,37,83,67,84,15,90,13,47,34,32,81,57,24,91,49,71,70,54,96,89,87,62,49,15,79,58,0,97,76,68,65,83,16,10,52,64,45,41,20,53,99,33,83,31,33,22,10,94,48,46,27,55,53,13,90,90,16,83,81,90,17,27,18,91,87,92,49,89,76,26,11,57,96,82,74,53,32,54,69,35,37,31,82,65,65,29,50,97,90,17,25,56,98,63,63,36,39,73,26,17
94,45,56,100,90,28,59,56,21,81,74,27,37,63,10,98,51,93,56,55,96,67,55,36,50,90,78,92,67,10,62,36,91,40,42,73,44,39,97,0,65,14,17,60,71,39,90,86,97,96,54,20,70,94,77,52,44,90,98,68,12,72,50,87,41,27,73,56,82,88,43,70,75,21,61,40,75,73,15,97,43,32,28,85,16,18,23,31,88,10,15,24,60,44,98,64,47,67,64,68,10,89,51,59,93,38,22,97,29,16,37,94
30,90,12,73,39,77,89,42,41,62,56,98,51,60,86,48,61,24,63,25,51,64,42,23,82,34,68,29,35,96,15,31,12,70,17,45,93,45,76,65,0,19,21,14,39,57,14,70,45,11,23,43,13,50,37,64,35,93,27,95,25,26,31,20,43,66,22,90,94,88,73,22,24,48,92,34,27,71,61,64,90,78,87,11,16,73,94,34,69,85,80,45,92,42,80,20,15,11,77,68,34,81,42,79,50,61,28,16,40,18,65,30
73,27,56,57,94,61,58,42,51,87,73,76,72,38,27,19,32,77,18,65,30,40,79,72,50,84,70,22,50,80,21,33,82,86,49,71,28,86,68,14,19,0,15,49,14,70,81,76,23,94,54,49,13,77,54,38,76,11,80,86,22,79,44,78,59,88,65,36,41,76,100,95,57,20,68,31,18,14,59,12,51,62,98,71,15,39,39,69,99,39,38,12,89,95,67,75,74,36,49,100,52,23,42,63,62,96,55,77,99,34,33,73
57,85,35,97,66,35,21,10,65,30,33,96,84,64,24,33,56,86,90,40,79,88,55,50,12,46,25,14,73,41,89,60,62,18,64,20,32,60,65,17,21,15,0,97,97,17,31,18,64,77,47,44,63,63,10,28,97,88,86,12,83,42,19,40,48,40,74,60,76,30,72,30,10,57,26,22,20,70,39,25,33,34,85,25,97,19,58,61,73,14,95,57,18,14,53,18,68,42,31,11,50,80,67,98,95,94,11,11,76,19,50,57
42,46,27,26,97,16,36,88,57,29,37,59,17,17,66,30,62,87,95,85,20,76,83,24,35,92,81,46,49,32,93,70,25,97,99,47,16,77,83,60,14,49,97,0,38,16,71,15,73,98,10,25,92,75,41,95,29,71,39,72,43,17,37,85,83,31,59,47,70,81,98,86,49,34,55,86,29,14,68,33,21,29,64,25,55,45,74,28,22,75,75,85,87,45,60,16,67,80,19,37,53,67,99,31,67,83,77,15,78,43,48,42
81,99,63,40,38,76,74,91,32,80,30,16,22,50,20,30,70,35,72,100,74,63,63,93,23,38,78,94,27,42,22,47,20,36,41,35,89,95,16,71,39,14,97,38,0,63,88,82,83,79,30,90,87,98,87,15,75,45,58,68,18,80,14,82,66,68,87,90,33,87,63,27,72,73,30,77,12,15,53,10,47,78,40,98,57,48,54,12,95,75,22,24,89,13,91,77,71,35,80,29,15,81,96,82,59,84,15,19,22,52,19,81
63,54,83,89,27,55,18,22,77,52,28,56,88,85,92,13,13,89,10,36,40,10,64,25,84,56,53,54,53,32,59,20,10,86,20,11,75,65,10,39,57,70,17,16,63,0,89,42,26,41,39,28,98,24,24,25,30,38,62,61,28,37,12,93,79,97,39,100,92,82,21,84,73,90,38,35,29,69,52,89,98,10,28,59,52,77,69,61,31,15,99,58,36,21,99,82,72,57,69,11,54,39,88,14,65,91,36,53,55,95,40,63
84,99,15,37,19,59,75,58,95,83,13,82,52,57,79,66,50,37,12,61,36,30,68,31,79,74,87,42,88,92,45,63,78,17,15,85,72,58,52,90,14,81,31,71,88,89,0,30,19,36,33,38,42,27,27,65,89,10,54,17,65,57,99,50,94,14,59,60,74,75,47,77,33,21,96,12,46,100,59,22,17,90,23,100,60,18,55,20,34,100,90,15,58,69,68,55,19,50,38,11,62,37,55,57,85,57,82,30,81,20,40,84
43,23,40,79,93,45,86,94,93,61,15,90,30,97,17,26,98,68,41,48,45,12,57,97,53,59,93,22,35,56,81,58,95,82,69,39,85,59,64,86,70,76,18,15,82,42,30,0,99,16,11,13,96,45,99,40,53,88,70,86,76,83,35,66,91,76,29,71,23,48,45,43,98,62,88,47,31,60,82,39,43,60,30,84,29,91,73,27,90,13,37,42,45,15,36,51,95,17,71,75,57,18,26,64,34,49,89,49,41,82,93,43
25,17,33,68,60,22,75,15,46,24,10,50,20,98,71,77,74,15,100,57,32,49,15,90,56,98,30,63,69,71,47,75,73,95,100,15,63,67,45,97,45,23,64,73,83,26,19,99,0,68,70,58,53,36,34,91,41,48,89,46,44,80,82,52,57,51,41,86,32,60,50,98,13,55,52,39,57,93,59,89,20,71,97,95,34,78,89,79,58,45,63,76,48,63,98,42,100,25,92,46,91,79,67,85,33,51,11,88,71,80,11,25
83,89,18,17,98,75,97,73,99,41,98,66,13,41,85,95,36,45,66,35,94,19,97,77,80,39,20,64,57,16,92,48,67,54,30,30,24,60,41,96,11,94,77,98,79,41,36,16,68,0,99,38,45,31,48,92,75,86,33,24,46,66,17,31,87,39,42,22,37,43,74,57,85,14,32,84,77,58,98,59,93,25,100,49,71,21,20,97,94,32,51,16,77,21,75,78,86,18,12,22,20,94,39,87,67,62,24,28,51,93,12,83
39,54,51,38,39,49,54,27,99,59,46,70,36,62,34,50,54,88,59,78,24,63,74,27,30,85,50,15,54,23,93,90,83,90,72,82,44,16,20,54,23,54,47,10,30,39,33,11,70,99,0,83,85,42,61,64,40,62,92,21,16,80,25,36,33,13,27,15,62,70,14,33,83,96,68,67,51,82,37,53,53,24,13,100,84,90,80,31,96,47,20,36,43,58,79,88,93,48,90,99,48,33,28,90,83,29,45,39,94,84,58,39
54,37,28,67,97,87,60,52,23,15,92,10,68,30,92,69,22,46,77,73,16,65,78,70,38,41,24,28,83,92,40,79,76,25,66,91,80,28,53,20,43,49,44,25,90,28,38,13,58,38,83,0,43,18,25,23,58,22,47,33,18,72,77,71,10,19,92,27,65,22,83,13,49,21,65,56,51,54,71,11,69,34,36,91,21,69,66,34,94,15,44,68,17,24,24,89,93,98,28,72,73,12,77,59,25,21,81,39,85,58,54,54
61,64,32,13,65,86,52,26,99,99,33,99,85,51,82,39,34,23,76,62,53,47,91,96,74,81,79,38,55,77,86,31,97,42,85,100,87,83,99,70,13,13,63,92,87,98,42,96,53,45,85,43,0,35,75,70,50,81,35,60,100,70,51,16,24,56,34,88,68,85,90,75,31,62,97,65,21,90,36,54,24,20,24,24,29,24,100,57,100,84,43,93,71,10,23,70,67,32,67,76,98,17,20,28,42,57,91,25,31,89,30,61
83,29,43,83,87,77,83,100,92,22,69,36,75,18,92,36,40,62,100,16,93,17,68,26,16,65,86,79,26,57,92,69,77,17,57,71,54,15,33,94,50,77,63,75,98,24,27,45,36,31,42,18,35,0,60,16,59,19,91,30,31,22,85,64,33,24,19,48,79,32,85,68,82,66,62,24,97,74,27,95,54,38,64,28,80,56,82,31,68,29,19,98,68,29,20,91,53,90,57,27,42,30,17,20,52,65,15,59,78,86,69,83
52,83,30,72,81,60,40,90,68,90,91,42,72,61,42,95,54,24,35,90,60,49,86,64,89,77,39,80,46,66,71,82,12,42,81,49,65,52,83,77,37,54,10,41,87,24,27,99,34,48,61,25,75,60,0,87,22,13,75,69,73,69,81,35,62,47,28,58,39,43,64,64,40,83,68,11,61,67,45,36,50,92,19,92,97,41,74,35,32,84,94,41,64,29,15,12,64,72,49,72,61,30,84,91,89,72,99,71,27,87,57,52
50,18,66,58,62,17,63,28,53,31,52,69,95,59,79,20,61,91,65,46,13,17,37,72,80,37,71,50,22,81,64,63,12,82,35,84,16,56,31,52,64,38,28,95,15,25,65,40,91,92,64,23,70,16,87,0,53,17,89,65,24,44,53,79,85,56,58,59,32,56,68,60,74,37,31,99,82,43,68,90,10,14,42,17,100,23,92,59,98,99,56,76,12,60,52,54,45,29,89,92,38,70,19,54,42,90,23,18,71,25,43,50
30,82,91,40,27,59,22,70,49,92,50,27,69,42,86,18,71,23,47,36,57,12,46,63,82,38,46,59,56,81,68,93,44,72,41,27,94,45,33,44,35,76,97,29,75,30,89,53,41,75,40,58,50,59,22,53,0,27,18,55,23,71,12,93,33,75,23,52,96,41,51,65,44,84,97,41,59,19,89,85,60,76,17,25,67,92,51,88,56,86,65,88,55,57,63,56,45,98,98,33,60,91,29,65,31,68,67,89,25,65,100,30
65,75,30,67,86,82,30,52,69,12,34,90,31,72,57,99,87,35,48,56,52,59,61,37,66,80,15,65,85,46,90,82,10,49,65,36,37,33,22,90,93,11,88,71,45,38,10,88,48,86,62,22,81,19,13,17,27,0,29,12,89,100,19,85,27,48,95,92,45,79,68,20,94,24,33,77,29,80,78,44,79,88,96,37,93,19,58,69,16,24,12,55,51,37,65,28,58,59,73,69,82,85,19,60,63,26,79,44,61,79,77,65
83,43,29,29,60,47,41,35,75,69,84,29,37,44,16,41,98,96,26,98,88,61,100,18,28,30,35,60,18,74,21,92,70,97,83,43,73,35,10,98,27,80,86,39,58,62,54,70,89,33,92,47,35,91,75,89,18,29,0,24,92,19,84,25,48,52,37,48,55,41,51,58,85,100,91,38,74,31,59,42,68,100,26,59,38,20,66,15,59,99,45,94,31,33,36,42,23,41,39,77,88,38,23,77,46,33,61,73,31,21,84,83
37,69,54,49,78,31,69,100,27,75,53,64,16,75,58,53,99,69,46,70,87,10,18,45,12,59,89,71,64,73,91,40,86,85,27,43,100,37,94,68,95,86,12,72,68,61,17,86,46,24,21,33,60,30,69,65,55,12,24,0,44,17,81,51,63,93,66,38,60,92,51,88,100,73,75,88,76,55,11,83,68,56,79,22,96,10,13,25,82,63,48,61,64,98,89,73,63,76,56,98,98,80,100,40,100,40,82,84,66,91,47,37
31,26,12,30,14,68,46,87,13,16,38,76,84,88,30,36,61,47,43,68,84,83,38,10,11,34,99,55,32,21,52,67,98,71,17,70,58,95,48,12,25,22,83,43,18,28,65,76,44,46,16,18,100,31,73,24,23,89,92,44,0,43,30,78,39,25,81,34,99,84,66,38,91,24,80,73,35,35,36,41,90,16,99,84,28,84,98,82,67,28,32,54,55,56,53,63,86,33,82,42,45,98,36,34,93,67,76,49,19,18,58,31
