106
64,68,42,34,40,33,43,25,68,70,94,55,99,66,50,79,93,10,80,52,66,26,25,21,90,69,95,13,49,0,20,18,31,17,54,60,40,47,19,65,85,67,94,22,34,28,28,19,17,79,73,65,81,92,46,50,55,52,68,28,26,74,77,65,11,94,44,76,80,66,87,79,90,12,31,83,42,100,65,20,28,58,53,25,10,18,69,43,15,83,28,43,68,15,23,29,10,90,69,99,13,42,19,23,28,19,85,64
83,86,26,35,52,79,92,92,13,16,56,67,77,24,92,79,45,58,56,92,77,22,69,86,20,78,27,29,13,20,0,14,42,77,67,82,38,82,72,94,91,92,86,55,73,44,74,13,74,47,15,52,21,49,53,56,39,45,61,56,58,80,39,31,71,19,56,97,94,49,41,85,33,33,71,47,56,27,90,13,50,48,53,78,75,15,32,56,34,27,79,35,15,52,13,78,17,56,78,72,47,58,47,98,54,25,82,83
22,83,16,28,18,89,46,61,56,51,34,61,25,71,19,41,46,92,12,54,36,51,48,99,98,88,60,52,20,18,14,0,59,14,58,47,40,22,92,27,96,83,13,26,73,50,39,64,91,44,37,50,42,75,46,32,39,38,67,11,67,83,22,39,75,19,62,95,84,52,65,35,74,73,99,22,25,44,83,63,46,29,53,37,49,30,68,58,82,74,25,37,61,66,12,96,92,65,38,99,70,11,36,97,72,99,45,22
55,87,57,38,45,89,33,71,10,97,70,38,71,41,100,75,96,59,24,16,66,22,76,10,46,62,69,81,92,31,42,59,0,39,29,29,97,11,32,23,15,19,28,49,48,88,66,71,90,87,17,15,25,31,10,37,32,44,68,45,68,15,17,59,29,19,90,52,51,76,70,62,21,30,44,35,71,84,97,11,11,83,45,57,52,30,58,65,61,17,13,97,30,24,11,70,39,76,61,30,52,47,23,24,91,74,17,55
81,80,86,31,69,97,31,47,87,74,86,61,64,29,10,40,40,43,67,77,92,59,51,90,49,90,45,45,84,17,77,14,39,0,15,31,45,60,10,47,41,72,100,81,42,79,60,20,20,18,39,21,61,42,64,85,69,34,28,43,34,37,54,67,16,82,98,65,99,88,56,57,25,51,96,43,32,28,13,17,41,58,75,94,10,71,15,97,55,50,70,60,14,70,57,11,72,43,50,36,49,15,54,16,22,90,29,81
100,56,33,74,55,19,16,71,11,63,49,14,26,43,74,24,57,80,69,63,76,11,88,42,42,12,50,86,82,54,67,58,29,15,0,53,37,81,82,83,97,30,69,74,48,73,51,22,44,46,74,56,35,78,62,37,25,30,93,48,54,84,81,60,46,28,18,100,87,49,77,41,25,18,97,22,17,31,14,35,46,43,25,39,63,95,61,49,20,86,29,40,88,81,49,17,42,90,19,71,23,58,31,39,92,12,19,100
51,18,90,16,95,84,69,67,50,11,63,17,12,93,73,11,74,40,28,23,36,66,65,98,43,81,25,35,66,60,82,47,29,31,53,0,78,91,84,70,94,66,80,61,32,47,50,98,20,10,20,94,86,78,29,65,76,46,95,91,48,37,58,52,93,48,21,54,69,30,76,93,44,26,10,94,32,25,45,61,23,98,11,92,50,84,30,12,97,27,51,61,25,36,31,40,86,16,85,97,88,61,95,63,42,91,82,51
96,61,57,79,37,36,87,75,45,38,43,88,31,40,85,15,38,28,86,87,49,50,36,54,14,96,47,44,49,40,38,40,97,45,37,78,0,27,13,15,71,86,79,40,15,99,92,66,22,63,67,94,46,14,51,56,19,61,29,41,73,66,58,67,38,84,69,82,30,68,34,68,40,84,57,76,64,19,42,64,14,58,18,67,37,94,31,50,75,84,67,61,95,14,21,51,68,51,100,89,22,66,37,74,38,72,95,96
100,71,86,83,42,50,74,45,84,58,40,76,69,65,58,45,33,29,49,14,63,24,91,83,96,68,43,33,63,47,82,22,11,60,81,91,27,0,85,46,37,36,29,24,33,96,34,15,83,21,98,70,34,45,73,12,14,73,47,74,43,28,96,20,67,17,81,50,58,17,56,33,18,16,77,74,19,99,25,52,60,86,10,28,77,51,55,56,32,18,72,28,63,86,39,61,10,50,68,42,41,66,85,43,52,18,52,100
61,37,69,82,73,61,84,21,22,52,81,28,65,27,53,26,20,28,50,62,81,54,77,11,16,41,74,13,95,19,72,92,32,10,82,84,13,85,0,90,96,32,76,45,69,70,87,38,96,71,95,23,95,18,33,44,55,42,26,65,66,37,82,69,21,74,22,72,23,29,33,24,38,47,82,35,80,21,96,62,75,87,66,61,67,42,50,94,47,88,33,28,96,82,63,57,27,28,92,24,51,24,85,76,49,20,44,61
20,44,12,42,20,75,79,75,60,69,47,45,46,48,20,35,66,68,28,63,48,32,40,36,88,10,97,19,66,65,94,27,23,47,83,70,15,46,90,0,79,37,100,35,91,100,16,18,31,81,49,46,81,63,33,19,13,36,87,30,37,12,22,19,34,26,50,43,87,62,12,16,40,77,64,87,97,49,39,62,34,73,96,86,62,84,55,98,20,76,92,65,69,23,25,85,64,56,45,75,62,60,86,66,11,97,61,20
40,40,19,61,22,39,62,44,31,41,89,81,98,14,46,18,44,70,25,58,24,94,72,41,46,52,26,25,26,85,91,96,15,41,97,94,71,37,96,79,0,13,85,47,58,43,12,80,53,92,73,79,29,21,52,80,51,27,87,63,74,16,62,80,90,26,28,32,51,73,18,40,64,85,35,95,26,56,58,58,10,54,62,22,33,28,17,69,66,61,50,47,90,62,19,47,98,56,23,86,84,46,72,23,67,37,92,40
63,75,81,40,87,59,36,89,35,52,19,17,83,51,69,22,45,83,48,76,23,40,26,21,82,91,100,83,15,67,92,83,19,72,30,66,86,36,32,37,13,0,38,72,33,70,65,28,48,13,93,76,84,17,83,60,79,55,23,73,65,88,26,81,82,32,41,85,36,81,86,79,67,64,82,56,18,62,78,69,93,84,54,21,92,81,31,61,76,60,69,27,82,98,60,42,67,49,99,54,32,80,60,82,29,30,82,63
14,20,25,41,49,12,27,60,21,65,53,11,70,13,20,38,38,63,31,97,85,78,76,18,48,45,45,91,48,94,86,13,28,100,69,80,79,29,76,100,85,38,0,69,67,90,45,23,24,36,33,14,65,46,11,58,70,85,10,39,68,61,24,82,15,43,73,80,94,22,96,57,32,71,32,99,36,55,12,84,86,28,55,51,10,40,89,72,40,38,15,90,28,28,85,39,23,13,47,34,64,51,62,96,38,93,49,14
39,46,23,54,20,76,40,28,99,34,43,19,61,70,47,84,98,27,76,35,43,98,72,80,82,60,30,50,85,22,55,26,49,81,74,61,40,24,45,35,47,72,69,0,85,95,36,21,25,45,82,25,25,39,76,70,63,29,66,68,72,67,96,36,54,19,64,53,49,26,57,75,38,31,16,74,67,11,15,74,83,23,81,33,13,99,40,52,30,29,38,41,88,35,67,97,79,24,18,45,32,29,24,29,83,42,29,39
17,74,22,14,85,99,48,10,85,85,45,31,17,80,96,53,27,96,64,93,83,32,65,49,68,69,100,72,84,34,73,73,48,42,48,32,15,33,69,91,58,33,67,85,0,40,55,76,43,73,93,89,11,16,63,90,67,92,65,29,41,30,16,91,11,10,57,55,18,49,94,60,38,75,92,64,74,84,36,44,39,76,76,11,13,40,83,37,87,28,36,70,55,15,77,76,33,80,52,79,52,13,52,49,40,56,61,17
45,80,98,63,71,44,38,28,87,53,46,98,91,96,98,11,83,57,85,34,23,23,67,63,67,43,47,41,97,28,44,50,88,79,73,47,99,96,70,100,43,70,90,95,40,0,23,73,53,58,75,49,96,47,70,47,85,98,42,43,29,71,15,70,87,87,42,16,45,13,81,67,87,20,56,77,100,85,79,29,87,17,77,59,47,83,18,80,56,79,82,61,93,39,50,42,59,87,47,15,25,91,83,90,31,26,43,45
52,54,85,41,100,55,68,32,96,23,85,13,35,94,32,42,94,75,41,56,39,72,36,48,24,83,16,32,56,28,74,39,66,60,51,50,92,34,87,16,12,65,45,36,55,23,0,86,38,15,94,82,99,67,47,76,68,67,51,54,54,65,55,52,26,92,27,35,99,40,98,41,38,11,93,29,72,39,68,18,60,94,17,81,79,71,11,42,19,29,62,39,87,68,90,64,36,40,51,87,71,93,75,94,28,54,47,52
34,71,12,82,79,63,16,41,49,98,45,31,94,15,38,60,78,89,78,17,94,29,12,21,74,63,100,93,65,19,13,64,71,20,22,98,66,15,38,18,80,28,23,21,76,73,86,0,51,92,77,98,80,73,70,70,26,69,52,63,96,64,11,20,43,75,94,12,78,80,19,96,16,23,39,94,44,18,68,28,47,59,36,41,62,44,76,24,60,61,16,61,40,38,97,43,48,57,91,73,76,79,83,88,28,81,90,34
38,78,73,45,82,11,74,89,86,97,48,50,76,48,100,33,10,41,54,94,20,46,94,13,53,86,60,88,61,17,74,91,90,20,44,20,22,83,96,31,53,48,24,25,43,53,38,51,0,40,66,23,24,16,47,76,54,84,96,26,43,53,45,84,12,78,67,15,97,68,60,75,67,98,53,80,41,34,22,21,65,82,31,19,17,60,40,33,56,37,99,49,88,16,64,73,73,94,75,55,55,46,97,87,64,21,92,38
57,54,22,95,23,81,53,45,65,83,81,58,46,81,85,44,13,47,43,29,53,99,37,37,50,29,32,42,45,79,47,44,87,18,46,10,63,21,71,81,92,13,36,45,73,58,15,92,40,0,60,48,94,80,26,13,49,96,85,35,45,74,57,89,71,84,44,11,70,88,45,13,81,37,29,19,93,38,31,38,23,19,59,18,85,36,12,34,85,84,95,61,91,36,42,22,45,95,13,65,99,86,96,54,48,67,44,57
50,86,45,70,85,82,21,71,88,21,77,93,59,99,63,12,98,96,43,26,58,99,98,69,58,39,80,18,57,73,15,37,17,39,74,20,67,98,95,49,73,93,33,82,93,75,94,77,66,60,0,78,52,34,10,28,23,10,65,84,60,65,70,31,69,83,84,44,29,47,33,77,77,31,35,10,78,38,89,16,50,42,76,49,56,87,79,45,81,75,89,20,21,42,55,44,29,29,54,55,85,73,72,17,80,74,56,50
74,68,36,35,31,49,17,55,82,47,15,77,72,85,34,100,55,47,23,13,51,57,69,14,84,51,53,35,20,65,52,50,15,21,56,94,94,70,23,46,79,76,14,25,89,49,82,98,23,48,78,0,66,90,44,89,52,37,49,54,11,46,34,34,23,83,96,27,19,44,32,69,84,30,63,68,23,35,41,69,56,98,87,76,83,10,29,56,42,98,82,16,15,31,17,85,34,31,36,83,21,96,47,80,82,96,56,74
18,32,78,34,94,61,36,71,31,58,42,66,58,57,25,66,73,93,24,58,21,12,79,27,73,86,69,56,73,81,21,42,25,61,35,86,46,34,95,81,29,84,65,25,11,96,99,80,24,94,52,66,0,20,14,14,31,29,58,62,29,76,49,41,30,55,13,21,52,10,84,64,74,29,41,51,40,98,82,34,93,17,80,30,10,57,57,84,22,69,42,38,40,39,39,70,31,91,68,36,50,39,73,90,54,23,45,18
93,78,11,77,29,53,20,56,22,82,80,70,16,11,31,43,43,10,17,94,75,25,89,39,54,63,39,37,17,92,49,75,31,42,78,78,14,45,18,63,21,17,46,39,16,47,67,73,16,80,34,90,20,0,94,25,79,85,26,86,91,35,88,19,61,39,85,76,90,78,79,52,31,50,13,35,30,100,13,81,39,19,44,32,71,64,53,48,73,35,75,23,44,14,20,33,77,32,10,10,97,88,84,73,64,46,75,93
11,98,51,31,60,65,65,95,81,23,80,30,35,68,83,78,26,71,26,36,99,51,37,87,65,76,86,29,39,46,53,46,10,64,62,29,51,73,33,33,52,83,11,76,63,70,47,70,47,26,10,44,14,94,0,27,70,64,84,92,98,34,72,37,89,40,94,70,34,34,70,86,51,57,86,13,67,91,12,56,34,73,55,48,18,88,100,17,19,36,67,68,17,61,88,29,87,95,10,18,56,33,96,75,25,94,17,11
72,63,55,54,41,12,33,23,34,82,17,28,81,72,89,24,66,75,83,30,24,100,31,37,86,17,44,21,47,50,56,32,37,85,37,65,56,12,44,19,80,60,58,70,90,47,76,70,76,13,28,89,14,25,27,0,73,89,19,60,33,40,76,69,74,70,90,42,24,51,97,91,17,21,81,83,11,20,74,57,29,82,55,46,28,54,21,81,92,41,97,91,97,58,26,56,18,100,43,12,81,73,17,98,86,21,80,72
73,64,58,24,69,30,40,29,86,83,58,70,21,32,31,53,74,50,80,77,75,73,56,84,68,64,27,10,98,55,39,39,32,69,25,76,19,14,55,13,51,79,70,63,67,85,68,26,54,49,23,52,31,79,70,73,0,95,85,17,72,81,93,26,35,40,51,94,42,14,31,61,79,39,75,51,33,55,26,79,72,28,34,26,62,99,66,69,33,32,77,14,60,33,86,54,16,85,30,34,27,54,66,27,18,86,57,73
76,100,57,10,37,21,31,46,21,72,46,13,36,27,98,75,43,93,24,30,51,22,29,79,38,84,96,58,56,52,45,38,44,34,30,46,61,73,42,36,27,55,85,29,92,98,67,69,84,96,10,37,29,85,64,89,95,0,59,32,100,35,77,18,27,31,55,21,59,47,27,43,57,47,41,49,55,30,96,28,95,84,13,12,63,35,77,29,55,78,19,95,68,93,64,85,84,19,95,94,85,81,35,34,45,28,61,76
55,89,88,36,43,41,92,56,17,32,65,99,12,91,27,49,54,71,55,24,51,96,20,52,25,98,90,24,50,68,61,67,68,28,93,95,29,47,26,87,87,23,10,66,65,42,51,52,96,85,65,49,58,26,84,19,85,59,0,67,52,68,14,54,62,97,53,34,76,61,58,60,89,72,59,38,83,36,17,51,23,10,26,97,54,54,67,68,86,98,38,86,29,18,33,35,90,61,84,49,69,13,77,49,48,13,62,55
87,96,61,27,49,45,31,84,35,54,80,41,28,68,54,24,21,50,69,37,50,44,80,46,76,81,16,37,32,28,56,11,45,43,48,91,41,74,65,30,63,73,39,68,29,43,54,63,26,35,84,54,62,86,92,60,17,32,67,0,19,61,30,45,38,68,27,13,92,86,54,78,51,54,16,59,29,82,53,38,75,75,18,72,52,80,64,58,15,22,97,22,42,87,70,38,100,77,87,71,37,34,66,28,78,33,84,87
18,54,25,16,10,89,81,72,51,48,50,68,35,28,42,54,54,90,69,90,43,86,83,65,34,100,73,96,21,26,58,67,68,34,54,48,73,43,66,37,74,65,68,72,41,29,54,96,43,45,60,11,29,91,98,33,72,100,52,19,0,69,66,64,34,44,29,14,26,41,99,18,25,21,88,25,72,29,48,61,53,56,73,48,97,43,72,53,38,49,41,25,49,45,35,73,25,67,23,47,33,58,99,14,44,99,69,18
29,27,64,31,56,14,23,57,18,95,31,22,91,98,41,40,82,34,59,90,16,83,86,41,62,70,66,36,45,74,80,83,15,37,84,37,66,28,37,12,16,88,61,67,30,71,65,64,53,74,65,46,76,35,34,40,81,35,68,61,69,0,72,63,60,22,20,69,68,86,10,43,15,33,25,23,96,99,77,94,56,18,43,32,79,58,83,62,15,30,82,38,72,72,19,68,52,57,75,80,29,19,62,55,56,99,22,29
38,95,90,92,93,87,35,42,69,38,12,61,43,20,35,20,55,10,25,82,66,81,83,51,17,49,56,18,96,77,39,22,17,54,81,58,58,96,82,22,62,26,24,96,16,15,55,11,45,57,70,34,49,88,72,76,93,77,14,30,66,72,0,45,28,15,55,74,43,12,85,11,66,78,21,85,47,76,23,95,81,36,82,58,70,51,11,79,91,38,31,68,92,97,45,50,33,87,14,10,58,55,92,82,59,90,88,38
