39
56,63,95,58,82,52,20,55,86,71,51,33,0,78,15,91,97,98,50,33,92,11,92,89,86,44,70,43,60,77,52,10,83,75,80,26,76,15,97,59,56
84,47,80,53,61,36,99,73,65,52,98,28,78,0,74,46,72,46,80,88,24,88,49,88,98,88,36,40,12,28,96,55,99,45,91,31,29,11,85,51,84
60,29,87,63,21,70,19,46,70,22,50,25,15,74,0,48,35,34,95,18,61,12,86,70,71,26,67,79,22,38,96,10,69,22,17,36,20,14,28,95,60
74,63,72,76,44,35,43,33,83,29,98,95,91,46,48,0,67,20,32,10,69,14,27,18,47,77,59,93,69,89,40,18,46,59,48,43,90,80,14,26,74
42,16,25,72,64,60,13,71,16,56,56,12,97,72,35,67,0,74,27,34,11,92,82,51,17,49,10,32,34,10,62,18,41,14,77,86,81,79,28,71,42
81,58,33,97,89,89,19,64,26,83,97,37,98,46,34,20,74,0,18,34,14,59,14,87,91,54,59,61,99,86,40,94,53,74,66,43,54,77,63,56,81
100,23,20,18,18,55,34,88,35,41,98,85,50,80,95,32,27,18,0,21,91,85,93,82,88,50,94,99,78,45,86,90,66,84,81,84,83,61,81,34,100
13,37,96,60,38,81,10,31,75,94,68,42,33,88,18,10,34,34,21,0,46,63,50,47,86,83,84,95,29,87,88,16,36,44,48,67,36,63,10,22,13
95,19,27,64,18,41,14,80,97,93,75,21,92,24,61,69,11,14,91,46,0,68,33,98,85,89,99,37,92,81,59,100,65,90,52,43,85,30,25,16,95
27,27,36,58,18,97,64,60,58,61,54,55,11,88,12,14,92,59,85,63,68,0,52,56,51,43,40,88,55,92,52,79,75,20,38,33,28,44,41,74,27
97,88,80,61,75,56,76,75,73,12,98,30,92,49,86,27,82,14,93,50,33,52,0,55,73,10,57,38,57,54,34,92,81,49,24,27,50,35,28,90,97
78,92,75,85,61,74,81,91,46,18,11,78,89,88,70,18,51,87,82,47,98,56,55,0,34,44,50,51,16,36,67,11,33,34,69,98,96,53,85,30,78
12,94,81,35,62,79,60,87,80,53,34,92,86,98,71,47,17,91,88,86,85,51,73,34,0,41,54,13,58,31,10,93,91,37,56,63,51,95,85,88,12
47,38,52,18,100,80,94,30,49,34,71,45,44,88,26,77,49,54,50,83,89,43,10,44,41,0,18,40,92,61,97,74,57,44,19,35,35,34,64,47,47
41,42,23,92,18,93,25,40,72,96,35,54,70,36,67,59,10,59,94,84,99,40,57,50,54,18,0,50,49,92,39,52,18,42,28,97,94,49,59,80,41
74,14,95,21,88,32,22,94,27,57,12,37,43,40,79,93,32,61,99,95,37,88,38,51,13,40,50,0,49,96,18,31,61,83,36,18,25,71,28,84,74
66,72,53,49,86,81,71,56,58,63,67,32,60,12,22,69,34,99,78,29,92,55,57,16,58,92,49,49,0,73,70,85,88,53,18,96,76,22,57,30,66
96,68,64,87,13,68,19,54,19,27,60,43,77,28,38,89,10,86,45,87,81,92,54,36,31,61,92,96,73,0,24,54,84,89,39,96,60,43,31,89,96
21,30,72,40,100,30,10,100,45,75,58,86,52,96,96,40,62,40,86,88,59,52,34,67,10,97,39,18,70,24,0,16,61,33,45,63,54,15,58,23,21
83,16,79,56,26,40,17,34,73,21,84,26,10,55,10,18,18,94,90,16,100,79,92,11,93,74,52,31,85,54,16,0,39,25,67,84,69,91,100,17,83
64,47,83,16,98,97,85,99,83,48,68,79,83,99,69,46,41,53,66,36,65,75,81,33,91,57,18,61,88,84,61,39,0,44,15,78,23,76,35,55,64
60,30,58,17,97,29,87,62,55,75,55,88,75,45,22,59,14,74,84,44,90,20,49,34,37,44,42,83,53,89,33,25,44,0,64,32,33,26,46,66,60
40,33,48,53,33,59,94,22,99,18,83,58,80,91,17,48,77,66,81,48,52,38,24,69,56,19,28,36,18,39,45,67,15,64,0,62,71,95,11,53,40
18,20,66,64,14,18,97,58,50,66,66,42,26,31,36,43,86,43,84,67,43,33,27,98,63,35,97,18,96,96,63,84,78,32,62,0,17,42,57,12,18
44,33,78,85,82,95,80,93,62,47,92,20,76,29,20,90,81,54,83,36,85,28,50,96,51,35,94,25,76,60,54,69,23,33,71,17,0,10,27,26,44
76,100,95,40,72,37,13,85,91,100,70,86,15,11,14,80,79,77,61,63,30,44,35,53,95,34,49,71,22,43,15,91,76,26,95,42,10,0,40,81,76
66,32,87,11,22,40,19,82,16,67,30,73,97,85,28,14,28,63,81,10,25,41,28,85,85,64,59,28,57,31,58,100,35,46,11,57,27,40,0,51,66
14,58,97,20,30,93,76,65,46,65,83,91,59,51,95,26,71,56,34,22,16,74,90,30,88,47,80,84,30,89,23,17,55,66,53,12,26,81,51,0,14
0,67,48,24,85,85,80,90,83,48,70,14,56,84,60,74,42,81,100,13,95,27,97,78,12,47,41,74,66,96,21,83,64,60,40,18,44,76,66,14,0
