107
45,52,32,44,67,68,84,36,10,20,73,64,16,61,61,14,78,94,30,11,0,55,98,83,58,81,79,44,82,17,18,38,87,19,21,77,54,97,82,69,51,96,90,61,18,94,26,60,86,85,18,70,21,39,62,26,59,11,52,26,34,10,85,50,85,61,59,28,92,43,94,46,94,68,20,95,23,22,12,86,57,46,79,21,79,31,37,91,43,21,13,20,64,69,17,54,18,14,26,37,90,29,83,35,95,38,55,72,45
28,39,62,52,55,20,96,16,61,38,83,26,33,23,74,79,98,75,71,31,55,0,43,63,35,31,45,32,99,13,54,83,88,34,15,69,74,93,57,88,24,65,15,79,92,35,67,46,95,98,62,12,80,27,14,96,24,98,22,20,36,72,39,91,69,78,25,67,58,61,22,96,46,13,65,50,41,87,40,82,23,36,20,27,55,92,41,50,49,96,32,69,13,97,15,60,53,74,33,33,75,31,58,42,100,79,88,63,28
44,100,39,77,58,18,98,40,24,78,84,18,56,75,34,67,10,79,99,79,98,43,0,46,26,98,33,56,97,22,27,98,46,67,16,45,83,55,54,96,12,39,37,78,89,76,10,53,22,23,13,72,35,45,31,18,28,53,55,36,73,63,78,20,41,73,27,59,64,34,42,11,34,63,48,94,96,83,87,92,79,53,27,56,39,24,46,69,78,96,52,87,49,29,32,56,32,15,76,43,84,69,47,51,78,21,80,63,44
41,36,44,75,35,61,65,92,78,73,64,41,57,61,20,47,28,80,63,98,83,63,46,0,71,14,23,68,13,74,70,53,38,25,23,28,24,34,74,32,78,30,16,22,30,38,37,81,18,41,48,81,71,36,25,76,80,46,20,27,33,27,22,28,55,26,89,91,39,34,52,52,29,58,31,94,86,84,30,16,89,12,43,85,18,20,11,80,33,83,51,64,78,38,26,60,79,86,65,40,40,42,61,30,73,16,45,75,41
78,68,68,75,60,72,13,56,16,22,35,84,31,35,58,34,57,49,68,30,58,35,26,71,0,49,11,58,99,99,44,58,50,48,25,99,32,65,82,16,16,77,48,83,61,17,37,75,78,31,74,88,14,53,71,78,16,53,19,25,89,10,61,57,62,15,36,59,64,71,56,29,62,11,88,14,49,94,77,77,39,61,69,29,55,28,26,71,35,28,69,44,49,42,31,17,78,30,52,10,25,26,86,29,81,100,35,32,78
97,99,48,39,52,74,89,12,78,12,38,70,61,51,30,41,55,15,23,78,81,31,98,14,49,0,94,83,93,81,93,56,48,65,92,48,23,45,29,59,21,88,75,67,26,20,42,14,62,39,99,100,86,99,83,18,43,73,42,42,91,44,72,65,25,61,82,45,50,74,57,10,94,42,30,97,83,66,88,72,12,35,93,64,41,68,98,27,39,85,47,27,37,57,17,56,51,15,23,39,100,97,46,97,38,59,15,25,97
67,96,98,26,84,51,31,87,44,43,63,13,94,46,96,52,16,35,86,83,79,45,33,23,11,94,0,28,76,17,57,99,12,80,13,68,43,28,61,20,95,47,63,11,60,37,60,46,61,22,18,78,53,96,79,53,30,33,67,93,11,42,26,95,95,21,52,16,10,40,51,67,43,86,84,93,94,38,28,68,45,55,23,11,51,67,78,82,48,17,99,62,58,73,91,79,41,74,31,51,50,86,22,45,66,60,46,64,67
58,32,27,91,75,43,36,48,66,94,27,78,39,29,87,86,72,53,56,44,44,32,56,68,58,83,28,0,88,40,100,95,93,48,59,48,33,80,89,66,57,66,15,67,20,88,17,54,60,90,90,91,79,33,90,19,83,42,45,87,60,98,40,88,25,95,61,65,16,66,20,72,76,66,15,100,56,15,87,51,45,42,97,26,91,40,68,11,49,51,65,67,31,51,18,44,73,97,67,18,69,69,49,72,16,99,57,59,58
50,98,67,93,75,59,38,47,68,40,23,37,30,21,80,45,20,76,35,57,82,99,97,13,99,93,76,88,0,39,64,41,82,25,20,28,13,52,16,56,72,41,23,78,27,46,69,52,96,63,22,93,38,32,21,78,75,12,42,59,42,47,94,63,63,93,39,83,37,13,50,80,67,26,68,86,39,32,76,41,70,34,34,63,55,45,81,70,98,55,75,42,72,17,85,84,34,29,54,67,55,58,90,45,34,42,86,87,50
35,97,11,13,60,68,89,19,75,83,61,69,75,51,19,23,54,11,26,87,17,13,22,74,99,81,17,40,39,0,82,18,61,52,40,10,67,65,100,84,42,14,44,88,44,72,61,92,69,94,84,83,49,34,58,86,90,70,12,74,40,31,16,93,10,33,27,91,81,66,41,47,89,23,51,70,49,33,65,39,21,35,15,64,63,33,92,19,21,53,47,75,26,22,39,76,51,48,44,61,41,41,89,24,48,95,21,26,35
11,84,20,27,19,21,39,75,83,23,55,67,85,58,25,71,17,27,19,81,18,54,27,70,44,93,57,100,64,82,0,99,40,98,18,83,19,25,81,41,27,46,57,27,32,77,87,78,68,71,72,31,62,97,56,75,33,58,26,78,71,94,83,89,90,25,43,18,14,31,85,13,18,63,69,26,13,32,66,51,45,24,14,75,14,83,49,50,25,75,55,54,41,20,28,99,47,95,32,52,85,21,56,64,99,45,95,98,11
81,90,81,79,83,19,48,33,100,37,46,13,34,24,79,31,24,66,73,16,38,83,98,53,58,56,99,95,41,18,99,0,32,32,46,16,84,16,62,54,52,32,18,62,22,48,31,40,76,85,76,70,84,98,11,80,97,12,57,65,92,86,72,19,20,99,86,40,78,86,30,26,34,90,31,46,27,53,57,32,45,88,79,43,16,63,85,90,42,58,14,39,86,32,61,17,46,74,10,51,88,28,43,85,39,92,18,17,81
77,54,71,79,27,88,22,43,90,47,99,37,28,99,44,27,61,31,46,51,87,88,46,38,50,48,12,93,82,61,40,32,0,39,85,38,73,41,92,67,15,69,24,45,30,45,96,87,69,74,84,66,40,31,53,68,41,52,64,83,10,34,59,58,61,37,18,74,76,50,59,14,91,72,62,39,85,64,57,39,20,99,52,14,85,77,44,97,93,41,82,36,80,80,28,11,37,42,76,67,56,19,31,32,27,47,80,47,77
75,46,67,90,12,61,89,41,27,21,27,70,10,72,22,76,99,59,73,63,19,34,67,25,48,65,80,48,25,52,98,32,39,0,10,78,71,13,82,12,86,93,78,37,50,75,97,78,50,37,15,19,40,22,49,68,80,75,42,80,28,56,87,48,32,15,11,27,73,85,64,16,89,96,95,22,53,75,88,94,91,63,15,58,76,12,84,72,35,44,38,23,68,58,29,29,16,17,80,65,53,87,52,49,45,35,64,14,75
18,71,67,97,73,59,15,77,79,71,76,87,57,52,17,80,74,74,45,58,21,15,16,23,25,92,13,59,20,40,18,46,85,10,0,79,88,69,96,94,92,10,80,80,65,17,49,65,94,78,48,37,54,80,67,63,99,67,39,91,23,45,19,50,20,31,41,25,24,63,35,94,97,24,87,10,59,84,86,84,85,50,14,27,56,88,17,60,44,60,49,42,81,22,15,46,90,56,30,61,26,71,21,98,91,79,48,49,18
78,23,37,37,64,70,18,79,47,55,18,49,61,82,50,71,54,49,26,94,77,69,45,28,99,48,68,48,28,10,83,16,38,78,79,0,10,74,72,73,64,48,44,16,43,46,50,99,15,92,32,48,15,86,98,50,15,28,45,56,70,100,54,10,86,26,86,97,60,61,39,64,27,61,76,47,93,60,82,36,61,89,19,68,51,75,68,11,35,35,85,34,26,81,30,99,71,50,30,73,65,33,41,27,52,32,91,25,78
92,90,61,64,90,23,31,61,85,83,38,99,92,22,38,26,41,13,49,49,54,74,83,24,32,23,43,33,13,67,19,84,73,71,88,10,0,97,64,86,55,73,83,61,22,94,97,88,26,30,38,94,88,58,19,41,44,48,63,18,10,95,78,30,41,74,50,79,24,25,71,92,50,81,46,55,52,58,27,94,95,67,94,81,51,66,35,98,41,26,30,81,41,52,44,43,89,62,32,40,64,28,11,73,51,55,80,99,92
49,48,52,34,29,77,57,78,60,44,71,50,21,60,21,54,81,21,72,19,97,93,55,34,65,45,28,80,52,65,25,16,41,13,69,74,97,0,49,61,47,47,90,68,77,45,19,56,81,36,67,26,90,59,20,36,75,98,31,30,29,37,42,60,39,54,58,65,44,48,21,23,28,48,15,41,83,36,43,40,84,24,83,44,73,26,35,36,97,47,77,94,23,19,74,80,85,46,24,88,71,69,50,45,76,20,91,20,49
90,46,72,24,16,90,67,91,12,69,38,73,58,60,86,27,87,43,98,36,82,57,54,74,82,29,61,89,16,100,81,62,92,82,96,72,64,49,0,47,83,69,66,85,83,62,65,87,94,21,28,23,99,68,89,24,26,63,51,57,42,99,23,30,13,65,55,62,45,97,58,64,67,74,36,54,83,58,56,94,36,85,39,78,82,88,82,62,97,76,62,90,62,66,75,73,85,35,99,95,55,38,57,48,90,64,16,29,90
40,91,16,96,40,26,60,97,83,75,18,20,26,23,81,71,53,80,65,54,69,88,96,32,16,59,20,66,56,84,41,54,67,12,94,73,86,61,47,0,26,99,35,68,73,62,79,33,46,14,16,11,81,56,47,16,23,57,89,68,94,63,60,21,12,22,42,23,55,39,47,21,51,99,67,15,80,62,63,17,95,34,29,54,31,85,79,13,57,93,15,26,79,65,70,70,81,48,96,23,46,84,51,24,82,73,51,45,40
87,80,75,58,80,50,35,53,73,59,10,61,70,56,77,17,89,22,64,36,51,24,12,78,16,21,95,57,72,42,27,52,15,86,92,64,55,47,83,26,0,88,16,22,82,100,75,49,71,58,94,45,43,43,25,17,21,78,13,88,10,40,48,72,16,21,70,45,65,82,91,24,75,87,80,41,57,58,31,42,44,39,65,90,24,65,20,26,71,38,21,97,48,56,18,90,38,71,100,44,57,27,54,44,10,93,100,91,87
50,30,48,40,71,53,61,10,81,35,62,28,76,49,26,10,12,58,14,15,96,65,39,30,77,88,47,66,41,14,46,32,69,93,10,48,73,47,69,99,88,0,68,82,64,57,100,18,39,64,12,53,68,55,32,22,93,62,45,71,45,43,98,48,52,57,15,65,87,30,99,26,80,34,13,79,38,53,41,62,59,22,23,55,16,21,58,58,33,12,74,46,29,83,80,98,93,83,35,46,66,46,57,70,81,68,48,95,50
28,83,70,47,86,27,98,22,99,57,49,71,96,65,36,55,45,46,28,56,90,15,37,16,48,75,63,15,23,44,57,18,24,78,80,44,83,90,66,35,16,68,0,11,18,13,64,82,52,44,17,85,41,36,84,86,17,84,31,95,21,91,29,58,15,39,35,61,40,50,44,96,78,68,72,65,10,76,91,28,53,33,22,66,36,85,100,45,61,10,52,85,37,61,53,75,50,80,34,71,63,40,48,82,23,90,85,89,28
64,94,39,52,74,83,99,25,43,48,79,12,35,25,73,19,52,74,85,85,61,79,78,22,83,67,11,67,78,88,27,62,45,37,80,16,61,68,85,68,22,82,11,0,27,24,38,46,35,52,60,68,59,49,92,59,75,32,54,41,51,22,84,79,48,73,81,95,82,47,85,25,37,64,94,29,60,100,100,68,21,20,55,10,11,48,43,75,38,17,97,22,71,64,16,47,20,57,72,19,74,25,95,41,55,30,82,85,64
34,33,40,10,44,26,40,20,17,10,52,100,82,53,17,54,27,38,42,67,18,92,89,30,61,26,60,20,27,44,32,22,30,50,65,43,22,77,83,73,82,64,18,27,0,56,87,61,43,72,65,10,65,62,97,50,49,80,37,59,35,52,27,93,21,57,72,63,75,14,71,48,19,79,43,85,41,13,59,79,19,75,51,57,32,43,86,98,43,27,22,35,86,89,87,36,55,11,56,95,56,31,16,32,40,84,93,73,34
69,31,87,81,93,37,64,89,98,56,92,93,21,76,71,87,75,42,23,31,94,35,76,38,17,20,37,88,46,72,77,48,45,75,17,46,94,45,62,62,100,57,13,24,56,0,65,42,86,55,85,88,32,92,80,74,100,63,55,93,50,64,80,41,60,97,100,38,96,53,89,61,95,83,78,60,81,92,48,100,48,58,36,47,58,33,94,26,52,27,57,43,100,42,48,91,22,97,18,40,39,43,12,43,98,30,54,29,69
55,30,90,64,50,47,24,61,26,48,20,31,86,48,74,41,20,69,31,98,26,67,10,37,37,42,60,17,69,61,87,31,96,97,49,50,97,19,65,79,75,100,64,38,87,65,0,27,63,99,25,65,97,88,58,91,14,86,56,80,70,86,64,16,97,39,36,13,49,31,54,72,87,18,17,19,35,20,24,31,77,57,92,53,32,52,27,21,69,61,99,12,33,41,20,21,40,34,66,81,78,97,23,72,96,38,24,75,55
75,100,18,79,55,40,10,79,23,37,29,77,53,43,65,83,27,80,64,69,60,46,53,81,75,14,46,54,52,92,78,40,87,78,65,99,88,56,87,33,49,18,82,46,61,42,27,0,65,99,85,61,70,19,12,83,44,93,93,18,44,14,96,94,45,74,89,19,96,90,35,71,71,63,87,80,60,71,61,75,61,17,33,60,25,32,97,29,74,14,40,88,57,69,44,15,53,86,29,31,33,16,45,58,20,57,87,33,75
41,20,76,95,49,51,84,37,56,94,38,35,52,97,69,82,63,78,29,97,86,95,22,18,78,62,61,60,96,69,68,76,69,50,94,15,26,81,94,46,71,39,52,35,43,86,63,65,0,91,29,19,71,12,82,49,94,89,31,13,62,48,43,43,20,81,73,62,26,25,92,32,89,19,81,84,60,100,75,39,35,97,68,97,94,61,25,13,47,27,82,25,46,30,68,76,61,57,25,87,96,48,81,36,54,42,17,99,41
41,17,50,63,97,83,58,89,63,61,48,99,37,13,28,92,86,15,49,44,85,98,23,41,31,39,22,90,63,94,71,85,74,37,78,92,30,36,21,14,58,64,44,52,72,55,99,99,91,0,52,64,14,48,87,11,100,95,92,88,81,31,44,36,98,88,91,38,30,31,22,31,12,86,84,94,32,38,17,75,78,54,55,56,65,36,90,88,33,88,31,68,92,74,42,50,33,40,70,43,56,90,95,70,36,24,65,69,41
74,14,23,44,66,30,83,74,60,15,74,86,21,97,83,19,75,88,42,97,18,62,13,48,74,99,18,90,22,84,72,76,84,15,48,32,38,67,28,16,94,12,17,60,65,85,25,85,29,52,0,44,22,17,77,73,53,97,30,42,46,57,58,59,52,39,18,87,80,31,81,40,20,11,17,94,19,86,94,47,82,17,96,95,100,37,35,49,34,30,71,14,24,50,53,16,71,54,47,12,55,52,54,76,94,72,18,16,74
15,57,92,68,90,17,67,36,50,16,87,99,73,99,69,78,34,75,61,96,70,12,72,81,88,100,78,91,93,83,31,70,66,19,37,48,94,26,23,11,45,53,85,68,10,88,65,61,19,64,44,0,15,39,37,51,96,72,94,63,18,10,99,78,53,44,21,25,38,65,67,72,58,37,75,57,32,73,71,73,85,25,63,86,16,86,89,37,88,43,10,91,85,76,20,70,36,59,66,12,37,91,29,10,33,52,100,55,15
34,80,65,28,78,82,87,34,57,85,95,94,37,62,89,15,89,20,60,61,21,80,35,71,14,86,53,79,38,49,62,84,40,40,54,15,88,90,99,81,43,68,41,59,65,32,97,70,71,14,22,15,0,43,99,16,53,42,84,94,31,100,52,32,75,33,14,31,69,78,99,84,53,54,97,65,58,65,26,38,51,65,49,54,51,28,38,68,98,81,89,95,26,41,19,80,17,52,31,59,80,89,89,97,43,97,26,35,34
49,72,43,39,84,80,43,24,60,42,61,84,98,70,35,88,80,60,90,78,39,27,45,36,53,99,96,33,32,34,97,98,31,22,80,86,58,59,68,56,43,55,36,49,62,92,88,19,12,48,17,39,43,0,32,62,31,46,61,54,30,25,50,93,27,57,89,95,49,64,57,46,76,38,67,98,15,86,13,68,40,94,29,59,41,26,77,47,28,28,43,38,68,40,62,82,13,64,69,56,18,13,88,35,66,24,49,23,49
49,50,79,76,12,70,43,36,70,16,66,14,22,51,68,93,96,61,79,16,62,14,31,25,71,83,79,90,21,58,56,11,53,49,67,98,19,20,89,47,25,32,84,92,97,80,58,12,82,87,77,37,99,32,0,41,31,73,100,48,43,22,90,86,51,74,29,77,67,30,14,86,92,25,38,43,73,27,95,88,99,16,56,38,55,89,83,75,22,27,50,48,68,80,86,70,23,80,100,46,70,58,52,80,81,25,54,31,49
50,66,68,90,41,92,64,84,82,91,70,71,33,25,51,67,85,25,40,97,26,96,18,76,78,18,53,19,78,86,75,80,68,68,63,50,41,36,24,16,17,22,86,59,50,74,91,83,49,11,73,51,16,62,41,0,85,95,15,69,52,70,90,65,53,52,85,34,26,75,52,81,62,67,33,45,58,61,74,62,81,42,45,32,87,32,27,35,83,92,65,99,18,31,20,49,10,87,45,12,19,37,79,14,71,96,62,100,50
89,20,95,72,61,61,76,10,52,36,22,16,45,18,97,13,37,78,47,75,59,24,28,80,16,43,30,83,75,90,33,97,41,80,99,15,44,75,26,23,21,93,17,75,49,100,14,44,94,100,53,96,53,31,31,85,0,46,34,60,75,52,30,24,49,71,29,29,95,12,82,41,71,43,31,57,42,26,59,51,78,62,16,89,37,83,82,44,27,38,24,77,45,35,60,97,56,72,16,98,42,73,73,18,44,35,30,17,89
54,92,81,23,34,12,20,83,10,34,69,37,82,97,85,12,95,12,47,99,11,98,53,46,53,73,33,42,12,70,58,12,52,75,67,28,48,98,63,57,78,62,84,32,80,63,86,93,89,95,97,72,42,46,73,95,46,0,89,88,76,99,63,39,88,96,39,44,25,50,44,38,96,47,60,70,87,47,47,54,45,77,26,10,35,29,29,69,56,56,74,28,13,11,37,62,67,97,78,37,80,43,35,84,35,36,25,11,54
89,45,57,36,23,59,88,42,13,51,65,15,22,19,41,39,89,57,24,69,52,22,55,20,19,42,67,45,42,12,26,57,64,42,39,45,63,31,51,89,13,45,31,54,37,55,56,93,31,92,30,94,84,61,100,15,34,89,0,22,54,100,49,55,22,44,49,63,58,14,46,58,14,67,15,72,51,30,38,40,27,97,73,21,57,16,33,49,43,96,33,86,44,64,14,94,31,94,63,11,76,61,26,41,63,12,78,42,89
28,100,48,59,81,14,78,95,86,44,89,59,59,44,15,89,21,43,72,100,26,20,36,27,25,42,93,87,59,74,78,65,83,80,91,56,18,30,57,68,88,71,95,41,59,93,80,18,13,88,42,63,94,54,48,69,60,88,22,0,94,56,51,33,80,64,48,76,98,23,98,32,46,79,25,54,46,92,67,50,26,24,30,16,63,18,33,39,66,17,80,69,90,17,61,30,21,55,88,60,14,38,76,98,25,54,79,16,28
88,99,65,88,77,71,69,48,80,21,91,33,10,84,40,84,85,53,87,80,34,36,73,33,89,91,11,60,42,40,71,92,10,28,23,70,10,29,42,94,10,45,21,51,35,50,70,44,62,81,46,18,31,30,43,52,75,76,54,94,0,18,96,16,72,85,79,93,12,62,80,39,86,17,24,29,88,23,72,58,47,36,95,73,71,48,15,53,85,54,58,43,78,24,25,26,39,17,18,32,82,30,75,89,55,66,75,19,88
100,66,36,73,11,21,38,23,51,97,11,68,38,28,90,84,17,91,66,26,10,72,63,27,10,44,42,98,47,31,94,86,34,56,45,100,95,37,99,63,40,43,91,22,52,64,86,14,48,31,57,10,100,25,22,70,52,99,100,56,18,0,95,11,55,14,19,77,60,82,81,64,23,18,47,68,75,54,95,74,87,94,43,67,77,52,61,47,12,51,69,87,14,57,81,94,81,47,71,91,59,50,31,39,38,65,81,33,100
14,48,82,24,53,99,65,62,24,64,64,53,68,14,54,77,24,86,26,23,85,39,78,22,61,72,26,40,94,16,83,72,59,87,19,54,78,42,23,60,48,98,29,84,27,80,64,96,43,44,58,99,52,50,90,90,30,63,49,51,96,95,0,68,63,84,46,41,83,80,23,89,11,24,10,73,90,10,79,99,69,33,47,65,65,65,52,13,23,89,67,34,12,34,64,17,41,37,14,81,54,68,43,50,29,25,36,65,14
