39
66,51,71,12,24,10,52,72,83,75,70,17,0,91,65,37,35,43,82,70,66,91,86,81,21,39,22,61,99,22,12,47,54,72,20,86,23,77,91,14,66
34,47,87,85,70,100,49,87,90,84,65,70,91,0,53,73,25,94,67,23,25,80,98,40,15,71,81,69,63,99,83,63,43,77,19,100,13,71,60,97,34
90,95,95,82,95,14,55,74,38,29,42,76,65,53,0,73,83,26,39,77,65,31,38,56,67,36,20,90,77,82,60,40,63,40,82,23,77,45,80,25,90
71,41,56,13,76,83,41,20,54,11,56,22,37,73,73,0,73,22,80,59,98,29,96,27,37,91,30,58,46,80,91,38,12,38,54,98,93,97,92,21,71
92,62,97,59,34,86,38,24,24,41,43,90,35,25,83,73,0,57,40,97,34,29,36,63,23,12,45,43,11,37,71,71,60,23,85,13,55,83,41,37,92
67,30,83,21,96,60,61,84,98,28,61,36,43,94,26,22,57,0,36,67,41,78,75,17,95,82,34,77,42,88,19,63,85,65,17,21,82,67,69,73,67
22,21,56,37,23,35,69,61,76,13,69,14,82,67,39,80,40,36,0,46,11,61,11,30,15,58,62,39,70,97,22,72,91,16,90,61,87,82,38,25,22
16,100,53,94,39,53,76,62,90,17,89,18,70,23,77,59,97,67,46,0,93,77,26,16,76,44,45,10,15,43,62,63,87,74,64,70,81,98,17,84,16
35,97,98,31,100,82,52,92,69,97,17,35,66,25,65,98,34,41,11,93,0,26,86,26,53,21,75,30,66,16,25,44,71,36,38,78,17,98,97,86,35
100,60,58,33,88,12,56,57,13,40,89,15,91,80,31,29,29,78,61,77,26,0,74,68,83,30,74,43,10,36,86,32,78,32,85,89,23,42,77,52,100
94,99,91,43,48,76,49,11,75,74,79,34,86,98,38,96,36,75,11,26,86,74,0,16,91,42,24,85,19,22,87,44,37,85,87,73,62,11,76,99,94
57,76,81,39,18,40,42,87,73,33,79,83,81,40,56,27,63,17,30,16,26,68,16,0,14,96,77,58,57,15,34,82,87,82,24,97,25,88,78,51,57
78,47,51,24,56,93,18,66,11,20,65,83,21,15,67,37,23,95,15,76,53,83,91,14,0,29,52,33,90,16,16,26,44,87,83,73,56,38,14,79,78
51,18,17,55,43,60,90,30,99,66,92,32,39,71,36,91,12,82,58,44,21,30,42,96,29,0,26,77,45,47,98,37,88,57,16,23,47,12,63,47,51
37,27,96,61,20,41,91,49,32,65,58,23,22,81,20,30,45,34,62,45,75,74,24,77,52,26,0,35,56,22,48,75,33,72,46,77,69,56,30,61,37
52,39,91,51,86,90,19,57,47,62,45,39,61,69,90,58,43,77,39,10,30,43,85,58,33,77,35,0,28,23,52,72,49,48,20,75,69,94,48,95,52
30,28,32,92,99,57,40,73,97,33,57,46,99,63,77,46,11,42,70,15,66,10,19,57,90,45,56,28,0,77,69,13,77,90,71,24,40,28,67,94,30
18,41,52,12,51,33,66,100,81,42,72,27,22,99,82,80,37,88,97,43,16,36,22,15,16,47,22,23,77,0,17,98,17,59,81,89,19,64,41,50,18
14,96,67,36,51,96,37,44,85,33,77,94,12,83,60,91,71,19,22,62,25,86,87,34,16,98,48,52,69,17,0,99,52,96,98,64,56,63,29,31,14
86,38,83,76,81,54,80,46,48,16,12,70,47,63,40,38,71,63,72,63,44,32,44,82,26,37,75,72,13,98,99,0,28,72,31,79,47,41,51,38,86
77,98,67,55,96,50,29,19,35,90,64,52,54,43,63,12,60,85,91,87,71,78,37,87,44,88,33,49,77,17,52,28,0,94,59,75,10,21,24,17,77
26,36,43,38,72,73,53,50,95,97,52,16,72,77,40,38,23,65,16,74,36,32,85,82,87,57,72,48,90,59,96,72,94,0,48,39,11,58,15,43,26
35,10,42,30,66,22,21,61,83,53,43,49,20,19,82,54,85,17,90,64,38,85,87,24,83,16,46,20,71,81,98,31,59,48,0,43,72,69,80,100,35
49,37,11,54,51,58,46,65,98,77,31,52,86,100,23,98,13,21,61,70,78,89,73,97,73,23,77,75,24,89,64,79,75,39,43,0,88,90,57,95,49
48,73,17,76,88,22,75,83,46,15,37,75,23,13,77,93,55,82,87,81,17,23,62,25,56,47,69,69,40,19,56,47,10,11,72,88,0,98,32,75,48
52,51,67,27,45,82,37,36,59,19,69,27,77,71,45,97,83,67,82,98,98,42,11,88,38,12,56,94,28,64,63,41,21,58,69,90,98,0,77,26,52
71,31,30,77,93,69,76,100,92,42,91,100,91,60,80,92,41,69,38,17,97,77,76,78,14,63,30,48,67,41,29,51,24,15,80,57,32,77,0,75,71
34,37,52,93,95,44,20,56,39,85,13,96,14,97,25,21,37,73,25,84,86,52,99,51,79,47,61,95,94,50,31,38,17,43,100,95,75,26,75,0,34
0,94,72,14,88,87,55,47,15,12,21,51,66,34,90,71,92,67,22,16,35,100,94,57,78,51,37,52,30,18,14,86,77,26,35,49,48,52,71,34,0
