47
60,84,59,37,57,67,75,86,85,71,72,56,0,67,67,89,29,41,88,63,57,38,75,66,88,62,84,27,16,65,41,52,41,60,10,45,37,98,12,26,61,26,35,42,99,84,19,35,60
48,25,57,11,61,82,18,48,26,60,57,41,67,0,46,74,64,60,19,90,49,26,72,83,77,53,57,13,26,82,64,51,28,59,74,43,29,63,66,42,58,21,64,13,47,43,20,20,48
90,47,17,88,25,16,86,37,95,29,37,98,67,46,0,94,66,21,20,93,86,68,16,45,44,90,30,29,11,14,78,73,74,25,84,38,72,52,41,71,43,67,39,92,11,74,95,99,90
63,36,63,20,54,23,77,52,85,40,31,45,89,74,94,0,93,80,40,19,100,96,64,37,12,95,65,26,53,57,93,80,12,29,15,84,50,33,27,55,92,43,67,84,31,18,26,12,63
44,26,35,22,43,67,76,94,72,38,41,25,29,64,66,93,0,26,31,77,28,10,87,77,72,54,27,93,19,16,31,28,80,52,86,97,32,46,100,28,96,94,75,26,56,51,75,10,44
82,98,66,52,95,30,57,97,20,48,81,15,41,60,21,80,26,0,27,64,50,44,38,97,66,62,47,46,40,47,43,19,95,41,39,92,94,76,40,83,12,23,20,74,74,97,93,31,82
89,33,27,96,34,91,18,11,40,78,31,53,88,19,20,40,31,27,0,19,38,62,29,14,84,10,52,93,17,57,34,47,38,81,70,26,10,68,18,73,51,77,20,29,56,77,45,51,89
39,13,99,74,65,12,97,42,75,19,39,65,63,90,93,19,77,64,19,0,65,56,88,100,54,70,94,43,49,29,10,32,83,15,92,63,65,37,87,20,10,92,57,12,28,92,15,60,39
88,60,93,14,49,17,17,44,73,13,66,40,57,49,86,100,28,50,38,65,0,93,17,29,90,55,73,48,64,100,39,50,41,42,29,31,15,96,13,82,48,89,52,47,34,25,77,63,88
21,33,16,36,69,41,96,19,60,55,33,57,38,26,68,96,10,44,62,56,93,0,95,20,19,79,21,42,31,35,75,76,77,96,22,95,37,65,38,69,77,16,78,41,15,57,53,23,21
22,70,16,26,15,29,98,61,18,32,77,28,75,72,16,64,87,38,29,88,17,95,0,47,78,84,67,10,94,45,56,36,21,93,27,91,93,96,15,32,75,15,43,55,63,71,55,24,22
32,60,58,98,63,53,20,40,44,21,16,81,66,83,45,37,77,97,14,100,29,20,47,0,77,48,33,55,74,75,52,89,91,79,76,18,46,51,15,91,29,48,30,38,91,89,30,36,32
17,76,26,60,74,96,71,67,47,58,51,54,88,77,44,12,72,66,84,54,90,19,78,77,0,78,84,31,25,62,87,26,63,91,46,58,60,20,38,100,46,83,42,84,11,74,90,25,17
82,76,27,73,32,86,29,25,37,17,86,35,62,53,90,95,54,62,10,70,55,79,84,48,78,0,42,87,19,44,68,71,71,75,23,93,48,78,10,11,68,25,68,43,70,22,59,42,82
94,95,46,51,11,15,88,77,22,60,40,65,84,57,30,65,27,47,52,94,73,21,67,33,84,42,0,81,66,56,79,28,40,70,62,49,71,67,79,82,26,93,26,15,17,71,93,29,94
100,93,25,56,60,72,16,30,17,85,15,50,27,13,29,26,93,46,93,43,48,42,10,55,31,87,81,0,45,10,62,87,15,24,73,77,30,72,27,33,57,35,50,45,50,22,20,86,100
38,51,84,26,86,27,26,32,82,73,54,92,16,26,11,53,19,40,17,49,64,31,94,74,25,19,66,45,0,81,27,38,79,63,50,71,38,59,10,42,75,42,62,67,99,17,82,27,38
71,45,12,79,90,42,60,42,93,25,15,66,65,82,14,57,16,47,57,29,100,35,45,75,62,44,56,10,81,0,72,47,96,79,47,15,57,47,70,20,98,56,55,89,11,47,35,25,71
67,59,87,57,67,34,96,32,60,61,89,79,41,64,78,93,31,43,34,10,39,75,56,52,87,68,79,62,27,72,0,28,85,92,44,47,89,42,59,18,65,73,58,64,59,41,67,58,67
56,87,41,96,50,38,65,92,92,45,70,61,52,51,73,80,28,19,47,32,50,76,36,89,26,71,28,87,38,47,28,0,79,58,51,17,72,87,97,68,49,91,58,90,21,79,58,71,56
21,23,87,62,44,35,64,56,31,49,97,31,41,28,74,12,80,95,38,83,41,77,21,91,63,71,40,15,79,96,85,79,0,48,36,85,87,62,95,48,92,40,97,30,84,47,23,22,21
16,58,76,28,61,61,54,49,68,38,72,94,60,59,25,29,52,41,81,15,42,96,93,79,91,75,70,24,63,79,92,58,48,0,50,47,61,94,10,20,90,74,97,78,66,53,24,78,16
62,61,10,59,25,12,76,76,86,77,81,42,10,74,84,15,86,39,70,92,29,22,27,76,46,23,62,73,50,47,44,51,36,50,0,46,31,63,84,20,69,66,13,73,100,63,20,69,62
16,18,38,84,42,92,43,61,46,78,29,25,45,43,38,84,97,92,26,63,31,95,91,18,58,93,49,77,71,15,47,17,85,47,46,0,89,32,38,16,28,12,35,71,23,84,94,81,16
95,78,26,70,33,39,62,45,86,99,76,56,37,29,72,50,32,94,10,65,15,37,93,46,60,48,71,30,38,57,89,72,87,61,31,89,0,45,19,28,23,66,71,52,57,90,33,33,95
98,76,18,26,61,63,58,20,79,84,31,63,98,63,52,33,46,76,68,37,96,65,96,51,20,78,67,72,59,47,42,87,62,94,63,32,45,0,62,19,11,69,83,39,50,45,88,88,98
65,83,44,27,91,32,11,92,33,54,49,90,12,66,41,27,100,40,18,87,13,38,15,15,38,10,79,27,10,70,59,97,95,10,84,38,19,62,0,68,39,34,42,46,79,82,47,41,65
76,17,32,73,91,72,89,11,96,74,17,75,26,42,71,55,28,83,73,20,82,69,32,91,100,11,82,33,42,20,18,68,48,20,20,16,28,19,68,0,33,93,38,69,89,30,87,62,76
95,93,71,86,83,73,86,96,89,98,31,17,61,58,43,92,96,12,51,10,48,77,75,29,46,68,26,57,75,98,65,49,92,90,69,28,23,11,39,33,0,55,83,99,41,98,17,89,95
26,95,63,86,45,38,51,46,29,98,67,57,26,21,67,43,94,23,77,92,89,16,15,48,83,25,93,35,42,56,73,91,40,74,66,12,66,69,34,93,55,0,57,32,24,39,20,69,26
12,29,45,68,74,21,50,14,52,78,91,23,35,64,39,67,75,20,20,57,52,78,43,30,42,68,26,50,62,55,58,58,97,97,13,35,71,83,42,38,83,57,0,12,66,64,36,62,12
17,20,95,12,50,45,32,85,50,27,78,63,42,13,92,84,26,74,29,12,47,41,55,38,84,43,15,45,67,89,64,90,30,78,73,71,52,39,46,69,99,32,12,0,93,87,89,55,17
79,34,76,28,71,31,34,61,41,68,65,100,99,47,11,31,56,74,56,28,34,15,63,91,11,70,17,50,99,11,59,21,84,66,100,23,57,50,79,89,41,24,66,93,0,70,68,72,79
85,57,64,95,71,60,62,55,17,83,25,11,84,43,74,18,51,97,77,92,25,57,71,89,74,22,71,22,17,47,41,79,47,53,63,84,90,45,82,30,98,39,64,87,70,0,84,73,85
92,19,57,17,82,91,99,91,48,98,50,50,19,20,95,26,75,93,45,15,77,53,55,30,90,59,93,20,82,35,67,58,23,24,20,94,33,88,47,87,17,20,36,89,68,84,0,95,92
23,45,27,34,42,71,53,90,33,54,86,19,35,20,99,12,10,31,51,60,63,23,24,36,25,42,29,86,27,25,58,71,22,78,69,81,33,88,41,62,89,69,62,55,72,73,95,0,23
0,14,70,30,86,72,69,13,26,89,87,59,60,48,90,63,44,82,89,39,88,21,22,32,17,82,94,100,38,71,67,56,21,16,62,16,95,98,65,76,95,26,12,17,79,85,92,23,0
