102
55,46,27,30,85,75,98,79,33,53,52,29,10,71,15,63,42,40,77,47,10,59,0,13,79,65,86,26,45,28,65,98,58,15,59,34,25,33,44,30,41,55,87,19,19,60,91,48,68,65,60,34,89,36,21,49,63,60,11,18,17,77,12,76,93,12,18,90,77,24,72,47,87,93,36,81,41,47,58,75,93,98,57,90,38,67,76,70,43,15,39,38,82,45,25,100,97,81,53,25,95,51,96,55
46,16,56,97,64,47,69,29,17,81,23,77,69,42,68,64,22,41,35,26,22,57,13,0,19,53,77,11,88,99,97,22,70,41,89,100,82,80,88,14,82,62,48,55,72,32,54,35,75,31,40,19,31,46,40,68,59,86,93,98,58,44,39,40,50,14,89,66,98,71,76,94,88,48,60,69,93,26,85,24,43,95,79,21,51,12,63,42,81,100,21,21,79,50,39,11,70,30,56,17,35,57,28,46
66,34,48,26,22,39,81,42,26,68,76,50,52,25,86,78,26,85,31,21,10,43,79,19,0,87,35,16,33,26,30,74,99,51,69,64,48,49,39,36,21,80,82,83,30,56,58,15,54,91,70,33,33,12,94,29,57,74,72,67,61,99,80,46,27,45,64,44,43,50,76,73,54,78,75,97,85,52,70,77,36,47,91,91,20,77,70,30,87,37,23,22,47,48,66,58,22,75,42,25,67,81,16,66
44,77,75,58,63,60,66,91,34,98,20,47,21,31,69,64,45,51,10,77,59,95,65,53,87,0,51,37,68,39,89,46,91,76,12,96,90,85,57,17,96,70,37,56,40,65,29,85,95,28,82,16,10,62,30,59,76,32,87,29,92,75,38,14,66,68,65,57,50,59,25,95,88,51,63,75,80,31,13,51,38,63,51,12,98,62,79,31,80,65,46,10,66,51,92,85,100,16,78,98,59,69,36,44
27,97,58,22,72,88,25,84,14,51,45,58,60,90,13,65,54,98,97,97,97,56,86,77,35,51,0,51,10,42,37,31,47,22,59,31,35,85,89,62,29,11,100,68,81,79,17,15,82,57,56,89,27,64,18,24,66,51,78,84,77,38,61,82,36,89,49,68,47,76,77,17,70,29,94,74,26,14,53,95,26,96,19,55,15,86,32,27,36,72,86,60,58,29,42,48,51,68,83,41,93,22,11,27
10,78,37,83,10,13,13,86,96,36,16,10,86,31,63,40,76,71,47,72,94,45,26,11,16,37,51,0,60,38,14,68,72,71,97,40,40,66,58,82,23,28,98,76,61,39,39,45,22,43,62,59,68,20,27,51,40,49,14,23,27,30,27,40,80,61,30,48,71,20,43,39,27,56,16,79,97,66,39,48,35,18,55,15,35,96,38,62,88,38,39,14,35,20,34,14,12,24,13,100,17,37,55,10
74,66,90,12,34,39,43,15,56,50,77,94,35,66,21,84,17,22,93,29,59,43,45,88,33,68,10,60,0,37,92,67,43,58,52,83,33,63,96,38,45,72,11,73,65,55,21,13,44,90,23,87,29,62,30,87,75,69,58,30,33,100,24,18,54,89,38,88,80,51,48,87,18,50,15,12,41,45,99,34,12,65,94,76,28,82,60,51,45,51,30,19,78,32,41,65,26,87,99,16,24,26,81,74
86,75,15,18,54,28,17,37,19,61,60,58,26,63,95,37,63,97,50,77,70,29,28,99,26,39,42,38,37,0,55,34,87,98,26,14,41,89,49,81,18,23,83,50,16,96,58,17,77,80,84,29,14,65,63,38,68,38,91,19,84,13,72,28,68,61,33,64,30,78,33,31,24,36,60,21,63,88,23,61,40,61,89,93,94,91,30,70,40,77,23,63,56,57,67,47,51,40,79,82,65,24,50,86
40,20,24,67,16,32,20,14,26,18,11,52,23,49,29,62,31,30,78,88,84,56,65,97,30,89,37,14,92,55,0,30,70,21,26,11,42,70,50,98,59,18,48,58,84,79,62,26,94,44,49,30,36,89,100,60,52,50,15,98,22,28,83,82,11,39,43,45,73,52,18,14,77,43,15,97,81,28,16,66,37,25,89,63,84,76,94,23,83,12,30,11,25,19,19,76,69,98,29,72,44,81,25,40
81,28,96,82,67,61,86,12,73,75,64,70,96,66,97,42,42,81,17,27,57,78,98,22,74,46,31,68,67,34,30,0,65,48,67,34,51,29,80,61,15,82,91,30,53,76,97,68,98,17,84,62,48,78,90,80,41,58,81,13,44,51,80,33,51,20,19,92,69,33,87,15,94,99,33,56,56,22,12,62,63,14,46,20,16,74,89,21,49,71,54,71,94,50,29,88,89,77,14,100,53,98,75,81
74,97,44,36,73,51,44,64,96,51,69,45,71,66,65,86,87,88,57,40,82,67,58,70,99,91,47,72,43,87,70,65,0,75,34,72,57,31,85,50,69,36,43,27,58,78,41,19,83,69,14,25,13,95,97,52,60,87,23,79,83,47,75,75,63,29,68,95,23,47,85,100,58,11,42,71,42,17,69,33,95,66,92,10,82,37,57,33,73,49,43,55,62,11,29,48,22,26,64,43,39,47,34,74
73,82,94,32,33,59,49,91,14,72,71,91,14,52,72,34,78,75,77,62,44,53,15,41,51,76,22,71,58,98,21,48,75,0,75,77,59,47,99,82,20,50,21,94,31,20,99,43,100,34,59,60,52,29,78,86,28,27,79,93,27,10,43,70,73,71,44,34,36,90,97,81,33,43,55,92,12,23,74,91,52,99,69,31,19,13,11,79,24,13,90,85,78,82,38,99,73,10,76,58,43,10,23,73
19,21,79,15,61,78,81,64,24,92,41,88,19,72,44,18,40,76,21,97,23,87,59,89,69,12,59,97,52,26,26,67,34,75,0,42,28,97,76,28,21,26,41,13,26,88,92,71,50,19,71,57,68,17,43,100,61,34,35,96,88,78,83,87,94,14,40,65,40,46,91,39,28,35,30,45,62,43,77,78,12,89,92,86,70,40,99,95,38,85,68,41,10,29,43,91,63,70,31,17,41,51,40,19
60,63,44,60,90,10,55,24,34,30,34,40,23,80,49,94,67,71,64,61,34,50,34,100,64,96,31,40,83,14,11,34,72,77,42,0,90,66,55,67,69,69,24,63,79,83,70,42,60,50,95,86,67,39,92,44,52,14,99,68,26,37,72,61,95,59,96,90,19,88,60,72,21,51,72,53,46,14,43,82,59,42,51,73,11,71,89,56,52,40,14,49,69,27,13,69,70,84,86,25,78,86,39,60
42,65,78,38,88,86,64,91,72,43,89,50,31,36,52,49,26,64,90,34,50,36,25,82,48,90,35,40,33,41,42,51,57,59,28,90,0,30,54,72,73,88,34,57,18,39,76,57,65,81,36,28,52,84,66,39,14,76,63,54,74,63,16,48,69,10,42,36,30,71,31,89,61,24,55,29,57,30,19,37,43,56,42,17,48,91,69,19,32,37,92,78,84,67,74,90,68,53,83,70,11,29,18,42
24,49,66,68,54,36,91,13,17,85,89,69,38,77,13,62,66,17,43,49,53,78,33,80,49,85,85,66,63,89,70,29,31,47,97,66,30,0,44,22,29,70,47,59,55,92,17,58,63,34,80,51,86,84,20,43,90,94,40,69,19,29,62,70,32,58,33,72,58,47,34,90,73,26,29,78,49,11,52,84,49,84,53,69,63,38,61,54,86,57,98,65,86,61,51,55,39,68,93,50,95,45,80,24
68,39,59,56,80,61,91,41,96,68,32,57,58,40,80,25,84,79,90,33,78,44,44,88,39,57,89,58,96,49,50,80,85,99,76,55,54,44,0,54,95,37,52,18,27,80,58,81,34,11,52,67,82,33,68,33,60,66,60,77,68,21,11,88,88,29,52,24,17,47,31,86,27,56,15,23,37,37,22,89,90,42,44,75,37,95,77,20,41,54,31,42,56,30,54,44,96,67,29,86,84,11,76,68
88,89,100,10,42,44,100,47,88,93,95,38,58,42,36,85,94,12,34,78,26,46,30,14,36,17,62,82,38,81,98,61,50,82,28,67,72,22,54,0,31,91,98,99,73,97,23,16,24,11,29,33,38,23,43,46,70,71,83,71,68,55,52,47,96,49,78,20,78,16,16,95,86,49,44,25,28,69,80,81,91,42,87,34,33,14,81,65,50,40,67,18,71,74,36,40,66,45,41,82,53,23,72,88
67,59,74,84,97,30,50,29,19,33,74,86,20,11,64,83,25,60,56,60,47,33,41,82,21,96,29,23,45,18,59,15,69,20,21,69,73,29,95,31,0,60,75,44,77,45,21,78,19,51,74,76,47,45,92,88,74,87,12,74,33,86,55,67,12,53,31,24,72,66,29,79,70,82,24,82,39,53,60,56,52,43,50,64,77,64,75,87,99,100,52,96,60,55,31,38,43,58,87,68,46,42,81,67
41,79,52,91,60,29,36,39,31,47,62,80,59,89,12,43,67,39,66,60,14,54,55,62,80,70,11,28,72,23,18,82,36,50,26,69,88,70,37,91,60,0,96,71,49,96,71,60,71,62,39,82,82,84,75,70,57,57,45,58,78,80,86,90,87,81,86,89,10,30,11,16,43,20,72,75,88,48,29,58,10,94,37,41,86,25,68,37,78,10,12,98,34,83,85,40,64,74,82,35,20,51,62,41
35,67,77,31,69,98,54,78,32,50,52,78,69,36,69,72,16,30,26,10,42,29,87,48,82,37,100,98,11,83,48,91,43,21,41,24,34,47,52,98,75,96,0,77,22,69,99,72,67,59,71,40,35,33,33,72,89,93,36,77,84,95,56,51,46,89,12,89,22,94,66,55,28,95,72,85,58,57,33,99,95,16,46,67,19,12,72,19,22,52,53,19,39,48,63,23,91,95,27,61,21,85,15,35
48,63,42,83,80,81,76,97,35,81,45,95,10,94,63,18,13,73,66,64,69,85,19,55,83,56,68,76,73,50,58,30,27,94,13,63,57,59,18,99,44,71,77,0,22,64,30,93,72,51,24,12,61,65,70,16,94,79,51,84,82,43,10,63,93,98,17,99,28,32,15,90,85,10,100,91,72,25,17,16,14,44,19,96,98,95,91,66,26,80,16,19,81,70,57,71,85,83,56,95,70,57,85,48
82,42,63,50,52,61,43,15,15,14,86,34,61,76,40,44,87,84,81,96,42,36,19,72,30,40,81,61,65,16,84,53,58,31,26,79,18,55,27,73,77,49,22,22,0,27,99,56,29,83,64,62,20,36,44,83,58,89,11,39,68,68,84,62,56,27,12,100,13,79,85,13,22,75,98,33,10,86,91,64,71,23,59,91,21,73,17,49,58,74,34,48,33,56,61,43,40,53,23,17,86,40,71,82
45,55,29,71,37,25,40,83,64,95,16,79,35,99,41,67,24,63,57,35,36,46,60,32,56,65,79,39,55,96,79,76,78,20,88,83,39,92,80,97,45,96,69,64,27,0,83,92,30,25,46,100,48,96,13,38,17,15,71,42,49,28,77,97,45,75,54,100,20,43,14,85,55,42,47,77,90,89,70,82,10,54,28,77,66,70,26,88,19,67,50,42,80,66,59,57,13,62,31,95,59,79,17,45
67,38,95,94,71,76,82,31,69,19,12,63,11,16,78,98,40,14,85,11,86,63,91,54,58,29,17,39,21,58,62,97,41,99,92,70,76,17,58,23,21,71,99,30,99,83,0,86,59,88,25,94,93,64,69,58,92,39,25,20,60,91,13,45,29,10,99,73,39,53,88,18,42,65,67,96,72,83,40,88,92,78,61,58,14,74,86,57,34,30,68,18,50,21,49,65,15,40,24,24,47,25,89,67
12,65,84,96,17,48,92,45,87,75,71,33,27,91,15,83,18,25,56,38,55,12,48,35,15,85,15,45,13,17,26,68,19,43,71,42,57,58,81,16,78,60,72,93,56,92,86,0,84,51,12,43,47,34,30,65,78,82,96,44,31,66,48,33,55,91,78,40,87,42,42,51,100,22,55,23,52,22,84,95,67,73,77,31,33,93,33,21,40,59,38,91,14,96,60,32,22,98,41,40,32,23,47,12
96,99,90,83,69,73,35,49,45,54,90,42,98,82,15,64,95,69,62,76,12,25,68,75,54,95,82,22,44,77,94,98,83,100,50,60,65,63,34,24,19,71,67,72,29,30,59,84,0,83,71,39,30,64,51,45,43,52,27,83,19,38,26,83,14,13,90,42,51,81,29,69,10,92,80,13,16,29,92,99,39,94,78,18,85,29,56,48,14,42,74,10,97,63,84,90,48,91,27,49,41,98,53,96
37,70,48,92,20,48,20,53,96,30,81,29,58,36,54,27,40,96,56,26,71,100,65,31,91,28,57,43,90,80,44,17,69,34,19,50,81,34,11,11,51,62,59,51,83,25,88,51,83,0,31,65,93,53,59,63,84,69,66,70,68,69,51,35,71,99,72,57,87,71,65,84,92,12,46,57,45,15,55,28,55,25,100,31,90,11,51,53,97,87,82,51,22,53,92,30,33,86,85,38,91,46,20,37
52,75,11,38,48,78,90,16,40,16,63,15,25,92,97,81,22,26,79,71,84,24,60,40,70,82,56,62,23,84,49,84,14,59,71,95,36,80,52,29,74,39,71,24,64,46,25,12,71,31,0,43,21,15,46,13,33,41,62,28,63,59,70,17,72,54,37,34,85,77,49,29,81,44,18,44,66,33,53,15,25,28,21,48,40,55,22,100,32,92,27,36,20,77,70,12,91,37,23,64,45,72,51,52
82,57,33,87,34,47,67,100,15,76,98,69,53,21,72,98,83,46,71,93,68,38,34,19,33,16,89,59,87,29,30,62,25,60,57,86,28,51,67,33,76,82,40,12,62,100,94,43,39,65,43,0,98,21,91,49,25,52,24,62,82,27,53,74,76,17,82,95,28,88,42,26,21,78,19,69,66,46,46,80,59,38,93,50,80,36,35,72,72,87,62,72,46,42,70,86,45,51,88,37,60,55,32,82
22,12,50,22,29,92,77,80,78,71,29,21,78,12,12,14,41,42,32,47,57,14,89,31,33,10,27,68,29,14,36,48,13,52,68,67,52,86,82,38,47,82,35,61,20,48,93,47,30,93,21,98,0,42,69,26,15,52,24,40,82,37,37,89,38,27,16,62,18,23,51,14,74,23,93,12,64,60,82,56,73,11,72,64,48,97,14,64,87,84,16,79,51,79,27,47,44,79,67,19,45,21,80,22
50,22,56,99,43,15,100,43,33,67,34,26,94,59,48,27,84,24,76,70,85,78,36,46,12,62,64,20,62,65,89,78,95,29,17,39,84,84,33,23,45,84,33,65,36,96,64,34,64,53,15,21,42,0,45,17,72,87,28,52,38,22,45,40,98,64,66,94,56,56,20,32,56,64,51,23,54,84,75,40,33,90,53,21,80,71,86,70,15,92,77,17,82,55,64,16,64,43,12,56,71,59,36,50
96,70,12,74,42,50,63,34,99,67,95,76,26,49,30,63,81,88,54,24,23,83,21,40,94,30,18,27,30,63,100,90,97,78,43,92,66,20,68,43,92,75,33,70,44,13,69,30,51,59,46,91,69,45,0,97,23,35,54,26,70,74,46,23,11,48,12,67,75,71,97,95,16,96,77,31,25,81,14,61,30,40,43,22,66,30,56,11,47,13,39,87,17,99,53,90,99,47,25,87,57,54,73,96
34,69,58,14,70,100,97,40,14,40,61,87,71,21,89,98,33,51,70,17,42,38,49,68,29,59,24,51,87,38,60,80,52,86,100,44,39,43,33,46,88,70,72,16,83,38,58,65,45,63,13,49,26,17,97,0,66,38,43,40,12,84,81,36,43,69,76,38,14,10,16,35,83,30,64,77,31,89,94,95,90,82,69,75,95,23,86,56,36,84,24,13,71,57,18,52,73,28,76,32,46,65,81,34
64,99,14,41,77,90,21,23,27,59,61,94,98,92,64,16,50,76,33,42,53,69,63,59,57,76,66,40,75,68,52,41,60,28,61,52,14,90,60,70,74,57,89,94,58,17,92,78,43,84,33,25,15,72,23,66,0,78,100,23,27,71,83,94,57,97,33,93,50,66,19,14,14,49,18,21,27,10,98,54,55,100,21,64,85,63,83,83,48,27,82,59,48,65,84,86,39,10,15,81,82,72,41,64
62,96,17,38,93,91,47,65,14,10,46,50,82,67,23,68,17,14,69,92,89,32,60,86,74,32,51,49,69,38,50,58,87,27,34,14,76,94,66,71,87,57,93,79,89,15,39,82,52,69,41,52,52,87,35,38,78,0,17,42,74,95,30,56,78,14,56,70,38,70,44,63,38,25,21,21,41,23,59,47,17,73,91,41,12,35,88,83,62,43,73,80,29,28,29,82,86,76,39,40,57,51,12,62
98,59,57,83,77,69,90,51,91,88,81,31,37,100,97,62,63,54,37,89,36,89,11,93,72,87,78,14,58,91,15,81,23,79,35,99,63,40,60,83,12,45,36,51,11,71,25,96,27,66,62,24,24,28,54,43,100,17,0,73,33,20,72,13,54,64,66,11,13,25,40,14,43,66,10,50,65,61,66,35,51,47,18,81,91,28,57,46,30,85,54,60,86,72,94,11,34,93,45,89,49,35,57,98
12,82,85,99,16,41,23,61,38,20,84,88,10,98,59,62,77,65,19,80,95,18,18,98,67,29,84,23,30,19,98,13,79,93,96,68,54,69,77,71,74,58,77,84,39,42,20,44,83,70,28,62,40,52,26,40,23,42,73,0,65,31,32,89,88,30,83,37,80,54,73,52,93,47,74,59,33,54,36,11,56,27,48,57,79,33,30,100,77,88,56,22,77,80,99,80,29,100,33,94,31,54,61,12
29,18,27,94,64,10,51,93,41,52,40,93,52,84,67,92,37,43,17,82,10,49,17,58,61,92,77,27,33,84,22,44,83,27,88,26,74,19,68,68,33,78,84,82,68,49,60,31,19,68,63,82,82,38,70,12,27,74,33,65,0,41,24,59,71,30,73,56,94,14,13,50,87,48,28,35,41,57,82,38,62,95,49,75,49,92,75,54,25,89,34,32,83,48,42,90,68,44,32,62,71,67,86,29
56,80,55,84,93,86,69,78,57,33,31,93,88,99,49,33,98,65,59,97,72,39,77,44,99,75,38,30,100,13,28,51,47,10,78,37,63,29,21,55,86,80,95,43,68,28,91,66,38,69,59,27,37,22,74,84,71,95,20,31,41,0,16,91,33,48,41,36,50,78,96,17,78,19,97,23,70,81,14,99,37,61,50,89,90,82,79,13,31,89,20,92,68,41,62,56,18,12,60,66,35,53,17,56
34,14,27,51,85,37,83,52,93,25,51,56,25,99,93,58,57,55,98,85,26,83,12,39,80,38,61,27,24,72,83,80,75,43,83,72,16,62,11,52,55,86,56,10,84,77,13,48,26,51,70,53,37,45,46,81,83,30,72,32,24,16,0,73,64,63,35,94,88,98,70,44,16,59,44,39,25,66,77,100,79,34,24,80,91,46,62,24,64,61,82,10,55,82,43,46,54,74,35,56,77,21,78,34
44,82,14,86,63,79,14,57,28,19,78,85,70,92,55,34,44,92,37,76,20,13,76,40,46,14,82,40,18,28,82,33,75,70,87,61,48,70,88,47,67,90,51,63,62,97,45,33,83,35,17,74,89,40,23,36,94,56,13,89,59,91,73,0,33,44,65,36,31,47,37,98,18,53,81,71,71,98,89,76,29,20,88,40,54,55,17,39,88,61,69,63,21,32,79,81,17,18,71,63,18,20,62,44
86,32,92,84,15,95,56,93,53,16,50,16,89,21,83,42,80,32,81,71,23,65,93,50,27,66,36,80,54,68,11,51,63,73,94,95,69,32,88,96,12,87,46,93,56,45,29,55,14,71,72,76,38,98,11,43,57,78,54,88,71,33,64,33,0,83,55,80,86,35,47,79,79,75,62,39,75,37,81,66,25,71,68,24,49,59,92,22,91,89,47,36,24,54,83,79,24,10,71,43,90,94,11,86
67,90,38,95,77,87,11,62,50,98,83,93,49,28,57,22,36,38,32,69,11,44,12,14,45,68,89,61,89,61,39,20,29,71,14,59,10,58,29,49,53,81,89,98,27,75,10,91,13,99,54,17,27,64,48,69,97,14,64,30,30,48,63,44,83,0,77,18,41,11,10,95,16,48,39,29,45,16,19,95,84,37,41,71,34,66,14,100,15,48,22,36,75,81,89,24,49,25,61,27,66,63,29,67
