118
41,78,69,15,12,80,46,32,94,0,68,51,73,67,62,48,42,58,81,27,68,45,40,48,46,51,96,85,31,13,93,25,96,18,86,36,40,64,84,69,22,56,26,72,34,20,58,82,94,95,86,96,96,79,34,64,16,59,80,78,66,72,74,96,57,67,15,19,38,66,79,46,84,23,16,86,21,54,86,93,58,18,72,72,82,16,56,77,55,66,37,79,51,84,87,42,31,11,49,97,34,56,76,87,57,97,99,17,29,80,15,46,62,64,71,28,51,37,96,41
87,61,46,81,15,27,71,33,38,68,0,28,36,83,74,41,85,38,38,60,38,26,39,28,23,15,55,45,99,34,97,28,13,15,46,57,93,22,11,96,19,14,27,83,95,57,18,27,74,40,28,58,70,21,62,23,55,80,15,51,91,62,69,68,27,97,38,83,15,87,24,54,77,28,95,14,61,37,68,24,15,34,69,41,59,53,82,79,68,98,90,21,72,76,67,73,81,16,11,68,80,63,69,52,65,45,84,37,85,44,66,85,76,62,31,68,59,55,20,87
35,47,35,89,72,21,42,20,82,51,28,0,14,20,43,99,80,27,57,49,15,96,16,81,95,79,32,63,80,88,39,72,29,70,26,74,41,77,96,98,39,35,93,47,86,48,31,79,26,45,26,46,13,73,16,43,98,13,65,100,11,44,25,50,55,98,99,47,88,92,34,50,23,93,87,82,84,75,36,85,23,96,62,41,12,30,10,88,15,25,17,70,26,19,40,69,100,62,73,17,45,91,40,70,68,80,86,50,12,63,19,21,11,99,77,99,27,89,68,35
25,81,73,75,19,91,16,96,18,73,36,14,0,91,57,16,19,64,95,67,32,32,18,57,63,42,61,100,14,60,75,53,31,19,13,63,56,73,85,91,68,94,11,45,36,97,35,84,34,57,76,82,85,89,16,21,66,73,73,84,38,25,14,94,99,92,59,84,30,61,24,56,96,39,10,59,91,73,14,80,28,83,83,14,24,90,56,64,33,46,50,52,66,82,48,57,36,73,94,68,48,99,25,31,60,69,30,45,13,19,51,61,49,57,70,29,67,79,59,25
59,94,95,83,15,46,80,47,66,67,83,20,91,0,59,100,93,85,46,39,64,18,99,85,29,89,99,49,66,57,13,29,22,29,86,60,65,77,62,53,48,81,29,38,91,92,64,66,22,27,82,53,76,11,36,13,98,70,48,61,18,58,78,35,94,96,93,16,65,33,82,73,32,45,88,96,40,40,60,70,52,91,17,45,36,46,69,22,29,15,27,75,83,58,79,30,47,25,47,50,88,18,82,79,14,53,14,29,96,40,18,31,50,48,61,74,21,85,59,59
55,27,90,32,37,91,80,13,70,62,74,43,57,59,0,60,66,68,14,54,31,12,63,86,40,39,66,28,62,32,43,69,71,31,30,90,54,67,35,74,49,83,22,81,24,89,34,29,52,80,48,93,81,87,39,20,55,10,30,25,29,52,10,68,22,50,74,55,69,36,85,76,51,69,24,85,16,59,51,33,50,76,28,76,100,41,71,66,81,44,16,92,35,13,28,57,28,54,99,50,21,56,89,84,47,28,56,25,42,87,99,98,28,62,91,11,34,54,83,55
60,81,58,61,57,15,65,51,43,48,41,99,16,100,60,0,74,12,92,69,92,38,85,94,62,74,27,47,13,79,14,96,60,70,95,38,33,53,88,73,61,95,74,19,77,19,20,39,39,34,69,50,55,94,69,95,49,51,81,54,62,47,82,79,64,25,62,44,44,15,27,99,81,39,100,80,27,94,91,20,46,92,31,10,84,34,56,91,66,72,77,13,100,81,98,22,95,87,52,58,69,90,81,84,28,70,15,17,86,52,40,18,78,71,99,73,53,45,39,60
71,88,49,72,10,95,25,93,100,42,85,80,19,93,66,74,0,33,39,80,10,84,38,66,34,25,13,99,97,13,25,52,61,22,69,87,94,53,59,98,25,22,59,34,15,79,97,94,43,88,47,51,20,43,30,40,19,80,40,76,31,74,28,100,95,90,74,55,90,39,93,10,91,14,79,38,23,72,14,50,33,79,96,57,54,37,10,13,78,69,16,79,12,60,61,48,37,36,55,68,90,73,19,87,33,91,16,28,77,44,53,31,12,57,78,44,70,75,10,71
25,93,42,90,83,31,54,65,88,58,38,27,64,85,68,12,33,0,13,10,11,85,61,74,10,63,68,32,60,59,20,85,73,36,95,43,79,74,63,100,58,87,88,41,75,81,58,92,81,40,32,46,92,98,28,95,68,15,58,19,54,23,98,79,70,22,76,12,28,74,10,51,95,39,23,53,84,94,32,40,62,92,48,12,35,60,66,53,77,53,92,74,49,23,45,47,20,49,13,73,99,11,35,70,71,84,32,27,59,62,35,87,74,69,40,20,93,40,13,25
16,11,23,82,51,44,22,58,81,81,38,57,95,46,14,92,39,13,0,17,45,94,39,36,78,34,60,46,78,67,90,98,52,84,91,97,11,81,62,19,71,35,74,20,99,65,40,50,75,21,67,95,27,72,38,73,37,80,41,71,24,77,34,27,87,39,89,20,59,84,87,71,99,84,15,54,28,44,17,82,32,95,67,67,65,64,26,19,18,70,96,62,50,78,47,98,43,61,61,31,41,93,93,15,60,79,88,47,41,57,49,41,25,90,61,91,87,48,78,16
56,69,63,98,99,59,80,75,39,27,60,49,67,39,54,69,80,10,17,0,68,38,23,96,98,13,90,75,20,65,10,30,57,22,24,34,37,38,44,58,61,79,70,99,90,65,64,32,93,97,86,70,40,77,20,16,61,100,21,68,40,25,81,30,17,69,54,64,49,63,67,76,15,87,15,79,15,68,80,96,81,75,43,82,70,35,96,82,78,51,48,55,100,59,51,97,29,87,22,73,39,51,31,53,20,96,96,68,10,48,91,32,81,91,69,17,88,47,98,56
95,10,86,60,90,10,22,38,10,68,38,15,32,64,31,92,10,11,45,68,0,36,28,56,37,60,48,17,68,16,48,95,30,95,97,59,63,94,67,12,16,50,25,35,49,90,36,47,86,40,34,60,39,93,78,86,93,50,19,31,78,98,51,21,41,54,58,97,50,76,78,24,65,14,48,67,14,41,65,33,41,74,15,99,24,48,88,97,23,15,83,81,79,16,33,54,70,96,35,12,99,17,10,79,48,65,36,17,60,87,10,60,65,27,91,18,40,37,43,95
30,31,77,46,58,46,60,16,75,45,26,96,32,18,12,38,84,85,94,38,36,0,59,99,63,75,55,79,96,80,36,68,64,15,42,84,15,57,59,48,75,20,10,50,55,33,86,22,11,63,15,40,56,56,92,37,98,81,48,100,26,39,51,11,13,75,60,67,52,27,77,93,13,35,79,75,79,73,22,29,38,55,92,72,41,55,24,44,29,29,80,20,61,18,85,66,79,92,34,69,35,46,19,16,67,33,54,44,17,92,58,26,29,36,41,82,67,44,12,30
62,86,19,82,27,81,75,67,71,40,39,16,18,99,63,85,38,61,39,23,28,59,0,45,71,18,22,23,47,88,61,65,75,40,18,10,78,70,12,47,95,21,66,37,60,31,55,82,95,16,27,33,64,39,87,97,90,71,88,66,32,92,58,64,92,42,99,66,51,40,21,75,64,46,39,79,49,57,49,55,19,45,47,86,56,70,76,19,77,48,50,52,61,91,14,67,50,78,90,83,30,13,70,88,57,37,47,22,25,79,36,79,36,88,62,81,28,47,23,62
11,11,13,40,68,17,46,88,31,48,28,81,57,85,86,94,66,74,36,96,56,99,45,0,78,68,38,32,76,38,47,74,76,48,61,31,16,66,55,72,55,30,19,49,38,81,37,48,50,78,51,98,84,100,92,21,81,52,99,94,46,23,48,74,46,22,34,75,44,56,49,16,84,91,91,35,60,82,51,100,50,67,47,27,75,59,57,73,25,32,29,85,61,81,80,49,12,89,45,77,55,83,13,65,39,52,80,21,99,30,11,14,67,52,37,13,69,87,32,11
56,80,68,32,49,70,63,99,85,46,23,95,63,29,40,62,34,10,78,98,37,63,71,78,0,33,47,10,43,92,49,11,30,47,15,90,99,80,65,25,37,12,64,27,34,25,80,53,40,56,33,57,96,93,29,17,12,96,41,26,93,23,47,50,76,83,61,85,64,94,32,31,97,70,60,68,57,12,67,54,96,26,43,89,61,37,31,94,23,40,100,72,100,41,83,44,20,71,72,11,13,51,60,51,27,62,91,64,27,43,49,69,64,71,63,89,48,21,21,56
29,76,46,94,24,83,62,57,47,51,15,79,42,89,39,74,25,63,34,13,60,75,18,68,33,0,16,76,82,97,63,17,85,83,42,19,30,30,31,89,42,35,83,97,50,72,24,67,31,83,59,62,25,64,30,77,25,85,57,67,69,18,68,68,65,47,91,100,79,44,11,14,53,27,17,38,69,49,28,81,87,16,16,58,41,10,28,93,39,72,10,14,80,26,97,57,59,21,15,15,34,20,75,27,94,82,100,21,81,28,39,73,61,83,86,52,85,75,78,29
97,42,86,24,84,58,93,87,21,96,55,32,61,99,66,27,13,68,60,90,48,55,22,38,47,16,0,64,13,25,51,68,46,92,12,55,79,93,78,58,21,73,57,99,82,52,80,53,83,62,97,16,87,45,30,16,11,95,89,67,50,21,30,77,33,81,81,86,54,95,94,95,82,25,43,18,58,55,71,47,45,92,68,89,18,49,12,92,39,21,92,92,59,55,45,51,92,76,65,24,92,31,48,71,100,15,59,41,83,33,10,38,50,64,78,86,58,49,100,97
66,87,49,77,96,25,13,64,94,85,45,63,100,49,28,47,99,32,46,75,17,79,23,32,10,76,64,0,79,59,62,72,85,15,99,47,49,88,93,51,96,86,100,85,42,75,15,97,38,82,48,74,26,75,43,24,54,59,96,100,35,98,46,31,13,58,74,29,83,12,60,79,99,33,87,44,81,70,18,22,18,25,69,64,99,54,17,94,10,58,22,53,16,44,52,95,41,93,64,15,92,20,69,68,95,56,29,77,61,91,92,79,79,42,87,58,64,28,65,66
44,34,76,49,66,66,32,83,82,31,99,80,14,66,62,13,97,60,78,20,68,96,47,76,43,82,13,79,0,36,33,31,63,44,93,14,13,96,31,88,49,15,78,67,73,57,68,62,60,41,96,100,27,12,37,66,42,55,80,80,25,32,74,32,48,66,46,17,13,60,88,61,67,61,33,43,27,98,30,56,46,72,20,44,80,96,21,67,99,37,10,46,83,99,80,61,36,61,55,79,93,21,78,37,47,33,97,99,38,27,35,76,92,11,84,98,88,86,30,44
28,95,42,85,26,27,82,56,74,13,34,88,60,57,32,79,13,59,67,65,16,80,88,38,92,97,25,59,36,0,91,10,92,23,34,75,19,31,91,17,38,44,77,28,83,49,12,11,20,49,84,89,38,70,92,69,16,56,14,73,87,98,13,39,37,44,19,76,14,97,67,25,59,85,89,70,51,63,44,13,99,25,58,79,10,26,90,35,84,74,15,38,31,18,86,94,70,94,45,52,84,20,55,62,61,14,90,59,81,16,52,15,23,95,77,40,48,48,81,28
63,65,60,19,68,24,94,79,74,93,97,39,75,13,43,14,25,20,90,10,48,36,61,47,49,63,51,62,33,91,0,50,63,39,33,39,96,57,71,41,71,22,85,70,30,41,83,84,76,95,69,34,39,72,28,99,44,46,13,35,76,27,78,80,10,58,11,72,11,33,48,84,51,44,80,62,79,52,43,77,71,42,42,63,39,39,17,34,63,37,70,33,86,25,28,51,40,47,56,27,51,20,35,54,78,73,86,83,22,13,28,66,89,69,34,51,91,85,98,63
92,84,75,33,77,78,84,72,34,25,28,72,53,29,69,96,52,85,98,30,95,68,65,74,11,17,68,72,31,10,50,0,97,32,63,23,49,47,13,94,25,71,95,52,62,34,40,81,73,36,77,33,87,53,24,88,57,39,74,21,61,76,58,33,50,41,94,81,88,78,22,97,94,83,65,73,65,24,48,42,78,67,88,27,53,49,31,11,39,10,57,70,99,72,63,99,13,48,31,85,74,69,50,16,25,33,95,54,94,98,96,44,94,81,70,82,79,98,50,92
75,92,42,25,24,50,46,66,61,96,13,29,31,22,71,60,61,73,52,57,30,64,75,76,30,85,46,85,63,92,63,97,0,16,62,94,27,15,83,48,86,74,98,24,71,14,74,23,83,13,48,82,35,69,10,95,13,16,92,88,87,44,98,65,69,87,100,50,63,22,38,79,62,37,49,28,80,50,58,46,78,76,79,41,68,10,35,22,94,91,66,33,52,96,55,76,11,21,30,77,26,85,58,39,87,62,50,27,72,73,57,20,20,73,19,12,26,12,82,75
82,70,90,96,30,24,32,36,88,18,15,70,19,29,31,70,22,36,84,22,95,15,40,48,47,83,92,15,44,23,39,32,16,0,58,81,11,47,85,96,40,51,24,97,70,33,29,88,86,12,26,95,76,16,40,50,95,64,71,54,92,23,36,10,70,73,54,71,21,39,26,11,73,94,83,31,55,46,96,45,16,31,98,15,36,86,37,21,59,97,73,85,100,59,47,53,16,34,10,62,33,85,89,63,71,48,61,57,61,25,93,81,13,92,82,84,38,32,27,82
11,16,65,17,18,28,92,83,18,86,46,26,13,86,30,95,69,95,91,24,97,42,18,61,15,42,12,99,93,34,33,63,62,58,0,52,43,53,100,14,58,83,98,54,15,29,47,100,43,77,50,47,56,85,11,91,50,41,95,92,13,58,43,51,31,27,51,16,36,36,21,32,59,73,49,49,88,30,54,88,78,17,40,59,74,69,29,66,85,48,14,41,67,97,90,25,58,30,12,73,89,31,24,73,67,85,41,26,15,52,57,91,88,76,63,40,63,38,81,11
96,86,60,81,27,84,73,11,32,36,57,74,63,60,90,38,87,43,97,34,59,84,10,31,90,19,55,47,14,75,39,23,94,81,52,0,65,80,88,53,32,59,32,64,48,17,28,59,79,88,93,47,99,65,20,97,64,41,44,41,38,66,30,87,50,72,52,35,73,97,51,19,94,91,14,92,40,85,29,24,93,28,15,52,77,99,49,22,48,87,20,58,62,39,77,22,38,87,69,67,82,85,34,23,10,79,74,51,51,54,11,63,53,43,68,86,61,71,34,96
56,38,28,79,68,23,66,47,83,40,93,41,56,65,54,33,94,79,11,37,63,15,78,16,99,30,79,49,13,19,96,49,27,11,43,65,0,61,76,25,16,40,54,34,76,23,53,41,19,20,35,47,92,20,90,80,85,34,56,66,50,31,97,40,25,77,92,10,79,39,66,75,38,92,29,53,80,26,19,90,49,28,86,79,62,24,86,85,71,73,17,56,64,21,85,20,20,37,26,14,53,69,22,43,54,73,39,83,90,82,26,61,93,81,45,86,25,59,19,56
80,98,30,57,60,84,74,64,31,64,22,77,73,77,67,53,53,74,81,38,94,57,70,66,80,30,93,88,96,31,57,47,15,47,53,80,61,0,60,38,42,13,100,29,15,78,98,58,42,42,34,60,41,48,46,12,92,17,96,77,96,45,42,100,29,12,43,16,96,40,27,54,79,94,38,33,39,14,77,24,30,33,78,91,87,13,30,60,65,32,70,40,69,35,76,26,69,95,49,85,47,83,82,61,63,83,42,54,89,49,42,58,47,96,72,100,64,49,50,80
31,52,52,20,75,67,61,27,14,84,11,96,85,62,35,88,59,63,62,44,67,59,12,55,65,31,78,93,31,91,71,13,83,85,100,88,76,60,0,56,55,49,16,60,48,85,88,76,30,35,14,16,20,83,65,54,19,35,55,29,47,83,37,38,47,81,50,33,57,81,11,50,64,82,70,58,15,59,71,78,98,40,71,74,43,92,48,11,56,12,53,96,48,94,83,25,75,20,11,89,89,22,33,54,69,89,35,68,69,70,98,81,82,72,46,18,15,43,40,31
96,86,99,22,45,45,15,37,13,69,96,98,91,53,74,73,98,100,19,58,12,48,47,72,25,89,58,51,88,17,41,94,48,96,14,53,25,38,56,0,12,58,36,68,44,33,98,16,24,91,10,69,100,76,56,71,47,42,20,39,33,85,42,51,48,88,57,44,52,98,37,53,93,94,94,47,22,26,67,16,56,60,16,50,78,56,22,93,62,31,30,47,34,16,16,59,27,90,59,36,51,88,65,91,46,34,36,72,45,41,93,95,43,22,31,24,94,42,55,96
99,86,52,41,55,12,16,54,61,22,19,39,68,48,49,61,25,58,71,61,16,75,95,55,37,42,21,96,49,38,71,25,86,40,58,32,16,42,55,12,0,37,17,37,67,22,89,66,57,84,43,91,29,69,67,85,25,86,13,34,60,33,70,39,82,41,43,61,26,42,28,14,31,81,76,56,99,23,91,62,45,73,40,48,25,35,81,69,49,20,54,23,10,14,86,40,67,45,47,63,39,91,56,78,33,83,69,11,62,67,59,91,63,87,15,31,77,61,81,99
99,48,84,69,50,92,89,68,36,56,14,35,94,81,83,95,22,87,35,79,50,20,21,30,12,35,73,86,15,44,22,71,74,51,83,59,40,13,49,58,37,0,49,13,78,68,91,81,73,76,36,68,93,82,25,72,86,85,86,26,38,85,87,77,50,53,83,69,97,41,33,74,73,10,82,91,21,22,21,25,16,22,65,83,53,47,78,68,30,92,57,57,15,53,35,21,27,32,44,11,45,83,74,73,47,16,49,35,63,76,75,22,94,94,55,10,70,46,83,99
22,71,13,89,59,21,39,70,25,26,27,93,11,29,22,74,59,88,74,70,25,10,66,19,64,83,57,100,78,77,85,95,98,24,98,32,54,100,16,36,17,49,0,35,30,51,12,39,40,37,65,15,12,13,76,23,70,41,22,36,40,97,49,32,29,66,22,33,81,85,11,13,31,16,71,83,78,67,63,17,52,23,34,27,15,44,97,73,60,78,67,51,61,86,94,42,36,64,42,65,35,35,96,54,83,98,35,55,15,34,48,20,10,81,40,10,61,22,88,22
91,45,82,77,16,54,63,71,70,72,83,47,45,38,81,19,34,41,20,99,35,50,37,49,27,97,99,85,67,28,70,52,24,97,54,64,34,29,60,68,37,13,35,0,25,21,58,11,43,56,80,38,11,66,18,80,79,89,78,31,53,98,35,95,15,42,47,75,18,89,22,12,30,63,65,42,95,79,19,40,70,52,45,80,87,25,11,97,76,79,92,55,33,89,44,34,67,99,71,11,19,40,54,58,60,19,31,58,82,92,21,54,98,83,74,43,61,23,10,91
66,63,58,21,94,44,57,63,77,34,95,86,36,91,24,77,15,75,99,90,49,55,60,38,34,50,82,42,73,83,30,62,71,70,15,48,76,15,48,44,67,78,30,25,0,22,97,19,83,41,21,71,63,16,76,59,67,99,42,69,98,23,100,16,50,98,13,78,34,67,55,17,30,98,41,91,36,47,86,77,96,85,40,51,96,88,15,97,18,38,85,54,41,84,25,85,92,36,70,28,17,87,60,11,95,90,86,26,20,49,10,27,70,57,67,78,90,95,63,66
66,31,66,34,11,46,28,50,16,20,57,48,97,92,89,19,79,81,65,65,90,33,31,81,25,72,52,75,57,49,41,34,14,33,29,17,23,78,85,33,22,68,51,21,22,0,58,57,79,91,35,21,33,87,93,97,10,48,22,45,12,58,64,10,17,81,16,74,47,47,14,39,65,89,16,80,88,12,87,65,89,13,31,95,59,78,25,16,81,41,77,40,37,18,11,56,16,73,68,68,33,36,78,96,53,59,88,50,59,43,94,61,56,70,68,71,39,41,89,66
82,74,59,56,30,87,28,11,75,58,18,31,35,64,34,20,97,58,40,64,36,86,55,37,80,24,80,15,68,12,83,40,74,29,47,28,53,98,88,98,89,91,12,58,97,58,0,68,50,79,12,33,60,81,39,76,66,65,52,37,68,60,91,51,15,93,38,10,95,91,71,84,17,60,66,85,16,67,83,42,93,82,66,72,21,68,21,75,13,11,38,96,42,83,15,52,30,37,84,96,60,87,95,51,64,35,74,96,67,44,45,50,80,46,50,32,29,56,85,82
76,86,94,19,86,33,74,14,87,82,27,79,84,66,29,39,94,92,50,32,47,22,82,48,53,67,53,97,62,11,84,81,23,88,100,59,41,58,76,16,66,81,39,11,19,57,68,0,61,93,48,64,19,19,80,33,20,87,77,55,34,99,99,58,71,92,76,60,27,17,72,15,89,10,53,16,27,89,48,99,60,40,84,63,64,84,72,88,100,75,70,43,47,100,28,59,96,19,47,51,64,57,45,69,90,36,78,30,71,27,14,45,79,61,19,84,23,51,56,76
21,55,11,53,73,66,43,10,17,94,74,26,34,22,52,39,43,81,75,93,86,11,95,50,40,31,83,38,60,20,76,73,83,86,43,79,19,42,30,24,57,73,40,43,83,79,50,61,0,58,33,32,89,24,11,86,86,22,54,37,47,52,68,89,13,69,66,68,23,75,28,94,10,21,45,62,69,87,16,61,82,42,57,50,51,44,11,17,36,33,58,91,45,55,87,65,84,40,98,37,99,64,54,18,79,45,44,75,58,55,17,40,51,89,96,97,32,57,76,21
88,87,63,79,92,19,39,10,61,95,40,45,57,27,80,34,88,40,21,97,40,63,16,78,56,83,62,82,41,49,95,36,13,12,77,88,20,42,35,91,84,76,37,56,41,91,79,93,58,0,88,61,63,44,58,100,71,99,66,43,24,55,67,58,96,87,27,97,15,40,37,50,67,96,45,29,81,34,95,31,25,95,42,14,25,88,42,84,19,35,21,17,29,27,59,14,27,62,90,58,12,48,70,58,67,53,66,94,23,41,96,45,55,93,26,88,60,91,27,88
94,32,100,13,73,50,86,90,32,86,28,26,76,82,48,69,47,32,67,86,34,15,27,51,33,59,97,48,96,84,69,77,48,26,50,93,35,34,14,10,43,36,65,80,21,35,12,48,33,88,0,28,93,53,91,37,10,66,37,44,21,76,43,18,86,95,26,35,77,74,15,63,59,73,28,11,29,65,79,58,59,77,22,44,97,37,56,73,35,70,13,75,81,60,49,13,28,80,36,73,82,22,18,26,32,75,26,27,93,33,94,32,44,62,27,36,90,34,71,94
58,100,85,54,87,84,47,61,44,96,58,46,82,53,93,50,51,46,95,70,60,40,33,98,57,62,16,74,100,89,34,33,82,95,47,47,47,60,16,69,91,68,15,38,71,21,33,64,32,61,28,0,73,13,60,11,76,48,32,42,76,63,54,39,86,27,36,42,39,93,45,53,13,58,82,35,52,24,95,67,53,85,10,97,20,33,22,61,85,55,75,64,60,84,52,44,44,37,18,62,11,30,60,77,49,96,65,99,65,49,14,29,14,15,56,42,77,84,11,58
41,41,69,19,20,93,92,12,97,96,70,13,85,76,81,55,20,92,27,40,39,56,64,84,96,25,87,26,27,38,39,87,35,76,56,99,92,41,20,100,29,93,12,11,63,33,60,19,89,63,93,73,0,82,89,28,73,78,62,46,71,88,34,84,77,58,40,76,37,75,97,64,28,75,12,88,81,36,94,41,84,27,59,85,41,74,37,39,44,52,82,54,96,44,49,98,80,52,21,47,55,75,64,83,50,100,65,56,59,33,72,64,69,26,16,81,61,62,78,41
86,42,13,84,100,31,29,82,79,79,21,73,89,11,87,94,43,98,72,77,93,56,39,100,93,64,45,75,12,70,72,53,69,16,85,65,20,48,83,76,69,82,13,66,16,87,81,19,24,44,53,13,82,0,29,100,16,94,66,64,34,34,65,18,28,16,15,43,48,94,44,32,20,65,26,82,11,69,44,27,13,94,83,45,12,71,77,19,15,38,23,45,82,91,22,51,33,17,49,18,23,52,42,72,36,54,31,68,43,93,90,29,53,52,60,92,63,72,93,86
99,24,71,60,35,45,60,60,21,34,62,16,16,36,39,69,30,28,38,20,78,92,87,92,29,30,30,43,37,92,28,24,10,40,11,20,90,46,65,56,67,25,76,18,76,93,39,80,11,58,91,60,89,29,0,35,39,53,94,47,47,92,56,11,24,35,93,29,94,72,56,36,65,26,66,24,83,81,18,11,42,10,51,27,89,60,47,70,21,48,68,70,29,89,59,14,41,85,64,90,15,24,30,54,27,92,71,28,62,46,73,13,43,67,54,50,61,68,95,99
90,44,47,49,71,59,54,92,72,64,23,43,21,13,20,95,40,95,73,16,86,37,97,21,17,77,16,24,66,69,99,88,95,50,91,97,80,12,54,71,85,72,23,80,59,97,76,33,86,100,37,11,28,100,35,0,22,54,82,62,13,44,78,33,37,36,15,96,41,46,35,71,81,27,92,72,73,39,92,97,27,83,29,19,19,32,65,48,74,46,78,37,87,43,38,92,72,49,82,24,37,68,89,56,64,18,27,67,10,18,29,23,42,99,90,49,18,24,63,90
37,62,70,89,72,56,20,98,53,16,55,98,66,98,55,49,19,68,37,61,93,98,90,81,12,25,11,54,42,16,44,57,13,95,50,64,85,92,19,47,25,86,70,79,67,10,66,20,86,71,10,76,73,16,39,22,0,70,69,29,57,11,82,41,95,63,58,54,44,58,67,68,43,78,10,56,62,74,11,41,70,53,66,71,30,74,28,22,24,31,73,33,88,58,88,35,46,67,86,91,30,84,49,74,94,43,69,16,37,20,65,82,24,13,20,28,24,30,38,37
