101
31,21,41,84,70,78,26,69,94,0,43,44,49,46,30,33,79,90,58,84,17,40,84,31,85,21,13,11,80,47,51,13,18,14,52,13,77,33,32,90,85,41,93,34,33,85,18,41,63,11,62,25,79,50,77,52,40,40,80,51,53,80,54,78,83,61,97,90,85,12,16,49,28,18,68,14,85,30,91,14,48,49,54,83,38,90,100,85,48,71,13,65,74,37,100,26,14,62,48,66,25,31,31
94,52,38,11,36,93,70,96,58,43,0,58,84,10,100,17,28,68,79,33,93,20,41,74,50,80,37,64,46,48,65,59,13,94,96,51,87,62,89,20,69,32,87,19,47,57,21,63,58,61,93,57,79,97,76,70,72,83,39,33,80,71,43,23,98,61,69,62,48,21,80,33,64,67,25,32,90,26,27,32,86,78,15,98,58,19,25,65,72,99,56,26,47,89,40,18,28,82,18,57,86,63,94
51,68,73,31,18,44,90,58,54,44,58,0,92,71,32,36,82,11,38,95,65,27,10,29,38,84,63,28,49,23,37,24,54,54,42,60,20,14,91,58,57,33,27,57,63,15,55,24,64,18,80,46,31,36,34,40,56,51,15,84,20,34,68,31,54,74,95,20,55,21,45,87,73,43,25,88,81,74,34,44,19,64,42,78,13,96,51,15,89,91,16,74,47,31,15,68,91,73,72,31,71,30,51
64,75,93,45,21,52,70,73,99,49,84,92,0,43,97,78,55,23,69,74,70,42,65,87,11,73,77,12,97,87,80,55,66,35,46,48,35,100,79,53,26,65,89,51,44,22,40,44,40,10,15,27,41,31,13,97,33,37,62,43,89,54,71,19,86,13,15,61,61,21,30,46,34,61,20,14,79,91,67,61,52,88,56,87,85,29,45,93,13,79,71,54,28,92,70,47,31,50,45,14,85,59,64
90,97,49,21,85,36,44,31,47,46,10,71,43,0,72,29,33,78,95,17,33,74,19,88,49,12,97,45,11,30,59,29,45,29,71,51,77,29,33,29,46,35,62,55,17,20,31,91,73,73,59,95,100,74,80,75,74,97,78,89,27,30,36,24,79,82,73,95,52,81,21,32,65,12,36,32,77,96,97,70,37,40,28,100,50,28,61,56,19,76,84,18,66,59,72,15,93,43,33,44,27,26,90
93,68,27,85,45,52,23,72,89,30,100,32,97,72,0,46,40,76,82,75,51,59,50,12,42,61,30,86,86,26,45,26,72,86,35,19,57,78,13,90,81,18,57,43,38,54,84,69,44,12,81,75,47,81,88,30,65,13,28,21,11,62,48,65,16,12,92,99,50,38,69,33,100,69,47,89,66,12,69,69,98,35,59,98,89,65,21,33,43,82,52,95,98,93,36,63,32,58,100,69,75,12,93
97,18,58,100,51,32,47,16,13,33,17,36,78,29,46,0,58,62,44,25,16,49,69,18,25,35,58,71,84,29,33,44,14,35,28,25,78,19,13,43,17,98,30,28,73,51,72,93,41,87,33,58,76,81,97,75,91,97,20,91,86,49,77,100,42,21,70,93,87,23,52,39,41,48,39,42,52,78,69,62,39,86,50,16,61,42,67,11,29,38,27,36,15,72,59,48,78,71,64,76,19,80,97
73,37,87,78,29,37,45,49,99,79,28,82,55,33,40,58,0,84,78,67,17,62,21,63,39,14,91,78,41,61,32,51,90,21,85,25,25,37,30,73,79,33,91,65,86,76,99,12,36,67,68,74,36,98,79,65,78,73,98,33,48,26,69,39,68,59,13,76,80,74,90,90,78,56,64,49,16,30,95,22,97,53,96,70,48,65,80,44,67,61,25,22,46,84,96,47,50,11,100,32,59,96,73
23,47,50,14,13,23,29,80,76,90,68,11,23,78,76,62,84,0,87,86,22,24,75,41,44,52,56,84,49,24,31,69,95,43,33,94,51,92,13,37,65,23,93,10,78,64,37,49,65,89,16,27,73,42,75,54,73,52,56,84,45,72,30,91,90,35,53,26,17,56,12,56,58,16,80,78,30,94,93,55,23,30,14,59,41,17,68,85,55,34,96,93,58,52,95,26,35,59,33,18,100,75,23
65,39,39,27,64,43,16,14,85,58,79,38,69,95,82,44,78,87,0,49,15,88,42,49,24,47,71,12,52,83,54,57,88,42,48,85,13,62,71,71,56,68,36,53,94,49,34,83,83,53,63,70,81,12,68,74,67,93,52,25,25,97,93,84,35,89,24,25,56,17,56,21,87,89,16,79,54,38,69,95,57,62,30,44,78,41,50,21,11,24,62,30,58,98,16,78,66,24,13,61,59,99,65
76,24,92,35,92,20,93,70,28,84,33,95,74,17,75,25,67,86,49,0,33,72,76,67,12,30,33,41,64,49,51,71,45,18,93,99,89,12,81,68,25,35,83,82,16,16,94,90,10,42,17,22,44,62,24,34,37,70,20,51,16,98,89,60,22,34,81,75,22,25,57,11,47,54,29,32,19,27,89,40,23,39,83,55,19,53,38,67,11,55,61,73,30,87,84,92,82,57,83,80,26,14,76
63,34,58,66,71,71,12,100,63,17,93,65,70,33,51,16,17,22,15,33,0,73,39,81,93,48,14,14,13,64,52,88,48,59,80,81,74,12,95,48,74,18,55,73,41,40,93,29,73,60,86,29,21,74,81,39,69,34,25,27,66,44,62,67,97,39,12,59,86,65,53,64,47,83,40,79,99,62,76,99,97,66,31,12,69,54,89,71,100,19,73,22,55,47,90,48,11,82,24,54,81,100,63
91,55,53,35,20,70,45,28,30,40,20,27,42,74,59,49,62,24,88,72,73,0,37,97,47,49,68,99,50,45,56,84,77,49,67,57,12,13,27,33,34,81,89,51,85,37,44,90,61,37,79,80,80,81,56,84,81,32,74,44,74,32,41,33,77,30,86,31,43,74,19,78,10,20,62,40,84,67,93,24,94,54,91,35,74,88,71,35,62,69,77,85,48,64,56,21,91,45,39,41,51,59,91
30,40,84,27,80,18,42,86,24,84,41,10,65,19,50,69,21,75,42,76,39,37,0,98,54,87,35,14,47,72,97,60,38,79,40,44,63,23,66,17,62,70,56,69,40,72,70,67,42,35,36,48,62,11,57,36,74,16,11,65,45,53,79,93,28,65,72,55,33,80,61,32,59,39,94,23,18,25,27,19,67,66,62,25,79,45,83,81,28,73,24,52,71,41,88,75,32,52,58,39,18,79,30
100,49,27,23,80,98,51,40,90,31,74,29,87,88,12,18,63,41,49,67,81,97,98,0,40,72,67,70,57,41,31,64,28,14,28,55,92,88,61,57,33,91,86,59,82,89,70,95,92,11,46,74,66,70,62,85,50,37,79,43,78,10,36,51,94,52,64,32,25,76,91,63,61,74,21,52,100,75,59,90,83,92,31,99,82,49,93,54,83,68,63,22,67,32,40,49,99,91,48,21,63,70,100
26,100,12,84,68,90,57,35,71,85,50,38,11,49,42,25,39,44,24,12,93,47,54,40,0,62,60,23,57,73,85,76,89,60,22,95,79,20,45,72,47,38,86,42,12,75,96,43,57,19,46,67,53,17,29,31,42,71,44,95,30,41,20,64,38,17,33,55,48,61,25,83,94,75,59,56,40,37,68,42,20,84,19,54,57,42,23,36,97,93,77,68,85,12,10,74,38,77,33,97,29,12,26
33,57,86,37,95,99,98,21,70,21,80,84,73,12,61,35,14,52,47,30,48,49,87,72,62,0,27,98,11,93,11,30,87,15,68,21,30,45,22,64,55,47,27,73,61,82,82,83,19,30,28,91,93,98,99,57,19,96,82,11,46,18,50,33,44,15,84,76,13,36,71,44,79,49,67,68,15,64,71,14,22,72,28,68,66,64,15,39,36,30,50,23,70,88,60,58,37,12,93,100,79,88,33
97,62,16,42,43,18,32,67,12,13,37,63,77,97,30,58,91,56,71,33,14,68,35,67,60,27,0,83,18,33,76,59,66,66,73,84,97,16,90,51,53,96,87,61,99,11,91,11,53,62,82,89,13,39,13,35,92,15,50,93,53,61,52,98,87,94,10,26,81,36,71,65,69,84,54,52,74,19,48,53,14,61,77,34,79,38,80,24,49,87,11,50,23,34,82,61,44,74,45,98,82,34,97
13,96,40,89,36,67,62,11,87,11,64,28,12,45,86,71,78,84,12,41,14,99,14,70,23,98,83,0,22,41,13,33,32,75,30,88,48,44,23,26,63,43,60,94,98,45,69,55,15,88,69,40,43,65,27,43,87,87,96,91,90,19,90,33,56,47,18,19,69,53,55,10,51,97,62,78,76,11,34,89,32,24,31,69,81,97,18,74,56,67,45,20,53,74,38,59,27,93,88,40,97,20,13
80,36,89,82,57,33,30,17,36,80,46,49,97,11,86,84,41,49,52,64,13,50,47,57,57,11,18,22,0,12,73,14,24,15,62,87,70,69,96,86,54,97,44,42,40,54,51,90,31,70,58,77,29,78,25,64,28,45,96,41,68,35,92,52,95,74,69,26,56,31,21,15,11,54,65,71,49,54,40,86,85,65,86,37,86,22,64,58,20,31,37,98,61,99,29,100,10,94,48,82,60,66,80
64,18,30,14,23,59,99,62,54,47,48,23,87,30,26,29,61,24,83,49,64,45,72,41,73,93,33,41,12,0,59,30,23,75,59,62,98,69,26,35,99,92,79,49,35,77,19,26,97,25,80,45,49,67,90,85,100,17,72,21,61,100,10,12,23,88,87,97,22,12,78,90,97,29,33,61,48,68,35,95,10,99,60,15,26,80,25,88,87,49,16,78,85,72,12,48,59,100,55,54,54,90,64
75,94,78,42,31,96,16,95,67,51,65,37,80,59,45,33,32,31,54,51,52,56,97,31,85,11,76,13,73,59,0,52,83,15,39,82,27,41,95,51,91,85,39,23,36,17,45,48,29,21,77,40,49,58,95,20,78,57,92,86,96,89,28,81,88,44,54,56,50,34,33,60,81,78,61,100,42,24,82,37,19,47,40,43,96,52,43,34,29,14,89,13,68,61,82,73,78,71,19,77,67,92,75
64,96,63,95,21,23,85,42,15,13,59,24,55,29,26,44,51,69,57,71,88,84,60,64,76,30,59,33,14,30,52,0,25,29,84,48,58,43,72,33,27,72,22,44,81,23,92,31,78,88,98,100,15,44,19,68,17,16,57,51,13,50,92,72,14,64,38,35,46,79,54,89,73,75,77,99,81,55,31,43,25,30,12,57,18,29,55,46,33,20,18,49,78,90,28,94,51,85,25,39,21,25,64
77,45,61,26,90,16,37,70,37,18,13,54,66,45,72,14,90,95,88,45,48,77,38,28,89,87,66,32,24,23,83,25,0,25,40,50,92,28,82,50,29,56,56,47,41,56,35,52,59,27,25,77,63,70,19,90,30,33,69,71,36,61,61,86,82,14,45,89,23,73,54,31,88,14,65,71,46,28,59,61,33,80,32,53,52,62,36,58,30,26,12,75,75,33,14,97,70,56,21,40,15,35,77
31,82,21,79,84,48,69,80,22,14,94,54,35,29,86,35,21,43,42,18,59,49,79,14,60,15,66,75,15,75,15,29,25,0,95,96,34,34,30,48,83,82,52,78,35,16,55,81,82,37,62,86,69,96,51,93,28,19,95,35,25,38,76,95,87,61,43,96,79,93,84,51,70,46,75,47,19,16,83,25,22,22,60,52,93,88,23,21,66,59,15,73,92,60,20,25,18,68,90,25,92,66,31
88,26,65,63,31,58,14,21,78,52,96,42,46,71,35,28,85,33,48,93,80,67,40,28,22,68,73,30,62,59,39,84,40,95,0,61,29,48,28,16,22,11,32,48,62,14,22,89,62,46,81,44,38,14,67,85,76,76,92,65,44,91,31,40,68,14,34,62,73,84,31,72,63,58,44,73,28,65,83,95,11,68,41,22,83,51,58,82,81,64,24,65,48,53,77,80,59,94,19,64,87,50,88
19,98,57,58,59,37,87,25,79,13,51,60,48,51,19,25,25,94,85,99,81,57,44,55,95,21,84,88,87,62,82,48,50,96,61,0,69,65,80,80,89,15,93,54,68,54,86,22,57,72,97,69,67,73,84,45,78,59,29,77,18,17,100,79,66,58,23,90,92,16,99,88,18,50,92,20,36,98,28,88,44,57,23,83,72,79,11,69,53,75,45,60,12,65,93,43,22,41,26,75,57,91,19
75,85,68,73,65,23,72,38,40,77,87,20,35,77,57,78,25,51,13,89,74,12,63,92,79,30,97,48,70,98,27,58,92,34,29,69,0,77,41,94,14,42,67,44,65,63,47,69,22,10,25,79,76,11,14,83,57,73,56,54,79,34,11,16,24,31,81,42,15,25,34,29,30,50,98,80,24,26,36,61,75,58,35,61,72,51,71,31,63,56,24,49,61,69,65,87,97,92,19,38,24,43,75
69,65,82,37,48,64,54,88,54,33,62,14,100,29,78,19,37,92,62,12,12,13,23,88,20,45,16,44,69,69,41,43,28,34,48,65,77,0,87,51,71,33,18,18,14,93,11,72,99,26,15,57,69,24,65,85,11,13,44,96,88,36,54,20,64,66,80,34,38,60,83,50,51,63,66,45,80,41,34,30,72,56,12,12,20,36,84,43,20,96,91,91,52,53,83,78,37,13,81,76,100,63,69
53,47,96,55,29,82,78,76,60,32,89,91,79,33,13,13,30,13,71,81,95,27,66,61,45,22,90,23,96,26,95,72,82,30,28,80,41,87,0,15,85,27,79,84,63,80,62,33,33,16,74,69,84,31,75,100,24,51,17,57,87,92,48,22,35,22,91,84,63,46,17,67,86,16,72,93,42,99,78,77,79,60,87,60,60,61,25,16,47,54,100,54,95,29,97,65,56,72,57,12,34,12,53
77,25,73,88,73,45,83,32,43,90,20,58,53,29,90,43,73,37,71,68,48,33,17,57,72,64,51,26,86,35,51,33,50,48,16,80,94,51,15,0,10,24,55,15,14,65,41,72,49,77,46,74,88,23,50,74,29,52,75,12,85,40,10,40,40,34,56,30,45,41,24,25,86,46,44,21,64,88,28,24,83,42,17,78,91,73,18,27,59,21,89,74,44,100,79,15,94,47,18,28,32,47,77
58,69,89,86,44,56,83,65,100,85,69,57,26,46,81,17,79,65,56,25,74,34,62,33,47,55,53,63,54,99,91,27,29,83,22,89,14,71,85,10,0,10,36,87,49,13,86,90,43,24,57,60,41,83,17,49,34,40,93,16,82,36,52,39,95,97,56,57,33,85,43,21,30,79,61,22,72,72,28,14,93,90,71,12,42,70,50,15,93,14,71,60,79,61,29,65,10,11,64,54,22,23,58
89,27,40,60,74,34,95,72,91,41,32,33,65,35,18,98,33,23,68,35,18,81,70,91,38,47,96,43,97,92,85,72,56,82,11,15,42,33,27,24,10,0,29,53,40,40,72,52,30,74,67,34,29,74,63,82,67,32,60,43,39,49,24,22,28,69,42,55,23,30,73,84,33,13,18,58,49,16,75,89,69,93,77,34,54,71,14,63,45,39,97,71,35,57,95,44,16,17,68,42,60,27,89
48,33,88,54,44,71,44,87,43,93,87,27,89,62,57,30,91,93,36,83,55,89,56,86,86,27,87,60,44,79,39,22,56,52,32,93,67,18,79,55,36,29,0,76,26,95,49,89,11,61,12,39,41,17,22,25,63,34,39,72,29,21,51,51,23,86,31,57,60,100,92,77,21,60,84,40,88,62,36,83,93,83,72,78,43,88,19,90,26,60,68,76,50,89,68,61,62,15,93,17,68,86,48
23,84,62,25,42,59,87,19,62,34,19,57,51,55,43,28,65,10,53,82,73,51,69,59,42,73,61,94,42,49,23,44,47,78,48,54,44,18,84,15,87,53,76,0,48,36,38,56,87,25,59,37,80,80,11,74,37,67,65,84,18,68,53,42,92,82,89,97,25,97,13,72,65,84,72,22,79,11,36,52,77,91,84,37,34,67,95,96,32,44,56,29,56,91,25,89,65,83,74,45,45,26,23
10,83,54,51,15,25,25,11,53,33,47,63,44,17,38,73,86,78,94,16,41,85,40,82,12,61,99,98,40,35,36,81,41,35,62,68,65,14,63,14,49,40,26,48,0,73,51,57,24,38,13,15,30,43,48,70,29,80,51,73,36,35,71,27,77,16,90,27,33,51,53,85,71,26,90,68,26,32,29,100,93,38,77,51,57,49,77,63,67,44,87,52,49,39,87,59,97,45,11,54,93,79,10
60,44,67,41,10,60,87,79,52,85,57,15,22,20,54,51,76,64,49,16,40,37,72,89,75,82,11,45,54,77,17,23,56,16,14,54,63,93,80,65,13,40,95,36,73,0,42,91,16,60,92,83,97,64,66,55,83,19,12,83,31,31,44,79,94,82,33,27,16,33,41,11,68,51,28,23,43,44,17,15,41,94,31,47,48,13,96,20,52,18,70,33,78,85,41,99,86,82,61,19,59,11,60
42,87,99,84,92,78,54,55,12,18,21,55,40,31,84,72,99,37,34,94,93,44,70,70,96,82,91,69,51,19,45,92,35,55,22,86,47,11,62,41,86,72,49,38,51,42,0,17,82,89,76,82,86,85,58,25,16,80,26,22,92,66,46,22,62,27,69,68,10,92,74,46,61,98,54,23,11,14,52,19,86,36,70,38,14,86,93,79,70,23,35,19,28,41,75,15,76,47,23,84,77,50,42
80,42,60,81,40,40,95,61,68,41,63,24,44,91,69,93,12,49,83,90,29,90,67,95,43,83,11,55,90,26,48,31,52,81,89,22,69,72,33,72,90,52,89,56,57,91,17,0,91,70,31,27,23,68,27,42,60,82,95,14,66,23,97,11,56,62,92,85,39,24,43,19,55,20,74,73,39,75,83,37,36,98,57,96,91,53,21,75,44,10,28,69,53,70,19,84,61,28,55,31,98,57,80
96,24,90,58,63,61,18,64,97,63,58,64,40,73,44,41,36,65,83,10,73,61,42,92,57,19,53,15,31,97,29,78,59,82,62,57,22,99,33,49,43,30,11,87,24,16,82,91,0,42,45,47,14,37,73,34,13,41,91,45,65,55,30,70,55,29,37,56,39,68,59,95,48,35,19,75,25,81,49,69,35,14,60,84,18,56,24,40,60,38,82,98,50,31,30,91,47,50,76,73,64,42,96
61,76,77,13,87,24,40,17,74,11,61,18,10,73,12,87,67,89,53,42,60,37,35,11,19,30,62,88,70,25,21,88,27,37,46,72,10,26,16,77,24,74,61,25,38,60,89,70,42,0,88,89,40,86,46,68,30,46,18,84,22,41,91,32,58,30,12,51,66,75,82,30,55,44,80,10,68,30,47,48,41,94,52,76,100,71,71,41,83,85,72,53,40,87,67,23,54,59,23,96,50,60,61
55,68,36,44,71,35,82,18,48,62,93,80,15,59,81,33,68,16,63,17,86,79,36,46,46,28,82,69,58,80,77,98,25,62,81,97,25,15,74,46,57,67,12,59,13,92,76,31,45,88,0,52,51,81,11,47,13,53,43,76,29,94,72,72,88,28,80,22,81,47,96,40,22,39,31,52,63,80,50,79,98,43,20,34,15,15,64,59,12,35,91,77,57,12,74,50,62,90,89,84,92,92,55
52,45,32,61,84,66,63,11,15,25,57,46,27,95,75,58,74,27,70,22,29,80,48,74,67,91,89,40,77,45,40,100,77,86,44,69,79,57,69,74,60,34,39,37,15,83,82,27,47,89,52,0,98,26,67,39,45,43,41,85,20,45,84,69,100,39,95,44,18,46,61,90,25,96,31,72,37,67,75,52,81,35,13,44,83,90,78,39,97,20,21,55,42,88,50,75,12,82,14,69,61,64,52
96,96,25,63,25,27,42,53,54,79,79,31,41,100,47,76,36,73,81,44,21,80,62,66,53,93,13,43,29,49,49,15,63,69,38,67,76,69,84,88,41,29,41,80,30,97,86,23,14,40,51,98,0,81,82,38,76,31,21,32,78,62,63,73,95,72,52,99,41,16,53,40,97,76,44,95,58,31,24,98,85,10,59,83,85,61,97,73,90,81,11,33,99,11,52,82,62,93,64,85,28,18,96
61,68,24,66,60,97,92,91,32,50,97,36,31,74,81,81,98,42,12,62,74,81,11,70,17,98,39,65,78,67,58,44,70,96,14,73,11,24,31,23,83,74,17,80,43,64,85,68,37,86,81,26,81,0,88,29,27,33,56,44,14,24,18,16,67,18,44,24,36,60,41,23,98,24,80,14,18,99,18,94,75,42,25,85,69,38,47,20,100,29,60,36,75,85,64,85,31,24,89,62,65,42,61
74,63,69,17,25,87,82,19,66,77,76,34,13,80,88,97,79,75,68,24,81,56,57,62,29,99,13,27,25,90,95,19,19,51,67,84,14,65,75,50,17,63,22,11,48,66,58,27,73,46,11,67,82,88,0,62,35,46,14,98,96,95,40,53,70,49,13,75,99,32,20,83,40,89,16,25,97,37,75,74,24,31,38,48,26,33,38,30,95,45,73,53,62,24,99,72,53,72,84,55,44,91,74
91,46,24,46,80,29,46,67,26,52,70,40,97,75,30,75,65,54,74,34,39,84,36,85,31,57,35,43,64,85,20,68,90,93,85,45,83,85,100,74,49,82,25,74,70,55,25,42,34,68,47,39,38,29,62,0,63,95,13,88,39,44,56,77,90,99,39,21,24,33,60,21,40,83,26,93,84,20,50,48,26,36,16,34,24,58,34,55,84,96,72,45,28,77,34,91,64,78,26,48,97,11,91
47,78,34,55,80,32,82,79,68,40,72,56,33,74,65,91,78,73,67,37,69,81,74,50,42,19,92,87,28,100,78,17,30,28,76,78,57,11,24,29,34,67,63,37,29,83,16,60,13,30,13,45,76,27,35,63,0,33,83,85,38,67,29,94,31,44,62,15,41,73,41,95,84,39,35,22,83,71,72,73,86,36,70,92,87,50,76,35,49,98,28,96,13,71,62,20,97,78,55,94,74,25,47
94,13,70,10,25,14,63,100,21,40,83,51,37,97,13,97,73,52,93,70,34,32,16,37,71,96,15,87,45,17,57,16,33,19,76,59,73,13,51,52,40,32,34,67,80,19,80,82,41,46,53,43,31,33,46,95,33,0,45,97,27,11,30,33,86,21,27,38,65,16,64,62,65,13,19,89,16,29,60,43,42,13,11,44,49,24,23,93,28,97,40,51,37,79,100,52,100,22,58,90,52,73,94
18,30,84,15,54,15,72,49,97,80,39,15,62,78,28,20,98,56,52,20,25,74,11,79,44,82,50,96,96,72,92,57,69,95,92,29,56,44,17,75,93,60,39,65,51,12,26,95,91,18,43,41,21,56,14,13,83,45,0,19,64,53,39,58,63,15,75,77,98,93,88,55,22,29,39,61,84,23,77,71,84,26,90,84,87,96,67,92,63,46,51,45,62,77,47,99,85,63,30,32,78,13,18
44,52,43,39,85,27,20,13,98,51,33,84,43,89,21,91,33,84,25,51,27,44,65,43,95,11,93,91,41,21,86,51,71,35,65,77,54,96,57,12,16,43,72,84,73,83,22,14,45,84,76,85,32,44,98,88,85,97,19,0,40,73,34,96,79,10,31,18,12,10,30,55,91,95,79,85,57,66,16,84,72,62,63,92,49,47,99,94,98,14,52,29,34,98,72,59,27,71,13,39,77,52,44
60,96,47,84,77,91,81,91,79,53,80,20,89,27,11,86,48,45,25,16,66,74,45,78,30,46,53,90,68,61,96,13,36,25,44,18,79,88,87,85,82,39,29,18,36,31,92,66,65,22,29,20,78,14,96,39,38,27,64,40,0,93,37,13,18,81,36,75,87,95,72,29,74,99,62,27,51,14,96,40,45,59,96,97,20,25,76,49,16,89,91,17,46,58,34,98,63,72,77,50,26,65,60
11,12,64,65,19,40,71,53,67,80,71,34,54,30,62,49,26,72,97,98,44,32,53,10,41,18,61,19,35,100,89,50,61,38,91,17,34,36,92,40,36,49,21,68,35,31,66,23,55,41,94,45,62,24,95,44,67,11,53,73,93,0,53,12,35,82,21,59,72,44,87,40,80,70,80,83,94,72,86,75,44,51,87,35,51,27,35,20,44,85,79,61,72,87,16,49,48,94,92,65,42,77,11
20,57,51,75,98,62,31,43,66,54,43,68,71,36,48,77,69,30,93,89,62,41,79,36,20,50,52,90,92,10,28,92,61,76,31,100,11,54,48,10,52,24,51,53,71,44,46,97,30,91,72,84,63,18,40,56,29,30,39,34,37,53,0,76,89,91,63,38,95,97,93,66,99,24,38,68,14,29,79,77,92,57,50,87,18,36,64,19,72,65,97,44,50,35,51,95,74,73,32,18,24,47,20
24,64,70,22,80,48,37,58,88,78,23,31,19,24,65,100,39,91,84,60,67,33,93,51,64,33,98,33,52,12,81,72,86,95,40,79,16,20,22,40,39,22,51,42,27,79,22,11,70,32,72,69,73,16,53,77,94,33,58,96,13,12,76,0,67,75,40,83,24,79,21,46,17,46,77,18,99,98,75,85,64,75,48,77,97,82,76,100,16,51,96,100,81,42,40,38,83,95,57,20,21,27,24
85,18,98,36,81,54,57,57,49,83,98,54,86,79,16,42,68,90,35,22,97,77,28,94,38,44,87,56,95,23,88,14,82,87,68,66,24,64,35,40,95,28,23,92,77,94,62,56,55,58,88,100,95,67,70,90,31,86,63,79,18,35,89,67,0,20,49,20,80,66,20,42,43,71,45,68,51,82,86,74,15,86,24,34,86,79,25,81,73,50,15,89,16,19,13,87,18,94,15,71,36,85,85
42,69,57,26,91,15,86,40,54,61,61,74,13,82,12,21,59,35,89,34,39,30,65,52,17,15,94,47,74,88,44,64,14,61,14,58,31,66,22,34,97,69,86,82,16,82,27,62,29,30,28,39,72,18,49,99,44,21,15,10,81,82,91,75,20,0,78,21,55,40,75,42,25,49,66,46,89,40,47,92,20,78,86,42,68,21,70,28,32,50,70,45,11,50,18,12,30,28,80,93,37,50,42
