104
56,34,59,32,10,34,88,18,55,39,68,43,61,45,0,24,38,46,99,31,77,77,52,14,47,82,99,42,100,59,27,26,97,41,65,94,26,42,27,45,57,100,60,27,32,47,36,34,99,69,21,61,13,22,98,65,74,99,83,28,38,19,65,25,65,62,84,36,98,55,51,43,44,90,53,50,30,23,55,34,76,78,39,62,56,100,90,40,85,22,15,74,36,39,23,57,78,83,96,15,48,17,94,88,12,56
40,18,23,28,28,11,64,38,30,27,66,58,96,86,24,0,21,30,21,83,16,81,25,18,56,71,31,43,81,75,49,29,25,26,23,31,85,54,90,46,33,91,87,36,49,63,22,43,19,22,73,21,68,16,57,88,52,34,58,26,21,94,52,76,98,64,54,20,84,81,75,76,19,14,56,99,32,53,79,51,31,88,94,55,61,95,55,69,86,18,63,61,32,52,75,69,63,31,59,81,81,53,19,86,25,40
42,24,23,19,79,77,98,42,44,22,53,87,59,41,38,21,0,14,95,39,71,80,88,29,54,79,14,27,21,43,91,100,97,16,11,20,71,37,76,61,97,46,25,90,62,63,47,34,71,94,86,82,71,12,56,15,12,88,76,54,17,22,15,51,20,51,45,40,79,28,62,68,82,13,35,81,31,84,66,75,98,56,89,27,37,28,91,95,76,27,20,36,33,51,20,93,87,87,33,71,31,81,78,22,11,42
43,100,72,53,38,29,69,91,50,23,90,16,83,48,46,30,14,0,49,55,85,72,54,25,16,88,62,94,63,52,61,59,34,49,81,21,92,72,96,78,19,30,40,45,33,50,57,40,74,13,90,62,16,28,49,16,55,21,41,30,91,89,37,64,77,23,40,40,67,37,79,98,17,20,78,88,62,12,56,82,51,59,41,67,94,37,18,44,69,94,70,27,11,91,85,75,83,81,25,19,91,42,20,88,26,43
58,100,75,38,46,91,88,18,64,34,81,90,44,53,99,21,95,49,0,49,52,65,27,95,25,46,34,30,92,44,92,68,66,95,70,32,61,85,80,46,89,22,48,58,92,80,94,73,26,89,44,63,60,10,64,10,50,54,77,43,87,55,71,85,45,28,60,14,100,84,88,28,66,61,47,81,48,94,41,58,53,23,79,57,64,57,42,12,53,50,12,46,88,58,55,27,28,24,34,54,10,43,51,78,74,58
33,97,22,58,95,55,74,61,12,82,26,94,32,62,31,83,39,55,49,0,12,86,30,81,24,45,89,49,54,54,76,36,71,33,95,41,52,89,61,22,30,51,84,14,76,83,70,51,41,52,88,28,84,43,88,64,76,96,78,51,17,70,35,97,40,96,25,99,60,55,27,97,84,69,88,96,30,90,48,13,26,90,11,84,98,59,93,38,82,49,89,60,71,51,42,56,24,43,100,87,64,80,59,95,32,33
100,41,21,19,28,33,64,46,30,16,62,44,93,100,77,16,71,85,52,12,0,89,13,10,20,33,46,61,60,87,89,92,48,80,62,67,97,54,29,88,65,29,83,53,61,80,19,50,88,58,71,80,53,56,27,32,67,39,97,51,15,97,81,13,53,57,84,69,83,99,12,22,28,18,80,16,89,84,88,79,70,41,60,96,71,52,49,72,10,50,82,52,27,56,71,79,68,71,15,26,47,94,45,17,36,100
65,39,20,55,94,46,42,87,58,48,78,39,73,47,77,81,80,72,65,86,89,0,33,15,74,37,11,51,47,34,96,16,28,24,48,22,43,64,26,28,20,58,56,23,73,17,20,36,43,35,77,76,26,30,16,72,88,47,30,44,53,81,30,83,36,67,16,28,79,91,49,95,67,17,68,84,91,81,87,34,38,74,36,67,90,100,95,51,16,88,11,73,74,57,91,94,66,39,49,42,19,10,51,25,14,65
17,46,82,33,64,84,42,42,75,66,12,32,48,56,52,25,88,54,27,30,13,33,0,14,38,44,41,96,95,57,43,90,13,80,39,12,56,77,80,41,18,86,69,19,37,29,59,32,30,93,61,80,57,92,51,85,92,45,44,53,93,58,61,91,12,93,53,84,95,21,33,45,55,94,74,74,41,71,39,17,55,78,45,22,13,26,90,99,42,34,77,67,52,13,51,87,21,88,15,69,47,17,86,63,18,17
91,73,92,92,16,81,43,25,77,16,37,95,100,90,14,18,29,25,95,81,10,15,14,0,70,16,83,41,21,91,24,93,37,50,70,89,37,94,14,24,57,85,22,17,10,69,34,60,10,73,81,11,86,51,96,95,69,86,57,51,38,83,90,37,40,88,51,57,52,64,100,19,46,89,39,56,84,55,96,96,64,28,45,29,79,41,88,29,20,55,24,45,40,85,90,35,52,72,17,77,72,31,85,22,84,91
31,44,48,54,48,29,47,49,58,13,17,36,24,94,47,56,54,16,25,24,20,74,38,70,0,94,67,19,62,72,47,93,68,22,21,87,45,18,14,42,28,13,63,75,67,37,71,84,92,71,12,22,36,40,78,62,87,15,76,46,77,60,81,10,48,100,39,76,16,19,29,50,41,67,73,61,35,64,52,43,37,41,15,89,22,90,78,20,15,49,77,17,59,39,34,81,76,12,17,55,78,13,83,93,35,31
16,96,71,85,21,47,57,55,17,81,82,69,26,60,82,71,79,88,46,45,33,37,44,16,94,0,66,11,52,27,41,11,74,64,42,75,95,61,37,74,57,57,77,94,60,77,94,31,40,15,36,34,85,36,61,34,95,90,85,11,53,40,75,48,71,21,66,25,17,36,27,82,43,18,55,44,89,95,88,49,71,17,11,93,67,85,72,87,41,59,54,81,70,88,34,12,93,54,40,20,71,40,43,50,10,16
52,56,100,28,90,22,87,72,71,40,60,85,14,79,99,31,14,62,34,89,46,11,41,83,67,66,0,35,88,13,16,53,66,40,72,41,52,95,79,12,25,75,92,87,75,54,58,84,87,44,84,23,53,15,23,44,26,96,48,26,99,12,66,31,67,63,52,85,88,58,71,55,74,39,75,27,100,37,64,63,56,46,18,69,49,32,51,13,86,84,32,55,32,76,95,22,64,51,37,40,23,35,92,25,22,52
71,36,46,96,67,36,24,63,88,67,67,34,25,26,42,43,27,94,30,49,61,51,96,41,19,11,35,0,47,91,42,71,26,67,88,45,76,24,74,13,79,31,20,67,35,87,92,46,52,52,29,89,95,41,79,81,53,66,12,20,14,20,38,91,31,52,61,10,72,50,55,41,67,38,57,19,93,37,28,12,27,21,74,29,39,98,66,41,32,75,55,43,66,26,21,96,52,25,44,87,68,31,11,74,43,71
74,13,44,80,73,24,17,19,82,45,38,25,11,18,100,81,21,63,92,54,60,47,95,21,62,52,88,47,0,10,52,76,73,65,41,93,80,49,93,35,80,59,35,58,72,96,17,61,25,35,83,25,29,97,60,69,97,68,72,44,16,80,83,30,15,43,46,45,34,48,64,91,73,49,41,15,18,95,28,25,29,57,12,32,55,13,10,69,91,51,61,73,72,31,86,15,80,20,70,100,60,38,66,39,62,74
76,18,63,90,66,67,85,39,53,18,27,87,74,92,59,75,43,52,44,54,87,34,57,91,72,27,13,91,10,0,95,65,13,16,99,37,42,23,11,90,25,80,90,41,87,50,35,27,49,62,21,81,57,79,40,18,13,14,36,96,28,73,52,81,42,63,100,75,36,75,61,83,29,17,30,18,52,66,16,90,98,21,39,40,53,21,76,35,93,76,68,67,18,48,40,56,73,19,18,92,47,89,36,69,52,76
45,88,29,28,67,93,48,29,18,91,56,48,27,83,27,49,91,61,92,76,89,96,43,24,47,41,16,42,52,95,0,66,37,20,90,67,78,76,49,86,65,63,60,33,100,25,44,33,66,54,21,34,42,93,56,27,56,79,99,34,62,61,23,40,28,86,40,21,45,24,96,93,98,60,51,17,23,71,10,59,47,71,59,25,18,51,48,91,23,60,29,25,94,21,51,61,59,55,56,89,65,77,20,48,48,45
75,53,62,18,21,53,34,34,100,42,89,83,77,75,26,29,100,59,68,36,92,16,90,93,93,11,53,71,76,65,66,0,11,72,11,96,73,15,88,29,51,61,42,42,24,28,10,100,33,36,30,19,25,63,71,37,39,99,56,35,79,51,40,35,53,55,63,12,56,43,38,99,86,13,49,50,56,73,100,82,31,12,64,88,73,55,48,24,94,36,88,29,96,54,78,82,79,31,41,79,69,17,18,98,46,75
83,62,41,55,88,64,24,37,31,27,81,62,58,28,97,25,97,34,66,71,48,28,13,37,68,74,66,26,73,13,37,11,0,43,97,24,65,36,18,79,36,54,32,56,57,11,58,17,11,53,67,65,71,39,21,52,57,29,88,60,28,48,64,82,45,12,69,40,61,92,88,51,89,75,44,92,23,46,27,36,24,22,80,58,47,10,40,23,24,53,37,60,91,19,68,32,18,94,65,98,40,56,28,33,85,83
17,48,64,37,14,61,40,18,72,11,86,53,11,52,41,26,16,49,95,33,80,24,80,50,22,64,40,67,65,16,20,72,43,0,65,15,34,33,73,68,12,47,82,91,70,31,57,81,45,59,25,42,34,79,97,84,35,42,33,11,81,23,41,38,54,56,92,94,77,73,50,36,31,52,21,45,31,41,75,67,25,66,53,80,87,34,10,60,25,31,85,83,95,11,22,45,95,42,81,98,91,75,30,96,96,17
20,87,63,56,71,53,82,65,49,20,89,24,29,40,65,23,11,81,70,95,62,48,39,70,21,42,72,88,41,99,90,11,97,65,0,37,67,16,41,28,19,40,30,88,57,19,99,88,30,30,100,39,11,15,68,34,76,81,85,64,73,72,58,30,29,51,44,62,44,39,100,25,65,73,25,58,36,24,92,10,28,76,93,20,62,62,91,12,52,47,54,16,36,10,38,39,19,76,90,24,94,35,90,60,96,20
56,64,80,90,33,44,71,37,66,62,56,38,53,69,94,31,20,21,32,41,67,22,12,89,87,75,41,45,93,37,67,96,24,15,37,0,22,80,39,20,36,58,56,44,91,44,40,30,44,76,43,96,18,97,52,31,71,95,59,100,100,53,52,76,18,16,11,79,48,20,33,34,33,78,92,55,10,23,70,96,46,71,55,30,60,70,31,52,43,36,51,69,34,52,55,15,12,23,89,18,69,36,65,56,33,56
100,96,51,77,28,14,54,63,38,65,15,74,82,69,26,85,71,92,61,52,97,43,56,37,45,95,52,76,80,42,78,73,65,34,67,22,0,31,47,94,43,46,42,27,45,18,29,59,61,73,59,81,88,43,38,72,80,65,28,90,91,63,85,10,45,30,56,46,54,71,97,92,88,68,35,34,35,14,29,54,47,17,76,58,93,95,68,15,42,37,18,41,99,86,72,78,35,20,17,20,38,36,11,95,27,100
60,49,46,53,56,98,44,51,85,97,19,71,77,35,42,54,37,72,85,89,54,64,77,94,18,61,95,24,49,23,76,15,36,33,16,80,31,0,37,65,65,93,18,34,40,74,97,44,24,47,85,11,100,75,59,28,16,90,51,13,37,50,47,34,41,95,84,80,97,91,12,69,34,92,88,69,28,16,84,59,24,81,91,11,17,93,23,55,91,18,96,68,69,52,63,35,20,38,71,59,82,85,49,33,60,60
23,59,26,42,44,45,62,76,47,56,66,22,16,13,27,90,76,96,80,61,29,26,80,14,14,37,79,74,93,11,49,88,18,73,41,39,47,37,0,41,72,80,17,30,38,38,96,48,11,23,97,68,30,24,68,59,51,77,64,16,88,42,77,64,18,50,67,35,74,20,90,99,82,97,67,43,85,45,61,60,61,71,39,82,25,81,46,23,47,56,46,20,75,95,35,43,39,74,51,87,81,96,82,54,78,23
64,73,14,58,24,37,62,26,29,36,34,48,81,87,45,46,61,78,46,22,88,28,41,24,42,74,12,13,35,90,86,29,79,68,28,20,94,65,41,0,42,27,55,10,25,93,46,25,46,86,65,86,85,54,10,31,66,30,50,11,94,43,44,57,54,75,95,26,29,56,88,89,78,89,20,66,32,80,61,67,73,49,74,17,30,25,82,10,29,86,52,80,14,54,49,94,62,69,47,21,38,64,24,69,18,64
95,83,48,12,30,70,23,53,69,91,64,58,72,79,57,33,97,19,89,30,65,20,18,57,28,57,25,79,80,25,65,51,36,12,19,36,43,65,72,42,0,59,73,93,38,16,88,49,30,52,18,83,14,79,26,72,95,25,81,83,40,58,18,60,88,58,29,74,47,30,62,95,96,63,15,96,86,91,37,87,10,41,31,24,32,55,92,17,34,74,86,68,88,77,57,61,68,27,97,81,96,98,42,16,99,95
75,53,31,32,49,72,69,85,27,72,14,29,79,42,100,91,46,30,22,51,29,58,86,85,13,57,75,31,59,80,63,61,54,47,40,58,46,93,80,27,59,0,29,20,51,94,94,39,20,36,19,13,33,46,78,91,33,39,74,48,51,10,59,18,83,74,51,64,10,24,28,65,68,24,86,31,82,29,88,95,88,12,48,100,50,63,13,28,65,10,83,25,62,77,64,10,10,89,94,35,18,41,47,25,95,75
90,41,63,73,82,75,76,24,33,13,93,92,40,39,60,87,25,40,48,84,83,56,69,22,63,77,92,20,35,90,60,42,32,82,30,56,42,18,17,55,73,29,0,67,47,38,86,82,79,56,31,93,80,55,37,57,82,52,31,22,27,95,97,32,47,91,75,99,45,27,84,44,42,47,51,12,77,76,30,47,65,26,53,57,70,87,79,98,43,53,96,94,33,48,52,82,41,19,11,90,82,60,88,24,57,90
37,94,29,99,46,33,22,69,24,87,39,70,67,43,27,36,90,45,58,14,53,23,19,17,75,94,87,67,58,41,33,42,56,91,88,44,27,34,30,10,93,20,67,0,85,56,61,78,84,42,10,77,10,21,82,90,35,95,71,96,75,47,53,95,62,32,42,26,52,74,16,10,92,90,46,88,82,15,96,33,30,69,76,75,30,93,65,39,36,95,81,31,41,56,79,52,12,45,38,83,15,67,66,58,32,37
18,23,52,24,38,74,15,48,64,21,70,73,94,29,32,49,62,33,92,76,61,73,37,10,67,60,75,35,72,87,100,24,57,70,57,91,45,40,38,25,38,51,47,85,0,31,77,48,30,11,49,74,54,17,53,71,86,58,46,56,48,96,23,94,80,78,66,46,32,66,19,36,40,87,25,76,89,46,41,28,88,85,21,92,90,29,73,91,20,88,18,19,32,16,85,33,91,76,75,58,100,23,13,83,45,18
29,78,55,56,69,29,56,96,41,95,13,51,21,98,47,63,63,50,80,83,80,17,29,69,37,77,54,87,96,50,25,28,11,31,19,44,18,74,38,93,16,94,38,56,31,0,88,46,45,27,31,17,31,65,43,61,25,10,45,89,90,69,15,31,85,25,25,60,93,99,70,38,87,62,22,96,85,63,33,33,42,76,14,95,79,17,40,36,92,28,20,78,38,51,45,19,41,50,66,98,34,45,64,98,100,29
15,61,98,12,94,63,53,11,10,78,83,98,93,34,36,22,47,57,94,70,19,20,59,34,71,94,58,92,17,35,44,10,58,57,99,40,29,97,96,46,88,94,86,61,77,88,0,98,66,91,15,49,94,33,66,53,73,51,92,28,68,85,100,80,67,20,78,76,61,97,13,64,27,89,94,95,29,48,51,61,89,46,17,87,35,85,31,50,90,92,31,18,66,88,95,61,83,92,87,83,96,76,29,92,91,15
75,31,11,22,91,56,95,45,23,22,66,37,68,11,34,43,34,40,73,51,50,36,32,60,84,31,84,46,61,27,33,100,17,81,88,30,59,44,48,25,49,39,82,78,48,46,98,0,56,84,12,96,70,40,68,44,53,40,70,23,67,59,54,27,55,25,98,95,35,92,49,61,22,32,32,17,82,52,100,24,48,63,93,20,65,29,12,79,86,56,67,99,77,35,80,46,59,78,59,82,47,50,72,61,23,75
82,80,68,36,64,89,18,92,26,58,11,67,25,23,99,19,71,74,26,41,88,43,30,10,92,40,87,52,25,49,66,33,11,45,30,44,61,24,11,46,30,20,79,84,30,45,66,56,0,70,16,67,86,15,25,36,75,26,76,93,70,76,95,65,84,19,51,35,94,75,82,29,73,30,31,42,67,19,80,62,22,30,100,36,53,66,95,20,11,15,75,59,72,41,76,11,65,50,39,48,84,77,46,24,98,82
12,87,32,54,52,43,62,68,59,47,88,17,80,32,69,22,94,13,89,52,58,35,93,73,71,15,44,52,35,62,54,36,53,59,30,76,73,47,23,86,52,36,56,42,11,27,91,84,70,0,24,84,78,23,55,85,31,91,27,19,61,68,92,89,44,26,79,13,11,98,44,51,46,36,37,46,62,39,93,18,91,27,82,95,76,49,71,73,37,75,98,25,30,19,65,13,67,20,26,13,40,60,87,59,10,12
100,54,95,94,83,97,59,41,22,23,76,72,94,94,21,73,86,90,44,88,71,77,61,81,12,36,84,29,83,21,21,30,67,25,100,43,59,85,97,65,18,19,31,10,49,31,15,12,16,24,0,69,58,27,12,63,23,80,92,43,14,25,70,68,77,25,54,79,90,34,37,35,84,56,59,43,93,19,56,53,43,71,82,58,43,97,24,92,55,69,37,89,29,69,77,39,35,57,25,52,73,28,65,79,77,100
55,36,73,88,60,11,48,38,14,43,86,82,72,53,61,21,82,62,63,28,80,76,80,11,22,34,23,89,25,81,34,19,65,42,39,96,81,11,68,86,83,13,93,77,74,17,49,96,67,84,69,0,35,37,82,76,81,70,38,56,62,43,68,17,64,15,98,12,25,91,73,15,24,22,67,45,12,89,89,43,44,34,26,39,71,94,66,33,28,86,35,43,100,51,70,41,95,68,16,69,52,86,12,50,34,55
19,97,96,42,12,32,62,65,58,65,94,72,55,86,13,68,71,16,60,84,53,26,57,86,36,85,53,95,29,57,42,25,71,34,11,18,88,100,30,85,14,33,80,10,54,31,94,70,86,78,58,35,0,52,69,92,62,10,17,94,83,88,87,39,37,64,83,71,88,94,31,36,59,83,67,42,87,31,77,44,74,43,99,20,85,43,91,85,57,85,77,100,57,79,33,36,12,44,51,87,13,20,12,35,90,19
15,73,68,28,10,43,41,73,38,71,92,34,95,22,22,16,12,28,10,43,56,30,92,51,40,36,15,41,97,79,93,63,39,79,15,97,43,75,24,54,79,46,55,21,17,65,33,40,15,23,27,37,52,0,54,10,66,59,74,82,87,21,50,98,72,99,67,45,31,47,100,10,97,24,97,42,62,57,56,85,20,13,75,52,59,12,68,56,78,40,68,30,53,48,98,26,89,71,27,43,86,21,41,22,97,15
24,80,32,61,98,91,64,17,25,57,21,80,28,97,98,57,56,49,64,88,27,16,51,96,78,61,23,79,60,40,56,71,21,97,68,52,38,59,68,10,26,78,37,82,53,43,66,68,25,55,12,82,69,54,0,57,12,100,33,63,14,79,10,100,19,71,99,71,91,53,12,82,10,70,31,83,41,59,67,88,100,97,63,44,12,93,99,73,92,25,29,67,100,44,67,62,65,86,26,48,72,100,95,38,15,24
35,54,88,16,17,83,45,72,95,45,36,28,11,99,65,88,15,16,10,64,32,72,85,95,62,34,44,81,69,18,27,37,52,84,34,31,72,28,59,31,72,91,57,90,71,61,53,44,36,85,63,76,92,10,57,0,74,38,68,73,38,54,64,97,79,24,78,92,18,35,52,97,19,85,48,78,56,79,32,18,91,24,78,11,35,76,38,26,79,28,26,13,22,74,40,44,92,47,15,39,30,37,36,98,99,35
40,81,49,35,48,56,60,34,73,23,97,57,17,96,74,52,12,55,50,76,67,88,92,69,87,95,26,53,97,13,56,39,57,35,76,71,80,16,51,66,95,33,82,35,86,25,73,53,75,31,23,81,62,66,12,74,0,71,24,77,29,31,30,83,87,75,59,82,50,61,44,42,27,72,63,27,83,79,68,17,90,83,93,16,71,96,61,41,15,95,30,16,59,89,81,45,15,11,75,32,51,35,13,55,54,40
37,85,65,86,25,15,79,12,28,30,25,88,56,39,99,34,88,21,54,96,39,47,45,86,15,90,96,66,68,14,79,99,29,42,81,95,65,90,77,30,25,39,52,95,58,10,51,40,26,91,80,70,10,59,100,38,71,0,85,54,98,17,55,67,67,30,30,15,70,93,27,93,94,36,95,24,84,65,85,13,49,72,41,86,90,86,12,96,76,68,83,14,64,49,38,54,63,14,71,54,90,63,23,49,96,37
74,32,47,69,74,78,79,13,81,26,84,10,90,69,83,58,76,41,77,78,97,30,44,57,76,85,48,12,72,36,99,56,88,33,85,59,28,51,64,50,81,74,31,71,46,45,92,70,76,27,92,38,17,74,33,68,24,85,0,39,95,34,45,40,30,51,59,47,47,99,57,17,91,87,41,56,44,24,80,37,55,60,17,24,95,20,52,98,51,62,44,53,13,10,21,56,36,48,56,76,19,22,12,44,57,74
92,85,50,49,98,38,82,94,99,30,14,13,94,81,28,26,54,30,43,51,51,44,53,51,46,11,26,20,44,96,34,35,60,11,64,100,90,13,16,11,83,48,22,96,56,89,28,23,93,19,43,56,94,82,63,73,77,54,39,0,77,95,55,99,10,44,82,56,96,49,29,31,71,57,12,47,46,28,76,76,77,16,92,85,95,39,73,60,87,53,47,16,42,90,92,12,100,67,45,67,59,85,19,33,50,92
12,91,63,18,89,100,75,49,33,89,40,18,97,77,38,21,17,91,87,17,15,53,93,38,77,53,99,14,16,28,62,79,28,81,73,100,91,37,88,94,40,51,27,75,48,90,68,67,70,61,14,62,83,87,14,38,29,98,95,77,0,11,36,63,48,55,28,88,26,92,76,67,29,46,70,12,28,24,59,35,57,64,62,72,65,40,76,91,49,95,31,72,76,91,88,93,89,35,11,77,76,67,87,68,42,12
81,29,19,84,91,15,49,57,28,62,43,78,33,59,19,94,22,89,55,70,97,81,58,83,60,40,12,20,80,73,61,51,48,23,72,53,63,50,42,43,58,10,95,47,96,69,85,59,76,68,25,43,88,21,79,54,31,17,34,95,11,0,12,20,10,53,36,49,64,94,16,92,72,63,37,97,77,13,71,85,37,11,16,89,36,83,36,76,65,77,52,16,71,15,75,90,66,72,70,54,82,23,44,22,47,81
29,23,49,28,88,70,20,64,93,14,72,19,79,34,65,52,15,37,71,35,81,30,61,90,81,75,66,38,83,52,23,40,64,41,58,52,85,47,77,44,18,59,97,53,23,15,100,54,95,92,70,68,87,50,10,64,30,55,45,55,36,12,0,37,26,67,15,59,73,54,12,88,74,83,99,17,20,29,23,33,64,13,68,10,93,43,23,51,59,42,58,97,84,66,62,47,85,88,26,84,96,21,87,26,56,29
87,88,18,63,68,40,28,38,73,77,88,19,27,81,25,76,51,64,85,97,13,83,91,37,10,48,31,91,30,81,40,35,82,38,30,76,10,34,64,57,60,18,32,95,94,31,80,27,65,89,68,17,39,98,100,97,83,67,40,99,63,20,37,0,39,60,27,53,23,42,23,90,77,74,52,44,11,19,65,60,23,64,74,32,59,38,21,67,73,62,91,55,24,92,70,36,43,43,51,72,75,100,32,75,10,87
80,70,74,96,43,13,94,70,55,85,40,22,73,66,65,98,20,77,45,40,53,36,12,40,48,71,67,31,15,42,28,53,45,54,29,18,45,41,18,54,88,83,47,62,80,85,67,55,84,44,77,64,37,72,19,79,87,67,30,10,48,10,26,39,0,66,54,61,31,39,30,17,42,44,18,94,46,10,96,95,24,27,52,87,70,33,36,27,100,33,19,58,63,93,30,29,70,31,52,85,72,17,82,32,18,80
