55
34,96,85,23,35,69,72,49,51,74,43,86,70,75,28,16,57,91,26,0,12,74,57,11,61,99,27,88,96,75,81,31,98,49,35,41,39,16,39,81,67,29,79,54,74,100,28,91,33,70,86,44,85,44,86,65,34
23,53,31,40,66,45,71,100,56,43,45,11,13,87,59,35,19,28,24,12,0,43,15,40,37,97,66,36,60,72,86,97,61,41,20,28,37,76,69,11,60,84,87,88,88,46,90,49,17,63,36,58,62,56,68,65,23
80,15,25,86,53,89,82,63,32,97,22,65,91,81,17,26,63,85,64,74,43,0,25,18,63,51,95,36,18,89,99,11,62,27,26,22,26,24,53,14,66,43,80,28,23,30,68,94,36,55,21,72,36,45,78,95,80
18,77,11,82,88,33,52,69,36,82,96,10,50,21,10,61,91,27,44,57,15,25,0,68,50,11,65,40,16,53,94,45,85,67,26,27,26,47,22,27,30,21,94,64,85,99,15,43,91,52,62,68,58,58,84,64,18
75,92,67,61,38,91,30,88,18,84,72,83,30,38,91,84,53,22,91,11,40,18,68,0,52,44,92,72,90,36,99,82,68,85,62,53,71,67,94,93,97,21,50,65,42,27,23,41,28,100,88,67,54,59,31,78,75
31,27,41,95,16,68,54,67,29,36,19,11,39,22,55,99,86,20,43,61,37,63,50,52,0,59,16,34,64,42,46,33,96,65,51,48,60,31,78,80,24,40,94,79,30,51,40,67,83,87,42,95,47,99,39,39,31
73,46,98,52,51,100,46,40,30,13,20,37,90,86,31,95,53,18,18,99,97,51,11,44,59,0,100,39,76,40,61,79,76,10,78,36,38,45,47,13,47,35,40,52,84,24,38,96,16,98,53,58,59,18,51,47,73
62,79,67,46,83,22,82,25,91,69,94,82,13,27,68,14,74,49,57,27,66,95,65,92,16,100,0,95,75,93,62,10,41,31,29,15,33,44,38,39,91,60,22,32,71,94,95,27,66,88,60,40,58,79,56,18,62
91,79,22,56,26,77,59,18,98,61,49,90,13,30,58,42,99,18,14,88,36,36,40,72,34,39,95,0,33,32,100,19,73,95,99,50,14,88,79,38,74,53,28,33,13,95,96,11,58,92,100,96,73,15,70,25,91
33,37,93,93,27,35,41,50,14,93,43,13,66,42,92,97,30,12,82,96,60,18,16,90,64,76,75,33,0,30,92,96,76,90,83,54,95,23,32,31,37,66,50,22,32,66,69,49,98,88,65,98,11,11,69,91,33
77,78,74,77,13,34,27,60,23,47,65,68,92,10,89,24,60,75,26,75,72,89,53,36,42,40,93,32,30,0,43,51,78,15,83,39,60,28,90,28,60,12,97,82,66,28,94,96,73,52,32,55,35,74,47,45,77
10,70,24,84,20,13,92,82,66,100,36,51,83,77,14,32,80,83,11,81,86,99,94,99,46,61,62,100,92,43,0,98,49,39,67,90,36,43,21,84,65,87,10,46,86,30,53,54,100,96,87,93,31,86,18,53,10
58,95,58,49,29,43,52,77,94,22,27,91,82,69,71,24,54,12,52,31,97,11,45,82,33,79,10,19,96,51,98,0,17,14,85,34,48,90,39,92,12,30,24,59,49,61,15,10,73,34,74,26,27,68,92,26,58
39,67,39,98,82,57,11,76,88,21,65,63,96,23,55,93,63,13,10,98,61,62,85,68,96,76,41,73,76,78,49,17,0,97,61,11,33,21,93,29,95,55,37,95,92,28,70,29,94,24,46,98,53,51,11,40,39
99,41,97,58,38,10,15,93,44,60,90,37,69,16,37,77,24,93,50,49,41,27,67,85,65,10,31,95,90,15,39,14,97,0,34,46,49,47,14,61,87,98,19,65,32,13,56,51,42,67,99,49,60,81,34,15,99
54,68,14,15,98,57,26,75,75,32,18,74,69,77,18,95,96,61,97,35,20,26,26,62,51,78,29,99,83,83,67,85,61,34,0,36,91,75,69,21,66,32,35,48,93,86,64,29,97,53,59,59,73,77,76,46,54
95,93,32,13,22,41,75,13,32,94,39,23,13,81,83,44,31,75,76,41,28,22,27,53,48,36,15,50,54,39,90,34,11,46,36,0,66,70,65,37,61,33,95,17,19,63,98,95,96,33,70,97,92,26,28,25,95
54,68,80,61,60,96,75,91,17,58,85,58,69,80,52,89,81,46,86,39,37,26,26,71,60,38,33,14,95,60,36,48,33,49,91,66,0,68,94,63,17,30,44,92,22,55,43,88,98,27,34,17,57,30,33,78,54
34,50,89,87,45,58,19,52,54,30,25,72,12,93,64,21,13,54,31,16,76,24,47,67,31,45,44,88,23,28,43,90,21,47,75,70,68,0,38,82,15,45,90,46,67,37,63,45,37,43,40,14,74,26,70,43,34
48,41,44,82,88,31,73,14,52,54,44,43,92,20,55,72,21,29,59,39,69,53,22,94,78,47,38,79,32,90,21,39,93,14,69,65,94,38,0,58,52,40,37,48,95,84,18,68,64,72,75,68,86,22,64,34,48
87,56,74,53,76,44,94,76,60,69,45,60,69,20,57,89,62,88,64,81,11,14,27,93,80,13,39,38,31,28,84,92,29,61,21,37,63,82,58,0,34,77,79,51,34,47,71,40,46,15,38,26,92,19,100,43,87
48,30,68,64,41,44,50,61,85,67,75,35,91,13,82,63,92,82,89,67,60,66,30,97,24,47,91,74,37,60,65,12,95,87,66,61,17,15,52,34,0,62,37,96,100,33,62,99,48,79,50,88,49,78,44,10,48
21,55,95,20,51,89,67,42,59,66,10,54,58,85,17,45,89,70,42,29,84,43,21,21,40,35,60,53,66,12,87,30,55,98,32,33,30,45,40,77,62,0,22,57,16,51,86,69,27,69,10,99,20,75,67,66,21
38,14,69,46,57,79,19,72,11,17,31,15,17,29,40,58,29,54,16,79,87,80,94,50,94,40,22,28,50,97,10,24,37,19,35,95,44,90,37,79,37,22,0,44,69,14,69,93,80,45,77,38,56,45,64,94,38
100,42,60,24,26,79,26,12,87,47,75,66,54,14,45,46,96,94,89,54,88,28,64,65,79,52,32,33,22,82,46,59,95,65,48,17,92,46,48,51,96,57,44,0,19,88,65,71,15,60,43,42,16,25,77,14,100
93,17,61,95,24,42,81,18,82,55,71,64,57,86,83,55,21,40,14,74,88,23,85,42,30,84,71,13,32,66,86,49,92,32,93,19,22,67,95,34,100,16,69,19,0,88,58,54,75,96,76,83,52,92,66,14,93
24,86,19,60,58,94,53,86,88,44,97,27,50,68,43,90,49,51,33,100,46,30,99,27,51,24,94,95,66,28,30,61,28,13,86,63,55,37,84,47,33,51,14,88,88,0,98,29,72,91,60,61,47,21,79,41,24
79,87,16,33,22,83,19,98,61,73,36,65,74,96,73,58,39,85,24,28,90,68,15,23,40,38,95,96,69,94,53,15,70,56,64,98,43,63,18,71,62,86,69,65,58,98,0,59,38,51,65,32,27,51,55,37,79
73,34,12,12,11,35,71,78,58,57,83,30,27,13,24,68,16,63,48,91,49,94,43,41,67,96,27,11,49,96,54,10,29,51,29,95,88,45,68,40,99,69,93,71,54,29,59,0,84,98,13,69,55,88,98,42,73
27,57,92,27,85,27,27,34,91,71,12,82,47,50,59,91,72,19,57,33,17,36,91,28,83,16,66,58,98,73,100,73,94,42,97,96,98,37,64,46,48,27,80,15,75,72,38,84,0,38,79,99,96,51,61,83,27
30,27,44,14,52,71,55,27,85,61,96,99,73,63,100,86,78,40,98,70,63,55,52,100,87,98,88,92,88,52,96,34,24,67,53,33,27,43,72,15,79,69,45,60,96,91,51,98,38,0,60,100,83,31,77,35,30
69,21,32,21,40,10,38,63,30,69,52,93,76,37,26,43,95,65,65,86,36,21,62,88,42,53,60,100,65,32,87,74,46,99,59,70,34,40,75,38,50,10,77,43,76,60,65,13,79,60,0,54,92,96,42,83,69
31,19,88,69,52,74,66,15,51,20,31,68,72,41,55,53,94,42,72,44,58,72,68,67,95,58,40,96,98,55,93,26,98,49,59,97,17,14,68,26,88,99,38,42,83,61,32,69,99,100,54,0,74,10,13,14,31
34,40,47,30,88,78,56,32,68,68,14,86,32,45,26,46,79,22,68,85,62,36,58,54,47,59,58,73,11,35,31,27,53,60,73,92,57,74,86,92,49,20,56,16,52,47,27,55,96,83,92,74,0,13,57,24,34
87,66,57,14,46,77,68,97,85,27,72,76,79,10,25,93,70,44,37,44,56,45,58,59,99,18,79,15,11,74,86,68,51,81,77,26,30,26,22,19,78,75,45,25,92,21,51,88,51,31,96,10,13,0,31,32,87
87,36,44,13,16,94,53,58,93,77,60,26,36,25,83,56,71,34,20,86,68,78,84,31,39,51,56,70,69,47,18,92,11,34,76,28,33,70,64,100,44,67,64,77,66,79,55,98,61,77,42,13,57,31,0,20,87
63,28,21,98,91,97,53,50,68,74,34,95,88,21,21,52,30,31,81,65,65,95,64,78,39,47,18,25,91,45,53,26,40,15,46,25,78,43,34,43,10,66,94,14,14,41,37,42,83,35,83,14,24,32,20,0,63
0,70,17,22,41,16,84,25,64,100,62,62,34,89,60,71,42,15,99,34,23,80,18,75,31,73,62,91,33,77,10,58,39,99,54,95,54,34,48,87,48,21,38,100,93,24,79,73,27,30,69,31,34,87,87,63,0
