54
30,69,69,24,79,37,50,61,57,90,68,37,56,66,55,94,36,98,69,84,0,72,60,70,53,96,34,60,65,43,62,59,83,51,94,78,97,37,75,88,36,13,95,91,17,28,14,97,66,63,44,15,24,79,35,30
92,10,28,91,50,72,40,20,23,54,82,12,100,24,98,10,24,63,10,54,72,0,46,75,79,91,90,17,75,51,96,15,65,39,79,53,59,78,31,97,89,52,39,67,86,17,45,57,94,60,94,96,23,22,35,92
27,92,67,50,34,54,60,20,30,67,95,47,10,78,65,93,48,30,87,35,60,46,0,22,36,49,16,92,37,44,83,78,14,80,92,12,44,34,61,73,13,56,99,11,66,20,56,40,71,81,68,15,32,39,83,27
97,76,93,58,56,75,63,47,85,72,60,88,77,35,87,27,47,47,11,12,70,75,22,0,97,24,29,43,58,96,20,29,71,23,55,93,70,29,69,66,42,39,47,27,64,28,16,73,45,95,83,97,52,80,92,97
67,42,91,90,79,97,84,66,30,19,99,46,16,16,86,89,14,19,85,75,53,79,36,97,0,48,13,33,17,57,12,53,37,66,62,50,52,50,51,88,60,54,42,100,65,90,51,25,75,15,68,98,43,35,27,67
50,77,84,68,48,10,95,20,64,65,49,87,96,41,28,13,31,82,98,16,96,91,49,24,48,0,36,85,50,31,59,79,62,22,93,37,67,48,49,79,34,78,64,18,65,79,20,45,49,24,55,45,98,21,69,50
38,64,96,40,77,50,70,94,54,29,52,38,11,33,41,82,27,18,36,97,34,90,16,29,13,36,0,35,52,33,86,99,33,42,62,54,91,25,79,58,35,97,65,22,50,12,44,94,58,21,40,21,10,82,77,38
67,23,32,59,83,15,66,53,59,55,77,70,73,58,83,25,98,74,67,26,60,17,92,43,33,85,35,0,63,87,90,21,13,90,33,37,58,64,98,80,75,63,56,84,14,80,41,59,84,21,26,25,46,53,97,67
22,67,22,78,41,55,79,12,31,40,15,51,41,12,27,59,31,16,10,29,65,75,37,58,17,50,52,63,0,22,32,97,89,74,48,77,52,51,93,78,77,18,51,46,30,89,24,19,35,20,33,25,32,23,48,22
92,49,74,72,69,62,63,53,45,17,54,61,71,43,22,52,58,78,28,43,43,51,44,96,57,31,33,87,22,0,50,69,35,65,23,95,10,60,15,65,17,95,82,67,19,31,23,19,95,76,63,36,63,17,15,92
47,13,52,44,50,54,96,12,20,37,74,12,99,12,68,36,86,97,28,94,62,96,83,20,12,59,86,90,32,50,0,89,46,36,98,20,19,34,81,10,66,28,51,94,55,33,54,34,86,32,31,45,66,10,89,47
13,44,87,94,71,96,53,49,66,100,52,97,12,39,85,64,81,70,39,86,59,15,78,29,53,79,99,21,97,69,89,0,77,72,65,84,64,18,25,97,83,41,28,18,88,59,87,37,31,49,16,30,19,62,20,13
82,76,90,36,13,60,59,76,97,71,17,70,93,33,90,19,19,15,40,15,83,65,14,71,37,62,33,13,89,35,46,77,0,86,51,30,100,10,50,47,38,83,28,53,19,50,79,33,92,54,49,62,89,47,67,82
26,61,75,78,26,70,61,85,85,90,28,98,21,14,68,40,42,100,48,51,51,39,80,23,66,22,42,90,74,65,36,72,86,0,63,70,53,56,55,22,40,74,86,59,14,81,59,60,83,73,24,75,96,42,39,26
20,35,45,71,37,22,77,52,30,11,13,52,34,14,92,66,78,76,73,97,94,79,92,55,62,93,62,33,48,23,98,65,51,63,0,87,61,65,20,85,87,86,35,25,58,100,13,29,58,42,79,71,48,28,10,20
33,91,70,78,69,76,66,49,82,93,29,73,87,24,26,63,13,63,77,26,78,53,12,93,50,37,54,37,77,95,20,84,30,70,87,0,52,56,55,50,45,79,28,21,15,52,99,94,22,24,47,64,25,28,89,33
78,26,100,84,17,41,69,36,23,79,18,46,34,28,52,63,29,41,85,94,97,59,44,70,52,67,91,58,52,10,19,64,100,53,61,52,0,90,68,72,83,95,98,29,87,99,48,90,62,81,41,57,24,77,44,78
46,93,53,76,65,52,60,15,78,79,86,84,82,58,32,55,94,26,59,87,37,78,34,29,50,48,25,64,51,60,34,18,10,56,65,56,90,0,35,34,47,23,28,64,36,42,96,71,64,23,41,72,28,16,55,46
77,17,13,43,67,17,56,61,69,38,58,29,81,94,37,75,40,36,47,30,75,31,61,69,51,49,79,98,93,15,81,25,50,55,20,55,68,35,0,98,83,93,80,95,40,62,80,78,26,57,94,89,48,43,76,77
75,91,25,76,44,71,36,90,88,56,13,32,42,49,98,23,24,14,72,30,88,97,73,66,88,79,58,80,78,65,10,97,47,22,85,50,72,34,98,0,49,24,22,96,65,82,27,45,99,92,17,90,69,64,77,75
83,41,26,65,46,80,11,53,15,16,59,80,78,45,94,59,87,59,27,93,36,89,13,42,60,34,35,75,77,17,66,83,38,40,87,45,83,47,83,49,0,99,18,73,42,33,82,65,100,50,19,82,89,89,80,83
55,57,66,43,55,27,59,98,17,29,42,32,65,18,15,27,84,59,79,17,13,52,56,39,54,78,97,63,18,95,28,41,83,74,86,79,95,23,93,24,99,0,10,72,67,88,71,86,79,21,79,51,25,14,60,55
63,17,49,42,46,96,32,83,96,57,30,75,26,35,15,50,24,23,23,39,95,39,99,47,42,64,65,56,51,82,51,28,28,86,35,28,98,28,80,22,18,10,0,31,96,57,63,85,23,81,27,70,42,25,81,63
78,95,59,55,33,34,94,53,53,21,44,33,75,78,66,29,56,18,16,89,91,67,11,27,100,18,22,84,46,67,94,18,53,59,25,21,29,64,95,96,73,72,31,0,60,34,80,60,52,72,25,41,95,72,91,78
14,45,97,12,39,25,19,43,80,55,19,48,25,39,61,34,97,76,91,91,17,86,66,64,65,65,50,14,30,19,55,88,19,14,58,15,87,36,40,65,42,67,96,60,0,97,40,85,40,63,87,45,52,66,85,14
80,50,46,58,34,40,15,69,92,86,38,64,69,72,11,26,49,99,40,25,28,17,20,28,90,79,12,80,89,31,33,59,50,81,100,52,99,42,62,82,33,88,57,34,97,0,12,67,36,94,18,83,100,19,69,80
35,25,91,67,95,57,58,88,82,65,80,87,63,77,63,21,70,51,70,60,14,45,56,16,51,20,44,41,24,23,54,87,79,59,13,99,48,96,80,27,82,71,63,80,40,12,0,23,60,40,52,54,90,23,80,35
19,20,87,45,70,51,34,20,53,23,59,14,89,94,79,10,92,84,46,10,97,57,40,73,25,45,94,59,19,19,34,37,33,60,29,94,90,71,78,45,65,86,85,60,85,67,23,0,90,37,93,50,22,98,80,19
60,55,34,33,75,83,39,41,18,30,61,68,97,75,83,51,53,40,25,59,66,94,71,45,75,49,58,84,35,95,86,31,92,83,58,22,62,64,26,99,100,79,23,52,40,36,60,90,0,20,15,50,93,32,64,60
37,16,36,30,41,71,99,75,40,48,18,89,30,16,62,57,19,80,98,75,63,60,81,95,15,24,21,21,20,76,32,49,54,73,42,24,81,23,57,92,50,21,81,72,63,94,40,37,20,0,77,66,75,39,72,37
90,82,23,43,38,30,36,55,87,96,57,61,14,77,20,45,22,10,93,87,44,94,68,83,68,55,40,26,33,63,31,16,49,24,79,47,41,41,94,17,19,79,27,25,87,18,52,93,15,77,0,39,84,25,49,90
84,18,12,56,78,80,48,78,37,33,92,78,15,96,82,76,96,56,27,45,15,96,15,97,98,45,21,25,25,36,45,30,62,75,71,64,57,72,89,90,82,51,70,41,45,83,54,50,50,66,39,0,65,56,29,84
47,51,26,83,73,57,44,30,66,75,69,28,48,82,41,71,77,76,75,80,24,23,32,52,43,98,10,46,32,63,66,19,89,96,48,25,24,28,48,69,89,25,42,95,52,100,90,22,93,75,84,65,0,92,43,47
82,98,77,59,90,26,96,22,57,15,42,74,45,65,27,61,36,89,73,84,79,22,39,80,35,21,82,53,23,17,10,62,47,42,28,28,77,16,43,64,89,14,25,72,66,19,23,98,32,39,25,56,92,0,53,82
45,26,63,55,70,45,82,10,16,38,64,25,73,95,39,23,89,53,55,30,35,35,83,92,27,69,77,97,48,15,89,20,67,39,10,89,44,55,76,77,80,60,81,91,85,69,80,80,64,72,49,29,43,53,0,45
0,47,28,73,24,70,57,73,53,53,69,64,77,25,90,37,81,18,12,27,30,92,27,97,67,50,38,67,22,92,47,13,82,26,20,33,78,46,77,75,83,55,63,78,14,80,35,19,60,37,90,84,47,82,45,0
