45
45,94,51,36,35,89,81,81,12,55,62,50,43,74,48,70,0,34,79,47,72,23,89,12,21,87,69,79,17,29,60,75,55,84,32,37,79,43,93,30,75,40,95,61,37,34,45
97,61,26,49,82,52,53,91,58,95,19,61,56,21,55,87,34,0,98,49,18,16,43,76,22,39,59,13,38,15,30,65,41,73,13,74,33,17,22,39,40,61,94,14,10,10,97
42,88,10,58,20,59,13,18,56,73,87,36,33,85,52,18,79,98,0,57,80,47,88,14,32,85,17,49,85,56,63,62,22,79,36,95,35,55,31,55,30,99,19,89,19,53,42
52,69,51,84,43,66,99,48,79,21,29,42,78,57,53,46,47,49,57,0,64,50,35,50,86,77,37,72,78,51,57,75,93,99,88,73,46,34,28,30,56,79,86,91,58,26,52
40,64,10,90,40,69,14,11,19,54,38,67,24,78,56,95,72,18,80,64,0,83,37,84,92,24,78,32,76,88,72,93,66,34,50,59,79,65,49,65,99,92,17,37,57,80,40
83,65,29,55,83,100,88,57,58,27,95,68,83,71,60,81,23,16,47,50,83,0,30,64,35,44,91,54,76,47,91,25,33,40,29,65,73,53,19,65,30,21,21,38,43,71,83
17,78,58,96,13,66,12,66,72,46,23,66,81,39,91,22,89,43,88,35,37,30,0,56,100,29,26,24,76,96,36,36,87,86,74,11,80,80,91,92,57,60,96,94,34,24,17
40,40,17,49,65,66,21,45,64,93,17,73,74,30,58,96,12,76,14,50,84,64,56,0,18,69,61,20,45,27,29,94,85,76,23,76,38,44,90,10,40,69,68,93,23,46,40
36,58,34,71,50,97,83,73,16,16,29,67,32,22,65,93,21,22,32,86,92,35,100,18,0,24,14,44,83,75,22,62,36,19,85,14,28,17,68,25,85,88,60,11,97,48,36
36,57,56,95,19,39,93,73,62,22,27,10,60,28,91,63,87,39,85,77,24,44,29,69,24,0,67,42,69,96,24,81,66,74,23,24,79,30,63,23,77,91,44,94,48,89,36
44,95,96,93,67,56,53,48,34,97,86,66,26,35,77,42,69,59,17,37,78,91,26,61,14,67,0,17,90,98,43,78,84,50,51,20,35,86,21,27,93,82,91,55,23,97,44
97,45,11,49,28,93,80,36,87,17,33,69,57,66,25,26,79,13,49,72,32,54,24,20,44,42,17,0,65,88,56,58,61,66,97,35,85,75,85,29,66,34,70,23,79,95,97
100,86,22,53,46,49,14,56,34,51,47,54,54,96,85,33,17,38,85,78,76,76,76,45,83,69,90,65,0,49,48,25,95,36,10,38,14,14,34,59,94,92,58,15,78,25,100
83,64,92,84,100,40,93,23,44,22,97,89,57,13,96,74,29,15,56,51,88,47,96,27,75,96,98,88,49,0,15,32,22,98,62,95,88,44,49,95,33,70,92,75,45,67,83
22,64,23,88,79,65,33,98,69,26,39,45,89,72,42,73,60,30,63,57,72,91,36,29,22,24,43,56,48,15,0,45,42,42,25,56,40,30,76,61,62,72,41,18,10,96,22
89,87,55,24,36,25,93,90,91,32,14,93,37,29,97,48,75,65,62,75,93,25,36,94,62,81,78,58,25,32,45,0,87,60,60,44,35,17,20,23,21,46,50,91,80,95,89
22,30,91,13,32,62,47,99,74,57,37,46,28,81,26,63,55,41,22,93,66,33,87,85,36,66,84,61,95,22,42,87,0,14,67,57,61,17,88,64,32,43,44,33,42,50,22
59,34,68,13,53,82,78,88,28,65,84,77,33,64,13,45,84,73,79,99,34,40,86,76,19,74,50,66,36,98,42,60,14,0,34,15,80,66,86,92,38,78,56,53,80,79,59
80,48,43,97,36,44,68,39,21,49,38,33,26,98,95,20,32,13,36,88,50,29,74,23,85,23,51,97,10,62,25,60,67,34,0,86,34,89,59,72,58,78,83,44,93,83,80
11,43,77,61,65,61,99,84,77,93,85,34,66,50,70,34,37,74,95,73,59,65,11,76,14,24,20,35,38,95,56,44,57,15,86,0,84,84,12,67,84,71,14,44,47,12,11
80,81,80,66,98,27,39,68,21,84,93,99,82,46,44,26,79,33,35,46,79,73,80,38,28,79,35,85,14,88,40,35,61,80,34,84,0,32,23,60,53,62,41,60,71,86,80
30,33,27,97,85,57,78,50,29,43,94,18,93,27,12,33,43,17,55,34,65,53,80,44,17,30,86,75,14,44,30,17,17,66,89,84,32,0,38,23,32,17,75,50,17,67,30
75,12,82,72,38,100,83,95,17,69,93,84,11,32,97,53,93,22,31,28,49,19,91,90,68,63,21,85,34,49,76,20,88,86,59,12,23,38,0,32,23,60,96,62,20,87,75
26,82,73,80,20,78,47,95,58,74,52,34,79,41,23,22,30,39,55,30,65,65,92,10,25,23,27,29,59,95,61,23,64,92,72,67,60,23,32,0,91,50,27,86,64,79,26
95,48,67,76,30,80,26,23,12,17,44,54,86,32,61,37,75,40,30,56,99,30,57,40,85,77,93,66,94,33,62,21,32,38,58,84,53,32,23,91,0,71,100,58,68,56,95
81,38,84,98,47,79,88,30,17,99,77,13,38,79,57,88,40,61,99,79,92,21,60,69,88,91,82,34,92,70,72,46,43,78,78,71,62,17,60,50,71,0,83,85,53,57,81
73,35,81,20,64,57,89,77,68,41,68,63,78,100,48,70,95,94,19,86,17,21,96,68,60,44,91,70,58,92,41,50,44,56,83,14,41,75,96,27,100,83,0,23,53,84,73
84,53,66,100,43,99,12,30,69,79,13,86,33,26,58,21,61,14,89,91,37,38,94,93,11,94,55,23,15,75,18,91,33,53,44,44,60,50,62,86,58,85,23,0,14,73,84
39,34,34,71,63,47,73,45,46,86,53,42,44,84,98,66,37,10,19,58,57,43,34,23,97,48,23,79,78,45,10,80,42,80,93,47,71,17,20,64,68,53,53,14,0,53,39
25,17,41,38,72,99,57,61,98,63,93,31,78,55,10,86,34,10,53,26,80,71,24,46,48,89,97,95,25,67,96,95,50,79,83,12,86,67,87,79,56,57,84,73,53,0,25
0,25,53,79,96,17,73,75,97,23,77,18,83,55,29,11,45,97,42,52,40,83,17,40,36,36,44,97,100,83,22,89,22,59,80,11,80,30,75,26,95,81,73,84,39,25,0
