117
37,92,51,55,97,29,49,94,13,72,69,0,71,30,68,97,58,48,20,93,42,10,62,54,57,39,65,78,48,34,32,33,18,21,49,13,89,46,75,85,15,78,48,84,68,92,84,13,51,30,95,54,84,35,23,63,82,91,10,54,84,51,79,16,52,71,65,26,82,75,79,68,64,64,42,57,97,39,65,85,68,72,96,68,84,58,87,23,57,77,56,98,99,63,38,15,47,81,68,45,35,52,44,19,72,37,32,62,16,69,96,95,63,49,97,22,23,89,37
15,13,28,13,49,91,99,98,67,85,85,71,0,64,73,21,66,40,89,57,87,33,54,82,24,28,46,85,81,78,44,63,14,53,100,14,49,46,63,28,10,30,21,24,48,33,79,53,18,68,28,34,41,41,93,64,47,96,15,49,56,51,34,96,67,69,73,83,89,86,30,14,43,68,71,93,32,45,66,24,34,96,84,23,30,49,68,73,26,80,57,66,15,68,86,89,27,40,49,73,64,19,62,31,55,62,92,94,14,21,76,65,63,79,51,16,80,25,15
75,57,35,58,46,63,67,15,55,72,64,30,64,0,15,39,97,42,18,50,95,15,96,36,66,21,27,87,74,54,11,27,53,40,48,33,79,42,17,43,60,59,42,62,79,57,97,36,85,19,43,81,59,73,75,21,26,69,11,97,31,58,85,14,44,50,68,45,51,14,66,90,50,72,41,96,29,68,36,41,69,15,30,53,70,88,90,22,33,85,85,59,32,84,84,87,91,14,54,78,93,43,42,77,75,44,27,41,27,11,54,94,77,21,91,85,83,33,75
68,17,15,81,43,84,50,96,79,42,30,68,73,15,0,58,65,38,96,39,28,77,22,96,48,76,91,56,32,73,18,90,28,15,75,98,55,88,17,12,33,10,76,10,59,39,20,40,58,55,92,92,21,72,85,10,45,49,89,66,86,52,11,84,31,92,70,76,52,78,30,92,50,73,74,28,70,26,28,69,10,19,52,43,31,94,71,51,59,41,15,64,39,59,82,18,16,24,43,37,13,76,77,96,14,90,93,91,82,36,19,33,60,31,53,71,13,92,68
40,21,56,57,62,42,87,14,12,31,44,97,21,39,58,0,91,35,100,32,100,99,31,89,19,27,33,15,99,82,36,84,40,97,95,28,49,52,36,83,60,92,43,25,97,34,77,61,57,97,58,53,35,35,96,71,34,72,18,11,65,55,95,94,12,40,48,34,71,27,29,17,24,61,40,63,100,21,13,94,87,55,26,72,36,35,78,36,78,43,63,49,35,89,17,12,96,79,30,28,39,43,65,57,49,90,28,95,35,90,38,10,41,67,67,63,48,23,40
45,23,23,95,63,63,76,42,46,64,11,58,66,97,65,91,0,64,87,94,69,73,57,23,19,75,45,65,58,11,73,96,12,58,32,49,94,36,86,33,70,39,15,60,55,65,31,67,85,70,73,95,23,27,67,57,65,42,32,46,16,61,16,66,76,51,27,99,93,73,29,10,50,24,49,49,71,74,59,21,62,94,33,32,28,45,70,66,42,18,60,52,53,56,87,28,94,23,23,80,27,47,75,81,84,69,15,63,39,49,82,14,58,32,42,61,50,29,45
43,100,93,51,71,13,87,42,36,46,100,48,40,42,38,35,64,0,16,90,46,84,21,19,14,29,45,42,21,67,28,37,99,18,40,18,61,46,44,83,19,16,99,64,24,70,59,64,84,78,87,36,70,100,20,39,59,87,14,37,56,69,79,19,66,62,94,41,54,93,50,67,20,39,30,88,40,94,40,90,80,79,52,29,74,83,36,20,92,52,50,93,23,17,61,68,53,73,42,66,40,57,23,31,29,20,16,69,76,40,54,18,90,89,70,20,54,63,43
31,13,29,80,63,14,36,21,69,96,42,20,89,18,96,100,87,16,0,80,91,66,69,34,100,45,38,90,74,43,22,46,23,95,66,97,16,54,31,43,60,69,76,56,64,89,66,32,82,24,52,39,61,45,32,73,26,45,40,67,13,51,10,72,15,19,45,50,95,55,75,68,88,50,98,81,59,28,40,70,94,99,82,90,27,84,91,100,93,62,23,69,19,51,10,24,90,11,77,59,76,13,33,49,74,47,14,36,31,71,83,10,12,40,72,63,71,55,31
30,61,18,99,70,44,89,92,97,91,68,93,57,50,39,32,94,90,80,0,17,64,13,51,61,41,94,89,99,45,34,33,66,11,15,44,48,31,93,36,28,29,44,88,91,74,11,30,34,62,38,51,91,78,56,27,63,39,67,80,34,34,81,57,98,39,33,35,39,58,100,69,81,76,50,91,57,69,49,28,34,31,11,53,97,59,63,98,13,36,61,16,60,15,32,58,69,33,58,13,12,99,63,22,99,98,84,61,42,44,55,51,39,32,59,91,83,65,30
69,99,86,34,60,83,14,68,21,56,14,42,87,95,28,100,69,46,91,17,0,78,75,80,90,40,95,26,40,58,18,88,97,12,41,57,24,38,44,46,47,49,56,14,96,39,10,100,32,23,26,16,20,68,30,42,34,98,67,41,84,48,52,33,92,64,36,88,90,97,77,78,55,89,94,16,65,79,19,71,49,89,97,59,40,15,67,96,15,48,57,30,86,19,35,71,70,59,33,67,28,72,38,26,67,49,32,75,35,98,89,59,84,38,92,48,58,30,69
15,90,53,76,92,69,61,24,20,87,46,10,33,15,77,99,73,84,66,64,78,0,30,25,24,90,68,83,76,35,51,95,24,57,44,93,22,88,18,63,80,90,81,46,21,11,40,44,72,97,78,94,75,40,62,96,20,62,53,58,64,62,96,83,16,36,94,77,52,95,42,11,80,90,25,29,88,45,97,38,65,30,36,31,47,81,78,100,70,36,73,57,65,97,18,66,71,27,33,46,75,72,67,41,98,56,58,15,92,86,63,42,12,22,23,10,34,22,15
74,37,17,29,38,18,27,47,89,66,15,62,54,96,22,31,57,21,69,13,75,30,0,91,45,89,61,65,27,42,46,38,47,88,17,18,80,42,61,99,59,87,26,42,89,35,52,48,80,42,78,63,29,98,11,33,25,26,52,84,73,76,37,65,13,78,90,73,30,65,18,55,78,17,63,42,98,56,96,58,22,65,28,91,57,31,46,69,97,90,56,92,61,96,30,30,99,82,64,100,88,86,65,53,89,36,30,16,32,93,34,86,87,13,55,48,98,99,74
12,84,40,32,53,84,52,57,91,63,63,54,82,36,96,89,23,19,34,51,80,25,91,0,21,55,50,16,70,51,30,43,48,59,91,78,55,20,20,91,12,56,47,72,96,27,67,21,62,37,99,64,42,32,49,43,32,29,90,43,35,48,100,36,67,49,68,83,21,20,65,87,37,95,83,67,11,20,76,50,68,91,16,78,96,16,33,27,63,86,100,32,22,73,35,67,74,49,36,56,39,74,79,26,33,52,11,64,80,29,85,25,51,100,45,92,86,46,12
39,11,34,31,80,61,47,54,68,76,74,57,24,66,48,19,19,14,100,61,90,24,45,21,0,45,35,47,77,56,12,42,34,20,22,21,81,77,99,61,90,35,11,97,12,91,21,69,77,26,16,35,75,71,41,18,22,86,16,10,61,60,24,15,39,96,87,37,87,24,33,41,84,36,66,70,100,46,29,72,85,67,28,84,80,68,85,23,90,100,92,75,91,63,89,58,79,41,70,94,87,14,53,14,14,99,79,35,65,11,95,34,26,31,34,46,30,100,39
46,13,64,10,82,81,88,45,99,53,56,39,28,21,76,27,75,29,45,41,40,90,89,55,45,0,32,24,44,45,20,25,16,11,66,100,34,71,43,83,31,27,26,80,52,13,49,92,80,64,49,22,90,68,100,31,54,38,32,50,46,23,63,62,30,23,94,31,30,95,13,14,44,29,68,44,98,66,66,39,70,53,94,64,100,34,20,47,49,25,45,93,85,38,88,55,78,45,10,98,15,86,86,14,21,91,20,62,75,29,61,56,69,55,52,85,58,80,46
49,85,48,89,69,13,93,44,100,22,31,65,46,27,91,33,45,45,38,94,95,68,61,50,35,32,0,67,89,16,57,46,42,27,57,91,10,23,60,90,78,53,14,97,18,77,14,81,13,33,85,69,80,26,78,21,22,56,91,72,21,88,93,88,44,81,70,13,16,22,100,93,32,94,89,33,57,34,15,94,42,57,66,18,28,94,40,59,69,24,27,53,93,98,20,77,92,74,24,45,62,48,58,87,68,86,55,30,82,97,71,23,75,95,73,62,17,38,49
38,17,92,20,37,71,56,67,91,48,12,78,85,87,56,15,65,42,90,89,26,83,65,16,47,24,67,0,64,53,10,41,25,81,68,53,69,55,74,28,85,49,66,15,47,91,48,11,18,45,88,26,29,64,16,18,24,44,68,45,65,63,68,61,23,42,54,99,71,60,58,13,53,38,50,85,38,42,53,75,85,54,38,15,17,62,70,59,29,14,54,78,100,70,46,11,61,81,14,77,79,45,90,96,77,100,89,49,18,89,68,68,88,23,82,62,24,19,38
11,42,72,25,20,30,70,16,58,27,97,48,81,74,32,99,58,21,74,99,40,76,27,70,77,44,89,64,0,49,32,58,88,64,34,20,79,82,45,43,78,10,10,68,12,92,93,89,87,10,14,46,13,73,84,52,11,23,44,42,65,12,99,77,84,14,23,17,66,55,42,25,77,62,41,58,37,30,37,93,74,15,91,58,76,69,89,95,55,12,15,18,56,32,18,52,70,60,87,33,74,21,94,49,63,53,46,54,51,86,85,50,25,77,45,93,11,50,11
75,61,37,36,73,84,72,18,69,79,91,34,78,54,73,82,11,67,43,45,58,35,42,51,56,45,16,53,49,0,99,10,86,95,31,86,20,63,46,34,26,65,90,40,10,32,27,71,66,20,50,36,94,55,33,16,59,14,40,62,13,33,12,24,75,44,15,80,98,10,30,42,29,76,33,57,65,34,48,92,69,88,57,22,74,80,77,29,45,43,95,69,76,18,32,20,59,28,60,62,17,27,47,67,39,54,34,59,34,29,54,52,84,27,37,28,41,92,75
69,38,10,95,30,95,90,69,84,76,23,32,44,11,18,36,73,28,22,34,18,51,46,30,12,20,57,10,32,99,0,38,91,87,73,28,76,62,31,79,72,20,67,13,35,38,42,85,99,59,43,10,57,30,63,26,63,78,86,72,65,57,52,31,62,61,14,44,93,85,58,68,79,92,87,47,98,97,46,87,57,72,31,33,24,32,92,17,80,16,26,81,41,99,54,70,71,53,37,15,65,19,17,76,91,34,38,66,93,20,100,32,78,100,16,25,80,39,69
56,98,66,60,48,23,51,69,24,35,74,33,63,27,90,84,96,37,46,33,88,95,38,43,42,25,46,41,58,10,38,0,66,64,51,83,16,23,61,45,29,96,84,71,41,26,86,82,31,85,47,40,45,36,31,58,84,49,42,83,79,28,51,79,16,21,50,69,23,11,84,58,42,20,97,62,73,15,23,13,51,69,37,50,71,11,98,12,84,64,36,96,47,55,15,29,54,19,30,61,51,33,42,21,58,53,98,60,63,66,95,52,99,65,51,86,98,42,56
48,27,92,96,40,17,42,36,89,23,76,18,14,53,28,40,12,99,23,66,97,24,47,48,34,16,42,25,88,86,91,66,0,42,88,28,92,12,92,43,96,80,62,58,50,18,75,60,88,57,68,46,97,12,74,90,60,17,11,47,95,75,51,41,66,26,66,21,20,64,61,76,50,54,50,64,53,49,40,62,34,86,34,38,14,54,80,92,94,42,26,21,100,44,75,91,85,61,66,92,15,26,67,90,80,96,64,25,99,20,88,44,68,66,59,95,28,41,48
27,56,42,33,41,48,71,13,69,31,14,21,53,40,15,97,58,18,95,11,12,57,88,59,20,11,27,81,64,95,87,64,42,0,96,12,76,22,51,75,74,21,97,99,34,14,26,76,79,33,73,56,63,87,85,25,62,69,93,22,39,92,10,17,57,25,100,67,16,14,43,62,74,37,56,72,52,72,41,32,85,12,73,85,11,81,67,77,50,27,89,81,86,28,39,11,96,49,66,30,22,71,95,83,89,23,26,87,19,51,12,75,57,92,66,29,25,13,27
89,13,16,56,93,65,45,95,39,69,79,49,100,48,75,95,32,40,66,15,41,44,17,91,22,66,57,68,34,31,73,51,88,96,0,94,32,75,33,94,11,29,83,40,42,46,39,98,54,34,32,24,11,61,25,74,16,60,35,94,13,96,38,19,71,90,37,37,37,43,24,30,59,95,77,46,52,19,63,95,34,22,72,57,94,53,37,90,30,41,89,44,77,60,23,34,70,47,19,58,19,45,94,69,70,87,75,17,61,88,39,72,82,74,97,90,17,14,89
76,51,62,50,80,55,95,39,70,94,50,13,14,33,98,28,49,18,97,44,57,93,18,78,21,100,91,53,20,86,28,83,28,12,94,0,44,40,83,77,20,100,57,52,88,86,86,95,88,50,82,25,95,62,36,32,88,12,74,14,33,84,58,20,39,82,31,99,58,43,48,51,91,55,85,37,85,54,63,86,19,93,32,86,100,28,25,49,98,30,58,51,58,50,83,40,55,16,56,70,84,63,46,53,21,80,81,95,46,61,73,96,52,28,17,59,11,40,76
71,95,28,23,78,82,30,41,71,55,66,89,49,79,55,49,94,61,16,48,24,22,80,55,81,34,10,69,79,20,76,16,92,76,32,44,0,88,76,96,56,11,34,83,94,67,50,41,91,19,89,38,38,92,97,29,53,12,82,52,61,37,25,47,93,99,84,58,10,43,15,90,26,70,96,59,54,13,55,86,16,99,34,60,62,84,51,45,98,56,79,87,82,55,22,92,40,85,60,90,16,89,100,50,71,95,87,46,92,41,59,46,87,88,44,14,38,72,71
42,11,89,11,87,74,13,80,37,91,78,46,46,42,88,52,36,46,54,31,38,88,42,20,77,71,23,55,82,63,62,23,12,22,75,40,88,0,50,27,74,39,29,15,34,55,67,47,30,82,59,18,52,25,72,83,20,58,80,43,40,46,89,67,37,88,10,17,41,91,35,32,24,65,18,16,100,17,38,13,29,70,11,40,67,18,15,13,31,31,89,64,65,31,59,97,91,74,31,71,52,53,53,18,74,48,38,57,47,54,52,26,22,44,79,24,91,52,42
37,87,61,99,65,11,77,63,10,42,75,75,63,17,17,36,86,44,31,93,44,18,61,20,99,43,60,74,45,46,31,61,92,51,33,83,76,50,0,76,42,13,20,81,14,60,96,23,50,93,45,52,77,49,59,29,40,23,50,61,62,53,67,66,15,45,83,38,64,97,40,95,61,54,65,34,78,48,56,22,98,64,53,34,31,76,12,70,82,92,71,67,94,94,66,37,44,35,75,72,89,76,68,75,96,35,45,54,37,26,24,47,65,100,100,65,95,15,37
32,95,100,80,95,36,56,92,28,55,86,85,28,43,12,83,33,83,43,36,46,63,99,91,61,83,90,28,43,34,79,45,43,75,94,77,96,27,76,0,79,83,86,67,68,54,54,11,91,58,88,89,62,13,30,50,100,59,57,43,91,83,54,73,35,68,35,41,90,32,48,26,96,74,10,58,52,36,99,24,39,38,47,85,21,36,59,44,49,91,26,58,26,96,45,87,11,96,41,13,11,15,82,12,63,41,70,61,30,91,32,82,38,31,79,28,85,50,32
85,97,84,15,99,62,96,15,29,93,67,15,10,60,33,60,70,19,60,28,47,80,59,12,90,31,78,85,78,26,72,29,96,74,11,20,56,74,42,79,0,40,54,61,99,75,25,58,93,93,95,77,79,60,48,13,58,18,22,89,43,33,64,80,76,30,10,39,64,59,17,70,18,73,45,60,81,74,18,69,64,64,89,56,47,70,90,79,83,91,73,53,79,55,55,67,61,43,82,10,89,39,46,39,66,55,17,12,79,70,36,42,79,71,51,50,27,21,85
91,14,42,27,73,72,15,19,62,72,96,78,30,59,10,92,39,16,69,29,49,90,87,56,35,27,53,49,10,65,20,96,80,21,29,100,11,39,13,83,40,0,49,55,56,78,90,79,31,79,29,58,26,51,58,80,56,99,38,11,31,32,58,55,40,50,75,45,79,34,68,10,19,35,91,14,57,40,59,17,32,51,97,64,33,66,36,46,94,21,83,96,77,53,96,84,63,53,12,29,58,54,84,24,36,88,28,35,62,60,55,97,62,36,31,75,80,22,91
75,33,69,33,53,30,64,22,30,17,19,48,21,42,76,43,15,99,76,44,56,81,26,47,11,26,14,66,10,90,67,84,62,97,83,57,34,29,20,86,54,49,0,35,87,83,67,73,84,45,86,12,82,43,100,86,42,82,82,31,67,30,18,60,96,46,97,89,18,69,96,75,55,49,22,50,22,32,35,83,65,46,49,33,24,31,53,48,18,28,55,57,22,83,19,59,34,56,48,58,25,86,11,25,71,37,57,39,82,71,100,50,73,82,97,12,50,10,75
91,96,40,67,39,93,19,72,15,47,68,84,24,62,10,25,60,64,56,88,14,46,42,72,97,80,97,15,68,40,13,71,58,99,40,52,83,15,81,67,61,55,35,0,24,30,50,88,28,83,87,64,31,88,67,92,26,81,53,28,96,11,10,43,59,34,36,41,68,23,71,74,27,30,92,75,77,99,75,30,84,62,44,56,93,24,62,90,26,98,51,66,92,29,46,46,28,89,36,24,68,35,43,21,48,97,24,34,49,14,46,32,55,12,19,69,63,32,91
97,80,13,26,67,23,46,43,30,93,34,68,48,79,59,97,55,24,64,91,96,21,89,96,12,52,18,47,12,10,35,41,50,34,42,88,94,34,14,68,99,56,87,24,0,35,11,26,24,76,51,72,13,44,99,82,23,68,86,82,89,44,37,13,37,86,92,59,59,42,16,88,81,84,21,21,10,36,70,93,88,66,32,84,66,69,89,69,54,39,100,12,70,15,99,64,73,63,54,22,82,26,59,44,39,88,55,96,38,80,50,96,43,16,88,63,83,71,97
55,43,43,74,69,83,95,18,32,63,76,92,33,57,39,34,65,70,89,74,39,11,35,27,91,13,77,91,92,32,38,26,18,14,46,86,67,55,60,54,75,78,83,30,35,0,71,80,87,22,81,55,29,26,62,87,39,16,14,59,15,69,61,90,69,58,66,25,62,99,56,98,24,58,16,46,48,81,13,21,94,85,35,94,52,39,66,74,68,100,53,49,99,89,21,99,23,16,53,17,61,35,24,58,56,96,12,83,92,84,99,68,95,15,68,43,25,99,55
93,26,28,33,35,69,24,64,39,96,12,84,79,97,20,77,31,59,66,11,10,40,52,67,21,49,14,48,93,27,42,86,75,26,39,86,50,67,96,54,25,90,67,50,11,71,0,77,60,21,41,21,51,24,98,98,21,71,96,16,96,66,61,41,15,51,97,52,75,55,24,32,19,89,57,20,73,10,68,20,14,27,64,71,82,10,18,63,52,24,14,97,95,90,64,64,23,86,98,41,16,12,22,77,66,82,14,23,70,13,74,32,37,24,24,59,54,68,93
63,59,91,80,83,20,15,43,11,32,53,13,53,36,40,61,67,64,32,30,100,44,48,21,69,92,81,11,89,71,85,82,60,76,98,95,41,47,23,11,58,79,73,88,26,80,77,0,10,74,69,87,16,84,85,78,75,38,54,50,82,75,46,77,80,99,27,15,81,62,40,11,55,29,68,35,10,84,63,27,30,100,52,44,44,58,42,98,61,90,92,82,24,54,89,55,55,70,20,29,33,29,37,68,21,12,37,51,19,10,23,28,26,81,30,62,18,20,63
50,89,38,14,81,23,17,12,15,57,28,51,18,85,58,57,85,84,82,34,32,72,80,62,77,80,13,18,87,66,99,31,88,79,54,88,91,30,50,91,93,31,84,28,24,87,60,10,0,52,96,18,27,90,84,61,60,67,20,59,23,44,76,64,73,69,27,73,60,61,100,30,19,80,46,28,94,95,86,55,30,44,100,29,80,12,81,47,13,83,59,39,79,25,92,72,13,69,43,36,87,97,74,96,20,26,41,50,58,29,62,12,50,87,61,77,78,46,50
100,22,39,92,85,93,75,94,76,89,66,30,68,19,55,97,70,78,24,62,23,97,42,37,26,64,33,45,10,20,59,85,57,33,34,50,19,82,93,58,93,79,45,83,76,22,21,74,52,0,99,72,52,64,60,96,12,77,91,32,93,13,55,92,19,83,94,49,43,68,47,18,35,53,96,100,61,55,62,49,25,31,66,59,24,69,97,89,87,71,50,84,70,96,43,87,52,76,75,43,43,72,33,26,11,50,61,78,14,22,64,80,79,61,71,20,11,67,100
89,67,93,59,20,74,34,39,82,37,55,95,28,43,92,58,73,87,52,38,26,78,78,99,16,49,85,88,14,50,43,47,68,73,32,82,89,59,45,88,95,29,86,87,51,81,41,69,96,99,0,37,34,18,17,37,59,42,83,81,52,37,76,40,36,44,77,12,80,75,17,80,15,39,57,38,30,44,100,40,92,91,16,50,92,34,50,65,70,87,30,58,43,69,60,24,86,35,44,84,88,38,43,63,76,75,51,89,11,90,80,20,100,16,46,76,68,51,89
57,95,26,38,48,53,74,43,92,47,12,54,34,81,92,53,95,36,39,51,16,94,63,64,35,22,69,26,46,36,10,40,46,56,24,25,38,18,52,89,77,58,12,64,72,55,21,87,18,72,37,0,43,24,19,38,74,74,49,13,32,82,65,22,57,64,79,26,33,48,35,25,29,12,42,51,95,68,76,26,10,77,50,48,77,18,63,74,56,87,37,17,31,83,14,54,35,51,87,24,27,24,75,39,46,85,25,13,98,45,65,36,42,57,56,40,23,50,57
85,94,96,10,75,31,35,35,56,88,37,84,41,59,21,35,23,70,61,91,20,75,29,42,75,90,80,29,13,94,57,45,97,63,11,95,38,52,77,62,79,26,82,31,13,29,51,16,27,52,34,43,0,31,24,37,64,46,64,26,93,79,43,29,17,52,85,21,64,98,60,92,32,88,83,29,22,37,35,80,59,14,88,37,87,69,86,77,58,84,41,54,57,42,10,78,16,70,59,37,62,91,96,15,93,35,92,10,75,34,10,50,31,84,84,77,26,73,85
42,26,29,26,86,83,27,61,57,42,42,35,41,73,72,35,27,100,45,78,68,40,98,32,71,68,26,64,73,55,30,36,12,87,61,62,92,25,49,13,60,51,43,88,44,26,24,84,90,64,18,24,31,0,41,85,91,65,70,75,11,23,61,47,19,93,14,54,71,82,58,30,100,52,97,68,72,26,23,18,63,30,93,39,91,44,53,61,18,91,65,73,24,15,24,88,59,69,51,71,29,84,92,14,58,21,73,10,86,21,46,64,69,85,75,28,88,65,42
49,99,41,71,99,65,29,71,44,76,26,23,93,75,85,96,67,20,32,56,30,62,11,49,41,100,78,16,84,33,63,31,74,85,25,36,97,72,59,30,48,58,100,67,99,62,98,85,84,60,17,19,24,41,0,14,52,89,16,20,66,38,34,72,51,64,12,20,29,75,41,35,23,98,17,92,67,82,65,89,96,89,62,32,10,89,76,69,98,38,87,98,69,41,38,62,86,24,76,43,19,92,64,10,24,41,72,28,75,58,78,22,94,95,74,41,28,47,49
38,37,58,92,31,37,23,83,33,63,68,63,64,21,10,71,57,39,73,27,42,96,33,43,18,31,21,18,52,16,26,58,90,25,74,32,29,83,29,50,13,80,86,92,82,87,98,78,61,96,37,38,37,85,14,0,100,71,93,92,46,53,25,30,33,63,64,34,42,25,44,32,18,95,34,63,12,40,46,32,85,85,16,89,35,19,39,64,59,33,37,88,15,25,21,14,73,55,47,90,13,59,64,50,60,99,63,67,40,16,54,64,10,98,70,38,74,96,38
28,16,77,86,64,47,59,51,56,23,44,82,47,26,45,34,65,59,26,63,34,20,25,32,22,54,22,24,11,59,63,84,60,62,16,88,53,20,40,100,58,56,42,26,23,39,21,75,60,12,59,74,64,91,52,100,0,78,21,95,11,23,14,53,67,80,96,13,20,58,90,56,82,57,25,18,79,40,63,92,91,69,45,32,48,90,33,90,42,75,83,74,53,90,58,43,10,56,63,44,12,76,52,95,15,20,54,86,31,71,29,19,33,85,96,85,34,42,28
