54
87,63,40,98,40,97,88,47,95,0,54,59,12,60,15,77,41,69,84,57,21,51,24,36,61,23,24,28,52,46,57,94,69,50,46,89,32,41,82,40,22,76,72,24,57,71,11,98,65,60,77,87,10,87,63,87
69,10,82,41,67,40,67,62,53,54,0,54,82,64,24,34,31,79,73,42,72,31,93,55,68,98,44,47,36,41,43,62,31,93,42,44,93,60,52,20,77,83,29,79,85,60,10,20,79,69,94,50,84,38,67,69
90,98,55,66,80,60,72,54,76,59,54,0,35,98,76,32,30,84,72,21,95,20,67,100,12,47,45,17,54,42,77,44,34,16,37,44,100,54,96,78,70,71,49,67,63,25,43,27,17,64,71,10,56,16,84,90
17,62,99,77,66,89,34,37,58,12,82,35,0,34,59,37,21,34,88,29,71,71,93,74,15,69,34,50,35,83,32,33,23,34,74,52,19,89,82,12,56,80,74,27,71,82,14,86,27,94,89,26,94,73,42,17
23,59,60,75,87,27,61,45,50,60,64,98,34,0,87,87,53,55,13,91,44,84,78,89,92,64,21,23,57,35,77,10,63,48,23,27,27,57,95,45,26,17,26,82,89,61,86,73,97,24,33,65,88,56,69,23
82,70,25,65,61,95,19,97,87,15,24,76,59,87,0,17,43,60,95,85,44,42,82,12,93,10,36,26,61,94,86,85,29,100,35,54,13,43,68,50,15,27,86,63,88,21,29,22,95,97,61,29,75,54,87,82
97,58,23,92,13,33,18,93,33,77,34,32,37,87,17,0,10,24,11,72,77,30,25,32,79,10,51,12,79,40,45,36,68,82,71,27,33,44,92,80,68,96,77,47,94,100,34,78,35,98,26,15,95,79,26,97
28,91,17,30,18,26,17,77,42,41,31,30,21,53,43,10,0,20,45,69,24,84,31,36,43,60,57,40,93,22,20,26,22,28,24,29,62,92,70,73,57,61,86,49,56,64,37,73,60,20,100,95,90,71,29,28
63,12,84,60,96,76,58,83,66,69,79,84,34,55,60,24,20,0,91,53,53,53,69,40,88,80,31,58,56,73,100,52,71,30,73,38,62,86,74,92,86,12,17,99,49,82,84,49,16,37,54,58,85,65,73,63
63,64,34,34,19,53,35,18,54,84,73,72,88,13,95,11,45,91,0,23,37,64,68,60,43,40,84,13,28,28,62,19,10,41,64,56,89,32,36,34,83,71,56,50,86,15,62,64,23,89,20,68,96,69,11,63
44,98,29,49,29,45,21,27,18,57,42,21,29,91,85,72,69,53,23,0,36,51,63,37,10,94,43,36,72,100,48,36,20,92,74,21,40,41,96,58,33,59,15,88,44,78,42,54,20,69,98,13,64,27,94,44
79,50,99,18,43,85,82,69,81,21,72,95,71,44,44,77,24,53,37,36,0,72,88,38,46,49,11,71,13,89,68,84,78,50,97,70,78,80,63,53,97,35,19,48,15,45,18,53,99,17,34,70,29,99,82,79
65,40,58,32,67,15,75,64,45,51,31,20,71,84,42,30,84,53,64,51,72,0,45,18,82,54,52,89,46,31,49,30,92,11,14,78,61,55,71,85,90,30,22,99,30,77,91,11,95,28,21,95,85,38,33,65
77,47,41,54,66,19,66,46,69,24,93,67,93,78,82,25,31,69,68,63,88,45,0,68,41,37,85,91,88,71,47,67,61,36,85,79,83,81,24,35,30,95,89,49,74,31,49,37,15,23,78,27,78,83,45,77
93,14,84,28,34,15,90,91,24,36,55,100,74,89,12,32,36,40,60,37,38,18,68,0,65,99,23,23,93,31,53,28,39,87,43,75,24,77,98,67,86,45,25,42,16,87,32,53,64,87,88,76,18,13,38,93
28,31,13,95,93,31,40,85,62,61,68,12,15,92,93,79,43,88,43,10,46,82,41,65,0,91,65,76,20,99,13,77,25,49,13,60,41,46,46,40,74,93,66,88,87,77,68,67,59,98,70,97,43,98,73,28
53,75,30,14,15,65,23,65,56,23,98,47,69,64,10,10,60,80,40,94,49,54,37,99,91,0,91,47,86,60,16,62,57,76,28,86,56,10,55,59,46,100,77,73,96,54,49,62,75,38,86,76,65,46,99,53
81,96,76,45,64,90,27,61,65,24,44,45,34,21,36,51,57,31,84,43,11,52,85,23,65,91,0,22,15,37,88,59,77,79,36,77,100,73,13,39,36,47,78,42,97,15,68,24,58,22,100,60,69,85,38,81
95,51,52,23,38,56,48,52,77,28,47,17,50,23,26,12,40,58,13,36,71,89,91,23,76,47,22,0,39,100,49,88,98,92,15,56,55,23,87,74,14,21,24,96,48,78,96,66,50,42,39,26,65,29,22,95
13,42,89,43,33,20,84,79,75,52,36,54,35,57,61,79,93,56,28,72,13,46,88,93,20,86,15,39,0,75,67,33,83,78,29,24,45,28,18,16,84,100,64,29,18,73,38,25,42,46,27,14,24,83,15,13
11,29,20,26,79,39,45,59,52,46,41,42,83,35,94,40,22,73,28,100,89,31,71,31,99,60,37,100,75,0,47,83,53,69,89,51,73,67,35,69,20,15,37,99,40,92,37,41,42,15,69,82,66,74,69,11
27,49,53,39,18,57,42,44,45,57,43,77,32,77,86,45,20,100,62,48,68,49,47,53,13,16,88,49,67,47,0,82,48,88,36,42,46,38,80,18,20,35,62,40,43,77,86,92,18,39,17,72,28,14,48,27
98,55,59,34,79,79,100,84,91,94,62,44,33,10,85,36,26,52,19,36,84,30,67,28,77,62,59,88,33,83,82,0,11,32,67,98,46,68,38,80,45,73,13,31,41,100,70,30,94,34,15,56,12,23,50,98
86,42,81,90,17,50,96,53,81,69,31,34,23,63,29,68,22,71,10,20,78,92,61,39,25,57,77,98,83,53,48,11,0,69,23,87,68,57,80,41,65,27,100,11,26,18,99,39,22,97,49,19,12,13,21,86
50,56,49,24,99,50,51,56,91,50,93,16,34,48,100,82,28,30,41,92,50,11,36,87,49,76,79,92,78,69,88,32,69,0,86,80,60,96,92,72,42,26,85,92,51,30,59,66,34,39,75,60,28,55,98,50
41,40,70,30,29,18,45,56,24,46,42,37,74,23,35,71,24,73,64,74,97,14,85,43,13,28,36,15,29,89,36,67,23,86,0,17,81,67,14,37,77,54,95,72,42,39,92,12,71,62,74,18,77,12,70,41
81,38,90,44,57,97,25,97,90,89,44,44,52,27,54,27,29,38,56,21,70,78,79,75,60,86,77,56,24,51,42,98,87,80,17,0,77,89,68,69,23,38,79,82,82,86,89,46,34,90,79,68,59,58,20,81
29,14,85,86,58,88,19,17,57,32,93,100,19,27,13,33,62,62,89,40,78,61,83,24,41,56,100,55,45,73,46,46,68,60,81,77,0,86,31,69,92,94,26,57,41,16,46,57,80,70,83,31,82,83,22,29
85,95,11,39,29,42,53,62,25,41,60,54,89,57,43,44,92,86,32,41,80,55,81,77,46,10,73,23,28,67,38,68,57,96,67,89,86,0,86,52,62,61,80,70,52,26,63,71,55,11,22,41,63,41,36,85
41,45,83,97,29,16,52,63,42,82,52,96,82,95,68,92,70,74,36,96,63,71,24,98,46,55,13,87,18,35,80,38,80,92,14,68,31,86,0,35,35,66,54,55,44,40,39,35,29,100,21,88,60,11,11,41
46,42,97,49,13,16,88,76,20,40,20,78,12,45,50,80,73,92,34,58,53,85,35,67,40,59,39,74,16,69,18,80,41,72,37,69,69,52,35,0,69,11,85,71,51,74,30,52,22,59,89,41,35,72,69,46
60,59,15,11,10,63,75,66,71,22,77,70,56,26,15,68,57,86,83,33,97,90,30,86,74,46,36,14,84,20,20,45,65,42,77,23,92,62,35,69,0,73,70,55,91,95,26,40,67,59,72,27,51,63,20,60
27,75,85,45,35,36,54,65,90,76,83,71,80,17,27,96,61,12,71,59,35,30,95,45,93,100,47,21,100,15,35,73,27,26,54,38,94,61,66,11,73,0,85,74,36,29,94,51,40,53,68,77,71,46,88,27
88,13,83,17,15,57,57,68,61,72,29,49,74,26,86,77,86,17,56,15,19,22,89,25,66,77,78,24,64,37,62,13,100,85,95,79,26,80,54,85,70,85,0,28,11,44,71,60,22,50,65,43,25,52,21,88
19,48,40,49,71,11,93,100,60,24,79,67,27,82,63,47,49,99,50,88,48,99,49,42,88,73,42,96,29,99,40,31,11,92,72,82,57,70,55,71,55,74,28,0,80,25,70,86,51,82,77,24,37,20,26,19
39,23,96,43,10,73,18,45,47,57,85,63,71,89,88,94,56,49,86,44,15,30,74,16,87,96,97,48,18,40,43,41,26,51,42,82,41,52,44,51,91,36,11,80,0,86,94,25,68,95,99,79,13,63,35,39
55,13,81,75,20,81,27,59,90,71,60,25,82,61,21,100,64,82,15,78,45,77,31,87,77,54,15,78,73,92,77,100,18,30,39,86,16,26,40,74,95,29,44,25,86,0,72,21,15,29,81,55,54,99,65,55
30,47,35,68,33,73,72,65,76,11,10,43,14,86,29,34,37,84,62,42,18,91,49,32,68,49,68,96,38,37,86,70,99,59,92,89,46,63,39,30,26,94,71,70,94,72,0,92,97,65,68,22,30,85,72,30
26,17,99,67,21,94,22,56,99,98,20,27,86,73,22,78,73,49,64,54,53,11,37,53,67,62,24,66,25,41,92,30,39,66,12,46,57,71,35,52,40,51,60,86,25,21,92,0,31,74,87,44,18,67,16,26
44,87,85,64,91,78,45,23,13,65,79,17,27,97,95,35,60,16,23,20,99,95,15,64,59,75,58,50,42,42,18,94,22,34,71,34,80,55,29,22,67,40,22,51,68,15,97,31,0,95,58,33,91,74,70,44
77,29,79,43,77,12,66,57,47,60,69,64,94,24,97,98,20,37,89,69,17,28,23,87,98,38,22,42,46,15,39,34,97,39,62,90,70,11,100,59,59,53,50,82,95,29,65,74,95,0,26,63,10,48,14,77
74,12,54,12,96,90,35,44,42,77,94,71,89,33,61,26,100,54,20,98,34,21,78,88,70,86,100,39,27,69,17,15,49,75,74,79,83,22,21,89,72,68,65,77,99,81,68,87,58,26,0,73,67,71,15,74
67,35,66,84,93,92,23,84,49,87,50,10,26,65,29,15,95,58,68,13,70,95,27,76,97,76,60,26,14,82,72,56,19,60,18,68,31,41,88,41,27,77,43,24,79,55,22,44,33,63,73,0,89,77,79,67
84,74,72,56,34,41,100,58,40,10,84,56,94,88,75,95,90,85,96,64,29,85,78,18,43,65,69,65,24,66,28,12,12,28,77,59,82,63,60,35,51,71,25,37,13,54,30,18,91,10,67,89,0,96,57,84
30,90,93,96,72,32,13,56,76,87,38,16,73,56,54,79,71,65,69,27,99,38,83,13,98,46,85,29,83,74,14,23,13,55,12,58,83,41,11,72,63,46,52,20,63,99,85,67,74,48,71,77,96,0,53,30
38,63,61,30,36,59,94,49,42,63,67,84,42,69,87,26,29,73,11,94,82,33,45,38,73,99,38,22,15,69,48,50,21,98,70,20,22,36,11,69,20,88,21,26,35,65,72,16,70,14,15,79,57,53,0,38
0,70,83,67,35,56,48,82,59,87,69,90,17,23,82,97,28,63,63,44,79,65,77,93,28,53,81,95,13,11,27,98,86,50,41,81,29,85,41,46,60,27,88,19,39,55,30,26,44,77,74,67,84,30,38,0
