35
87,79,67,18,24,87,63,27,73,67,87,41,19,10,71,56,34,19,44,73,31,19,73,33,0,75,22,72,99,55,89,87,93,84,10,44,87
46,83,24,17,90,100,60,73,63,13,22,63,42,36,65,96,98,51,80,91,85,44,73,26,75,0,39,56,71,64,66,47,52,44,28,30,46
91,14,70,76,68,30,17,46,50,24,18,56,29,22,78,28,99,56,34,71,58,83,69,25,22,39,0,27,49,49,33,42,52,24,48,91,91
11,96,12,91,44,77,27,29,61,10,58,59,18,19,64,15,76,63,89,80,100,32,91,45,72,56,27,0,74,86,78,84,55,35,66,38,11
89,25,40,77,63,83,33,39,19,91,14,15,60,53,83,84,18,11,64,83,50,31,83,96,99,71,49,74,0,54,41,49,19,99,83,35,89
74,84,43,57,28,30,84,81,23,98,30,29,23,63,90,97,84,59,95,33,70,50,22,71,55,64,49,86,54,0,28,82,11,76,92,43,74
34,23,10,84,97,96,73,71,39,12,53,17,91,85,44,72,55,49,17,36,40,76,50,40,89,66,33,78,41,28,0,23,14,39,69,12,34
45,36,92,79,33,90,83,39,35,76,43,59,61,10,42,44,74,52,90,55,17,99,37,28,87,47,42,84,49,82,23,0,73,60,29,50,45
14,40,84,54,34,24,36,63,57,99,12,49,10,61,25,35,17,36,63,38,98,82,79,66,93,52,52,55,19,11,14,73,0,92,59,91,14
75,56,37,61,75,37,50,59,24,65,47,90,68,22,81,96,35,35,72,23,43,58,56,99,84,44,24,35,99,76,39,60,92,0,31,89,75
69,19,53,12,86,37,46,68,52,63,76,54,50,88,25,70,55,29,17,67,20,96,10,43,10,28,48,66,83,92,69,29,59,31,0,90,69
20,72,42,40,40,74,43,89,19,36,33,21,52,80,12,38,54,83,93,87,11,68,13,26,44,30,91,38,35,43,12,50,91,89,90,0,20
0,16,66,66,34,48,15,12,25,73,25,72,53,58,57,61,98,85,27,93,62,53,52,93,87,46,91,11,89,74,34,45,14,75,69,20,0
