37
90,23,38,32,38,86,85,79,18,54,98,64,23,47,74,16,53,65,72,70,18,41,0,63,21,64,71,79,38,87,68,86,88,16,11,87,49,38,90
23,62,17,70,86,95,59,38,12,50,20,72,49,15,95,85,69,69,97,96,99,87,63,0,18,87,64,61,55,84,77,36,96,10,82,74,32,53,23
40,95,31,73,80,89,47,89,24,49,40,97,67,42,27,64,67,90,24,55,80,49,21,18,0,88,69,64,41,34,24,63,20,72,30,86,79,63,40
34,54,28,64,39,26,22,58,65,97,96,27,72,92,56,60,96,39,15,99,27,80,64,87,88,0,35,28,94,33,72,44,53,44,32,93,36,65,34
61,25,52,66,64,49,44,75,34,62,23,46,66,86,69,61,66,16,28,98,72,11,71,64,69,35,0,15,93,74,96,94,52,42,88,79,70,44,61
56,23,100,29,59,51,86,27,100,77,53,82,53,100,90,92,60,28,29,93,63,61,79,61,64,28,15,0,41,19,38,37,38,29,25,26,13,94,56
70,26,34,66,56,100,88,90,31,83,47,42,100,13,58,74,20,42,99,39,30,74,38,55,41,94,93,41,0,75,16,93,13,74,60,99,71,24,70
26,11,14,17,43,100,53,39,93,22,88,36,94,86,38,100,60,57,56,43,22,88,87,84,34,33,74,19,75,0,33,89,100,54,60,95,100,96,26
17,81,95,12,27,64,50,11,60,35,55,86,94,21,77,90,48,88,50,42,53,73,68,77,24,72,96,38,16,33,0,74,64,16,42,38,54,29,17
89,15,13,69,20,77,25,52,66,55,19,50,30,83,25,11,72,32,55,39,16,88,86,36,63,44,94,37,93,89,74,0,37,97,99,66,69,88,89
38,93,74,24,83,62,23,23,17,100,28,83,96,90,28,71,69,77,50,20,77,23,88,96,20,53,52,38,13,100,64,37,0,50,21,75,61,53,38
27,60,71,87,70,93,55,39,86,92,72,60,96,69,80,12,58,71,24,50,32,13,16,10,72,44,42,29,74,54,16,97,50,0,10,64,16,17,27
56,49,74,70,46,72,55,23,31,71,34,84,81,62,11,20,81,46,56,95,78,94,11,82,30,32,88,25,60,60,42,99,21,10,0,48,48,10,56
97,45,32,88,88,55,90,19,35,45,63,92,13,33,46,83,27,20,67,82,63,12,87,74,86,93,79,26,99,95,38,66,75,64,48,0,32,69,97
34,17,74,32,75,77,74,35,75,82,18,56,83,68,51,89,29,54,69,71,44,67,49,32,79,36,70,13,71,100,54,69,61,16,48,32,0,90,34
50,78,19,29,29,25,26,47,19,39,97,41,25,43,36,59,43,37,45,34,49,74,38,53,63,65,44,94,24,96,29,88,53,17,10,69,90,0,50
0,37,14,44,69,11,36,90,14,59,95,75,24,98,18,25,64,91,58,11,98,87,90,23,40,34,61,56,70,26,17,89,38,27,56,97,34,50,0
