47
10,34,72,74,31,70,63,20,35,100,78,74,72,15,31,88,73,83,0,97,30,29,92,43,77,37,80,72,48,95,15,22,37,13,47,63,72,33,62,62,28,13,77,86,17,15,61,29,10
61,18,54,40,77,59,27,92,98,69,55,93,18,93,28,29,26,55,97,0,95,55,85,36,30,88,96,32,10,47,75,41,90,41,23,47,62,56,18,47,11,11,93,72,46,14,73,68,61
57,24,43,17,60,56,48,24,70,91,91,73,10,79,78,43,86,34,30,95,0,20,75,32,30,23,31,83,31,53,90,96,48,29,46,23,45,29,38,76,26,72,52,63,63,48,57,83,57
79,33,99,86,19,11,64,51,79,44,93,70,100,69,43,68,61,71,29,55,20,0,95,88,32,36,54,19,66,59,100,35,11,68,74,69,17,97,96,79,34,42,31,21,38,76,75,92,79
77,98,43,92,18,60,92,22,33,82,15,67,35,55,99,63,65,79,92,85,75,95,0,49,12,57,27,93,88,83,38,14,89,83,98,67,75,17,50,16,36,52,76,10,45,44,75,39,77
60,12,57,57,24,44,34,12,23,52,70,19,48,10,20,17,17,35,43,36,32,88,49,0,11,50,35,33,24,96,63,47,15,39,42,39,92,64,47,74,27,42,51,66,52,67,41,92,60
95,19,80,32,38,59,29,39,83,69,37,96,70,91,19,36,78,92,77,30,30,32,12,11,0,77,100,49,35,73,27,95,90,36,100,93,10,98,16,27,24,62,45,79,71,34,61,19,95
24,81,62,92,30,47,97,67,48,62,92,35,37,21,19,90,43,62,37,88,23,36,57,50,77,0,96,59,94,52,74,93,92,13,80,96,66,72,77,35,76,79,74,97,29,79,90,90,24
61,26,63,29,98,92,91,91,53,61,75,88,49,34,61,53,49,96,80,96,31,54,27,35,100,96,0,91,40,55,16,20,75,83,67,23,17,28,45,72,73,63,47,92,59,74,57,23,61
17,20,50,92,44,16,54,36,67,89,79,79,19,42,81,19,26,90,72,32,83,19,93,33,49,59,91,0,99,17,75,90,100,11,63,68,76,53,10,92,37,29,24,11,90,81,93,72,17
36,49,88,33,84,86,93,38,27,66,26,73,75,53,31,49,60,91,48,10,31,66,88,24,35,94,40,99,0,100,75,41,44,78,13,26,43,13,62,80,22,16,96,42,43,88,21,82,36
32,33,71,90,34,79,50,19,52,66,19,94,55,65,27,15,57,32,95,47,53,59,83,96,73,52,55,17,100,0,85,99,79,82,55,71,12,23,65,44,62,37,63,12,58,22,65,76,32
50,67,63,76,61,91,36,74,27,83,28,56,76,41,88,23,33,47,15,75,90,100,38,63,27,74,16,75,75,85,0,58,81,35,15,15,47,69,84,100,68,88,59,10,68,41,56,57,50
52,23,79,50,12,90,62,53,29,74,94,54,26,52,55,88,33,70,22,41,96,35,14,47,95,93,20,90,41,99,58,0,79,56,58,64,85,54,84,61,70,59,64,47,71,43,42,15,52
46,64,68,39,54,66,21,68,56,84,100,13,88,19,78,89,18,85,37,90,48,11,89,15,90,92,75,100,44,79,81,79,0,53,42,56,87,67,87,83,89,31,94,22,45,24,82,98,46
28,91,93,53,20,12,27,18,30,21,19,80,66,85,10,76,92,47,13,41,29,68,83,39,36,13,83,11,78,82,35,56,53,0,40,74,95,51,12,50,49,40,53,75,49,13,60,34,28
45,61,31,26,80,96,58,39,21,20,84,75,68,69,63,22,87,64,47,23,46,74,98,42,100,80,67,63,13,55,15,58,42,40,0,45,49,54,89,70,12,52,91,42,95,58,42,19,45
82,53,88,47,83,76,87,78,38,33,71,22,85,64,45,28,96,62,63,47,23,69,67,39,93,96,23,68,26,71,15,64,56,74,45,0,39,60,12,81,39,90,26,11,67,91,59,32,82
52,77,14,49,33,54,32,85,91,73,45,56,31,74,37,75,60,64,72,62,45,17,75,92,10,66,17,76,43,12,47,85,87,95,49,39,0,60,27,91,51,17,96,27,74,90,29,71,52
90,64,77,31,27,23,100,89,28,90,28,91,73,55,39,98,75,45,33,56,29,97,17,64,98,72,28,53,13,23,69,54,67,51,54,60,60,0,24,72,96,78,75,95,88,76,84,77,90
42,65,57,51,91,67,63,14,68,54,29,76,20,23,49,59,13,71,62,18,38,96,50,47,16,77,45,10,62,65,84,84,87,12,89,12,27,24,0,14,96,61,33,99,90,97,19,79,42
72,23,42,61,37,56,34,10,52,29,96,26,97,10,43,98,76,36,62,47,76,79,16,74,27,35,72,92,80,44,100,61,83,50,70,81,91,72,14,0,22,44,14,69,69,29,44,82,72
20,68,87,58,97,94,67,42,91,31,38,36,45,29,83,58,28,22,28,11,26,34,36,27,24,76,73,37,22,62,68,70,89,49,12,39,51,96,96,22,0,69,45,30,96,47,75,64,20
14,89,53,100,35,71,31,83,73,32,98,68,37,94,60,89,37,61,13,11,72,42,52,42,62,79,63,29,16,37,88,59,31,40,52,90,17,78,61,44,69,0,42,21,12,44,29,99,14
65,16,100,78,66,13,65,34,72,39,72,76,24,47,54,97,27,53,77,93,52,31,76,51,45,74,47,24,96,63,59,64,94,53,91,26,96,75,33,14,45,42,0,59,31,66,22,21,65
42,45,39,69,30,19,23,41,55,64,74,30,99,75,79,61,73,44,86,72,63,21,10,66,79,97,92,11,42,12,10,47,22,75,42,11,27,95,99,69,30,21,59,0,30,16,67,78,42
32,52,19,44,16,72,15,53,76,40,47,39,97,50,51,18,52,77,17,46,63,38,45,52,71,29,59,90,43,58,68,71,45,49,95,67,74,88,90,69,96,12,31,30,0,75,68,12,32
81,71,22,11,30,10,11,47,66,49,62,19,42,52,70,83,87,30,15,14,48,76,44,67,34,79,74,81,88,22,41,43,24,13,58,91,90,76,97,29,47,44,66,16,75,0,17,14,81
83,71,93,79,81,42,96,29,97,12,26,10,46,58,20,98,92,42,61,73,57,75,75,41,61,90,57,93,21,65,56,42,82,60,42,59,29,84,19,44,75,29,22,67,68,17,0,94,83
19,62,69,52,20,78,22,72,73,62,86,26,70,85,16,59,82,89,29,68,83,92,39,92,19,90,23,72,82,76,57,15,98,34,19,32,71,77,79,82,64,99,21,78,12,14,94,0,19
0,58,69,78,55,70,89,33,92,23,49,77,79,34,16,16,57,35,10,61,57,79,77,60,95,24,61,17,36,32,50,52,46,28,45,82,52,90,42,72,20,14,65,42,32,81,83,19,0
