48
33,67,49,97,26,25,12,47,83,41,28,50,79,51,45,61,85,88,56,90,21,20,74,0,87,80,54,75,81,51,79,21,90,68,72,36,26,46,50,39,77,90,15,84,53,21,32,14,97,33
62,96,38,63,99,24,82,93,84,17,21,88,29,84,87,76,28,31,60,37,82,42,72,87,0,65,38,48,65,30,28,22,86,85,38,39,15,60,30,16,38,17,82,91,48,86,10,76,47,62
85,58,14,15,91,22,58,43,71,12,37,63,69,65,73,80,34,40,88,95,14,90,47,80,65,0,62,89,46,67,35,64,61,70,76,92,35,82,64,62,24,57,90,40,17,29,62,28,10,85
36,49,40,62,61,90,43,21,36,74,76,66,72,12,42,68,59,13,22,15,20,48,87,54,38,62,0,97,66,36,47,64,32,17,59,67,10,34,41,100,64,70,51,19,55,80,48,49,94,36
18,94,86,21,87,95,34,78,77,42,22,74,59,90,93,29,49,31,57,26,78,80,84,75,48,89,97,0,48,84,53,95,26,41,56,78,86,37,62,78,38,99,52,39,61,18,20,76,33,18
31,78,39,57,17,76,89,26,28,22,11,29,57,16,20,41,19,89,49,91,31,46,66,81,65,46,66,48,0,84,71,50,76,88,94,92,43,87,23,13,57,60,75,33,42,47,86,45,81,31
37,93,24,14,59,87,86,83,47,92,92,75,15,100,12,34,85,13,75,60,63,90,84,51,30,67,36,84,84,0,81,31,92,77,71,86,18,66,11,23,69,84,44,50,28,75,98,84,59,37
67,52,86,31,22,62,83,79,95,45,16,14,58,76,76,68,20,43,63,36,53,62,76,79,28,35,47,53,71,81,0,45,23,79,81,83,94,23,49,15,31,38,43,16,44,84,79,11,91,67
74,98,77,44,25,53,19,13,68,73,10,18,87,84,51,23,72,44,72,96,77,37,44,21,22,64,64,95,50,31,45,0,29,40,76,81,19,71,25,52,66,50,17,84,58,53,50,79,95,74
65,61,72,27,35,62,74,58,95,100,54,26,22,28,16,37,44,100,11,60,45,43,12,90,86,61,32,26,76,92,23,29,0,96,83,23,65,70,12,94,73,95,80,23,24,69,45,34,43,65
50,82,79,31,37,34,67,32,11,69,35,87,10,23,48,80,39,78,61,42,16,68,91,68,85,70,17,41,88,77,79,40,96,0,94,94,83,52,71,36,71,53,70,66,31,36,66,19,99,50
55,93,82,79,96,84,34,68,37,43,58,26,82,41,68,91,72,58,76,76,91,67,25,72,38,76,59,56,94,71,81,76,83,94,0,87,96,44,76,42,17,49,94,32,82,95,51,75,65,55
92,53,95,95,38,15,37,66,16,13,58,45,54,100,62,56,53,87,30,38,77,52,17,36,39,92,67,78,92,86,83,81,23,94,87,0,91,63,38,100,49,88,68,59,14,96,53,97,95,92
16,62,87,64,61,33,93,36,77,47,31,99,54,70,38,92,49,65,91,87,25,70,94,26,15,35,10,86,43,18,94,19,65,83,96,91,0,49,60,91,56,100,69,77,96,14,68,82,79,16
11,21,39,68,90,96,11,99,51,50,17,66,67,32,25,42,67,100,80,21,70,30,46,46,60,82,34,37,87,66,23,71,70,52,44,63,49,0,72,84,72,42,20,12,68,59,61,87,34,11
85,79,45,100,21,14,92,84,29,11,53,90,46,89,73,83,74,30,57,15,51,14,46,50,30,64,41,62,23,11,49,25,12,71,76,38,60,72,0,62,61,45,88,71,62,73,45,52,72,85
46,21,55,50,92,52,39,22,93,76,26,74,17,48,19,58,45,55,30,12,89,87,15,39,16,62,100,78,13,23,15,52,94,36,42,100,91,84,62,0,65,89,89,72,94,89,40,39,76,46
38,92,37,33,64,52,64,30,58,64,57,66,90,49,63,97,79,47,38,25,82,22,57,77,38,24,64,38,57,69,31,66,73,71,17,49,56,72,61,65,0,63,67,31,93,99,18,55,55,38
12,44,55,46,25,39,50,52,16,46,30,98,45,76,84,44,78,36,82,90,94,58,44,90,17,57,70,99,60,84,38,50,95,53,49,88,100,42,45,89,63,0,29,22,84,82,77,13,92,12
36,94,83,92,66,40,73,14,54,13,85,100,21,85,89,98,51,48,45,18,29,92,23,15,82,90,51,52,75,44,43,17,80,70,94,68,69,20,88,89,67,29,0,81,58,47,21,92,89,36
27,45,50,65,16,23,82,58,33,93,45,56,37,50,15,96,82,97,90,82,22,45,27,84,91,40,19,39,33,50,16,84,23,66,32,59,77,12,71,72,31,22,81,0,47,89,78,99,47,27
40,52,37,75,46,53,30,67,35,42,83,21,30,22,52,24,70,22,26,65,53,69,91,53,48,17,55,61,42,28,44,58,24,31,82,14,96,68,62,94,93,84,58,47,0,35,59,83,96,40
41,31,85,32,34,77,52,35,83,71,90,90,89,98,19,81,65,14,41,52,11,98,21,21,86,29,80,18,47,75,84,53,69,36,95,96,14,59,73,89,99,82,47,89,35,0,78,62,11,41
15,18,57,66,37,50,34,56,48,47,77,45,77,61,39,65,74,54,15,51,73,47,52,32,10,62,48,20,86,98,79,50,45,66,51,53,68,61,45,40,18,77,21,78,59,78,0,51,35,15
31,49,52,57,66,48,74,68,71,32,64,42,67,88,17,56,29,19,100,31,84,31,83,14,76,28,49,76,45,84,11,79,34,19,75,97,82,87,52,39,55,13,92,99,83,62,51,0,29,31
92,10,76,33,75,11,57,76,100,88,91,15,51,23,22,68,51,59,64,67,77,52,27,97,47,10,94,33,81,59,91,95,43,99,65,95,79,34,72,76,55,92,89,47,96,11,35,29,0,92
0,91,83,96,32,22,10,43,11,62,33,30,20,34,16,65,94,21,59,98,39,59,56,33,62,85,36,18,31,37,67,74,65,50,55,92,16,11,85,46,38,12,36,27,40,41,15,31,92,0
