113
69,88,29,75,10,12,66,15,11,46,0,14,25,54,87,16,10,93,38,40,67,59,80,86,57,88,39,45,94,79,28,47,71,42,14,62,31,77,78,84,17,18,76,69,15,76,40,66,92,16,71,15,35,54,61,31,18,66,63,97,95,25,34,92,32,17,50,79,66,82,65,53,95,63,82,73,63,38,51,36,18,71,50,90,29,90,74,54,96,47,69,83,86,89,99,64,95,28,83,36,37,64,96,31,36,11,83,52,89,58,52,56,60,27,69
49,61,60,70,25,26,77,55,83,62,14,0,70,58,62,45,64,49,34,99,35,85,66,64,87,20,90,72,30,11,15,19,11,88,29,91,22,10,15,35,73,86,76,82,53,72,67,49,100,41,54,11,66,87,67,57,44,99,94,59,29,56,26,59,40,90,27,48,70,70,30,39,51,45,49,61,29,47,36,34,100,91,46,89,13,73,65,42,35,85,49,28,45,65,87,96,49,35,84,56,80,39,45,94,35,92,61,66,40,10,10,27,57,11,49
51,88,39,75,62,69,63,98,84,30,25,70,0,86,80,32,25,23,23,97,20,94,82,46,47,19,13,42,95,72,46,68,94,80,20,56,79,75,40,68,67,88,27,62,45,77,46,40,95,64,68,90,27,81,88,31,65,37,56,89,37,81,69,57,63,82,42,56,29,50,79,22,51,76,24,63,99,16,64,34,65,67,99,90,51,75,85,46,80,68,99,53,93,35,29,52,67,33,44,50,54,73,80,42,85,36,78,78,66,62,45,88,40,71,51
83,79,50,50,40,49,44,23,18,96,54,58,86,0,66,69,26,57,38,66,46,56,46,55,59,32,14,37,94,71,13,91,61,77,78,92,78,87,35,26,89,50,12,37,17,49,82,25,26,50,61,18,59,100,59,69,46,86,78,53,82,21,100,51,94,60,44,58,47,28,33,65,65,27,53,55,56,67,21,75,41,31,99,65,23,41,94,33,30,54,23,81,35,54,85,36,58,33,41,44,45,83,10,85,65,64,83,75,34,90,68,38,65,12,83
67,28,29,41,88,98,74,26,68,63,87,62,80,66,0,27,87,94,93,12,75,47,30,44,81,58,19,85,72,80,81,61,56,42,30,45,56,70,97,47,87,44,67,35,20,65,80,70,73,49,47,89,97,33,26,57,20,13,55,50,42,65,21,95,55,50,28,66,87,12,72,75,65,23,54,100,20,78,21,42,55,50,52,17,70,66,42,93,29,86,85,83,21,45,57,92,75,18,91,14,95,84,66,43,17,74,12,26,70,42,86,70,78,45,67
49,95,31,69,27,26,46,37,29,61,16,45,32,69,27,0,19,42,23,61,27,24,90,46,40,70,87,69,18,47,69,81,30,62,49,98,75,27,79,75,39,85,91,19,82,46,71,53,59,92,48,68,91,84,16,44,22,67,11,89,88,44,49,69,30,60,17,75,30,38,71,21,77,31,70,27,45,21,40,13,80,60,83,27,83,49,28,93,54,79,99,90,99,96,78,30,12,23,18,56,51,39,42,49,53,32,71,13,72,44,60,21,54,41,49
15,16,70,51,41,54,61,52,63,40,10,64,25,26,87,19,0,86,85,82,87,53,69,11,52,53,60,86,16,90,99,56,19,82,38,76,59,19,93,10,100,87,97,49,74,53,61,20,14,93,45,19,94,100,85,18,21,63,35,96,63,12,85,100,96,32,73,26,88,34,81,92,26,42,70,65,47,62,22,61,13,25,47,79,100,89,64,100,69,69,68,99,66,61,64,29,60,17,80,96,46,15,31,68,98,99,90,37,38,86,39,74,82,24,15
34,71,92,62,42,39,45,81,74,43,93,49,23,57,94,42,86,0,60,14,62,96,42,60,18,34,77,80,44,83,37,14,47,100,33,11,22,44,84,93,99,42,32,16,26,58,69,12,71,67,91,29,65,34,80,15,46,29,19,73,25,60,26,83,53,13,27,15,13,42,86,44,12,40,29,31,56,99,92,13,14,74,70,33,62,23,57,95,13,39,30,53,24,66,77,37,72,56,17,43,59,51,28,49,61,71,19,46,28,41,47,76,63,25,34
74,37,67,64,20,90,35,80,61,81,38,34,23,38,93,23,85,60,0,88,53,40,61,65,35,16,58,70,84,53,18,21,88,93,24,57,81,66,83,67,90,90,98,75,15,33,87,74,21,69,57,65,93,52,95,12,23,44,61,79,58,30,74,40,28,99,48,13,54,55,67,92,77,46,10,52,92,72,28,63,51,81,13,88,96,37,62,56,36,93,54,16,94,47,20,91,84,51,59,79,98,11,90,95,61,52,33,23,89,69,62,11,89,72,74
30,10,34,49,33,42,78,80,16,87,40,99,97,66,12,61,82,14,88,0,12,49,74,37,30,35,81,23,18,98,96,99,10,41,40,24,83,33,59,44,34,54,45,70,62,28,29,36,60,24,37,10,23,50,74,71,57,47,94,53,61,85,89,42,83,28,30,67,24,98,56,15,80,14,86,100,13,38,57,95,89,61,54,59,39,82,39,42,63,61,93,26,58,32,91,45,78,89,65,33,28,48,17,79,80,25,37,74,23,56,76,74,87,14,30
87,75,69,100,65,66,53,99,48,75,67,35,20,46,75,27,87,62,53,12,0,82,21,63,10,30,28,52,75,47,26,36,79,36,82,15,84,50,100,79,64,50,38,90,94,45,22,85,48,60,42,68,36,86,43,87,22,65,27,27,49,28,22,19,48,72,76,58,70,31,65,49,27,79,73,66,90,75,66,91,31,91,36,88,16,39,69,41,30,31,97,85,39,46,71,31,92,64,10,25,30,27,52,46,75,20,83,94,10,85,30,95,67,74,87
95,68,17,53,84,16,70,81,79,40,59,85,94,56,47,24,53,96,40,49,82,0,64,54,92,33,89,94,12,35,69,34,48,82,30,12,44,34,14,17,54,38,93,71,95,99,47,66,67,51,63,54,31,74,12,61,73,38,57,37,30,91,29,57,91,75,26,53,33,69,80,57,26,95,82,81,40,33,33,69,61,100,84,75,81,99,60,24,32,41,36,19,76,45,59,66,57,27,40,33,92,78,73,91,17,94,43,50,43,67,64,66,24,50,95
74,35,93,62,47,44,35,65,46,75,80,66,82,46,30,90,69,42,61,74,21,64,0,34,100,73,63,84,75,36,60,22,100,36,79,12,74,76,48,52,50,67,36,52,66,71,14,67,66,29,81,24,54,35,28,34,58,89,93,97,79,14,50,46,27,48,68,27,91,14,14,21,20,21,20,66,71,81,51,23,72,100,70,47,84,32,48,50,38,90,51,93,10,58,28,39,31,96,78,43,58,49,96,55,87,13,80,70,89,32,66,36,34,17,74
87,21,34,33,66,92,32,40,91,29,86,64,46,55,44,46,11,60,65,37,63,54,34,0,10,16,10,51,55,87,44,58,34,20,91,50,30,45,34,14,33,42,29,17,30,25,41,83,69,44,87,69,44,91,92,21,15,85,99,47,44,74,67,25,55,20,12,44,29,15,31,44,98,67,23,82,31,95,51,39,37,98,79,12,100,89,23,88,97,44,33,38,31,14,98,78,28,98,98,50,30,100,94,53,28,59,33,61,31,76,57,28,17,52,87
68,73,46,59,21,38,76,11,72,87,57,87,47,59,81,40,52,18,35,30,10,92,100,10,0,60,11,54,80,61,20,38,44,10,54,87,30,12,51,15,76,39,10,34,68,52,45,21,11,44,75,67,55,53,23,27,64,69,17,42,93,85,95,61,20,55,13,58,90,53,19,26,77,62,80,30,61,45,45,68,23,100,30,50,23,13,13,66,43,20,36,77,58,30,13,38,33,77,39,28,31,56,100,42,37,24,29,40,64,67,28,31,63,30,68
31,86,34,98,26,88,41,34,51,57,88,20,19,32,58,70,53,34,16,35,30,33,73,16,60,0,51,93,79,68,81,17,55,55,66,59,16,91,96,71,75,19,51,95,93,71,81,48,35,22,78,99,18,63,75,97,57,64,32,35,80,71,61,12,51,98,54,63,68,62,23,75,47,20,68,41,19,67,86,33,94,66,44,82,70,10,70,82,68,58,95,21,41,41,22,56,78,79,50,17,61,51,29,89,66,57,36,34,98,26,91,47,65,25,31
100,25,13,37,37,39,26,58,33,26,39,90,13,14,19,87,60,77,58,81,28,89,63,10,11,51,0,97,54,71,86,26,86,88,95,11,36,48,33,29,59,49,75,17,18,15,33,59,44,14,36,14,34,39,40,27,21,64,23,56,43,74,100,36,99,10,13,62,24,46,14,19,99,46,14,52,22,13,47,92,75,48,17,59,41,90,42,67,64,69,67,44,76,97,21,28,22,68,87,43,42,98,69,42,40,50,73,53,15,19,17,29,72,44,100
49,38,57,69,59,79,24,17,18,46,45,72,42,37,85,69,86,80,70,23,52,94,84,51,54,93,97,0,53,41,72,23,60,96,14,93,40,40,75,98,47,34,42,15,87,14,25,82,90,40,47,66,81,27,64,36,63,32,14,92,54,87,66,95,94,11,35,64,73,51,65,80,12,43,85,61,26,39,86,55,68,46,50,54,95,87,74,37,83,58,68,54,51,95,85,54,26,45,98,63,22,53,48,55,39,52,97,47,34,13,31,27,24,90,49
79,71,88,16,97,45,74,96,63,42,94,30,95,94,72,18,16,44,84,18,75,12,75,55,80,79,54,53,0,60,34,34,96,61,90,29,57,85,63,32,49,86,50,85,70,27,54,45,53,90,85,67,86,78,27,23,76,91,100,94,84,45,43,50,92,15,22,34,14,91,20,51,58,67,57,71,91,75,48,73,49,32,77,16,68,91,92,47,24,46,50,47,37,15,79,13,31,43,91,15,48,21,62,86,46,12,76,46,88,68,23,90,76,36,79
85,11,31,44,78,91,84,92,67,99,79,11,72,71,80,47,90,83,53,98,47,35,36,87,61,68,71,41,60,0,79,55,97,76,24,65,70,99,88,70,27,11,100,27,47,53,65,79,91,96,89,46,54,53,26,33,77,78,29,88,75,23,73,43,85,40,20,11,23,47,22,28,12,73,23,49,25,55,40,46,77,52,75,14,56,96,70,12,11,78,77,29,76,66,48,52,25,59,62,93,90,73,82,36,68,35,80,66,39,12,93,71,65,34,85
81,26,73,69,21,90,99,33,75,67,28,15,46,13,81,69,99,37,18,96,26,69,60,44,20,81,86,72,34,79,0,20,20,42,83,98,62,38,82,33,39,91,29,10,31,83,70,49,83,87,34,27,23,14,68,24,72,23,14,78,63,65,12,40,50,90,38,26,99,74,65,55,20,52,75,71,43,36,96,36,15,90,76,39,52,35,88,32,18,89,57,66,23,22,58,80,45,32,47,72,46,98,49,72,77,27,86,74,72,23,92,34,30,71,81
49,61,53,26,100,66,39,18,69,14,47,19,68,91,61,81,56,14,21,99,36,34,22,58,38,17,26,23,34,55,20,0,28,94,85,18,21,46,81,33,51,34,49,75,85,31,29,62,71,27,17,11,61,32,14,38,94,57,54,62,68,50,90,10,40,50,77,54,61,41,16,21,34,55,28,40,44,12,64,36,68,45,27,23,15,91,25,16,60,68,16,50,65,30,42,63,41,35,28,70,38,77,50,80,94,48,22,76,19,22,24,92,18,93,49
51,68,48,47,71,85,56,30,62,84,71,11,94,61,56,30,19,47,88,10,79,48,100,34,44,55,86,60,96,97,20,28,0,68,45,30,31,19,43,80,85,43,98,16,37,66,87,78,92,23,62,49,10,49,77,91,42,72,46,31,43,35,37,93,89,74,94,50,87,42,26,18,18,48,55,82,78,46,98,62,52,55,89,87,70,14,33,77,11,35,96,89,25,91,18,34,17,53,65,95,85,50,38,69,46,84,36,75,64,70,35,83,80,89,51
38,65,78,94,83,47,70,34,41,60,42,88,80,77,42,62,82,100,93,41,36,82,36,20,10,55,88,96,61,76,42,94,68,0,97,64,37,78,32,32,84,21,41,61,57,73,81,60,19,16,46,74,30,29,37,58,85,27,81,34,48,82,28,82,20,42,47,28,42,31,49,60,21,65,82,76,39,27,61,15,99,48,17,97,73,69,76,59,83,54,21,52,70,38,39,95,100,70,37,17,33,82,89,93,49,18,84,17,13,88,39,17,26,67,38
45,44,13,98,42,26,64,60,98,93,14,29,20,78,30,49,38,33,24,40,82,30,79,91,54,66,95,14,90,24,83,85,45,97,0,42,26,64,75,46,59,93,64,62,78,91,49,97,56,29,62,35,70,52,50,100,43,10,19,61,22,31,16,61,96,53,46,92,83,69,75,30,83,91,57,23,90,27,17,13,91,19,67,32,94,53,74,82,34,57,61,23,97,75,16,45,10,47,41,31,30,13,41,68,23,18,17,40,78,10,34,79,45,39,45
52,47,85,60,93,22,88,82,29,39,62,91,56,92,45,98,76,11,57,24,15,12,12,50,87,59,11,93,29,65,98,18,30,64,42,0,63,76,34,84,37,22,71,62,72,47,72,12,91,29,64,83,29,11,19,23,89,53,34,27,55,11,94,99,44,55,80,36,72,50,93,72,76,15,57,26,41,35,49,94,91,84,86,37,92,16,18,78,91,16,73,96,59,65,29,27,66,78,70,93,67,50,40,21,90,10,100,16,33,85,29,89,18,80,52
13,74,26,45,48,73,35,29,95,18,31,22,79,78,56,75,59,22,81,83,84,44,74,30,30,16,36,40,57,70,62,21,31,37,26,63,0,37,45,40,61,39,89,36,11,99,64,16,89,56,21,63,34,46,92,79,74,29,21,45,69,82,28,84,67,17,76,27,22,99,51,66,46,22,37,52,19,11,95,47,31,95,19,33,70,91,87,78,25,61,81,28,69,57,48,13,60,83,94,45,94,77,80,74,25,28,91,45,33,80,18,90,77,64,13
43,16,28,31,74,20,19,99,95,63,77,10,75,87,70,27,19,44,66,33,50,34,76,45,12,91,48,40,85,99,38,46,19,78,64,76,37,0,60,58,35,22,81,61,87,64,55,76,85,30,95,79,99,78,93,93,34,83,64,16,52,90,39,27,65,46,33,71,75,49,92,15,24,32,67,77,52,58,72,93,11,74,27,17,16,59,25,85,34,57,54,97,46,61,12,99,52,42,36,59,68,29,30,48,95,33,71,93,15,31,63,16,13,49,43
84,40,86,51,54,16,68,81,95,99,78,15,40,35,97,79,93,84,83,59,100,14,48,34,51,96,33,75,63,88,82,81,43,32,75,34,45,60,0,86,59,31,39,27,78,75,19,95,32,20,77,85,82,42,61,47,61,61,76,87,84,35,93,82,65,72,85,93,98,95,23,24,67,97,76,93,54,47,87,52,82,53,82,19,37,70,32,73,55,14,30,39,50,99,66,33,13,94,17,89,97,31,65,82,55,15,25,40,85,86,85,49,95,74,84
25,84,26,32,14,98,34,63,92,33,84,35,68,26,47,75,10,93,67,44,79,17,52,14,15,71,29,98,32,70,33,33,80,32,46,84,40,58,86,0,91,44,57,95,94,16,42,85,64,55,28,96,48,33,69,69,26,53,66,86,49,14,13,76,15,65,32,40,64,56,19,15,43,69,31,46,88,78,19,78,90,26,51,90,77,47,68,29,25,86,48,72,91,27,81,75,58,41,98,60,28,78,45,16,47,63,48,89,47,56,77,40,68,53,25
30,46,44,81,97,66,90,49,85,100,17,73,67,89,87,39,100,99,90,34,64,54,50,33,76,75,59,47,49,27,39,51,85,84,59,37,61,35,59,91,0,21,97,18,20,73,94,39,38,57,44,92,59,33,51,98,46,66,37,93,10,81,71,11,45,21,96,46,98,66,43,91,85,28,42,11,18,44,48,26,16,75,70,74,80,95,30,81,90,42,27,60,73,15,30,73,85,51,90,87,88,52,47,31,33,67,55,65,72,27,32,50,15,16,30
59,98,75,77,80,11,15,56,81,15,18,86,88,50,44,85,87,42,90,54,50,38,67,42,39,19,49,34,86,11,91,34,43,21,93,22,39,22,31,44,21,0,83,81,53,30,41,10,84,81,59,69,11,88,51,75,49,11,60,59,71,87,23,55,19,24,63,93,95,20,21,24,94,99,97,26,33,85,33,27,57,35,24,77,39,75,19,13,22,22,56,19,44,40,38,17,31,64,17,78,94,89,58,85,42,82,76,51,58,31,81,65,64,45,59
86,17,81,48,21,34,76,72,86,79,76,76,27,12,67,91,97,32,98,45,38,93,36,29,10,51,75,42,50,100,29,49,98,41,64,71,89,81,39,57,97,83,0,88,26,93,68,78,50,78,67,62,44,59,66,78,40,57,21,80,19,65,75,30,61,100,71,72,15,92,65,98,57,93,78,94,99,86,76,53,60,20,71,85,68,64,84,53,41,20,10,49,30,29,32,95,27,78,52,59,93,60,71,31,14,43,78,20,16,35,52,11,33,38,86
43,26,18,29,73,73,16,47,81,79,69,82,62,37,35,19,49,16,75,70,90,71,52,17,34,95,17,15,85,27,10,75,16,61,62,62,36,61,27,95,18,81,88,0,33,49,73,95,42,42,32,27,28,39,62,72,55,18,52,99,40,23,45,93,48,19,27,97,19,22,92,38,81,89,35,44,23,51,73,98,33,25,38,27,78,23,86,34,97,95,79,21,84,49,75,64,73,87,24,78,93,14,69,87,15,91,20,38,27,63,95,97,19,37,43
33,72,23,47,74,96,99,98,53,60,15,53,45,17,20,82,74,26,15,62,94,95,66,30,68,93,18,87,70,47,31,85,37,57,78,72,11,87,78,94,20,53,26,33,0,100,53,50,93,77,46,35,87,64,93,64,68,61,27,47,48,12,57,11,75,95,65,79,22,47,68,24,13,43,73,48,58,20,28,74,62,94,55,53,43,98,37,47,10,56,15,53,84,69,29,73,79,86,31,91,14,86,32,86,13,100,18,37,26,22,82,73,82,27,33
89,96,82,48,61,81,63,31,39,66,76,72,77,49,65,46,53,58,33,28,45,99,71,25,52,71,15,14,27,53,83,31,66,73,91,47,99,64,75,16,73,30,93,49,100,0,75,21,64,48,26,27,63,95,10,17,17,40,19,14,66,42,64,48,27,90,81,11,90,64,23,31,24,78,83,23,53,43,92,79,88,80,33,30,11,76,35,77,75,15,58,85,21,11,93,42,33,94,22,75,95,25,60,17,60,14,13,45,97,41,89,19,77,89,89
97,86,28,93,53,10,85,39,93,19,40,67,46,82,80,71,61,69,87,29,22,47,14,41,45,81,33,25,54,65,70,29,87,81,49,72,64,55,19,42,94,41,68,73,53,75,0,89,86,97,74,83,89,91,95,92,31,98,31,88,96,37,40,74,100,18,36,30,84,93,59,68,60,49,33,67,87,57,19,37,12,80,91,25,52,49,43,56,41,97,26,73,91,17,97,63,86,20,12,87,87,33,42,31,56,83,49,71,43,21,73,62,59,23,97
62,94,40,79,70,37,74,67,87,34,66,49,40,25,70,53,20,12,74,36,85,66,67,83,21,48,59,82,45,79,49,62,78,60,97,12,16,76,95,85,39,10,78,95,50,21,89,0,49,73,44,87,46,17,87,34,66,42,77,41,31,37,32,73,87,65,22,42,23,80,85,80,79,54,67,95,14,52,34,100,72,67,16,18,70,51,30,34,62,95,93,70,25,48,80,97,18,63,63,59,18,40,20,100,71,77,31,88,68,88,72,62,14,94,62
52,84,10,29,48,30,24,84,15,22,92,100,95,26,73,59,14,71,21,60,48,67,66,69,11,35,44,90,53,91,83,71,92,19,56,91,89,85,32,64,38,84,50,42,93,64,86,49,0,99,63,68,16,82,89,26,33,27,30,82,52,17,58,40,83,61,37,46,45,67,100,18,84,37,51,20,48,14,29,56,49,83,19,94,12,74,24,76,16,40,58,68,21,19,27,68,11,57,74,92,94,57,94,59,24,91,35,18,56,78,64,33,60,19,52
31,15,81,30,63,35,30,69,53,68,16,41,64,50,49,92,93,67,69,24,60,51,29,44,44,22,14,40,90,96,87,27,23,16,29,29,56,30,20,55,57,81,78,42,77,48,97,73,99,0,22,77,75,36,36,58,85,84,46,52,83,69,43,16,88,37,50,63,46,78,24,22,83,50,35,14,82,68,89,22,89,43,99,11,80,48,69,31,10,33,31,96,37,20,63,62,12,47,23,82,77,48,82,78,77,33,83,20,42,78,74,85,35,92,31
44,74,22,93,21,91,53,60,72,63,71,54,68,61,47,48,45,91,57,37,42,63,81,87,75,78,36,47,85,89,34,17,62,46,62,64,21,95,77,28,44,59,67,32,46,26,74,44,63,22,0,68,17,60,48,68,83,71,57,66,99,56,86,13,61,41,11,55,57,58,77,84,33,67,67,56,99,36,46,83,42,71,18,54,40,10,68,28,96,48,50,93,89,17,41,76,48,17,48,17,77,31,34,58,89,62,41,80,15,21,32,51,22,55,44
59,33,90,84,64,77,45,31,50,91,15,11,90,18,89,68,19,29,65,10,68,54,24,69,67,99,14,66,67,46,27,11,49,74,35,83,63,79,85,96,92,69,62,27,35,27,83,87,68,77,68,0,30,95,50,43,64,60,36,81,94,12,74,66,19,99,96,19,39,78,54,91,30,45,90,60,10,27,93,17,20,55,89,73,37,35,12,10,55,76,77,97,43,93,24,44,12,38,52,10,11,39,96,16,75,36,14,53,77,71,89,89,63,87,59
80,36,83,71,83,86,21,47,96,85,35,66,27,59,97,91,94,65,93,23,36,31,54,44,55,18,34,81,86,54,23,61,10,30,70,29,34,99,82,48,59,11,44,28,87,63,89,46,16,75,17,30,0,68,22,31,19,43,94,87,44,14,60,18,65,66,54,15,60,46,76,69,44,11,48,83,83,78,98,21,81,36,39,26,91,87,87,87,28,22,48,85,19,58,14,54,67,28,61,27,16,29,34,27,45,76,14,93,85,76,92,74,33,25,80
58,70,87,59,84,90,85,65,99,30,54,87,81,100,33,84,100,34,52,50,86,74,35,91,53,63,39,27,78,53,14,32,49,29,52,11,46,78,42,33,33,88,59,39,64,95,91,17,82,36,60,95,68,0,37,24,54,25,22,46,81,95,76,86,58,38,86,28,39,74,51,71,99,85,54,65,46,58,12,90,23,70,97,84,91,86,51,75,97,95,73,21,49,65,45,53,43,43,56,39,94,28,18,31,36,42,83,15,88,26,89,25,74,63,58
82,65,26,47,58,96,65,76,41,97,61,67,88,59,26,16,85,80,95,74,43,12,28,92,23,75,40,64,27,26,68,14,77,37,50,19,92,93,61,69,51,51,66,62,93,10,95,87,89,36,48,50,22,37,0,19,97,37,93,39,44,97,49,61,84,80,29,40,95,69,89,20,87,75,48,84,38,58,34,97,100,21,34,27,98,57,11,96,31,67,45,80,92,47,24,72,26,82,27,13,24,44,68,19,41,33,26,14,31,47,36,86,100,56,82
100,81,72,79,16,93,47,18,24,27,31,57,31,69,57,44,18,15,12,71,87,61,34,21,27,97,27,36,23,33,24,38,91,58,100,23,79,93,47,69,98,75,78,72,64,17,92,34,26,58,68,43,31,24,19,0,41,85,21,45,27,47,98,85,86,42,15,83,61,12,96,92,73,42,38,44,51,57,99,72,98,41,86,33,36,100,73,62,23,23,76,75,27,19,11,96,73,11,98,14,23,59,78,30,14,22,40,91,20,65,37,21,97,44,100
41,53,90,73,57,88,39,52,70,38,18,44,65,46,20,22,21,46,23,57,22,73,58,15,64,57,21,63,76,77,72,94,42,85,43,89,74,34,61,26,46,49,40,55,68,17,31,66,33,85,83,64,19,54,97,41,0,45,71,43,34,65,80,41,15,58,28,45,83,93,82,49,25,55,39,53,40,50,78,60,42,73,45,10,25,49,16,32,34,91,25,19,66,50,31,10,74,21,25,76,72,14,42,31,85,22,38,80,20,29,36,55,73,89,41
76,61,34,61,30,29,53,12,21,62,66,99,37,86,13,67,63,29,44,47,65,38,89,85,69,64,64,32,91,78,23,57,72,27,10,53,29,83,61,53,66,11,57,18,61,40,98,42,27,84,71,60,43,25,37,85,45,0,85,34,95,96,59,10,51,50,76,44,50,64,31,96,29,46,21,54,78,44,85,28,27,17,94,49,32,100,13,92,68,45,55,65,79,11,79,57,24,83,28,29,76,83,17,73,30,61,42,70,28,59,40,84,87,27,76
92,58,25,64,41,62,56,22,42,74,63,94,56,78,55,11,35,19,61,94,27,57,93,99,17,32,23,14,100,29,14,54,46,81,19,34,21,64,76,66,37,60,21,52,27,19,31,77,30,46,57,36,94,22,93,21,71,85,0,17,10,89,44,71,67,40,90,54,73,49,52,18,65,91,18,61,93,32,84,56,24,65,69,12,33,65,18,99,23,12,92,71,24,97,47,33,22,80,66,68,74,63,37,27,47,47,73,89,57,71,60,71,80,18,92
