111
98,99,86,96,25,85,58,32,92,50,69,92,90,49,74,65,87,71,78,82,0,78,83,100,31,54,26,49,40,65,58,10,83,49,20,44,92,49,79,97,44,95,34,23,48,13,37,11,86,18,54,91,56,79,31,39,12,53,26,13,11,36,38,52,64,25,28,36,17,83,48,29,51,17,50,78,86,63,75,49,44,47,73,51,30,70,34,63,79,13,33,68,24,24,65,79,49,36,86,98,60,49,70,80,36,31,61,81,26,68,100,67,98
88,12,71,99,19,89,27,15,16,92,86,86,43,16,49,38,89,74,46,93,78,0,31,41,23,89,49,77,13,93,75,77,85,74,22,93,75,53,26,64,97,83,71,31,82,67,12,83,61,43,12,88,58,90,60,82,60,50,79,13,46,33,11,32,19,35,12,73,64,91,15,89,16,33,91,78,28,81,64,77,21,11,64,10,87,24,61,87,42,63,62,64,23,53,10,52,44,61,38,88,65,33,54,76,54,18,23,57,10,32,72,69,88
49,29,35,38,96,44,78,15,44,50,46,71,66,59,71,78,44,92,26,89,83,31,0,100,79,25,100,27,39,50,63,85,39,99,86,49,38,64,52,46,41,92,94,19,30,90,34,32,84,18,31,54,32,98,82,89,100,83,43,39,53,82,18,26,10,95,36,20,56,72,97,23,83,35,78,47,84,62,83,57,72,90,35,74,82,49,30,60,38,71,41,65,10,58,13,86,54,22,82,27,59,47,55,78,69,29,83,98,97,33,11,88,49
52,93,71,47,28,56,62,15,100,60,20,67,86,57,55,86,60,34,60,35,100,41,100,0,65,75,39,34,46,36,57,80,10,71,34,24,54,91,97,47,43,74,74,27,68,61,22,17,71,23,26,49,44,70,61,45,85,20,81,39,58,21,74,31,83,84,91,69,25,42,18,17,26,18,44,92,85,67,55,30,65,95,77,20,97,86,10,18,65,73,41,52,78,84,100,75,94,13,83,12,82,78,61,48,95,48,70,25,91,30,85,69,52
67,94,65,44,63,68,59,72,36,90,93,37,30,39,72,15,25,89,28,75,31,23,79,65,0,11,64,97,52,45,40,34,53,10,72,42,10,55,37,84,52,57,99,13,50,84,36,48,94,48,17,85,79,100,24,63,40,73,93,89,42,38,23,57,90,80,18,52,54,83,71,90,99,19,49,23,89,20,71,10,63,38,31,43,83,14,47,24,36,42,57,69,90,100,75,83,88,76,84,52,28,75,92,46,74,29,51,42,31,12,11,32,67
19,63,82,46,19,73,45,34,56,73,64,72,54,66,47,52,11,27,68,32,54,89,25,75,11,0,77,82,93,73,46,31,66,60,64,76,72,16,58,51,95,59,40,68,75,100,83,22,10,73,82,32,75,89,86,94,84,59,77,73,40,64,13,18,52,55,26,18,75,10,25,86,60,16,66,50,96,96,52,50,81,17,44,60,52,58,59,68,86,97,83,46,39,10,83,81,28,75,35,83,19,92,59,40,51,79,23,32,87,82,33,66,19
14,51,65,50,49,53,46,82,83,85,19,23,31,79,75,98,82,76,40,33,26,49,100,39,64,77,0,43,35,45,96,99,27,19,56,75,70,52,35,39,11,31,92,35,38,15,45,59,71,100,90,47,31,78,49,46,70,50,80,91,29,81,86,44,31,33,40,32,99,61,17,59,48,92,28,99,35,78,25,65,45,75,56,60,20,46,19,98,48,96,53,70,78,27,46,60,76,37,18,71,81,21,71,56,76,63,53,34,52,93,53,40,14
29,40,22,82,47,80,71,51,96,20,96,83,20,64,25,91,97,87,24,44,49,77,27,34,97,82,43,0,56,20,44,60,52,84,18,25,59,57,90,20,34,88,44,82,61,81,46,46,36,43,53,97,24,71,94,31,28,43,77,95,70,16,51,41,21,24,97,44,23,99,11,73,59,77,39,34,52,66,87,74,39,50,44,99,12,62,17,11,84,56,41,64,47,39,88,49,39,74,60,49,81,14,74,80,73,30,25,35,53,56,83,41,29
47,89,45,51,76,94,64,63,45,77,18,87,45,54,95,83,50,31,45,39,40,13,39,46,52,93,35,56,0,29,52,36,91,99,10,89,97,83,65,99,67,60,61,45,93,18,50,83,99,67,30,70,42,11,50,14,36,44,67,69,17,90,13,16,15,100,25,16,94,11,94,92,82,60,13,16,49,17,73,37,90,81,43,48,55,46,29,66,81,29,16,52,36,70,69,69,97,51,81,39,21,57,31,49,11,52,88,96,35,70,76,59,47
21,42,95,19,30,25,38,20,91,99,84,14,76,24,30,73,99,38,87,28,65,93,50,36,45,73,45,20,29,0,74,100,31,10,10,48,85,42,31,90,16,70,94,29,65,75,29,19,63,95,78,62,95,12,78,97,16,70,22,70,55,12,85,76,26,25,82,19,30,74,96,55,36,42,67,69,22,58,47,62,89,25,22,38,20,51,35,91,90,75,88,79,22,20,73,73,61,26,51,47,61,23,38,58,66,81,28,13,19,96,29,47,21
38,79,66,19,92,23,32,72,47,93,24,18,43,73,81,42,17,98,44,23,58,75,63,57,40,46,96,44,52,74,0,19,60,14,94,77,23,26,41,52,10,25,85,89,88,57,88,78,35,19,41,85,21,40,86,65,21,92,81,94,63,21,100,29,72,55,82,68,89,54,76,62,67,10,39,51,78,60,48,19,97,55,74,59,61,31,78,85,90,45,19,75,75,53,60,33,89,73,85,37,84,33,20,94,95,96,57,52,59,66,71,20,38
82,39,74,36,86,91,51,100,95,78,34,34,44,93,99,53,25,93,49,76,10,77,85,80,34,31,99,60,36,100,19,0,73,21,12,28,74,96,52,48,11,54,98,72,26,48,89,88,71,91,26,19,22,37,30,19,96,30,14,53,52,73,96,19,70,29,11,39,90,68,97,41,56,61,50,94,43,31,47,45,57,54,33,54,37,81,40,36,37,17,59,28,67,16,55,19,59,65,35,96,57,60,38,65,56,63,39,17,38,62,72,49,82
59,72,100,95,38,72,37,43,97,66,52,52,15,75,97,92,87,55,82,41,83,85,39,10,53,66,27,52,91,31,60,73,0,98,70,15,22,46,34,37,99,26,19,68,71,89,25,19,47,84,18,71,75,10,76,86,24,59,56,70,45,34,95,94,29,61,56,31,70,54,22,49,10,79,47,16,42,38,54,86,27,100,13,59,34,25,62,50,95,19,85,92,33,28,93,91,97,36,50,36,44,50,34,80,43,27,93,40,18,12,22,50,59
11,64,60,39,54,68,19,10,37,36,96,75,69,30,70,56,90,35,39,44,49,74,99,71,10,60,19,84,99,10,14,21,98,0,92,49,21,83,74,88,99,14,22,76,25,76,32,20,88,77,48,40,30,24,70,96,33,28,85,19,77,92,14,55,91,95,34,22,46,93,50,71,29,73,63,75,94,93,55,70,16,25,57,75,50,32,18,43,80,77,86,52,55,28,97,19,73,22,58,42,69,51,14,19,71,74,55,24,10,100,60,33,11
64,12,84,57,72,44,36,90,87,48,49,32,47,18,43,90,37,50,57,95,20,22,86,34,72,64,56,18,10,10,94,12,70,92,0,13,72,80,79,81,15,65,52,19,84,85,67,55,94,95,18,42,66,56,86,46,20,28,23,71,23,52,35,100,86,87,13,19,43,98,94,62,42,100,63,15,77,64,40,66,42,44,17,85,93,79,67,96,70,89,48,20,55,70,24,52,72,27,21,79,57,17,89,82,35,68,37,51,97,73,19,42,64
24,11,87,54,51,47,92,25,38,19,19,73,55,31,68,63,73,79,71,45,44,93,49,24,42,76,75,25,89,48,77,28,15,49,13,0,98,35,73,24,24,95,28,18,42,78,67,91,12,18,67,52,36,13,91,65,95,67,36,33,89,41,53,87,22,53,27,84,78,52,69,77,10,34,99,96,95,99,21,65,99,73,48,19,63,84,63,88,52,23,33,10,86,84,76,12,20,48,61,41,67,52,100,16,19,78,20,50,26,33,82,84,24
54,18,69,82,64,95,33,31,35,89,36,92,69,11,16,57,78,53,88,25,92,75,38,54,10,72,70,59,97,85,23,74,22,21,72,98,0,83,24,83,60,83,47,75,96,78,28,11,99,66,84,56,51,45,77,83,92,83,78,25,55,68,87,81,56,56,45,69,32,15,99,62,43,81,11,47,19,18,18,28,74,19,88,38,40,31,11,98,40,36,16,41,90,99,21,29,62,60,57,18,12,92,75,59,59,77,61,32,44,82,51,16,54
21,73,74,29,76,16,53,36,99,48,84,58,35,29,96,56,94,82,70,22,49,53,64,91,55,16,52,57,83,42,26,96,46,83,80,35,83,0,64,93,98,30,41,34,76,30,30,89,15,59,50,45,55,30,25,16,86,46,29,42,16,35,66,42,87,15,85,78,76,20,97,64,91,52,49,14,25,59,42,75,26,53,24,77,97,78,68,73,11,10,63,85,94,62,85,10,34,63,65,26,59,20,20,76,94,78,59,64,98,56,65,92,21
90,13,36,13,78,40,53,97,29,12,73,84,83,13,16,98,23,48,96,35,79,26,52,97,37,58,35,90,65,31,41,52,34,74,79,73,24,64,0,57,72,57,13,93,43,21,100,41,60,22,61,45,45,16,20,30,22,37,97,31,29,63,98,88,67,96,12,25,67,95,62,43,51,79,74,91,47,33,10,34,69,22,34,46,17,26,71,61,56,54,21,83,51,91,94,24,89,90,41,27,46,23,85,58,28,81,76,72,64,32,94,69,90
11,46,41,16,80,96,69,32,90,10,89,78,74,56,64,61,83,24,17,55,97,64,46,47,84,51,39,20,99,90,52,48,37,88,81,24,83,93,57,0,87,82,70,96,39,25,86,80,48,99,58,58,89,52,35,44,11,66,26,25,45,10,66,14,100,28,69,89,71,94,68,47,95,46,45,59,88,11,40,53,40,11,55,70,65,84,57,43,79,76,17,96,13,40,52,18,96,89,61,10,93,98,76,42,20,60,34,24,88,47,62,66,11
61,40,91,66,35,61,68,74,18,56,61,10,34,84,45,20,89,88,10,31,44,97,41,43,52,95,11,34,67,16,10,11,99,99,15,24,60,98,72,87,0,67,62,20,90,33,62,58,85,57,74,80,36,10,71,56,33,77,68,13,31,30,30,93,63,28,95,19,41,49,87,22,31,21,56,72,99,54,59,66,60,94,39,33,26,22,69,73,75,27,22,88,84,49,50,80,98,83,10,58,99,24,58,66,88,60,46,56,76,78,45,17,61
90,52,25,52,31,80,77,100,81,44,68,47,10,58,87,92,46,39,84,18,95,83,92,74,57,59,31,88,60,70,25,54,26,14,65,95,83,30,57,82,67,0,74,23,56,85,66,40,77,91,13,42,93,13,72,39,12,18,26,75,16,17,48,86,91,16,47,61,28,62,20,29,95,21,39,61,17,56,67,85,40,97,30,43,86,33,81,35,76,35,79,51,93,17,60,38,34,78,95,45,30,16,99,32,14,72,73,63,74,64,61,79,90
44,50,70,80,96,50,20,48,10,20,59,85,14,43,17,98,57,46,40,27,34,71,94,74,99,40,92,44,61,94,85,98,19,22,52,28,47,41,13,70,62,74,0,76,33,93,33,23,91,34,69,77,15,80,14,62,38,92,91,39,12,27,47,66,24,12,26,75,41,100,76,39,62,58,47,92,72,22,59,99,82,39,23,83,88,90,36,64,43,28,42,35,14,60,76,84,12,47,21,58,19,36,72,20,19,45,18,43,37,52,89,24,44
58,54,48,50,91,70,16,72,98,34,67,38,34,68,69,12,58,16,49,94,23,31,19,27,13,68,35,82,45,29,89,72,68,76,19,18,75,34,93,96,20,23,76,0,24,91,91,65,74,93,93,70,20,57,84,73,42,62,18,93,22,54,90,61,80,35,47,97,11,10,19,51,62,98,37,73,94,50,88,56,59,25,39,56,61,80,70,45,99,23,37,46,88,93,39,62,49,88,20,52,65,64,47,50,36,86,64,55,10,44,73,82,58
92,57,33,67,26,16,98,25,70,12,10,35,83,93,42,85,11,98,53,54,48,82,30,68,50,75,38,61,93,65,88,26,71,25,84,42,96,76,43,39,90,56,33,24,0,38,53,54,81,47,84,12,68,31,26,80,90,81,21,84,90,90,38,49,30,86,61,38,89,80,79,43,89,49,22,25,20,47,98,23,55,37,17,90,56,56,34,78,18,52,86,44,69,14,78,57,90,23,76,59,76,31,88,80,69,34,67,88,31,71,79,93,92
90,88,50,95,68,49,18,17,22,17,69,48,50,31,86,95,43,63,48,76,13,67,90,61,84,100,15,81,18,75,57,48,89,76,85,78,78,30,21,25,33,85,93,91,38,0,11,22,48,75,40,35,22,45,75,38,64,29,50,30,20,66,24,28,70,20,31,21,46,81,17,18,62,90,79,55,11,71,86,71,100,87,61,99,67,74,50,46,43,94,46,18,77,27,34,73,53,13,28,27,88,83,14,52,60,69,60,72,78,29,40,36,90
97,70,50,42,81,63,76,78,44,39,47,45,72,26,25,68,44,24,96,28,37,12,34,22,36,83,45,46,50,29,88,89,25,32,67,67,28,30,100,86,62,66,33,91,53,11,0,34,14,44,18,27,70,24,13,84,18,84,82,69,56,16,77,82,61,93,87,78,11,79,62,52,38,25,11,42,93,70,75,51,53,61,59,98,81,74,99,56,85,61,74,21,95,23,45,42,56,93,68,51,17,67,23,17,75,11,10,71,70,36,86,48,97
22,90,23,25,56,95,36,23,65,11,48,27,38,67,82,11,33,99,98,70,11,83,32,17,48,22,59,46,83,19,78,88,19,20,55,91,11,89,41,80,58,40,23,65,54,22,34,0,82,44,11,74,55,93,64,75,13,54,46,47,64,24,39,58,14,89,56,11,68,60,38,74,62,97,46,85,91,34,79,66,77,91,65,65,59,23,61,72,28,58,95,19,42,87,57,38,69,26,20,68,16,39,39,63,21,92,29,75,55,84,50,78,22
57,19,32,14,51,26,73,57,75,99,58,21,69,91,99,88,38,56,73,35,86,61,84,71,94,10,71,36,99,63,35,71,47,88,94,12,99,15,60,48,85,77,91,74,81,48,14,82,0,54,50,84,97,63,63,91,46,44,61,53,12,31,37,62,33,60,43,84,50,69,97,12,68,95,19,64,61,11,65,100,85,41,38,92,48,87,86,93,63,15,52,25,53,75,91,48,64,37,92,11,14,67,39,14,38,32,97,59,35,94,89,40,57
100,92,65,78,44,65,21,47,78,85,22,92,14,19,18,26,99,43,64,10,18,43,18,23,48,73,100,43,67,95,19,91,84,77,95,18,66,59,22,99,57,91,34,93,47,75,44,44,54,0,60,85,53,99,17,40,10,10,56,60,58,33,31,97,42,27,90,56,12,45,20,34,91,85,38,17,14,83,69,53,28,60,89,45,18,58,21,28,64,59,42,10,77,18,82,83,64,14,92,17,78,11,78,19,18,68,27,81,34,97,92,74,100
69,91,74,87,26,47,35,39,89,16,15,22,21,96,56,34,19,44,80,12,54,12,31,26,17,82,90,53,30,78,41,26,18,48,18,67,84,50,61,58,74,13,69,93,84,40,18,11,50,60,0,22,67,25,18,18,20,25,30,75,79,83,41,52,53,24,94,61,62,94,66,40,32,14,14,26,53,73,90,70,28,95,58,15,82,58,16,13,51,72,86,52,90,61,78,71,77,20,99,38,73,47,62,84,62,98,55,25,50,47,60,40,69
21,40,42,52,20,85,81,15,34,49,33,70,59,67,29,21,40,87,73,26,91,88,54,49,85,32,47,97,70,62,85,19,71,40,42,52,56,45,45,58,80,42,77,70,12,35,27,74,84,85,22,0,13,92,29,98,46,56,82,37,34,74,92,11,82,85,17,29,74,46,32,55,34,94,79,64,24,71,97,52,15,85,75,74,40,76,45,48,70,70,19,37,38,86,99,94,46,95,79,17,64,11,86,40,57,70,35,26,74,24,97,98,21
37,22,45,39,14,70,11,54,58,10,26,45,46,57,91,86,79,11,81,41,56,58,32,44,79,75,31,24,42,95,21,22,75,30,66,36,51,55,45,89,36,93,15,20,68,22,70,55,97,53,67,13,0,34,74,37,42,45,39,92,87,65,57,30,27,23,61,66,31,79,39,42,66,34,81,27,69,53,77,84,48,43,41,49,52,58,65,17,99,11,69,24,92,80,62,81,18,83,57,28,51,29,31,60,29,54,62,45,91,15,22,100,37
17,80,71,17,61,78,16,56,59,44,16,56,57,50,19,74,90,46,85,48,79,90,98,70,100,89,78,71,11,12,40,37,10,24,56,13,45,30,16,52,10,13,80,57,31,45,24,93,63,99,25,92,34,0,44,35,13,32,81,79,43,67,14,84,97,61,77,29,81,69,75,40,75,58,47,10,45,17,94,64,17,52,72,94,83,54,80,16,32,14,22,62,20,44,68,69,56,63,49,68,29,49,38,91,93,51,39,87,76,59,55,100,17
47,66,31,51,57,32,42,26,63,89,27,46,65,52,99,39,59,38,95,89,31,60,82,61,24,86,49,94,50,78,86,30,76,70,86,91,77,25,20,35,71,72,14,84,26,75,13,64,63,17,18,29,74,44,0,48,96,39,59,71,57,72,53,69,85,46,45,41,12,89,51,42,92,40,35,92,82,54,22,37,19,71,18,49,31,30,86,14,54,71,24,89,61,95,86,56,16,84,90,66,15,95,81,35,98,31,12,62,91,16,76,87,47
46,21,40,47,15,32,52,48,99,11,62,82,36,98,73,48,78,84,45,75,39,82,89,45,63,94,46,31,14,97,65,19,86,96,46,65,83,16,30,44,56,39,62,73,80,38,84,75,91,40,18,98,37,35,48,0,29,28,36,86,16,41,83,29,87,22,88,12,38,96,45,18,66,15,75,73,83,76,70,49,95,90,47,50,96,71,10,65,28,57,11,40,17,81,23,48,20,71,41,57,41,64,32,25,76,81,46,18,84,50,94,49,46
92,69,66,39,32,76,70,17,49,91,69,37,67,33,12,14,48,25,72,56,12,60,100,85,40,84,70,28,36,16,21,96,24,33,20,95,92,86,22,11,33,12,38,42,90,64,18,13,46,10,20,46,42,13,96,29,0,87,99,65,14,43,78,100,34,74,37,66,60,98,54,66,96,12,47,71,97,84,97,39,26,79,23,99,26,63,52,50,90,23,13,75,17,60,10,34,15,94,14,78,49,10,96,42,65,73,88,28,46,15,25,87,92
22,49,39,100,47,16,72,83,39,38,83,81,20,43,93,66,23,29,50,70,53,50,83,20,73,59,50,43,44,70,92,30,59,28,28,67,83,46,37,66,77,18,92,62,81,29,84,54,44,10,25,56,45,32,39,28,87,0,21,10,76,10,27,19,69,59,16,54,80,47,27,49,13,73,41,94,17,88,19,72,17,91,58,47,100,45,96,38,94,10,29,43,18,26,36,91,27,98,76,65,17,31,57,16,59,64,47,64,52,45,31,12,22
85,35,80,12,58,52,77,38,44,80,19,71,37,67,52,100,28,31,39,68,26,79,43,81,93,77,80,77,67,22,81,14,56,85,23,36,78,29,97,26,68,26,91,18,21,50,82,46,61,56,30,82,39,81,59,36,99,21,0,73,18,85,53,43,99,66,93,28,70,84,48,77,66,50,52,100,26,13,74,87,86,74,28,83,38,41,18,74,39,39,55,96,74,97,77,31,96,78,21,41,92,74,39,53,100,73,30,21,47,74,67,98,85
74,69,50,95,28,46,53,91,97,21,53,58,51,17,63,53,65,92,93,60,13,13,39,39,89,73,91,95,69,70,94,53,70,19,71,33,25,42,31,25,13,75,39,93,84,30,69,47,53,60,75,37,92,79,71,86,65,10,73,0,73,98,94,50,19,48,41,86,39,48,27,22,16,22,78,29,54,56,37,80,88,32,10,18,87,62,99,26,51,74,27,16,90,31,35,81,53,64,79,79,30,76,76,21,38,26,13,17,86,97,23,68,74
