108
28,27,13,50,30,82,94,26,19,73,47,53,0,14,27,51,63,43,45,65,27,97,42,75,93,40,79,14,23,72,15,36,44,59,12,55,73,16,86,72,19,77,18,27,94,50,55,64,34,79,12,74,61,88,32,96,59,46,45,18,43,62,64,65,56,60,14,11,24,94,39,16,78,96,97,66,41,48,66,73,55,20,54,76,97,91,64,87,68,27,73,12,84,39,64,44,25,64,40,14,48,76,11,29,33,99,78,58,32,28
69,17,89,58,19,49,67,95,88,65,75,82,14,0,94,69,17,12,48,27,39,65,94,11,63,87,41,13,14,39,90,65,80,52,62,78,35,34,69,99,50,54,65,80,72,98,79,83,67,54,32,42,44,79,59,65,24,78,13,35,58,59,86,54,50,27,96,50,42,24,29,34,99,34,91,17,89,50,83,15,11,19,31,11,60,91,41,71,12,46,91,40,76,36,14,49,16,12,94,17,76,22,15,56,89,26,96,96,23,69
53,66,37,68,30,45,54,30,96,50,23,95,27,94,0,12,68,69,100,67,18,32,36,20,68,60,99,36,51,32,73,58,29,77,42,54,92,36,18,95,75,93,98,36,82,12,60,91,41,68,57,93,47,19,63,98,59,13,65,100,87,24,97,67,56,25,14,30,15,22,94,66,30,11,89,97,70,67,25,48,46,46,41,85,20,94,69,70,96,36,97,86,48,54,98,84,35,96,53,71,24,22,33,51,60,59,20,86,38,53
44,98,35,97,47,83,53,19,37,35,34,28,51,69,12,0,40,74,55,51,45,76,11,83,54,58,10,54,14,60,32,16,46,100,12,100,42,36,23,93,60,61,74,64,70,75,77,73,75,18,49,13,23,39,85,98,22,84,28,95,18,17,81,26,29,88,31,72,13,100,58,86,17,32,18,63,56,88,95,18,22,87,90,92,12,27,31,82,26,92,80,46,88,100,38,72,84,17,88,70,51,50,31,37,83,28,99,59,83,44
68,62,79,56,63,81,90,93,29,87,32,15,63,17,68,40,0,96,32,73,18,33,72,60,80,45,88,94,19,69,56,58,87,18,62,60,80,77,61,78,80,90,56,94,17,28,15,44,37,42,39,87,11,13,69,35,12,49,34,42,40,40,46,17,80,19,44,60,21,79,49,77,53,88,71,32,16,85,96,75,62,46,48,36,54,47,99,60,55,97,88,75,84,79,13,85,50,100,41,27,48,79,62,48,62,52,81,58,95,68
85,53,30,15,93,75,87,46,18,54,85,26,43,12,69,74,96,0,70,35,48,69,77,82,71,11,78,65,86,36,55,25,16,55,84,29,75,85,39,92,51,22,66,85,46,96,50,53,44,61,71,25,32,21,91,77,27,37,46,67,75,89,94,99,53,52,55,15,14,99,25,96,22,87,70,32,71,99,72,79,94,48,34,93,48,33,100,86,36,20,68,58,73,78,54,20,57,32,10,96,85,34,80,45,30,52,12,29,23,85
21,82,81,78,44,27,49,70,65,29,31,78,45,48,100,55,32,70,0,83,90,35,17,82,46,82,56,85,30,58,73,27,84,89,52,28,100,13,84,77,91,70,45,31,46,84,52,63,26,21,37,42,35,33,15,63,64,51,44,14,32,11,100,54,50,80,91,37,55,94,12,28,74,90,39,40,35,53,53,34,50,89,42,55,30,27,26,50,88,59,87,71,41,79,34,84,38,50,93,44,83,75,100,31,56,82,42,47,28,21
18,33,54,53,69,70,56,96,40,59,99,92,65,27,67,51,73,35,83,0,100,33,96,30,84,17,23,25,29,99,23,18,95,65,84,25,65,88,16,59,32,19,36,48,74,97,64,75,44,87,35,64,37,70,91,76,19,84,22,62,28,76,29,80,57,31,77,45,75,58,51,86,61,81,89,31,84,69,73,52,47,97,99,10,74,23,100,71,28,29,28,20,28,89,48,98,38,35,28,76,81,67,10,38,51,86,82,61,31,18
43,42,99,55,59,53,30,25,100,98,47,37,27,39,18,45,18,48,90,100,0,57,55,88,26,21,44,77,10,42,79,49,54,32,87,25,23,26,84,20,42,20,76,14,80,64,25,39,75,94,20,87,52,53,34,61,19,23,100,71,74,20,45,82,27,77,56,64,75,53,59,98,71,28,44,36,34,49,16,14,43,56,35,80,21,46,16,50,40,13,21,21,69,26,79,43,23,37,37,61,81,66,64,53,43,24,18,77,71,43
84,56,100,78,64,59,17,63,16,70,49,26,97,65,32,76,33,69,35,33,57,0,81,87,83,45,32,88,11,63,87,70,85,38,78,94,55,89,36,67,81,94,87,78,31,78,52,53,28,100,87,69,54,38,53,38,21,77,12,88,29,22,19,73,94,22,99,71,10,30,21,77,31,17,50,84,93,82,19,79,91,31,26,24,82,41,64,70,14,68,27,63,71,16,78,43,41,49,39,76,20,10,82,77,17,53,92,19,19,84
86,39,84,27,45,69,82,93,72,90,41,88,42,94,36,11,72,77,17,96,55,81,0,59,94,64,18,50,70,54,54,45,96,50,32,43,71,78,18,50,67,33,26,38,51,68,46,53,71,90,22,48,84,47,83,99,54,38,63,89,86,47,25,85,31,89,84,64,40,98,21,21,43,39,96,24,29,94,75,34,60,30,62,20,17,99,63,46,45,97,45,32,54,88,15,42,69,33,32,84,54,11,73,20,36,97,64,88,13,86
49,79,46,42,87,10,36,64,45,84,23,21,75,11,20,83,60,82,82,30,88,87,59,0,77,58,29,62,92,22,98,22,44,57,74,85,96,36,25,98,22,36,15,80,44,99,70,47,81,75,84,16,13,83,76,19,18,63,63,87,77,87,43,56,52,49,40,81,43,79,21,90,17,93,18,47,76,80,88,25,22,45,72,81,84,18,46,87,58,94,54,77,35,80,70,47,34,89,41,11,14,14,89,26,74,10,72,25,64,49
84,49,12,56,55,21,65,87,98,30,96,98,93,63,68,54,80,71,46,84,26,83,94,77,0,85,10,77,24,65,77,98,27,33,19,55,31,97,42,89,59,33,47,37,69,11,85,50,26,73,21,19,41,62,100,69,39,95,95,35,98,82,53,79,97,95,11,43,63,90,17,51,41,48,69,18,83,19,24,13,19,84,62,26,59,33,73,10,98,14,96,97,45,62,19,30,37,39,96,46,31,41,18,40,78,50,61,24,69,84
77,77,17,43,25,64,48,23,16,11,100,11,40,87,60,58,45,11,82,17,21,45,64,58,85,0,22,20,58,98,58,65,18,88,30,49,95,42,59,82,22,26,15,47,24,59,77,12,80,22,96,68,86,46,77,79,98,70,49,53,71,25,94,66,19,18,77,87,88,64,98,77,77,48,56,53,32,58,92,56,100,43,16,30,50,35,88,96,37,85,78,32,92,100,81,52,77,97,44,57,72,72,61,99,52,79,43,11,85,77
90,88,45,81,66,52,56,18,39,40,80,49,79,41,99,10,88,78,56,23,44,32,18,29,10,22,0,24,49,58,40,97,74,31,56,30,14,25,29,56,12,26,41,51,51,49,47,69,26,86,97,20,54,82,18,19,63,88,31,57,32,66,42,56,75,40,23,96,35,91,30,63,60,87,80,89,32,94,94,68,27,64,68,93,58,20,19,24,75,55,66,19,73,93,28,21,94,42,82,37,10,51,92,64,73,90,26,98,53,90
57,14,78,12,44,72,28,69,42,96,52,53,14,13,36,54,94,65,85,25,77,88,50,62,77,20,24,0,87,25,73,89,12,40,73,33,95,68,32,89,76,64,49,45,42,55,34,17,30,95,79,13,99,96,26,65,33,78,49,63,43,59,90,34,19,15,65,86,100,95,69,15,31,84,19,41,61,37,33,46,65,82,12,50,82,12,83,91,44,63,56,84,45,41,42,27,73,35,27,62,55,50,87,32,98,90,79,65,70,57
61,17,43,37,16,35,25,53,41,92,60,57,23,14,51,14,19,86,30,29,10,11,70,92,24,58,49,87,0,44,19,79,86,98,48,86,38,12,81,56,20,29,64,16,72,57,59,25,13,71,56,81,90,92,25,65,20,30,59,35,16,37,48,90,70,84,89,34,89,40,93,58,11,95,12,67,24,46,13,88,26,23,71,20,87,72,75,61,15,14,14,41,30,14,42,55,36,18,14,83,57,98,71,78,48,46,40,59,93,61
73,37,33,69,54,12,55,64,50,64,23,48,72,39,32,60,69,36,58,99,42,63,54,22,65,98,58,25,44,0,14,29,83,94,37,61,38,99,95,70,52,32,98,66,11,75,46,76,73,11,88,88,11,70,90,36,27,39,26,21,71,43,81,99,87,87,37,93,26,21,30,48,20,100,73,62,91,96,11,93,65,100,88,13,27,71,64,55,74,92,57,72,88,84,15,80,80,92,44,68,38,95,67,16,67,21,37,67,66,73
13,14,10,94,17,69,37,97,59,40,23,88,15,90,73,32,56,55,73,23,79,87,54,98,77,58,40,73,19,14,0,82,35,93,66,36,36,22,61,34,86,61,89,31,80,37,28,25,38,85,74,76,62,87,11,70,52,65,21,20,62,16,30,52,76,30,17,47,14,85,10,87,34,81,49,23,82,23,16,59,98,76,43,31,79,54,60,39,76,13,47,35,22,86,77,53,14,42,92,34,71,47,96,87,39,20,30,13,56,13
55,44,73,75,36,57,55,53,42,82,78,26,36,65,58,16,58,25,27,18,49,70,45,22,98,65,97,89,79,29,82,0,82,26,10,19,85,82,20,95,65,92,79,29,65,91,49,73,83,15,69,60,22,79,84,16,27,46,55,53,35,96,20,27,19,31,69,39,43,37,22,54,23,25,63,59,78,86,61,53,60,50,34,94,58,89,55,16,25,42,18,99,31,68,95,45,76,94,11,90,22,92,37,12,69,69,33,27,82,55
13,25,39,42,53,85,24,53,23,91,43,32,44,80,29,46,87,16,84,95,54,85,96,44,27,18,74,12,86,83,35,82,0,90,98,20,20,32,100,77,53,19,71,69,45,88,43,53,11,91,60,58,27,73,94,67,81,79,84,21,47,58,67,28,51,49,48,43,10,39,98,61,46,37,47,15,33,85,21,80,29,24,14,78,68,69,45,90,66,46,48,51,28,14,16,46,29,44,74,42,41,40,68,52,20,85,38,38,76,13
13,34,33,91,71,23,85,53,19,74,42,27,59,52,77,100,18,55,89,65,32,38,50,57,33,88,31,40,98,94,93,26,90,0,85,92,15,18,62,33,92,18,29,86,35,40,73,56,91,36,41,30,86,35,98,19,29,23,32,89,98,76,31,41,52,54,35,60,48,37,11,18,71,16,27,82,38,80,18,34,17,60,48,87,97,92,18,16,79,60,30,50,44,69,27,49,72,44,14,15,51,45,58,59,35,63,12,90,64,13
17,66,87,28,43,41,20,75,50,23,32,84,12,62,42,12,62,84,52,84,87,78,32,74,19,30,56,73,48,37,66,10,98,85,0,50,12,42,80,38,28,62,12,27,36,92,59,69,54,37,14,12,43,19,54,54,40,30,37,62,81,34,76,91,42,10,70,18,13,61,19,79,11,63,95,82,53,15,63,59,50,53,82,28,42,84,63,97,48,87,85,31,94,42,52,60,34,63,81,73,25,20,96,81,24,10,73,58,96,17
75,85,82,94,17,40,98,68,24,47,76,78,55,78,54,100,60,29,28,25,25,94,43,85,55,49,30,33,86,61,36,19,20,92,50,0,70,50,24,72,76,28,70,38,61,26,91,55,91,26,33,49,57,43,11,76,36,58,26,82,56,23,22,41,67,38,60,37,49,71,67,86,84,63,25,35,45,41,13,64,34,44,50,12,55,34,60,82,68,76,78,10,26,53,69,73,15,57,92,15,53,93,22,96,28,78,28,68,37,75
90,63,80,40,10,81,13,92,28,56,79,33,73,35,92,42,80,75,100,65,23,55,71,96,31,95,14,95,38,38,36,85,20,15,12,70,0,20,34,38,83,38,99,94,62,30,39,95,50,78,55,10,32,94,11,10,11,67,87,10,43,64,52,57,44,18,94,64,97,97,15,97,96,82,64,37,42,53,56,94,53,20,78,43,64,12,70,32,82,43,43,32,84,75,72,93,39,10,31,73,34,11,90,55,99,100,65,31,21,90
88,51,24,32,13,77,62,60,52,46,52,70,16,34,36,36,77,85,13,88,26,89,78,36,97,42,25,68,12,99,22,82,32,18,42,50,20,0,84,63,47,17,60,13,42,54,84,62,16,76,67,60,74,79,95,20,75,41,64,69,41,74,12,61,94,18,56,100,94,38,21,21,78,85,59,10,60,87,23,63,15,38,74,84,21,36,92,43,39,51,94,48,91,98,18,83,99,76,85,29,70,16,74,100,11,91,40,31,22,88
80,86,55,70,40,15,12,60,82,90,23,88,86,69,18,23,61,39,84,16,84,36,18,25,42,59,29,32,81,95,61,20,100,62,80,24,34,84,0,67,100,21,28,61,47,28,15,82,29,100,55,60,19,38,65,98,93,19,87,37,53,20,99,27,89,57,67,79,21,52,82,24,81,10,21,23,70,25,78,46,53,18,42,100,60,76,42,48,32,84,86,85,33,58,12,45,81,13,66,31,85,60,63,15,56,49,93,27,31,80
70,47,17,27,24,66,87,45,73,59,76,93,72,99,95,93,78,92,77,59,20,67,50,98,89,82,56,89,56,70,34,95,77,33,38,72,38,63,67,0,17,90,86,86,88,12,87,81,88,29,21,73,86,36,84,50,97,28,88,78,16,98,96,37,51,93,65,19,62,89,26,16,10,38,87,24,84,19,83,63,69,88,36,60,30,99,50,33,44,66,81,22,58,23,83,15,89,71,95,37,21,93,52,37,63,38,99,17,68,70
28,60,15,47,38,76,93,43,53,96,20,67,19,50,75,60,80,51,91,32,42,81,67,22,59,22,12,76,20,52,86,65,53,92,28,76,83,47,100,17,0,26,99,92,24,92,40,63,58,10,81,70,58,71,30,84,20,53,30,25,12,90,23,45,49,84,75,58,88,30,62,32,91,61,40,89,91,64,32,25,56,56,77,64,49,51,38,81,87,44,17,29,89,27,77,55,30,23,13,88,48,21,32,97,32,11,78,97,92,28
95,97,60,75,80,77,60,15,88,61,45,60,77,54,93,61,90,22,70,19,20,94,33,36,33,26,26,64,29,32,61,92,19,18,62,28,38,17,21,90,26,0,18,66,92,79,50,66,100,82,65,17,62,41,75,88,45,52,17,36,36,31,15,53,49,12,69,55,21,93,77,26,98,42,36,78,88,64,97,98,12,58,83,68,60,24,16,78,47,70,44,81,26,78,35,84,86,16,70,37,10,90,26,54,100,88,55,97,18,95
38,95,23,20,99,100,65,92,50,55,67,69,18,65,98,74,56,66,45,36,76,87,26,15,47,15,41,49,64,98,89,79,71,29,12,70,99,60,28,86,99,18,0,45,88,97,80,99,90,37,83,94,99,41,85,22,60,76,10,27,36,48,35,32,50,80,94,29,48,83,33,79,81,65,16,67,68,90,87,68,13,80,85,82,83,28,58,86,59,26,55,77,12,60,60,86,86,26,60,29,65,48,99,70,58,86,58,81,19,38
58,67,23,21,73,55,85,93,56,39,19,87,27,80,36,64,94,85,31,48,14,78,38,80,37,47,51,45,16,66,31,29,69,86,27,38,94,13,61,86,92,66,45,0,73,97,35,88,88,72,53,36,64,78,81,46,63,16,94,22,49,93,81,30,72,96,21,39,34,15,58,43,33,43,70,33,49,14,98,54,83,53,45,57,77,23,49,20,40,49,59,15,31,84,35,54,84,49,15,95,62,39,70,79,17,79,40,91,49,58
92,94,28,92,50,70,56,32,35,62,41,31,94,72,82,70,17,46,46,74,80,31,51,44,69,24,51,42,72,11,80,65,45,35,36,61,62,42,47,88,24,92,88,73,0,20,41,40,11,51,10,10,79,54,39,100,67,36,66,83,16,54,21,85,37,45,45,72,61,49,93,62,91,91,14,42,57,37,81,53,100,92,15,72,96,96,57,98,34,77,49,81,59,57,100,10,60,59,26,35,14,36,93,44,71,68,71,62,85,92
19,55,57,68,90,88,22,79,18,70,83,36,50,98,12,75,28,96,84,97,64,78,68,99,11,59,49,55,57,75,37,91,88,40,92,26,30,54,28,12,92,79,97,97,20,0,25,26,51,78,87,87,60,23,54,14,13,83,92,49,29,65,45,28,85,88,32,84,17,15,51,35,64,95,99,13,30,92,37,21,37,19,98,54,35,96,92,16,32,76,72,75,47,93,55,13,96,40,89,56,11,98,87,17,31,89,67,70,59,19
72,93,46,40,57,89,35,65,32,65,91,75,55,79,60,77,15,50,52,64,25,52,46,70,85,77,47,34,59,46,28,49,43,73,59,91,39,84,15,87,40,50,80,35,41,25,0,36,68,99,89,18,19,25,61,84,29,10,33,28,83,83,94,25,99,62,74,14,28,91,88,51,17,63,61,61,22,84,36,97,38,98,33,40,76,84,11,75,43,69,61,98,78,43,52,55,36,10,48,32,32,74,42,19,43,36,64,34,65,72
92,72,11,72,88,16,60,61,32,18,14,90,64,83,91,73,44,53,63,75,39,53,53,47,50,12,69,17,25,76,25,73,53,56,69,55,95,62,82,81,63,66,99,88,40,26,36,0,46,32,15,30,36,34,84,87,96,53,69,90,42,43,63,54,37,90,71,49,24,62,87,54,83,82,37,42,49,22,52,15,41,64,61,82,53,79,75,35,27,88,31,33,75,46,24,30,62,48,61,20,62,72,78,20,84,32,85,93,56,92
25,37,18,13,33,48,65,98,69,65,55,51,34,67,41,75,37,44,26,44,75,28,71,81,26,80,26,30,13,73,38,83,11,91,54,91,50,16,29,88,58,100,90,88,11,51,68,46,0,88,88,51,77,25,75,39,75,19,95,45,12,72,31,43,14,75,39,16,99,67,41,98,27,36,48,45,48,57,96,72,39,63,73,26,26,51,22,86,37,86,52,40,58,42,31,12,87,87,34,28,23,30,58,94,88,47,75,32,28,25
67,66,87,94,69,92,27,84,66,91,91,71,79,54,68,18,42,61,21,87,94,100,90,75,73,22,86,95,71,11,85,15,91,36,37,26,78,76,100,29,10,82,37,72,51,78,99,32,88,0,88,74,92,92,59,99,14,79,50,75,71,40,62,93,44,94,30,42,64,34,93,95,38,10,85,79,11,65,61,84,31,57,74,64,78,14,92,89,52,89,38,13,73,77,76,16,42,17,37,51,45,57,71,71,23,39,69,11,21,67
78,37,84,10,25,13,81,19,71,53,57,66,12,32,57,49,39,71,37,35,20,87,22,84,21,96,97,79,56,88,74,69,60,41,14,33,55,67,55,21,81,65,83,53,10,87,89,15,88,88,0,11,46,76,100,99,63,86,85,100,37,19,78,83,56,96,47,43,71,30,23,11,49,71,60,81,72,70,84,83,87,85,81,33,96,17,17,92,11,69,81,10,33,69,40,24,89,24,73,10,32,83,96,25,68,22,39,47,72,78
69,60,84,45,63,63,64,97,66,70,97,67,74,42,93,13,87,25,42,64,87,69,48,16,19,68,20,13,81,88,76,60,58,30,12,49,10,60,60,73,70,17,94,36,10,87,18,30,51,74,11,0,75,24,18,49,22,26,85,53,88,32,24,42,96,68,12,17,77,98,31,73,68,14,61,34,40,46,30,35,88,90,58,44,16,36,62,40,45,36,57,80,57,48,80,12,95,87,58,56,56,16,45,69,38,20,100,60,49,69
94,51,19,99,63,11,24,15,48,50,37,56,61,44,47,23,11,32,35,37,52,54,84,13,41,86,54,99,90,11,62,22,27,86,43,57,32,74,19,86,58,62,99,64,79,60,19,36,77,92,46,75,0,16,33,43,33,97,22,37,54,46,59,38,11,100,86,82,18,94,28,40,61,47,21,45,11,73,97,14,75,81,77,63,75,33,55,19,82,85,55,43,46,57,91,21,100,48,11,46,48,94,89,19,79,51,63,44,47,94
37,80,57,41,91,84,20,62,71,72,71,82,88,79,19,39,13,21,33,70,53,38,47,83,62,46,82,96,92,70,87,79,73,35,19,43,94,79,38,36,71,41,41,78,54,23,25,34,25,92,76,24,16,0,46,25,55,53,78,46,47,49,21,76,27,33,21,85,90,35,19,39,74,74,67,77,38,92,54,43,32,76,27,42,26,68,81,26,37,50,95,20,71,20,38,16,75,26,36,29,87,53,77,22,90,82,66,38,80,37
36,74,68,27,30,47,34,67,82,93,56,74,32,59,63,85,69,91,15,91,34,53,83,76,100,77,18,26,25,90,11,84,94,98,54,11,11,95,65,84,30,75,85,81,39,54,61,84,75,59,100,18,33,46,0,35,28,40,92,79,39,48,31,99,78,81,76,68,31,47,70,51,51,76,32,99,11,72,96,33,67,60,65,15,89,85,69,37,21,43,30,47,58,53,44,81,63,53,13,70,17,94,87,37,98,37,12,55,34,36
66,18,24,72,93,65,14,16,65,37,87,34,96,65,98,98,35,77,63,76,61,38,99,19,69,79,19,65,65,36,70,16,67,19,54,76,10,20,98,50,84,88,22,46,100,14,84,87,39,99,99,49,43,25,35,0,60,28,59,96,92,92,77,48,98,55,52,12,41,70,73,15,47,93,54,11,39,78,42,77,73,13,89,72,64,24,85,82,16,79,83,83,47,58,75,69,90,13,35,38,58,94,82,50,76,84,51,91,44,66
33,26,95,48,32,70,58,61,56,78,72,83,59,24,59,22,12,27,64,19,19,21,54,18,39,98,63,33,20,27,52,27,81,29,40,36,11,75,93,97,20,45,60,63,67,13,29,96,75,14,63,22,33,55,28,60,0,37,34,82,74,14,24,98,81,64,23,88,60,29,88,84,17,97,51,44,97,32,95,26,35,57,73,61,38,38,72,87,65,59,52,47,21,80,28,79,53,16,36,64,30,60,96,64,52,93,79,64,89,33
64,23,63,32,91,97,14,19,94,54,33,36,46,78,13,84,49,37,51,84,23,77,38,63,95,70,88,78,30,39,65,46,79,23,30,58,67,41,19,28,53,52,76,16,36,83,10,53,19,79,86,26,97,53,40,28,37,0,69,29,11,30,63,31,78,34,44,97,60,71,42,18,61,30,31,96,98,40,73,83,100,94,93,37,94,65,84,36,83,37,38,85,27,88,60,44,85,47,61,57,56,41,30,42,66,22,25,33,100,64
91,65,46,40,97,74,16,35,51,23,34,12,45,13,65,28,34,46,44,22,100,12,63,63,95,49,31,49,59,26,21,55,84,32,37,26,87,64,87,88,30,17,10,94,66,92,33,69,95,50,85,85,22,78,92,59,34,69,0,30,13,83,41,86,32,63,45,62,100,53,54,53,61,46,82,31,38,64,65,99,61,52,22,44,39,56,17,59,50,90,85,32,36,65,57,83,94,90,86,87,52,49,46,97,46,97,73,44,32,91
20,82,93,10,60,21,84,94,49,21,96,75,18,35,100,95,42,67,14,62,71,88,89,87,35,53,57,63,35,21,20,53,21,89,62,82,10,69,37,78,25,36,27,22,83,49,28,90,45,75,100,53,37,46,79,96,82,29,30,0,94,39,25,64,25,85,65,47,18,85,12,82,22,14,95,65,40,57,22,33,46,95,40,73,73,49,27,33,16,53,55,47,70,64,77,72,100,12,10,36,90,44,40,80,25,77,38,97,26,20
38,83,26,57,25,63,38,50,12,46,16,61,43,58,87,18,40,75,32,28,74,29,86,77,98,71,32,43,16,71,62,35,47,98,81,56,43,41,53,16,12,36,36,49,16,29,83,42,12,71,37,88,54,47,39,92,74,11,13,94,0,66,51,41,70,78,81,21,89,16,41,41,33,65,40,38,24,31,45,96,86,40,88,41,15,38,42,83,17,19,34,16,48,64,10,99,80,44,59,57,34,31,18,28,49,57,68,24,54,38
42,60,47,42,33,87,54,80,63,43,30,15,62,59,24,17,40,89,11,76,20,22,47,87,82,25,66,59,37,43,16,96,58,76,34,23,64,74,20,98,90,31,48,93,54,65,83,43,72,40,19,32,46,49,48,92,14,30,83,39,66,0,25,61,84,11,99,14,51,36,95,18,75,65,92,59,67,80,85,32,37,66,86,84,43,15,59,78,26,64,65,65,88,96,34,12,33,30,16,16,94,98,58,76,79,92,95,41,38,42
