70
77,63,99,67,12,33,62,98,15,88,25,62,0,49,75,33,26,14,76,68,56,19,74,19,52,24,68,74,97,95,97,42,30,30,15,12,16,33,27,90,32,30,84,25,81,69,78,99,50,57,10,23,79,43,98,33,49,82,96,79,34,67,33,92,69,80,19,86,99,71,14,77
67,63,65,18,90,10,66,65,69,36,88,89,49,0,22,92,76,13,93,58,85,75,18,12,37,25,85,20,69,19,52,20,38,46,36,42,81,23,19,53,19,80,67,80,91,37,72,96,50,17,64,75,92,37,84,79,61,10,41,79,23,66,49,69,63,28,92,55,100,97,35,67
55,57,99,77,42,89,45,64,40,74,22,17,75,22,0,49,21,55,51,79,37,96,25,47,49,17,93,42,62,62,29,86,100,53,29,48,36,15,100,90,74,50,55,44,48,73,71,33,12,12,90,76,60,84,72,41,64,82,90,48,51,50,49,86,64,29,100,44,10,37,30,55
88,11,11,79,24,66,77,20,89,28,36,33,33,92,49,0,83,92,78,81,99,76,38,13,84,86,66,26,56,37,76,83,69,67,27,45,100,15,10,38,75,12,96,36,47,52,12,49,90,15,47,10,92,23,53,92,23,86,30,38,50,40,51,42,33,44,58,88,61,81,25,88
63,99,77,77,65,83,72,68,72,27,52,67,26,76,21,83,0,49,18,93,42,11,58,79,91,39,70,91,90,36,19,13,45,33,30,18,96,42,74,94,28,82,11,56,27,34,29,12,36,45,32,40,28,76,38,98,93,89,91,38,48,74,22,57,88,39,31,22,48,48,57,63
51,90,85,11,87,77,91,96,96,14,13,16,14,13,55,92,49,0,11,45,16,27,80,49,74,30,39,55,26,75,26,84,80,36,45,98,95,19,33,36,20,16,54,18,93,51,22,52,53,46,64,73,48,29,17,30,28,64,86,84,24,32,60,85,89,79,77,44,72,32,70,51
50,69,49,18,35,75,60,47,54,10,66,16,76,93,51,78,18,11,0,48,74,82,35,42,76,84,79,64,82,68,92,49,32,42,31,57,49,21,72,33,18,21,73,98,17,56,36,80,85,78,21,86,97,80,67,89,57,25,67,11,89,19,89,81,69,28,33,63,75,94,54,50
73,70,62,30,13,46,47,80,76,72,92,72,68,58,79,81,93,45,48,0,25,91,38,32,86,36,49,46,88,58,97,87,13,48,76,63,95,46,56,19,60,41,76,13,66,83,54,87,44,43,38,43,62,73,59,55,28,46,63,13,44,29,72,19,10,68,35,96,88,94,32,73
71,59,57,91,11,18,65,50,18,71,98,96,56,85,37,99,42,16,74,25,0,92,55,18,39,96,74,38,51,87,64,74,12,24,76,33,72,94,73,43,35,27,41,75,24,84,37,13,30,94,64,70,31,94,90,84,51,100,28,36,10,21,95,46,43,25,21,53,95,46,28,71
13,54,24,43,67,100,74,44,42,96,42,59,19,75,96,76,11,27,82,91,92,0,41,75,72,22,50,38,88,12,15,16,60,91,89,17,35,49,27,84,50,57,44,13,65,46,90,44,60,50,74,17,15,75,35,34,61,82,28,44,68,38,86,82,63,72,87,26,60,28,69,13
10,43,17,31,75,21,15,48,51,13,45,33,74,18,25,38,58,80,35,38,55,41,0,88,61,48,85,68,58,72,72,86,38,73,13,54,95,35,97,53,25,78,36,36,95,58,16,12,80,46,100,52,85,61,85,28,59,35,28,62,51,47,56,98,71,11,65,20,26,35,94,10
78,80,85,20,52,68,86,52,78,31,74,62,19,12,47,13,79,49,42,32,18,75,88,0,83,23,16,91,80,99,80,48,100,35,63,64,42,49,11,11,44,27,46,92,47,44,59,62,95,26,23,50,36,84,41,34,96,50,70,100,36,96,20,24,10,17,11,34,66,10,71,78
58,95,30,25,76,22,84,91,90,25,75,20,52,37,49,84,91,74,76,86,39,72,61,83,0,69,12,25,18,40,46,90,53,29,45,92,85,12,62,27,19,100,32,34,25,73,70,30,54,48,59,92,53,60,64,31,19,76,93,11,72,52,100,52,70,28,91,31,62,71,56,58
14,36,39,57,94,89,41,85,86,86,94,20,24,25,17,86,39,30,84,36,96,22,48,23,69,0,91,12,28,22,64,30,82,59,54,98,17,72,12,100,50,54,37,81,43,52,62,94,66,82,79,92,84,11,16,75,75,61,85,81,76,97,20,44,30,12,85,91,87,65,49,14
88,48,76,59,87,70,16,62,29,44,18,53,68,85,93,66,70,39,79,49,74,50,85,16,12,91,0,35,25,94,32,68,52,45,59,89,75,10,75,31,33,44,26,54,20,83,35,52,32,51,10,12,27,30,44,84,89,70,59,82,78,19,62,94,23,31,42,73,14,99,57,88
48,64,98,19,92,34,16,34,69,57,25,67,74,20,42,26,91,55,64,46,38,38,68,91,25,12,35,0,55,98,43,87,73,71,76,71,63,28,95,32,49,78,72,94,76,42,64,92,42,65,71,62,52,99,77,53,25,88,41,40,68,36,39,14,17,47,24,75,71,44,77,48
96,35,47,83,61,32,35,23,88,28,93,89,97,69,62,56,90,26,82,88,51,88,58,80,18,28,25,55,0,24,47,73,17,81,22,37,42,81,81,68,64,90,79,99,42,38,94,97,62,67,42,17,29,76,88,79,54,23,65,20,68,79,54,92,77,81,11,42,25,36,19,96
40,54,17,43,86,25,50,92,53,48,33,24,95,19,62,37,36,75,68,58,87,12,72,99,40,22,94,98,24,0,71,11,73,14,99,72,64,19,11,86,45,99,36,46,99,90,67,50,86,81,64,81,87,34,27,20,98,66,98,42,95,88,11,15,19,59,68,17,39,53,59,40
32,69,26,40,93,25,30,51,63,54,80,36,97,52,29,76,19,26,92,97,64,15,72,80,46,64,32,43,47,71,0,82,15,74,56,83,22,98,34,94,73,24,51,38,59,19,27,50,59,98,73,38,35,89,63,28,93,25,18,31,12,40,58,37,38,37,16,58,46,60,92,32
21,66,18,72,24,38,94,60,89,39,98,40,42,20,86,83,13,84,49,87,74,16,86,48,90,30,68,87,73,11,82,0,73,71,36,44,98,27,40,94,61,10,53,39,26,91,51,14,95,67,38,51,25,89,63,20,98,65,66,26,24,92,92,60,70,60,65,87,36,80,95,21
63,76,32,29,10,17,89,10,39,78,64,89,30,38,100,69,45,80,32,13,12,60,38,100,53,82,52,73,17,73,15,73,0,25,84,71,92,57,26,17,89,10,96,40,63,60,20,52,33,27,77,37,50,11,56,66,34,68,23,94,94,100,78,70,53,42,21,97,69,56,22,63
58,92,61,93,72,70,88,71,24,37,14,45,30,46,53,67,33,36,42,48,24,91,73,35,29,59,45,71,81,14,74,71,25,0,75,97,79,96,77,45,80,57,36,38,65,77,53,75,93,13,89,39,100,17,89,31,39,77,78,46,37,28,39,66,79,25,98,76,79,52,21,58
46,68,10,41,70,43,36,74,50,79,80,87,15,36,29,27,30,45,31,76,76,89,13,63,45,54,59,76,22,99,56,36,84,75,0,58,24,88,98,30,96,68,53,67,37,86,43,31,16,95,12,68,75,57,76,94,47,69,30,35,76,31,75,57,38,96,57,22,20,29,25,46
59,38,10,25,64,45,45,71,77,73,94,65,12,42,48,45,18,98,57,63,33,17,54,64,92,98,89,71,37,72,83,44,71,97,58,0,72,95,16,76,63,30,43,73,36,27,95,31,67,15,55,65,46,89,57,13,35,76,81,54,49,89,63,21,25,14,44,13,75,69,60,59
89,17,13,57,78,17,62,28,70,83,63,95,16,81,36,100,96,95,49,95,72,35,95,42,85,17,75,63,42,64,22,98,92,79,24,72,0,95,96,55,93,33,86,72,76,89,25,49,43,24,30,54,41,77,61,81,90,64,37,81,83,28,39,59,69,82,95,18,45,61,38,89
95,16,70,54,54,96,11,62,83,25,25,34,33,23,15,15,42,19,21,46,94,49,35,49,12,72,10,28,81,19,98,27,57,96,88,95,95,0,89,39,16,76,87,21,41,67,31,20,76,37,82,52,47,21,22,18,65,83,35,20,28,61,68,33,26,78,68,97,94,96,16,95
29,63,53,73,80,38,27,45,20,23,97,26,27,19,100,10,74,33,72,56,73,27,97,11,62,12,75,95,81,11,34,40,26,77,98,16,96,89,0,80,87,89,100,91,85,34,27,80,72,31,24,37,74,89,30,33,49,77,43,73,30,81,94,84,76,48,15,81,81,94,97,29
18,33,96,73,39,35,85,95,89,14,40,12,90,53,90,38,94,36,33,19,43,84,53,11,27,100,31,32,68,86,94,94,17,45,30,76,55,39,80,0,77,61,96,98,61,31,80,58,79,51,82,57,83,28,21,86,93,29,21,13,54,40,37,85,40,85,90,49,17,97,87,18
93,85,100,39,18,29,61,58,21,50,17,29,32,19,74,75,28,20,18,60,35,50,25,44,19,50,33,49,64,45,73,61,89,80,96,63,93,16,87,77,0,32,58,52,45,34,65,80,77,67,92,40,70,80,21,86,34,55,60,51,20,79,26,15,63,91,24,43,88,64,12,93
84,13,21,82,70,55,42,14,47,72,34,23,30,80,50,12,82,16,21,41,27,57,78,27,100,54,44,78,90,99,24,10,10,57,68,30,33,76,89,61,32,0,19,96,23,90,82,28,28,58,42,19,68,55,27,34,77,89,38,78,50,66,60,29,14,59,96,79,32,78,52,84
67,90,52,79,18,13,95,53,64,36,67,21,84,67,55,96,11,54,73,76,41,44,36,46,32,37,26,72,79,36,51,53,96,36,53,43,86,87,100,96,58,19,0,10,15,19,51,87,85,53,71,82,65,60,86,99,60,63,74,64,86,23,43,15,68,61,40,36,83,95,55,67
27,51,100,46,21,27,15,94,63,83,93,44,25,80,44,36,56,18,98,13,75,13,36,92,34,81,54,94,99,46,38,39,40,38,67,73,72,21,91,98,52,96,10,0,92,69,72,99,31,45,62,95,18,90,28,85,56,32,52,67,73,90,92,82,100,58,36,59,41,45,57,27
81,14,22,69,67,53,43,35,35,17,100,27,81,91,48,47,27,93,17,66,24,65,95,47,25,43,20,76,42,99,59,26,63,65,37,36,76,41,85,61,45,23,15,92,0,69,47,93,65,69,91,54,75,20,45,62,36,67,97,84,60,30,47,73,83,82,87,78,50,21,57,81
87,38,76,86,47,70,27,31,51,42,63,53,69,37,73,52,34,51,56,83,84,46,58,44,73,52,83,42,38,90,19,91,60,77,86,27,89,67,34,31,34,90,19,69,69,0,73,99,13,87,46,39,51,64,100,76,50,67,23,13,10,92,91,24,79,100,70,19,35,95,35,87
37,47,86,49,73,57,24,100,64,78,91,15,78,72,71,12,29,22,36,54,37,90,16,59,70,62,35,64,94,67,27,51,20,53,43,95,25,31,27,80,65,82,51,72,47,73,0,57,59,53,58,13,66,45,69,55,33,93,87,83,84,75,98,24,78,86,57,41,58,52,95,37
54,21,70,25,66,39,67,29,19,20,66,49,99,96,33,49,12,52,80,87,13,44,12,62,30,94,52,92,97,50,50,14,52,75,31,31,49,20,80,58,80,28,87,99,93,99,57,0,51,83,64,77,76,47,39,41,30,61,71,63,97,93,47,10,71,44,15,52,50,37,50,54
79,70,35,50,85,36,64,85,60,26,51,52,50,50,12,90,36,53,85,44,30,60,80,95,54,66,32,42,62,86,59,95,33,93,16,67,43,76,72,79,77,28,85,31,65,13,59,51,0,98,73,76,43,73,13,60,91,32,39,97,11,80,57,17,52,36,27,92,10,46,79,79
76,98,95,78,29,43,92,100,98,35,58,100,57,17,12,15,45,46,78,43,94,50,46,26,48,82,51,65,67,81,98,67,27,13,95,15,24,37,31,51,67,58,53,45,69,87,53,83,98,0,77,93,95,69,34,71,73,46,29,86,72,61,10,79,29,46,39,97,93,15,32,76
92,87,22,69,21,72,59,34,82,46,35,26,10,64,90,47,32,64,21,38,64,74,100,23,59,79,10,71,42,64,73,38,77,89,12,55,30,82,24,82,92,42,71,62,91,46,58,64,73,77,0,97,99,55,79,47,90,15,98,75,12,47,93,60,32,49,28,62,56,26,55,92
22,84,16,24,60,14,12,88,72,68,17,56,23,75,76,10,40,73,86,43,70,17,52,50,92,92,12,62,17,81,38,51,37,39,68,65,54,52,37,57,40,19,82,95,54,39,13,77,76,93,97,0,63,22,15,48,91,41,48,23,13,80,64,84,29,66,93,93,81,30,90,22
59,43,69,86,21,81,25,53,38,12,94,87,79,92,60,92,28,48,97,62,31,15,85,36,53,84,27,52,29,87,35,25,50,100,75,46,41,47,74,83,70,68,65,18,75,51,66,76,43,95,99,63,0,31,61,60,92,75,87,55,33,99,77,75,15,58,70,87,25,40,97,59
78,94,40,33,78,35,33,99,33,44,33,38,43,37,84,23,76,29,80,73,94,75,61,84,60,11,30,99,76,34,89,89,11,17,57,89,77,21,89,28,80,55,60,90,20,64,45,47,73,69,55,22,31,0,92,65,61,40,65,13,67,46,75,25,72,44,61,69,28,60,22,78
73,85,58,45,97,35,71,91,18,77,74,50,98,84,72,53,38,17,67,59,90,35,85,41,64,16,44,77,88,27,63,63,56,89,76,57,61,22,30,21,21,27,86,28,45,100,69,39,13,34,79,15,61,92,0,35,11,98,78,84,16,58,11,11,86,34,44,31,87,17,41,73
30,65,84,97,67,31,70,98,41,94,53,64,33,79,41,92,98,30,89,55,84,34,28,34,31,75,84,53,79,20,28,20,66,31,94,13,81,18,33,86,86,34,99,85,62,76,55,41,60,71,47,48,60,65,35,0,66,60,70,99,42,17,63,84,65,41,35,95,80,92,82,30
71,12,48,15,37,74,91,61,38,65,45,81,49,61,64,23,93,28,57,28,51,61,59,96,19,75,89,25,54,98,93,98,34,39,47,35,90,65,49,93,34,77,60,56,36,50,33,30,91,73,90,91,92,61,11,66,0,99,19,60,68,42,89,46,86,30,59,36,45,70,30,71
41,32,58,38,25,68,33,77,37,20,60,55,82,10,82,86,89,64,25,46,100,82,35,50,76,61,70,88,23,66,25,65,68,77,69,76,64,83,77,29,55,89,63,32,67,67,93,61,32,46,15,41,75,40,98,60,99,0,56,76,98,63,44,72,94,22,55,96,48,20,18,41
84,70,72,11,49,13,95,79,68,78,30,43,96,41,90,30,91,86,67,63,28,28,28,70,93,85,59,41,65,98,18,66,23,78,30,81,37,35,43,21,60,38,74,52,97,23,87,71,39,29,98,48,87,65,78,70,19,56,0,94,80,58,55,67,55,68,87,87,80,59,41,84
26,81,83,73,37,66,91,53,49,93,15,35,79,79,48,38,38,84,11,13,36,44,62,100,11,81,82,40,20,42,31,26,94,46,35,54,81,20,73,13,51,78,64,67,84,13,83,63,97,86,75,23,55,13,84,99,60,76,94,0,71,68,12,83,59,56,69,35,76,38,30,26
39,19,18,27,67,41,60,49,46,53,88,43,34,23,51,50,48,24,89,44,10,68,51,36,72,76,78,68,68,95,12,24,94,37,76,49,83,28,30,54,20,50,86,73,60,10,84,97,11,72,12,13,33,67,16,42,68,98,80,71,0,39,31,94,95,20,97,37,23,66,22,39
36,23,89,74,10,100,27,59,67,33,75,29,67,66,50,40,74,32,19,29,21,38,47,96,52,97,19,36,79,88,40,92,100,28,31,89,28,61,81,40,79,66,23,90,30,92,75,93,80,61,47,80,99,46,58,17,42,63,58,68,39,0,31,98,89,67,29,39,67,89,10,36
89,71,46,94,52,86,100,50,99,75,78,55,33,49,49,51,22,60,89,72,95,86,56,20,100,20,62,39,54,11,58,92,78,39,75,63,39,68,94,37,26,60,43,92,47,91,98,47,57,10,93,64,77,75,11,63,89,44,55,12,31,31,0,78,79,79,32,75,21,45,52,89
42,67,84,33,36,64,55,98,16,94,92,85,92,69,86,42,57,85,81,19,46,82,98,24,52,44,94,14,92,15,37,60,70,66,57,21,59,33,84,85,15,29,15,82,73,24,24,10,17,79,60,84,75,25,11,84,46,72,67,83,94,98,78,0,65,66,78,13,67,61,20,42
83,67,49,31,50,57,76,20,91,94,60,100,69,63,64,33,88,89,69,10,43,63,71,10,70,30,23,17,77,19,38,70,53,79,38,25,69,26,76,40,63,14,68,100,83,79,78,71,52,29,32,29,15,72,86,65,86,94,55,59,95,89,79,65,0,81,56,66,42,32,96,83
38,73,51,17,82,98,50,58,30,30,65,28,80,28,29,44,39,79,28,68,25,72,11,17,28,12,31,47,81,59,37,60,42,25,96,14,82,78,48,85,91,59,61,58,82,100,86,44,36,46,49,66,58,44,34,41,30,22,68,56,20,67,79,66,81,0,92,92,16,21,99,38
33,33,46,100,11,98,37,44,20,79,29,54,19,92,100,58,31,77,33,35,21,87,65,11,91,85,42,24,11,68,16,65,21,98,57,44,95,68,15,90,24,96,40,36,87,70,57,15,27,39,28,93,70,61,44,35,59,55,87,69,97,29,32,78,56,92,0,58,48,25,69,33
50,87,73,85,75,46,54,65,16,31,98,71,86,55,44,88,22,44,63,96,53,26,20,34,31,91,73,75,42,17,58,87,97,76,22,13,18,97,81,49,43,79,36,59,78,19,41,52,92,97,62,93,87,69,31,95,36,96,87,35,37,39,75,13,66,92,58,0,17,35,41,50
80,96,41,57,74,86,36,56,62,95,65,49,99,100,10,61,48,72,75,88,95,60,26,66,62,87,14,71,25,39,46,36,69,79,20,75,45,94,81,17,88,32,83,41,50,35,58,50,10,93,56,81,25,28,87,80,45,48,80,76,23,67,21,67,42,16,48,17,0,21,86,80
79,50,76,43,50,79,31,47,66,35,26,60,71,97,37,81,48,32,94,94,46,28,35,10,71,65,99,44,36,53,60,80,56,52,29,69,61,96,94,97,64,78,95,45,21,95,52,37,46,15,26,30,40,60,17,92,70,20,59,38,66,89,45,61,32,21,25,35,21,0,13,79
81,36,62,45,63,85,45,60,91,81,100,36,14,35,30,25,57,70,54,32,28,69,94,71,56,49,57,77,19,59,92,95,22,21,25,60,38,16,97,87,12,52,55,57,57,35,95,50,79,32,55,90,97,22,41,82,30,18,41,30,22,10,52,20,96,99,69,41,86,13,0,81
0,17,21,35,32,19,52,36,72,48,72,97,77,67,55,88,63,51,50,73,71,13,10,78,58,14,88,48,96,40,32,21,63,58,46,59,89,95,29,18,93,84,67,27,81,87,37,54,79,76,92,22,59,78,73,30,71,41,84,26,39,36,89,42,83,38,33,50,80,79,81,0
