105
31,45,21,71,45,85,69,15,27,0,46,54,97,86,59,51,81,95,12,92,38,81,85,54,89,86,40,70,94,31,83,30,41,57,71,97,84,56,64,83,94,36,13,89,21,63,61,33,61,50,65,35,85,77,59,38,29,86,39,22,67,93,76,98,80,44,65,52,27,73,44,68,56,69,32,88,43,86,85,72,80,51,62,37,80,18,38,59,29,70,10,81,30,93,99,81,14,22,60,34,72,56,52,23,49,90,31
61,16,51,87,49,38,86,65,91,46,0,37,75,28,46,33,32,56,80,17,43,20,21,68,33,54,11,82,89,13,72,65,46,21,31,80,56,36,45,71,37,30,70,49,75,71,60,95,24,52,56,70,13,29,52,27,56,67,77,12,34,33,47,88,59,80,94,77,50,81,24,14,64,77,99,76,80,47,22,55,79,28,79,13,81,33,17,24,69,45,54,12,81,74,56,75,20,98,42,21,74,83,93,10,77,36,61
20,80,84,14,89,87,14,24,57,54,37,0,25,74,70,69,80,72,67,63,11,13,14,69,21,34,67,94,47,16,71,100,74,66,68,38,88,74,95,11,64,95,83,30,99,43,48,58,45,98,30,69,56,12,66,69,67,17,51,31,20,99,69,81,66,82,34,92,76,52,73,10,47,86,48,86,33,34,63,17,53,71,86,53,100,23,20,47,81,22,66,32,69,96,81,81,11,13,74,21,34,70,43,31,84,94,20
92,54,89,68,65,31,49,55,67,97,75,25,0,36,59,48,40,82,27,11,73,61,90,71,69,49,94,73,17,65,18,50,43,21,99,46,72,73,74,60,96,57,99,29,29,64,43,48,70,21,22,59,26,86,37,48,28,97,11,67,25,58,14,67,61,86,52,18,30,56,54,15,83,17,65,73,90,90,96,22,17,68,23,20,97,29,81,21,46,21,88,27,86,34,84,80,55,30,19,85,10,38,42,45,42,54,92
45,56,96,22,73,60,43,49,96,86,28,74,36,0,30,25,93,23,16,80,27,88,50,96,47,58,94,44,11,59,10,57,23,42,67,82,64,17,17,76,22,41,14,71,63,24,55,86,33,25,20,82,86,48,14,99,23,90,25,41,99,20,51,73,84,41,99,12,66,66,65,59,37,90,75,54,15,97,19,52,12,97,73,15,57,73,67,85,79,74,50,57,67,53,72,90,32,97,71,65,85,23,92,31,27,12,45
60,87,21,84,15,60,53,77,56,59,46,70,59,30,0,53,66,44,44,50,55,72,62,21,24,79,91,53,11,20,12,57,27,52,97,73,86,39,86,56,43,75,66,41,91,19,38,39,66,18,43,53,71,99,16,71,89,83,42,70,88,74,12,100,64,49,40,45,59,58,47,96,13,14,35,75,37,37,35,62,28,47,14,48,13,88,75,42,56,30,83,47,85,56,11,72,33,96,82,99,49,95,32,12,79,80,60
74,29,29,46,29,16,92,45,55,51,33,69,48,25,53,0,69,53,95,62,73,42,80,33,23,41,20,29,74,76,29,39,74,15,22,18,21,29,47,30,94,32,55,12,20,53,69,30,91,61,62,33,76,79,89,46,82,45,91,75,97,36,58,96,32,67,33,17,38,94,33,56,35,11,74,99,91,37,37,49,17,95,76,75,92,25,77,15,57,36,36,90,67,65,64,97,96,22,74,47,48,60,16,11,23,81,74
84,46,30,26,84,24,57,80,21,81,32,80,40,93,66,69,0,50,82,67,66,11,50,18,79,41,45,95,70,34,54,94,97,94,100,61,27,22,99,54,93,94,39,31,53,77,48,43,84,47,31,48,97,78,16,83,48,52,13,49,79,48,81,93,22,82,54,66,95,93,82,32,16,39,11,52,42,58,33,35,92,69,66,24,19,13,94,85,71,58,39,13,25,31,100,67,85,51,94,84,96,99,15,73,39,50,84
60,98,73,11,32,89,21,42,26,95,56,72,82,23,44,53,50,0,84,16,56,31,61,57,54,49,63,74,32,66,28,92,31,57,63,71,68,53,62,24,38,53,52,33,44,62,76,26,85,44,35,29,10,51,89,30,81,85,54,28,47,82,17,65,77,26,10,53,19,41,44,17,80,16,51,77,21,29,21,18,58,11,37,10,61,21,16,51,72,48,12,19,69,16,98,36,12,81,84,31,66,90,30,20,33,42,60
94,56,70,83,40,27,71,23,36,12,80,67,27,16,44,95,82,84,0,90,90,55,16,41,90,35,30,95,47,91,92,62,52,36,98,60,70,65,94,76,38,67,97,31,58,70,87,99,68,74,56,70,75,61,63,76,79,56,18,71,90,71,26,34,76,22,17,48,59,73,74,38,15,55,47,18,41,94,89,51,55,33,58,63,84,31,37,65,77,20,25,17,12,68,28,49,53,48,36,28,41,93,55,73,75,91,94
84,73,46,30,10,46,81,59,13,92,17,63,11,80,50,62,67,16,90,0,60,24,50,69,22,66,64,93,43,75,71,58,42,44,82,10,87,99,10,44,17,54,72,97,65,24,12,30,85,93,55,96,42,85,80,14,70,24,48,25,52,38,90,66,27,93,49,77,91,19,45,99,57,94,53,16,80,19,25,91,53,22,51,15,62,67,42,85,61,24,28,12,27,14,68,44,15,60,93,93,41,93,75,70,85,46,84
43,13,87,51,32,58,97,67,99,38,43,11,73,27,55,73,66,56,90,60,0,11,76,35,33,35,36,14,55,22,39,10,75,17,66,31,41,57,15,49,52,30,20,71,51,82,98,37,84,80,73,68,18,44,10,64,52,49,95,41,58,82,36,100,42,64,96,97,30,77,37,84,84,30,87,64,70,14,76,70,35,38,72,76,82,51,92,66,62,73,66,30,72,78,48,51,89,23,75,58,79,22,15,88,26,98,43
68,68,62,61,27,72,60,24,32,81,20,13,61,88,72,42,11,31,55,24,11,0,60,60,27,56,75,23,98,30,38,21,98,62,82,31,74,56,58,42,68,61,14,52,60,84,93,23,94,91,60,50,32,32,81,14,82,49,92,60,35,62,46,18,54,23,29,100,27,66,100,40,100,56,75,28,12,82,75,90,37,94,83,71,54,33,61,29,53,26,81,58,50,100,99,65,65,24,51,32,43,51,95,47,60,30,68
24,61,16,38,31,33,80,78,96,85,21,14,90,50,62,80,50,61,16,50,76,60,0,12,87,21,54,32,43,21,65,68,52,80,33,75,64,11,10,40,75,55,86,41,81,81,25,20,37,35,44,12,38,75,15,28,28,71,77,52,91,19,24,91,70,40,26,96,74,54,85,49,53,20,94,48,30,58,74,64,49,90,48,23,72,33,54,49,61,37,46,54,88,64,36,63,29,79,43,30,78,90,53,28,97,32,24
78,87,40,93,92,15,57,54,92,54,68,69,71,96,21,33,18,57,41,69,35,60,12,0,54,18,78,78,87,38,45,72,83,22,23,39,13,55,51,43,57,68,36,100,77,35,19,47,94,29,68,59,14,90,14,42,91,23,61,49,91,37,41,57,58,18,32,35,39,90,32,29,95,35,37,12,86,61,33,68,75,64,92,25,14,28,48,39,39,11,16,56,35,36,14,13,30,82,17,80,37,15,98,66,48,63,78
35,27,56,63,80,76,31,57,78,89,33,21,69,47,24,23,79,54,90,22,33,27,87,54,0,49,84,32,25,65,31,35,32,32,15,28,39,96,40,78,49,98,86,82,78,69,39,85,81,47,94,73,34,27,15,75,52,73,76,51,78,65,23,30,100,100,61,64,12,12,91,70,20,19,66,56,100,86,28,73,80,72,22,65,75,53,73,45,95,40,36,86,37,47,82,77,66,37,26,52,75,76,35,23,96,59,35
56,91,53,23,87,84,74,95,72,86,54,34,49,58,79,41,41,49,35,66,35,56,21,18,49,0,63,47,29,13,14,75,18,81,87,84,92,53,87,86,65,44,88,50,93,17,96,21,24,84,75,83,85,65,16,19,47,87,64,55,55,58,30,27,60,100,70,14,44,32,27,47,80,98,43,66,27,45,86,50,27,60,81,40,57,70,41,33,16,65,24,21,58,53,72,32,67,72,65,86,28,97,49,43,70,38,56
63,78,22,63,54,18,98,70,23,40,11,67,94,94,91,20,45,63,30,64,36,75,54,78,84,63,0,71,54,38,24,62,31,15,80,93,79,17,57,83,49,89,100,95,62,91,39,90,55,83,94,66,37,30,44,46,65,15,92,34,85,22,57,63,38,19,84,43,55,23,98,95,24,48,83,47,73,16,85,54,56,83,88,56,69,63,65,66,39,81,24,99,83,35,41,55,25,75,86,11,88,14,71,56,52,81,63
87,63,63,49,14,65,89,100,57,70,82,94,73,44,53,29,95,74,95,93,14,23,32,78,32,47,71,0,66,34,72,35,90,54,24,99,61,30,82,39,15,27,43,77,53,44,76,58,38,31,22,41,68,58,50,20,20,70,71,17,63,45,69,51,95,13,38,62,25,87,67,64,72,71,97,32,23,97,22,15,22,80,56,63,69,12,90,38,72,23,82,73,24,32,33,67,53,49,24,52,28,80,76,65,96,14,87
62,10,47,26,24,79,47,30,33,94,89,47,17,11,11,74,70,32,47,43,55,98,43,87,25,29,54,66,0,89,85,42,48,65,94,62,43,46,68,40,65,73,49,11,18,47,65,66,25,29,83,28,99,15,72,70,82,30,31,70,41,66,47,48,62,73,57,76,51,73,16,19,64,59,10,21,33,28,81,12,70,29,53,11,67,27,27,97,54,95,31,74,46,74,92,36,88,48,82,45,43,60,86,23,46,33,62
66,67,77,32,32,12,86,21,53,31,13,16,65,59,20,76,34,66,91,75,22,30,21,38,65,13,38,34,89,0,67,99,52,69,55,77,10,73,20,73,59,11,84,39,63,56,79,61,55,16,59,90,45,52,57,99,91,66,38,66,94,43,70,39,42,21,58,65,38,55,40,50,86,36,14,82,98,51,52,11,66,62,40,13,27,10,93,69,59,74,70,39,23,94,50,30,68,31,33,54,48,77,48,77,23,24,66
42,42,33,50,44,61,37,85,91,83,72,71,18,10,12,29,54,28,92,71,39,38,65,45,31,14,24,72,85,67,0,83,61,80,92,74,65,24,49,35,78,99,24,71,61,74,52,75,93,25,95,16,38,61,13,55,84,10,59,95,84,20,91,96,97,80,27,33,51,61,89,71,93,72,26,31,62,37,46,14,14,77,36,33,100,11,21,44,39,21,58,55,62,76,85,37,22,14,32,55,35,41,50,80,49,94,42
30,40,34,59,16,33,29,10,94,30,65,100,50,57,57,39,94,92,62,58,10,21,68,72,35,75,62,35,42,99,83,0,12,27,83,50,47,91,58,21,58,70,60,67,89,19,39,15,61,41,78,61,82,80,62,73,20,15,67,87,77,98,40,86,90,22,55,94,98,70,51,52,81,33,76,60,18,92,58,85,22,22,23,76,82,28,19,81,33,24,24,32,30,11,12,87,50,27,54,52,49,87,14,49,64,74,30
85,53,45,81,16,33,26,23,67,41,46,74,43,23,27,74,97,31,52,42,75,98,52,83,32,18,31,90,48,52,61,12,0,100,26,97,99,15,76,94,74,75,37,40,41,71,82,17,27,43,28,12,58,82,42,44,19,60,83,15,55,18,66,45,43,10,55,70,42,16,57,36,79,74,11,60,84,58,63,12,54,72,59,73,46,32,22,65,78,53,89,48,13,70,60,25,90,45,94,54,49,81,37,35,21,72,85
36,71,67,28,85,88,13,80,86,57,21,66,21,42,52,15,94,57,36,44,17,62,80,22,32,81,15,54,65,69,80,27,100,0,55,61,24,48,58,98,21,19,19,93,97,40,21,27,95,69,95,85,74,75,30,88,41,40,41,70,95,42,96,82,60,74,86,55,35,97,71,47,62,32,87,27,74,19,37,42,57,84,45,90,60,69,40,91,25,74,58,33,22,100,43,97,34,39,26,21,84,26,55,32,36,99,36
90,71,96,29,89,48,43,38,25,71,31,68,99,67,97,22,100,63,98,82,66,82,33,23,15,87,80,24,94,55,92,83,26,55,0,12,32,44,74,82,44,76,45,45,58,99,67,12,24,22,60,66,49,100,16,50,82,45,74,68,20,13,26,38,85,44,30,12,33,66,31,84,59,70,24,98,98,71,77,12,67,26,72,48,71,71,19,15,31,98,70,75,87,82,100,42,14,15,62,68,24,15,24,76,12,93,90
92,59,66,45,89,45,38,84,77,97,80,38,46,82,73,18,61,71,60,10,31,31,75,39,28,84,93,99,62,77,74,50,97,61,12,0,24,25,22,28,82,79,96,51,77,91,83,60,90,85,97,78,10,64,93,23,68,73,47,74,65,66,59,77,45,56,44,49,26,97,27,70,25,43,17,65,55,82,93,31,18,81,14,57,82,28,93,60,69,59,85,26,57,72,86,25,49,19,77,28,64,27,82,75,59,84,92
88,65,56,73,89,22,36,65,55,84,56,88,72,64,86,21,27,68,70,87,41,74,64,13,39,92,79,61,43,10,65,47,99,24,32,24,0,98,17,48,51,79,98,59,20,48,12,40,17,31,38,67,39,93,14,58,27,37,99,44,59,67,18,51,21,58,54,62,74,99,53,26,51,13,75,50,26,83,37,58,18,27,79,27,57,34,63,91,61,26,74,65,31,68,90,30,73,81,11,25,32,39,97,72,14,16,88
63,80,52,27,89,49,54,92,83,56,36,74,73,17,39,29,22,53,65,99,57,56,11,55,96,53,17,30,46,73,24,91,15,48,44,25,98,0,31,43,17,48,68,46,84,12,10,54,38,41,62,29,30,98,81,81,41,28,48,100,97,50,97,97,76,51,43,54,44,24,15,61,32,31,56,44,79,44,11,76,66,26,72,21,76,12,24,24,55,41,23,58,71,83,92,93,28,69,12,74,20,66,91,57,50,73,63
95,72,80,23,58,40,52,58,38,64,45,95,74,17,86,47,99,62,94,10,15,58,10,51,40,87,57,82,68,20,49,58,76,58,74,22,17,31,0,47,89,79,33,56,46,39,62,20,45,20,96,81,97,69,44,89,55,44,25,76,87,98,10,71,13,86,12,82,21,76,38,86,100,76,11,77,99,87,67,100,67,21,13,58,16,40,72,78,90,65,80,69,75,84,18,68,37,52,97,33,12,70,49,58,58,94,95
64,44,29,96,42,52,92,87,15,83,71,11,60,76,56,30,54,24,76,44,49,42,40,43,78,86,83,39,40,73,35,21,94,98,82,28,48,43,47,0,59,31,14,35,77,78,74,22,88,73,58,67,82,91,91,36,78,27,67,21,89,14,20,66,13,54,20,35,14,48,62,89,41,60,12,80,37,36,21,23,47,45,28,51,37,24,28,67,12,39,17,30,98,52,95,94,17,40,18,82,43,63,59,21,87,56,64
43,83,18,59,61,27,78,17,37,94,37,64,96,22,43,94,93,38,38,17,52,68,75,57,49,65,49,15,65,59,78,58,74,21,44,82,51,17,89,59,0,68,90,53,75,45,41,80,15,17,15,15,69,32,57,94,32,13,17,71,80,64,36,91,34,78,27,42,59,86,52,67,22,66,33,93,61,81,22,14,17,31,22,64,36,98,37,68,30,17,37,68,21,82,81,24,89,18,11,75,32,64,30,92,94,27,43
26,75,73,41,85,77,26,72,23,36,30,95,57,41,75,32,94,53,67,54,30,61,55,68,98,44,89,27,73,11,99,70,75,19,76,79,79,48,79,31,68,0,20,58,40,22,69,32,20,18,70,51,68,18,78,53,92,75,88,28,37,67,17,75,27,70,93,29,69,91,39,68,89,51,99,37,34,49,40,94,73,59,31,18,43,39,40,28,13,99,34,60,81,23,84,30,59,51,31,96,38,13,18,96,61,87,26
41,71,13,20,76,27,47,41,77,13,70,83,99,14,66,55,39,52,97,72,20,14,86,36,86,88,100,43,49,84,24,60,37,19,45,96,98,68,33,14,90,20,0,57,86,90,100,46,34,42,34,11,59,52,13,19,69,43,58,80,21,32,39,22,35,89,77,58,33,61,46,45,77,35,44,28,33,95,68,70,35,93,67,37,95,72,81,16,31,46,23,23,69,74,29,84,42,95,94,87,93,12,35,62,57,17,41
56,11,26,43,19,54,14,74,96,89,49,30,29,71,41,12,31,33,31,97,71,52,41,100,82,50,95,77,11,39,71,67,40,93,45,51,59,46,56,35,53,58,57,0,44,83,69,45,29,21,34,70,86,30,18,58,91,62,14,90,51,39,75,42,80,39,34,10,64,44,42,50,58,86,33,15,52,42,12,33,41,34,20,92,26,27,69,58,22,49,68,88,88,60,19,71,92,44,91,94,37,29,95,91,67,30,56
55,38,23,56,26,97,55,45,21,21,75,99,29,63,91,20,53,44,58,65,51,60,81,77,78,93,62,53,18,63,61,89,41,97,58,77,20,84,46,77,75,40,86,44,0,36,78,98,88,63,93,47,50,15,83,22,22,49,14,61,22,35,97,57,87,63,58,43,41,97,79,51,72,38,89,20,57,90,71,71,81,19,11,76,82,14,71,37,71,15,34,69,10,48,30,67,62,84,92,62,21,23,55,63,74,46,55
32,47,57,69,32,51,52,84,43,63,71,43,64,24,19,53,77,62,70,24,82,84,81,35,69,17,91,44,47,56,74,19,71,40,99,91,48,12,39,78,45,22,90,83,36,0,23,30,55,15,10,85,47,95,96,98,51,50,19,14,93,38,10,97,43,45,87,77,73,82,50,68,42,96,11,89,22,62,73,24,87,25,66,93,52,96,68,95,43,26,45,49,96,98,96,100,40,87,91,86,47,37,25,23,84,99,32
100,61,12,21,32,71,81,86,78,61,60,48,43,55,38,69,48,76,87,12,98,93,25,19,39,96,39,76,65,79,52,39,82,21,67,83,12,10,62,74,41,69,100,69,78,23,0,49,82,60,24,77,68,43,53,64,18,46,30,34,80,23,92,64,36,60,78,78,81,23,57,29,79,65,38,28,52,29,23,63,89,37,59,45,14,47,62,66,58,75,73,45,59,76,13,38,93,22,30,61,40,40,94,48,33,59,100
22,78,15,44,68,22,11,34,17,33,95,58,48,86,39,30,43,26,99,30,37,23,20,47,85,21,90,58,66,61,75,15,17,27,12,60,40,54,20,22,80,32,46,45,98,30,49,0,42,24,38,65,58,100,35,49,58,34,17,31,81,47,88,61,85,16,70,93,60,84,54,46,94,37,100,36,95,92,33,26,60,77,36,24,79,54,70,36,65,19,54,62,80,64,82,29,98,24,73,24,41,56,75,26,59,26,22
90,94,35,45,96,99,57,74,52,61,24,45,70,33,66,91,84,85,68,85,84,94,37,94,81,24,55,38,25,55,93,61,27,95,24,90,17,38,45,88,15,20,34,29,88,55,82,42,0,21,84,89,95,39,49,59,43,54,28,100,68,32,82,65,27,15,36,16,39,71,33,98,60,16,97,17,40,61,85,77,92,78,41,32,86,99,63,59,32,73,67,11,92,25,91,95,63,64,95,50,19,64,69,97,51,38,90
91,12,72,40,50,37,55,54,58,50,52,98,21,25,18,61,47,44,74,93,80,91,35,29,47,84,83,31,29,16,25,41,43,69,22,85,31,41,20,73,17,18,42,21,63,15,60,24,21,0,33,58,17,35,51,73,63,64,24,59,38,36,42,16,51,37,25,12,13,85,46,52,27,17,56,93,81,89,27,74,57,41,76,32,89,95,38,89,19,84,81,67,58,41,12,23,61,94,45,45,72,56,25,41,65,65,91
34,84,99,82,10,58,33,64,43,65,56,30,22,20,43,62,31,35,56,55,73,60,44,68,94,75,94,22,83,59,95,78,28,95,60,97,38,62,96,58,15,70,34,34,93,10,24,38,84,33,0,75,85,69,99,18,44,10,11,44,51,47,20,47,90,44,16,78,90,11,15,62,90,44,76,65,81,27,43,84,71,20,40,15,92,94,82,90,86,24,70,90,44,21,93,26,44,23,82,72,46,30,60,22,89,24,34
74,36,27,20,11,41,57,62,48,35,70,69,59,82,53,33,48,29,70,96,68,50,12,59,73,83,66,41,28,90,16,61,12,85,66,78,67,29,81,67,15,51,11,70,47,85,77,65,89,58,75,0,69,16,39,38,17,34,64,88,54,64,97,53,89,66,20,73,98,29,20,15,63,71,97,47,53,57,96,63,60,19,42,45,24,98,80,36,43,36,77,71,13,22,25,83,18,28,35,47,74,68,73,98,85,29,74
48,32,84,43,36,13,11,94,91,85,13,56,26,86,71,76,97,10,75,42,18,32,38,14,34,85,37,68,99,45,38,82,58,74,49,10,39,30,97,82,69,68,59,86,50,47,68,58,95,17,85,69,0,66,27,27,73,51,65,53,40,91,51,91,74,23,70,82,80,81,21,14,31,89,12,46,72,74,32,79,63,16,89,60,72,85,25,19,56,79,59,10,54,88,87,42,63,55,89,10,70,70,87,83,71,15,48
79,44,77,65,89,21,16,70,88,77,29,12,86,48,99,79,78,51,61,85,44,32,75,90,27,65,30,58,15,52,61,80,82,75,100,64,93,98,69,91,32,18,52,30,15,95,43,100,39,35,69,16,66,0,45,60,51,49,94,25,48,12,22,41,78,94,47,22,59,82,91,46,74,21,46,76,94,27,68,46,19,67,33,66,41,22,38,47,68,33,85,80,75,53,82,12,30,33,72,90,44,76,65,40,37,11,79
62,76,20,37,59,39,59,99,38,59,52,66,37,14,16,89,16,89,63,80,10,81,15,14,15,16,44,50,72,57,13,62,42,30,16,93,14,81,44,91,57,78,13,18,83,96,53,35,49,51,99,39,27,45,0,47,30,16,98,34,100,74,84,83,66,45,68,88,17,96,10,49,79,21,33,63,27,46,74,95,95,56,78,31,36,38,78,80,84,91,45,54,69,55,79,100,46,78,38,76,89,96,45,23,81,99,62
45,74,15,66,39,91,87,24,66,38,27,69,48,99,71,46,83,30,76,14,64,14,28,42,75,19,46,20,70,99,55,73,44,88,50,23,58,81,89,36,94,53,19,58,22,98,64,49,59,73,18,38,27,60,47,0,88,81,78,47,58,24,54,21,47,26,67,82,27,34,53,41,64,36,47,17,12,75,51,25,96,64,41,95,43,49,31,34,64,76,41,37,51,65,39,15,70,98,22,11,73,72,10,13,92,10,45
76,59,55,96,58,76,75,73,59,29,56,67,28,23,89,82,48,81,79,70,52,82,28,91,52,47,65,20,82,91,84,20,19,41,82,68,27,41,55,78,32,92,69,91,22,51,18,58,43,63,44,17,73,51,30,88,0,90,88,97,33,80,27,91,20,13,79,68,22,88,57,21,69,68,33,41,81,48,88,57,19,88,90,89,72,24,28,54,48,90,19,39,60,77,39,93,33,56,82,92,91,96,30,17,79,55,76
88,28,13,91,26,27,98,92,64,86,67,17,97,90,83,45,52,85,56,24,49,49,71,23,73,87,15,70,30,66,10,15,60,40,45,73,37,28,44,27,13,75,43,62,49,50,46,34,54,64,10,34,51,49,16,81,90,0,81,47,83,91,21,30,83,53,23,86,87,88,58,54,82,51,78,89,54,84,26,61,37,50,99,65,74,96,82,17,29,16,99,72,35,27,83,38,73,20,55,100,94,53,74,34,99,31,88
43,91,40,35,38,23,54,52,52,39,77,51,11,25,42,91,13,54,18,48,95,92,77,61,76,64,92,71,31,38,59,67,83,41,74,47,99,48,25,67,17,88,58,14,14,19,30,17,28,24,11,64,65,94,98,78,88,81,0,21,24,71,62,36,25,57,100,62,44,50,45,31,45,85,29,56,95,54,67,86,87,77,16,22,65,61,50,72,76,49,13,34,51,91,36,56,47,72,25,21,96,64,97,88,84,66,43
46,66,15,35,46,52,69,89,14,22,12,31,67,41,70,75,49,28,71,25,41,60,52,49,51,55,34,17,70,66,95,87,15,70,68,74,44,100,76,21,71,28,80,90,61,14,34,31,100,59,44,88,53,25,34,47,97,47,21,0,51,67,30,79,73,35,84,37,68,54,92,18,84,26,23,46,32,99,83,86,16,99,91,89,38,72,57,60,70,77,89,57,75,69,16,89,33,15,59,31,14,12,39,28,62,55,46
53,67,24,57,44,53,48,85,87,67,34,20,25,99,88,97,79,47,90,52,58,35,91,91,78,55,85,63,41,94,84,77,55,95,20,65,59,97,87,89,80,37,21,51,22,93,80,81,68,38,51,54,40,48,100,58,33,83,24,51,0,37,67,89,38,78,34,10,38,88,90,44,57,86,100,13,14,67,30,41,94,29,74,21,70,42,18,45,81,81,11,35,74,56,39,80,76,26,55,65,23,17,55,36,47,37,53
16,65,94,79,71,41,65,59,80,93,33,99,58,20,74,36,48,82,71,38,82,62,19,37,65,58,22,45,66,43,20,98,18,42,13,66,67,50,98,14,64,67,32,39,35,38,23,47,32,36,47,64,91,12,74,24,80,91,71,67,37,0,42,22,97,48,69,79,50,53,16,63,24,76,31,74,92,71,67,94,27,26,25,99,15,51,41,48,73,59,71,40,91,37,59,54,53,55,15,70,78,57,70,50,74,24,16
81,75,70,29,12,26,50,11,73,76,47,69,14,51,12,58,81,17,26,90,36,46,24,41,23,30,57,69,47,70,91,40,66,96,26,59,18,97,10,20,36,17,39,75,97,10,92,88,82,42,20,97,51,22,84,54,27,21,62,30,67,42,0,92,78,17,83,43,54,100,10,50,75,34,11,57,21,28,27,56,66,26,51,46,88,74,98,36,94,46,72,32,33,35,32,60,87,15,80,44,60,52,37,62,21,79,81
68,83,68,79,10,38,81,36,72,98,88,81,67,73,100,96,93,65,34,66,100,18,91,57,30,27,63,51,48,39,96,86,45,82,38,77,51,97,71,66,91,75,22,42,57,97,64,61,65,16,47,53,91,41,83,21,91,30,36,79,89,22,92,0,36,79,16,99,15,33,61,75,13,85,37,36,63,28,38,21,68,46,55,92,85,39,31,84,82,80,71,97,22,76,50,15,35,100,12,68,44,22,10,57,36,24,68
