119
49,48,87,93,23,50,86,36,95,0,73,81,79,10,84,56,15,56,61,88,22,20,93,49,99,61,84,56,40,60,42,10,99,74,22,88,34,100,72,76,49,27,91,70,36,22,89,90,89,32,48,70,96,13,21,26,37,84,13,21,99,51,61,64,44,76,75,90,100,83,87,73,39,84,64,79,57,90,42,45,94,12,92,46,26,66,63,16,92,41,75,70,95,82,46,99,45,83,10,15,87,35,87,43,44,91,35,38,65,12,50,88,44,24,28,61,96,15,92,29,49
100,17,47,70,59,99,35,46,37,73,0,54,45,31,68,77,55,88,19,45,19,59,66,68,58,16,98,81,89,65,46,71,46,53,41,23,20,67,72,36,43,75,92,99,16,75,85,14,73,17,28,79,42,61,99,14,28,62,31,86,20,91,44,38,51,42,68,56,54,93,44,19,82,75,11,38,70,88,85,83,66,96,44,18,84,31,17,72,85,75,64,71,92,17,97,61,49,77,90,24,65,16,60,84,70,61,62,86,81,46,18,16,92,47,22,48,23,100,40,36,100
29,71,71,28,76,27,76,91,12,81,54,0,77,48,21,70,43,39,89,34,30,46,13,66,97,51,49,63,18,39,46,89,30,93,26,82,84,88,12,88,67,51,16,76,99,36,22,69,43,58,72,25,89,46,40,63,11,67,84,34,78,79,53,23,15,71,61,34,94,45,34,25,69,75,58,17,100,93,37,19,23,71,26,48,39,75,17,94,23,62,77,39,64,44,77,22,37,31,44,39,74,56,35,44,88,41,41,12,18,27,16,44,97,96,69,40,10,23,94,11,29
85,44,30,39,26,98,20,14,24,79,45,77,0,89,91,45,67,51,22,61,36,89,17,88,27,34,80,78,44,99,48,70,18,37,80,83,80,27,44,21,30,60,86,73,50,91,82,82,42,74,97,61,45,26,10,64,50,35,84,59,27,32,38,89,90,55,72,27,75,40,35,50,93,29,95,17,21,63,55,38,59,67,39,20,80,13,83,21,63,35,18,61,62,75,61,64,13,33,93,48,75,70,72,17,71,69,25,45,77,39,20,88,35,43,13,90,23,10,17,95,85
59,67,90,48,74,71,87,60,54,10,31,48,89,0,16,90,72,51,83,62,45,76,42,21,18,22,19,59,20,63,85,27,69,81,22,10,47,89,47,11,54,13,44,76,90,43,60,19,17,96,12,55,67,33,34,18,96,66,82,63,65,88,20,88,91,44,35,65,31,29,34,39,68,18,36,31,12,68,80,29,20,94,74,96,73,71,33,25,82,30,23,27,64,89,99,75,82,98,57,35,92,59,17,89,87,100,51,97,81,57,100,17,42,45,84,85,77,72,96,58,59
48,48,94,16,60,55,87,65,56,84,68,21,91,16,0,81,70,15,20,43,99,22,77,96,53,64,13,10,39,73,15,36,97,56,61,22,32,35,65,48,47,91,80,87,33,41,34,36,34,35,35,21,54,33,15,56,91,77,10,65,35,46,47,22,32,72,78,79,54,45,26,19,33,44,62,22,68,83,25,92,24,68,11,60,46,54,70,100,34,23,29,49,81,55,77,75,60,35,33,38,66,54,73,29,92,77,73,69,51,62,20,98,66,22,43,38,42,94,59,70,48
11,60,67,14,71,55,98,90,29,56,77,70,45,90,81,0,19,80,86,33,85,26,84,82,69,95,86,60,90,77,77,72,63,42,26,70,71,39,90,58,56,11,58,93,12,14,44,55,30,22,44,34,18,75,41,61,44,37,30,76,52,90,85,38,50,49,29,70,53,23,85,92,52,12,78,40,13,81,34,66,48,56,92,93,92,59,33,12,60,31,23,63,95,90,90,80,70,85,72,77,11,31,21,42,59,47,23,72,83,79,10,39,92,68,44,26,37,82,67,47,11
75,44,88,18,26,65,84,80,16,15,55,43,67,72,70,19,0,49,91,52,19,40,95,44,45,30,76,98,17,52,23,16,24,15,56,94,88,50,50,82,12,68,96,76,58,56,42,92,99,63,62,19,64,74,53,69,76,92,42,38,25,83,45,77,31,88,57,26,46,84,56,67,72,47,34,42,90,78,70,53,54,21,11,79,31,49,13,18,69,58,39,65,94,91,93,85,77,82,20,65,69,69,51,78,48,91,61,11,41,44,97,13,26,20,45,68,41,23,75,55,75
87,98,66,83,17,69,94,66,60,56,88,39,51,51,15,80,49,0,69,21,24,10,64,14,97,15,61,62,89,96,50,32,35,45,94,22,95,65,44,50,26,27,23,49,82,87,93,20,56,44,74,10,100,35,17,54,54,56,55,15,96,94,65,72,67,90,10,70,36,62,78,67,20,20,23,36,61,65,20,26,20,51,14,68,75,48,39,84,11,17,50,91,88,54,28,61,31,100,95,85,68,30,31,48,72,94,85,54,24,55,47,60,38,82,67,44,47,64,46,61,87
82,23,13,67,24,97,64,62,65,61,19,89,22,83,20,86,91,69,0,36,68,71,89,51,48,17,96,28,92,54,38,33,89,32,79,11,21,37,20,94,67,61,93,67,48,73,90,92,15,68,78,10,74,56,93,73,91,93,64,49,90,88,99,43,48,35,45,100,90,72,25,73,54,38,27,72,61,30,30,56,16,57,39,54,10,93,32,28,16,40,41,98,89,23,88,59,26,72,24,10,15,73,66,16,32,96,49,50,19,63,89,62,38,69,15,49,77,32,22,13,82
75,37,29,89,95,99,68,13,73,88,45,34,61,62,43,33,52,21,36,0,98,81,52,53,53,61,31,74,41,76,28,81,30,21,100,91,49,36,96,85,62,53,18,45,41,21,33,76,60,67,21,13,68,90,40,82,91,48,73,61,12,50,54,30,20,81,35,45,35,52,89,48,94,86,92,33,41,34,44,71,67,86,39,37,63,17,26,45,100,75,65,73,98,54,64,19,57,39,34,50,30,45,70,37,44,39,53,49,77,65,26,39,12,68,14,61,100,98,61,85,75
83,85,48,34,61,48,15,97,85,22,19,30,36,45,99,85,19,24,68,98,0,62,13,39,41,51,43,39,46,55,53,32,28,86,26,23,95,59,73,86,92,10,41,22,76,62,23,51,83,78,13,87,28,87,61,16,28,51,59,89,27,77,36,29,43,16,90,10,19,23,88,37,60,66,99,88,64,63,93,98,40,30,77,54,96,12,21,97,12,15,10,87,47,87,42,18,19,14,46,92,42,47,15,28,17,75,24,61,62,85,53,69,24,22,50,24,84,74,40,63,83
70,34,30,63,85,65,44,34,48,20,59,46,89,76,22,26,40,10,71,81,62,0,79,33,52,50,60,69,97,28,70,59,31,90,55,63,67,88,64,51,55,66,95,46,12,70,76,84,24,32,95,97,38,14,53,87,16,68,51,90,65,62,83,82,15,38,21,87,11,84,48,58,33,24,90,18,52,82,43,78,20,24,59,62,56,87,43,12,29,58,82,69,42,26,48,94,64,96,74,31,36,54,31,46,43,58,84,94,78,30,31,48,95,50,52,32,21,100,61,20,70
79,98,72,80,64,95,67,14,39,93,66,13,17,42,77,84,95,64,89,52,13,79,0,72,19,94,62,60,58,14,62,80,22,72,83,71,23,42,18,100,84,45,56,62,87,95,65,43,21,84,22,48,15,51,37,33,81,12,88,24,70,40,95,42,21,46,37,96,31,61,89,62,95,14,90,60,71,100,51,30,41,36,46,100,25,77,51,68,23,43,95,11,52,58,33,79,60,25,25,74,65,82,71,69,77,77,66,80,55,73,71,31,56,71,56,97,28,78,42,28,79
14,27,52,83,84,11,95,42,91,49,68,66,88,21,96,82,44,14,51,53,39,33,72,0,71,43,16,59,51,36,34,16,88,47,34,83,11,57,79,41,63,69,42,36,93,97,83,97,33,11,100,41,37,21,36,20,18,59,22,69,12,17,68,97,34,89,15,62,42,55,86,71,94,35,28,68,14,73,37,22,23,91,54,86,13,83,29,39,28,83,44,80,52,50,14,72,63,64,81,82,46,11,12,96,66,42,99,89,28,78,98,24,87,44,61,89,13,90,14,55,14
24,44,53,11,71,69,95,89,56,99,58,97,27,18,53,69,45,97,48,53,41,52,19,71,0,86,74,53,43,90,47,79,96,19,62,87,75,44,92,43,91,70,48,57,83,51,18,77,30,28,39,81,56,13,63,90,41,46,87,67,73,79,67,96,52,87,78,85,27,12,25,65,64,31,19,61,88,77,87,66,63,46,26,51,13,13,89,96,64,88,41,82,16,11,11,67,32,93,93,43,77,42,12,87,53,59,62,17,14,62,41,84,32,100,30,71,96,52,100,32,24
56,60,60,89,41,32,63,52,75,61,16,51,34,22,64,95,30,15,17,61,51,50,94,43,86,0,72,19,15,28,79,91,92,90,55,26,76,50,29,58,98,86,34,21,37,26,45,59,41,93,53,79,51,100,15,69,42,60,63,51,60,99,99,18,14,90,94,27,74,62,10,81,75,33,15,22,34,60,71,14,62,13,46,90,20,67,53,56,94,36,57,61,26,68,92,77,23,42,92,64,59,59,14,100,69,37,68,40,72,66,81,79,52,63,72,49,50,64,89,11,56
64,74,18,77,11,56,46,54,89,84,98,49,80,19,13,86,76,61,96,31,43,60,62,16,74,72,0,97,90,10,85,13,100,69,59,54,66,19,36,36,21,55,45,43,24,80,41,87,40,95,64,75,85,69,43,36,36,81,16,10,85,43,56,92,90,47,46,57,89,60,66,73,84,28,21,81,47,56,100,62,57,36,35,94,98,61,15,99,56,25,60,19,88,85,93,10,33,81,66,23,39,22,81,57,70,16,35,43,18,13,55,97,69,77,42,85,62,47,43,43,64
32,67,91,58,48,14,65,60,67,56,81,63,78,59,10,60,98,62,28,74,39,69,60,59,53,19,97,0,87,91,51,10,23,100,52,64,80,54,60,87,79,74,19,77,95,81,83,80,91,12,10,25,84,92,58,41,84,57,66,82,29,45,35,21,23,21,45,81,96,84,65,11,57,26,90,77,36,86,23,52,23,85,57,43,34,62,98,70,88,72,91,88,83,82,78,53,46,50,22,90,81,29,59,30,34,88,26,88,90,11,90,22,71,12,50,97,91,91,25,45,32
24,23,95,70,26,53,57,58,16,40,89,18,44,20,39,90,17,89,92,41,46,97,58,51,43,15,90,87,0,98,100,32,74,86,37,46,84,53,68,83,79,66,73,21,46,92,60,93,46,96,48,68,40,41,12,19,20,54,15,91,86,23,19,74,61,22,74,93,28,61,91,53,28,31,40,13,78,31,22,43,42,64,12,68,97,82,100,80,95,26,96,18,52,54,53,80,28,36,48,32,46,23,40,24,93,20,58,77,70,66,70,66,63,44,11,22,39,96,41,90,24
29,52,49,89,15,92,26,77,38,60,65,39,99,63,73,77,52,96,54,76,55,28,14,36,90,28,10,91,98,0,59,13,83,88,45,76,47,40,33,36,51,76,61,21,65,97,14,49,81,22,52,35,70,96,72,94,61,80,41,65,44,15,38,63,86,30,16,73,40,98,88,18,16,70,88,41,58,69,95,33,99,69,51,26,81,52,96,86,97,45,22,32,72,53,35,96,91,39,47,78,50,20,67,67,55,44,82,79,82,24,66,55,24,23,46,37,67,35,17,53,29
52,44,91,68,35,98,96,23,40,42,46,46,48,85,15,77,23,50,38,28,53,70,62,34,47,79,85,51,100,59,0,61,71,46,38,25,77,49,40,45,69,76,80,33,48,14,90,64,37,19,85,61,68,77,17,24,78,97,39,27,13,23,41,25,70,68,66,15,19,35,58,99,94,30,92,64,70,30,88,28,51,64,91,44,53,47,29,61,74,91,38,69,20,29,37,70,59,21,82,18,48,78,83,54,31,39,69,84,85,66,99,34,23,39,48,79,72,38,56,62,52
34,55,45,38,27,31,40,90,43,10,71,89,70,27,36,72,16,32,33,81,32,59,80,16,79,91,13,10,32,13,61,0,68,21,45,59,32,76,82,39,80,44,62,86,100,10,37,91,61,66,84,41,25,65,66,29,61,96,20,62,43,77,10,78,15,91,46,46,48,38,86,35,77,25,69,51,90,42,44,52,20,15,59,24,57,23,80,26,66,51,24,93,86,54,38,79,66,30,11,58,90,38,67,29,85,18,94,68,15,81,16,27,49,42,39,97,14,28,50,66,34
65,39,81,31,47,86,73,12,54,99,46,30,18,69,97,63,24,35,89,30,28,31,22,88,96,92,100,23,74,83,71,68,0,19,23,83,62,49,98,99,24,74,28,78,87,17,14,39,94,61,38,28,48,26,88,73,95,24,56,81,37,34,89,48,93,69,47,54,37,26,26,19,99,99,90,44,23,43,30,38,49,67,62,97,20,64,83,65,48,16,57,98,83,80,21,89,73,73,48,80,79,34,63,53,89,61,31,94,81,25,36,68,66,13,41,43,58,35,59,28,65
59,62,85,77,83,19,80,54,70,74,53,93,37,81,56,42,15,45,32,21,86,90,72,47,19,90,69,100,86,88,46,21,19,0,93,87,82,38,76,71,97,24,93,88,44,94,45,21,19,70,31,39,74,20,26,51,84,36,86,49,99,37,77,43,48,47,94,94,28,16,85,97,22,80,19,93,41,21,12,37,78,31,20,75,98,18,50,65,22,73,49,67,44,78,83,87,31,35,46,66,82,92,91,31,73,88,15,92,66,86,62,21,72,47,11,17,96,17,31,59,59
80,32,86,83,80,13,61,89,53,22,41,26,80,22,61,26,56,94,79,100,26,55,83,34,62,55,59,52,37,45,38,45,23,93,0,55,47,46,42,38,36,20,46,18,16,42,16,29,95,53,90,23,46,31,69,27,57,32,32,42,31,68,78,99,80,35,82,45,53,70,73,91,69,26,32,28,76,50,83,52,53,39,47,49,63,47,99,68,45,66,59,45,57,77,83,46,59,49,41,21,56,24,15,57,83,72,75,65,12,77,58,73,19,61,58,14,44,17,15,63,80
14,15,75,98,75,41,56,31,87,88,23,82,83,10,22,70,94,22,11,91,23,63,71,83,87,26,54,64,46,76,25,59,83,87,55,0,17,31,64,22,70,45,46,25,14,72,74,81,49,65,89,88,48,67,64,44,45,25,55,35,20,48,71,17,52,66,61,38,91,20,33,39,90,65,28,61,13,51,90,74,33,37,67,27,96,56,15,68,33,23,57,33,86,29,83,67,98,75,36,36,24,52,92,24,71,20,55,48,40,47,10,17,45,83,75,83,12,60,84,53,14
23,22,94,86,59,46,80,50,28,34,20,84,80,47,32,71,88,95,21,49,95,67,23,11,75,76,66,80,84,47,77,32,62,82,47,17,0,23,46,54,14,32,93,18,36,49,63,31,39,53,75,62,32,55,60,41,80,19,15,82,39,88,88,69,31,47,95,83,19,56,53,26,10,69,74,94,30,97,97,84,11,64,43,86,28,98,77,55,58,60,21,19,79,43,93,100,48,79,23,22,24,27,38,70,92,43,73,75,43,71,65,38,11,51,28,84,84,45,59,65,23
39,30,64,69,76,85,86,51,88,100,67,88,27,89,35,39,50,65,37,36,59,88,42,57,44,50,19,54,53,40,49,76,49,38,46,31,23,0,10,35,41,58,26,83,18,49,37,47,23,68,66,79,62,24,84,49,96,84,63,21,100,26,59,66,99,57,84,64,44,57,46,60,64,83,63,23,27,75,96,17,32,55,99,30,43,47,29,93,66,18,66,54,28,74,52,28,70,79,58,99,60,75,62,52,68,64,11,72,31,21,82,81,53,44,83,95,61,73,61,86,39
53,36,87,38,78,37,13,35,53,72,72,12,44,47,65,90,50,44,20,96,73,64,18,79,92,29,36,60,68,33,40,82,98,76,42,64,46,10,0,14,68,58,38,79,43,54,61,14,74,13,90,39,88,37,74,96,49,91,37,76,54,94,97,21,73,38,49,93,100,93,64,56,50,56,75,78,76,23,92,96,26,20,81,78,70,30,55,90,79,74,22,33,20,88,81,78,12,40,31,30,31,24,15,18,41,45,37,89,67,72,36,92,47,10,31,18,98,31,62,97,53
61,88,11,41,77,68,26,73,74,76,36,88,21,11,48,58,82,50,94,85,86,51,100,41,43,58,36,87,83,36,45,39,99,71,38,22,54,35,14,0,85,92,86,22,100,38,20,88,19,93,27,70,35,87,78,24,23,74,37,66,97,43,22,49,90,65,82,56,90,100,43,26,68,39,60,52,40,88,47,47,60,93,58,87,49,38,54,94,55,35,25,99,11,27,79,58,58,10,98,45,33,24,45,42,32,16,41,76,15,95,86,76,34,45,85,77,35,32,55,65,61
30,100,64,21,76,30,95,95,55,49,43,67,30,54,47,56,12,26,67,62,92,55,84,63,91,98,21,79,79,51,69,80,24,97,36,70,14,41,68,85,0,24,48,48,39,28,61,74,76,15,85,33,76,99,98,96,62,15,86,51,50,94,28,47,81,36,34,96,75,35,71,96,86,68,69,34,71,29,44,32,22,96,24,53,40,50,38,45,99,54,81,23,68,27,22,71,44,63,90,67,30,30,64,94,76,84,93,71,84,44,61,58,63,97,94,75,11,28,96,15,30
20,57,25,42,89,32,61,31,99,27,75,51,60,13,91,11,68,27,61,53,10,66,45,69,70,86,55,74,66,76,76,44,74,24,20,45,32,58,58,92,24,0,88,57,37,21,17,83,70,47,57,45,51,90,79,62,94,32,22,74,51,59,21,59,52,14,11,57,66,66,85,26,88,81,61,92,61,44,23,79,89,45,40,32,79,64,39,74,13,76,54,57,30,27,49,56,10,96,93,67,45,79,33,35,42,100,17,95,71,64,14,84,78,75,59,64,54,18,36,37,20
78,60,97,49,34,50,17,24,41,91,92,16,86,44,80,58,96,23,93,18,41,95,56,42,48,34,45,19,73,61,80,62,28,93,46,46,93,26,38,86,48,88,0,33,73,68,81,16,96,87,15,56,60,89,24,81,44,36,20,93,56,80,100,48,100,41,100,68,89,11,56,75,57,97,24,15,25,53,21,98,16,51,91,11,13,29,44,31,92,71,47,99,80,50,89,87,90,42,66,12,46,31,73,70,85,79,30,28,18,62,87,11,28,28,58,48,88,15,21,37,78
62,99,30,10,81,58,56,85,70,70,99,76,73,76,87,93,76,49,67,45,22,46,62,36,57,21,43,77,21,21,33,86,78,88,18,25,18,83,79,22,48,57,33,0,96,30,32,10,15,24,59,14,78,81,41,21,64,70,96,98,26,73,11,73,60,26,15,52,30,74,55,17,37,57,48,47,81,42,79,68,72,28,86,56,48,55,26,76,63,96,14,35,81,39,60,12,54,81,69,14,18,16,50,15,21,95,53,51,74,31,24,27,46,40,100,42,48,55,50,29,62
60,73,57,94,98,25,79,71,16,36,16,99,50,90,33,12,58,82,48,41,76,12,87,93,83,37,24,95,46,65,48,100,87,44,16,14,36,18,43,100,39,37,73,96,0,11,79,88,88,54,98,55,51,13,91,43,17,19,51,78,72,37,37,26,34,51,60,80,21,56,13,17,97,72,97,61,20,71,65,44,18,76,84,38,73,68,61,80,30,53,95,78,11,35,88,26,30,90,100,62,65,76,89,100,61,70,84,14,47,50,62,89,76,16,85,81,14,70,58,62,60
13,64,59,62,92,90,69,16,20,22,75,36,91,43,41,14,56,87,73,21,62,70,95,97,51,26,80,81,92,97,14,10,17,94,42,72,49,49,54,38,28,21,68,30,11,0,42,19,35,41,16,95,22,27,88,87,88,69,68,93,58,67,60,66,66,61,58,74,73,35,59,80,100,19,53,62,54,16,87,23,14,65,39,89,75,12,98,43,42,84,80,78,42,93,92,52,33,16,86,85,92,66,18,50,72,61,35,75,63,42,31,62,93,33,84,14,84,27,32,56,13
40,56,22,88,87,12,37,48,67,89,85,22,82,60,34,44,42,93,90,33,23,76,65,83,18,45,41,83,60,14,90,37,14,45,16,74,63,37,61,20,61,17,81,32,79,42,0,63,24,74,75,97,89,65,87,58,38,60,74,23,77,73,63,87,28,51,40,85,56,67,63,56,46,47,52,75,17,68,37,95,58,97,66,90,57,50,35,42,27,94,15,77,81,95,12,14,27,77,60,89,43,91,78,80,42,32,85,91,74,98,99,80,89,58,68,46,80,48,79,91,40
41,54,22,20,17,83,37,40,25,90,14,69,82,19,36,55,92,20,92,76,51,84,43,97,77,59,87,80,93,49,64,91,39,21,29,81,31,47,14,88,74,83,16,10,88,19,63,0,82,67,93,82,34,17,61,57,23,73,77,96,58,13,49,19,75,51,75,73,12,17,64,78,37,14,78,69,66,15,14,54,21,58,14,31,17,23,96,72,21,97,31,94,53,62,75,62,78,38,59,45,77,71,19,13,39,60,17,100,38,25,72,61,83,60,88,40,60,94,23,57,41
25,45,83,84,62,12,49,71,92,89,73,43,42,17,34,30,99,56,15,60,83,24,21,33,30,41,40,91,46,81,37,61,94,19,95,49,39,23,74,19,76,70,96,15,88,35,24,82,0,17,15,44,60,62,36,43,59,82,41,80,86,88,21,81,16,37,86,100,90,36,61,56,91,60,56,62,88,40,68,40,58,17,19,31,84,30,27,88,79,67,96,96,93,18,86,46,22,11,28,61,35,57,84,50,64,100,41,43,68,91,72,78,92,24,57,39,11,21,58,12,25
68,44,56,66,32,14,33,75,83,32,17,58,74,96,35,22,63,44,68,67,78,32,84,11,28,93,95,12,96,22,19,66,61,70,53,65,53,68,13,93,15,47,87,24,54,41,74,67,17,0,16,36,17,89,33,97,84,56,41,11,39,90,41,33,51,59,81,38,31,91,72,54,56,71,82,46,70,35,23,59,42,19,31,94,98,29,68,92,69,75,78,85,81,100,34,81,66,66,59,38,81,73,44,79,18,41,14,75,13,11,46,45,70,18,40,92,42,74,90,21,68
47,81,63,63,87,66,19,18,76,48,28,72,97,12,35,44,62,74,78,21,13,95,22,100,39,53,64,10,48,52,85,84,38,31,90,89,75,66,90,27,85,57,15,59,98,16,75,93,15,16,0,91,98,85,44,68,19,17,20,44,72,14,23,18,47,21,100,68,88,20,34,86,41,78,80,79,48,91,14,44,27,87,38,87,54,75,42,88,97,37,85,30,88,37,37,13,16,24,39,48,38,30,30,72,19,30,20,82,49,28,27,27,35,90,91,20,96,85,20,44,47
23,29,57,47,21,48,58,46,48,70,79,25,61,55,21,34,19,10,10,13,87,97,48,41,81,79,75,25,68,35,61,41,28,39,23,88,62,79,39,70,33,45,56,14,55,95,97,82,44,36,91,0,85,27,46,25,29,83,84,44,19,24,95,70,79,35,30,71,62,82,57,83,58,98,65,41,92,17,76,48,100,41,40,96,22,62,41,79,57,100,67,100,80,25,52,53,33,20,30,73,39,88,94,79,40,94,16,81,13,100,19,51,67,43,81,81,43,90,94,79,23
80,72,98,95,64,92,32,92,29,96,42,89,45,67,54,18,64,100,74,68,28,38,15,37,56,51,85,84,40,70,68,25,48,74,46,48,32,62,88,35,76,51,60,78,51,22,89,34,60,17,98,85,0,61,13,79,50,88,57,100,74,46,39,74,73,80,82,44,70,20,27,45,66,38,76,52,29,41,29,39,66,29,58,75,63,25,58,79,10,54,91,78,74,74,60,56,99,92,40,62,72,61,66,18,17,66,66,17,52,60,89,89,67,41,93,61,25,26,68,74,80
56,49,41,54,58,46,90,77,55,13,61,46,26,33,33,75,74,35,56,90,87,14,51,21,13,100,69,92,41,96,77,65,26,20,31,67,55,24,37,87,99,90,89,81,13,27,65,17,62,89,85,27,61,0,55,10,12,20,92,100,51,71,27,85,62,90,71,19,38,86,61,59,33,52,87,11,48,83,22,97,30,79,54,13,33,47,61,74,76,76,54,24,73,25,50,76,72,91,42,64,81,49,80,31,81,36,20,26,18,61,45,94,61,65,90,80,26,11,61,99,56
94,15,80,40,78,38,98,66,81,21,99,40,10,34,15,41,53,17,93,40,61,53,37,36,63,15,43,58,12,72,17,66,88,26,69,64,60,84,74,78,98,79,24,41,91,88,87,61,36,33,44,46,13,55,0,79,11,95,69,93,69,24,23,60,89,15,17,33,71,88,10,67,29,63,20,42,46,39,63,69,50,31,88,54,68,50,32,48,21,40,33,40,36,63,86,77,36,47,37,92,27,12,65,50,59,78,68,70,41,55,59,97,31,33,84,85,93,73,26,76,94
45,85,82,79,54,62,92,66,58,26,14,63,64,18,56,61,69,54,73,82,16,87,33,20,90,69,36,41,19,94,24,29,73,51,27,44,41,49,96,24,96,62,81,21,43,87,58,57,43,97,68,25,79,10,79,0,41,26,36,94,61,91,98,18,32,84,36,92,86,82,51,100,96,22,24,50,39,13,93,58,16,95,56,65,92,33,84,55,94,16,97,73,56,40,37,97,97,96,41,17,92,12,12,20,35,50,77,14,36,23,59,31,70,67,21,90,89,50,77,57,45
