76
80,95,68,86,98,63,52,13,45,0,24,81,92,83,98,48,35,27,32,32,21,20,42,28,58,81,52,44,13,62,73,44,33,82,64,91,40,79,30,73,42,44,31,55,91,91,44,60,74,24,66,86,26,44,10,46,21,70,100,86,94,87,60,65,59,87,55,63,50,52,100,95,23,97,96,29,39,80
35,89,77,80,78,88,98,75,31,24,0,42,83,64,37,64,16,40,81,11,95,98,53,38,81,76,72,12,91,64,21,10,53,98,56,65,66,64,79,99,28,32,86,89,26,98,40,67,20,10,69,74,76,66,45,48,53,55,64,40,38,67,58,86,18,44,26,79,58,27,86,59,89,70,76,18,15,35
61,12,30,63,50,75,50,39,43,81,42,0,96,76,90,44,21,28,86,14,27,67,20,26,10,78,56,53,87,73,27,16,73,52,25,80,95,54,39,71,85,93,25,68,14,70,97,93,44,75,42,50,100,58,25,22,38,47,89,15,61,67,45,44,27,11,62,40,96,45,65,25,30,99,30,100,93,61
63,20,71,87,37,66,20,23,76,92,83,96,0,12,50,26,20,70,50,28,30,64,96,99,69,31,14,96,19,59,32,31,98,86,64,65,10,95,75,84,18,85,91,59,35,50,33,14,30,89,62,45,51,56,87,29,46,11,48,99,81,53,74,55,81,12,81,73,81,92,31,70,43,94,29,96,23,63
97,100,39,57,50,22,32,31,82,83,64,76,12,0,20,96,33,65,80,41,94,22,56,100,73,77,21,99,76,34,35,57,51,22,93,40,57,33,78,18,98,44,39,89,53,19,21,34,20,75,90,40,57,93,85,10,35,86,33,10,77,62,96,47,89,16,75,98,50,22,21,91,85,46,14,14,79,97
83,75,57,82,71,46,88,63,77,98,37,90,50,20,0,35,51,71,99,95,48,82,39,16,48,58,61,85,48,36,63,72,55,39,24,51,40,88,53,23,48,54,42,71,25,73,82,70,19,47,50,22,93,16,99,23,38,18,27,53,44,66,95,15,37,77,79,82,47,88,67,35,56,22,59,62,12,83
24,42,90,77,66,34,60,60,82,48,64,44,26,96,35,0,13,68,69,35,58,98,82,77,75,96,89,55,32,40,34,34,100,35,63,18,92,91,16,48,54,11,11,32,95,25,25,91,34,78,11,69,11,93,17,89,14,49,99,41,72,31,85,10,24,71,72,72,27,52,95,70,74,39,56,39,32,24
53,13,94,29,77,69,19,44,11,35,16,21,20,33,51,13,0,89,24,65,29,30,78,65,47,78,76,13,90,58,30,86,63,72,95,26,59,14,74,89,29,98,95,55,95,22,59,68,73,28,18,52,16,73,84,22,26,65,12,33,33,78,89,16,26,93,66,48,98,42,67,89,50,44,48,69,24,53
15,23,22,89,32,79,72,51,100,27,40,28,70,65,71,68,89,0,28,74,35,50,95,47,42,73,94,44,67,64,47,70,91,23,84,42,55,15,87,81,55,47,55,41,72,42,17,98,98,97,92,88,24,12,90,61,87,72,27,52,69,22,87,43,16,78,44,44,31,70,61,75,29,71,63,11,18,15
54,30,39,68,100,85,87,80,42,32,81,86,50,80,99,69,24,28,0,18,70,68,20,32,94,35,70,73,55,40,19,36,18,82,73,67,44,82,26,40,79,54,12,78,79,70,63,95,99,89,58,91,59,26,10,10,77,68,99,26,96,81,89,93,43,97,37,72,59,43,58,10,70,46,98,14,29,54
21,68,37,36,11,30,10,52,37,32,11,14,28,41,95,35,65,74,18,0,58,17,44,19,61,53,41,17,77,51,73,74,24,46,58,32,100,68,45,46,75,98,11,96,37,31,51,47,53,47,35,24,85,12,87,47,95,44,38,37,48,75,70,88,57,16,57,14,85,52,59,73,42,59,11,62,25,21
35,92,14,90,31,11,55,82,59,21,95,27,30,94,48,58,29,35,70,58,0,45,99,22,85,77,55,59,20,51,74,42,58,50,44,50,79,97,50,83,80,47,43,57,95,34,93,76,91,35,72,11,73,83,20,86,56,54,89,67,11,39,49,38,70,12,72,46,47,62,93,68,94,11,18,78,33,35
34,79,34,60,68,32,92,32,100,20,98,67,64,22,82,98,30,50,68,17,45,0,17,88,80,12,71,55,12,22,36,51,49,85,36,76,57,15,81,50,29,43,68,28,57,11,100,98,77,23,64,98,94,30,26,48,39,45,57,47,38,68,84,31,61,65,18,92,33,69,48,71,65,19,49,10,22,34
51,66,97,60,66,80,64,97,28,42,53,20,96,56,39,82,78,95,20,44,99,17,0,40,77,12,41,47,25,19,51,71,67,97,53,90,35,61,52,28,15,98,45,92,25,23,89,81,93,11,13,48,43,52,50,96,52,41,50,35,79,38,97,46,79,86,32,70,39,78,69,41,92,86,90,14,60,51
60,94,68,38,62,96,86,98,10,28,38,26,99,100,16,77,65,47,32,19,22,88,40,0,32,94,79,26,39,42,27,46,56,37,45,53,99,32,85,39,96,46,19,54,44,52,89,70,79,66,90,99,55,19,96,12,19,63,57,99,15,59,40,39,61,65,92,54,10,73,50,67,92,11,21,69,59,60
66,54,18,11,38,37,83,56,71,58,81,10,69,73,48,75,47,42,94,61,85,80,77,32,0,47,94,45,96,45,67,48,99,31,100,54,85,73,92,55,27,83,79,94,28,98,79,95,96,49,78,22,70,65,10,74,97,30,53,49,39,20,61,86,78,61,17,76,49,16,14,54,34,11,47,54,40,66
21,99,34,78,65,12,96,46,37,81,76,78,31,77,58,96,78,73,35,53,77,12,12,94,47,0,19,96,97,35,29,85,96,59,53,70,95,39,54,28,23,85,66,11,23,15,87,80,58,27,37,22,19,80,91,91,76,41,45,39,81,30,64,68,44,90,38,95,15,54,53,95,82,54,10,92,94,21
27,12,76,28,84,49,26,67,81,52,72,56,14,21,61,89,76,94,70,41,55,71,41,79,94,19,0,71,23,25,30,13,95,55,69,71,64,90,42,86,12,64,78,88,83,99,53,75,49,21,10,14,47,99,88,59,55,20,72,76,87,97,99,18,71,24,74,13,25,30,98,29,30,58,87,52,83,27
95,84,34,39,29,21,53,93,65,44,12,53,96,99,85,55,13,44,73,17,59,55,47,26,45,96,71,0,29,91,12,52,72,47,76,70,11,80,82,36,41,43,84,46,60,64,70,10,81,96,51,23,67,72,28,99,80,57,45,62,39,47,67,15,35,44,67,100,20,100,15,13,32,80,16,43,51,95
25,20,15,32,21,88,22,80,94,13,91,87,19,76,48,32,90,67,55,77,20,12,25,39,96,97,23,29,0,36,93,26,28,62,79,50,98,78,64,20,50,41,65,27,20,45,49,72,28,97,70,53,13,71,76,75,41,45,32,17,92,60,28,96,68,65,81,24,50,17,13,79,45,27,55,21,77,25
34,53,98,68,73,18,25,40,40,62,64,73,59,34,36,40,58,64,40,51,51,22,19,42,45,35,25,91,36,0,90,79,80,100,65,70,16,78,27,94,29,20,65,41,65,86,53,97,97,61,14,56,63,52,58,78,16,53,46,90,15,58,89,31,36,32,62,70,11,10,80,56,23,95,88,78,61,34
40,84,30,64,83,73,27,100,67,73,21,27,32,35,63,34,30,47,19,73,74,36,51,27,67,29,30,12,93,90,0,50,78,19,23,38,96,80,51,25,97,34,56,57,26,38,21,46,60,35,98,49,42,99,32,35,78,65,73,45,49,52,76,66,67,71,55,91,78,94,30,19,13,64,65,98,84,40
22,97,59,12,55,95,11,96,78,44,10,16,31,57,72,34,86,70,36,74,42,51,71,46,48,85,13,52,26,79,50,0,20,40,16,91,24,52,80,26,86,37,16,46,72,31,73,48,70,60,99,37,74,84,82,49,41,50,62,12,45,57,46,91,12,91,58,45,41,100,86,88,42,81,76,91,16,22
12,36,36,70,76,100,89,77,81,33,53,73,98,51,55,100,63,91,18,24,58,49,67,56,99,96,95,72,28,80,78,20,0,80,18,59,58,71,95,87,17,77,61,38,60,52,73,91,96,60,69,68,29,49,67,86,73,85,92,85,85,26,69,35,40,96,75,71,45,13,39,80,83,88,64,87,15,12
32,38,19,85,70,79,50,61,97,82,98,52,86,22,39,35,72,23,82,46,50,85,97,37,31,59,55,47,62,100,19,40,80,0,74,57,86,25,34,30,13,82,100,48,76,71,44,44,73,30,68,44,57,34,10,86,25,44,46,94,11,58,65,26,66,56,16,94,98,21,82,45,76,81,19,99,45,32
86,89,54,94,37,89,52,75,65,64,56,25,64,93,24,63,95,84,73,58,44,36,53,45,100,53,69,76,79,65,23,16,18,74,0,18,55,40,24,24,24,70,44,14,49,93,56,20,48,32,35,21,19,64,46,26,80,28,10,53,23,70,72,28,53,46,97,49,78,68,14,62,40,98,25,69,37,86
43,87,66,76,31,78,88,100,32,91,65,80,65,40,51,18,26,42,67,32,50,76,90,53,54,70,71,70,50,70,38,91,59,57,18,0,22,51,31,73,94,53,21,51,28,70,96,63,16,69,55,82,15,93,23,83,12,59,25,91,64,56,49,33,76,90,25,71,75,71,83,37,86,62,50,82,79,43
28,91,49,56,22,82,49,54,44,40,66,95,10,57,40,92,59,55,44,100,79,57,35,99,85,95,64,11,98,16,96,24,58,86,55,22,0,100,87,95,13,13,38,65,52,97,53,81,83,92,75,38,22,72,86,99,69,86,24,15,68,28,59,65,59,54,92,29,71,30,82,41,38,58,70,11,20,28
79,69,17,71,80,98,100,47,72,79,64,54,95,33,88,91,14,15,82,68,97,15,61,32,73,39,90,80,78,78,80,52,71,25,40,51,100,0,62,27,31,91,100,57,38,58,73,92,31,98,85,20,58,98,49,41,76,98,59,81,29,51,38,58,14,96,88,27,50,26,21,75,49,62,19,13,15,79
28,63,23,92,96,70,87,38,91,30,79,39,75,78,53,16,74,87,26,45,50,81,52,85,92,54,42,82,64,27,51,80,95,34,24,31,87,62,0,41,38,66,90,41,73,57,32,43,87,73,91,57,40,59,76,75,10,77,16,24,41,69,18,81,45,91,83,16,99,30,81,98,16,53,65,58,44,28
10,11,28,46,71,91,15,13,43,73,99,71,84,18,23,48,89,81,40,46,83,50,28,39,55,28,86,36,20,94,25,26,87,30,24,73,95,27,41,0,90,60,76,25,69,25,69,91,23,41,60,62,31,19,92,50,54,12,67,33,36,19,22,88,65,28,66,36,23,37,96,73,11,31,37,76,20,10
28,71,90,86,64,11,12,41,98,42,28,85,18,98,48,54,29,55,79,75,80,29,15,96,27,23,12,41,50,29,97,86,17,13,24,94,13,31,38,90,0,23,53,36,72,94,49,50,71,87,50,19,54,84,58,64,38,47,15,53,94,95,79,36,39,77,18,43,91,88,83,83,84,81,36,91,73,28
75,54,24,88,40,82,22,42,36,44,32,93,85,44,54,11,98,47,54,98,47,43,98,46,83,85,64,43,41,20,34,37,77,82,70,53,13,91,66,60,23,0,61,71,51,78,27,50,57,68,42,17,46,56,57,40,21,63,21,32,61,68,87,67,46,35,74,97,51,99,87,27,100,65,40,81,43,75
81,43,82,93,93,87,24,84,79,31,86,25,91,39,42,11,95,55,12,11,43,68,45,19,79,66,78,84,65,65,56,16,61,100,44,21,38,100,90,76,53,61,0,43,18,63,64,34,71,56,47,91,39,79,78,52,60,17,81,55,61,33,71,79,55,60,98,45,30,52,44,31,30,54,84,89,13,81
57,21,57,92,70,80,15,13,69,55,89,68,59,89,71,32,55,41,78,96,57,28,92,54,94,11,88,46,27,41,57,46,38,48,14,51,65,57,41,25,36,71,43,0,14,90,12,84,52,54,88,69,38,49,59,76,20,37,44,95,81,26,29,62,19,42,62,40,31,23,91,84,65,39,23,61,58,57
47,71,78,21,71,81,59,89,14,91,26,14,35,53,25,95,95,72,79,37,95,57,25,44,28,23,83,60,20,65,26,72,60,76,49,28,52,38,73,69,72,51,18,14,0,67,42,98,29,87,12,96,58,16,65,62,94,82,24,35,78,22,28,71,49,100,55,55,64,14,51,48,13,57,67,54,13,47
76,46,93,88,43,18,79,44,49,91,98,70,50,19,73,25,22,42,70,31,34,11,23,52,98,15,99,64,45,86,38,31,52,71,93,70,97,58,57,25,94,78,63,90,67,0,78,26,44,68,82,16,24,51,45,70,72,39,86,27,21,78,42,93,67,48,41,96,13,63,97,25,49,66,59,72,85,76
55,61,64,57,52,36,56,94,14,44,40,97,33,21,82,25,59,17,63,51,93,100,89,89,79,87,53,70,49,53,21,73,73,44,56,96,53,73,32,69,49,27,64,12,42,78,0,67,43,86,56,58,23,39,75,99,94,79,73,25,93,20,87,100,87,61,68,40,81,57,39,83,21,59,25,64,93,55
83,59,32,18,60,64,88,61,83,60,67,93,14,34,70,91,68,98,95,47,76,98,81,70,95,80,75,10,72,97,46,48,91,44,20,63,81,92,43,91,50,50,34,84,98,26,67,0,60,30,26,83,83,28,79,36,14,70,40,69,94,56,29,50,32,52,18,26,15,44,81,90,63,44,53,30,65,83
76,13,34,53,95,58,11,33,57,74,20,44,30,20,19,34,73,98,99,53,91,77,93,79,96,58,49,81,28,97,60,70,96,73,48,16,83,31,87,23,71,57,71,52,29,44,43,60,0,64,55,31,92,32,20,64,24,15,57,20,65,78,30,86,91,49,94,42,34,93,50,31,38,100,67,100,61,76
21,73,15,29,53,98,44,18,67,24,10,75,89,75,47,78,28,97,89,47,35,23,11,66,49,27,21,96,97,61,35,60,60,30,32,69,92,98,73,41,87,68,56,54,87,68,86,30,64,0,54,89,18,32,83,18,73,18,85,73,51,83,96,12,40,32,49,53,86,92,47,56,36,53,18,85,44,21
47,12,58,75,32,85,26,94,99,66,69,42,62,90,50,11,18,92,58,35,72,64,13,90,78,37,10,51,70,14,98,99,69,68,35,55,75,85,91,60,50,42,47,88,12,82,56,26,55,54,0,42,48,74,49,95,66,24,81,11,99,21,22,26,53,29,91,39,47,94,80,90,39,50,76,19,30,47
61,92,63,56,54,15,52,83,67,86,74,50,45,40,22,69,52,88,91,24,11,98,48,99,22,22,14,23,53,56,49,37,68,44,21,82,38,20,57,62,19,17,91,69,96,16,58,83,31,89,42,0,94,28,32,25,90,91,37,76,23,28,78,54,90,63,55,24,100,62,33,53,21,95,51,31,98,61
17,68,89,18,35,89,94,59,73,26,76,100,51,57,93,11,16,24,59,85,73,94,43,55,70,19,47,67,13,63,42,74,29,57,19,15,22,58,40,31,54,46,39,38,58,24,23,83,92,18,48,94,0,83,85,82,82,66,63,56,22,71,27,71,33,37,69,80,19,98,19,87,49,23,68,70,92,17
72,33,50,99,87,54,76,38,14,44,66,58,56,93,16,93,73,12,26,12,83,30,52,19,65,80,99,72,71,52,99,84,49,34,64,93,72,98,59,19,84,56,79,49,16,51,39,28,32,32,74,28,83,0,60,46,50,46,16,91,31,22,83,73,68,24,64,91,23,40,39,73,66,52,70,99,83,72
82,75,55,10,44,94,70,53,26,10,45,25,87,85,99,17,84,90,10,87,20,26,50,96,10,91,88,28,76,58,32,82,67,10,46,23,86,49,76,92,58,57,78,59,65,45,75,79,20,83,49,32,85,60,0,42,12,45,54,20,71,57,75,61,26,87,26,79,32,92,78,99,70,30,27,30,45,82
64,21,17,38,27,62,64,63,50,46,48,22,29,10,23,89,22,61,10,47,86,48,96,12,74,91,59,99,75,78,35,49,86,86,26,83,99,41,75,50,64,40,52,76,62,70,99,36,64,18,95,25,82,46,42,0,30,77,97,35,84,34,73,84,67,74,90,78,34,99,22,15,85,18,16,42,50,64
25,53,59,100,79,29,68,91,84,21,53,38,46,35,38,14,26,87,77,95,56,39,52,19,97,76,55,80,41,16,78,41,73,25,80,12,69,76,10,54,38,21,60,20,94,72,94,14,24,73,66,90,82,50,12,30,0,74,83,90,29,12,12,87,37,61,96,66,61,24,28,47,38,48,40,50,91,25
35,82,38,66,79,96,92,36,93,70,55,47,11,86,18,49,65,72,68,44,54,45,41,63,30,41,20,57,45,53,65,50,85,44,28,59,86,98,77,12,47,63,17,37,82,39,79,70,15,18,24,91,66,46,45,77,74,0,55,30,50,35,21,64,28,94,44,89,50,39,53,46,100,86,17,39,27,35
48,80,95,46,59,69,15,29,98,100,64,89,48,33,27,99,12,27,99,38,89,57,50,57,53,45,72,45,32,46,73,62,92,46,10,25,24,59,16,67,15,21,81,44,24,86,73,40,57,85,81,37,63,16,54,97,83,55,0,15,66,70,38,36,56,77,26,14,31,82,21,15,96,28,74,73,17,48
93,56,89,74,22,61,80,48,91,86,40,15,99,10,53,41,33,52,26,37,67,47,35,99,49,39,76,62,17,90,45,12,85,94,53,91,15,81,24,33,53,32,55,95,35,27,25,69,20,73,11,76,56,91,20,35,90,30,15,0,82,31,83,32,14,63,13,57,62,17,38,53,97,48,11,37,91,93
48,39,30,44,71,86,98,23,70,94,38,61,81,77,44,72,33,69,96,48,11,38,79,15,39,81,87,39,92,15,49,45,85,11,23,64,68,29,41,36,94,61,61,81,78,21,93,94,65,51,99,23,22,31,71,84,29,50,66,82,0,80,51,50,31,92,77,46,38,61,19,65,48,57,62,80,82,48
90,74,28,35,80,55,60,69,23,87,67,67,53,62,66,31,78,22,81,75,39,68,38,59,20,30,97,47,60,58,52,57,26,58,70,56,28,51,69,19,95,68,33,26,22,78,20,56,78,83,21,28,71,22,57,34,12,35,70,31,80,0,95,100,20,97,45,77,42,24,69,77,92,89,34,53,60,90
59,28,74,34,45,12,35,82,12,60,58,45,74,96,95,85,89,87,89,70,49,84,97,40,61,64,99,67,28,89,76,46,69,65,72,49,59,38,18,22,79,87,71,29,28,42,87,29,30,96,22,78,27,83,75,73,12,21,38,83,51,95,0,82,81,99,67,67,90,45,53,51,68,90,18,84,28,59
38,11,80,49,29,23,95,12,27,65,86,44,55,47,15,10,16,43,93,88,38,31,46,39,86,68,18,15,96,31,66,91,35,26,28,33,65,58,81,88,36,67,79,62,71,93,100,50,86,12,26,54,71,73,61,84,87,64,36,32,50,100,82,0,70,23,50,96,79,73,38,86,26,77,14,70,47,38
99,51,62,30,34,75,39,64,57,59,18,27,81,89,37,24,26,16,43,57,70,61,79,61,78,44,71,35,68,36,67,12,40,66,53,76,59,14,45,65,39,46,55,19,49,67,87,32,91,40,53,90,33,68,26,67,37,28,56,14,31,20,81,70,0,40,83,27,48,96,64,82,76,35,69,83,36,99
29,34,58,51,80,35,60,63,66,87,44,11,12,16,77,71,93,78,97,16,12,65,86,65,61,90,24,44,65,32,71,91,96,56,46,90,54,96,91,28,77,35,60,42,100,48,61,52,49,32,29,63,37,24,87,74,61,94,77,63,92,97,99,23,40,0,46,47,84,42,96,20,61,68,32,16,55,29
80,39,94,22,10,34,79,19,22,55,26,62,81,75,79,72,66,44,37,57,72,18,32,92,17,38,74,67,81,62,55,58,75,16,97,25,92,88,83,66,18,74,98,62,55,41,68,18,94,49,91,55,69,64,26,90,96,44,26,13,77,45,67,50,83,46,0,100,38,89,25,50,20,93,43,85,14,80
35,34,43,64,67,94,21,48,11,63,79,40,73,98,82,72,48,44,72,14,46,92,70,54,76,95,13,100,24,70,91,45,71,94,49,71,29,27,16,36,43,97,45,40,55,96,40,26,42,53,39,24,80,91,79,78,66,89,14,57,46,77,67,96,27,47,100,0,89,74,38,73,62,57,13,29,13,35
61,60,47,40,86,59,75,76,69,50,58,96,81,50,47,27,98,31,59,85,47,33,39,10,49,15,25,20,50,11,78,41,45,98,78,75,71,50,99,23,91,51,30,31,64,13,81,15,34,86,47,100,19,23,32,34,61,50,31,62,38,42,90,79,48,84,38,89,0,19,27,14,18,69,81,71,80,61
68,68,38,70,71,87,92,23,30,52,27,45,92,22,88,52,42,70,43,52,62,69,78,73,16,54,30,100,17,10,94,100,13,21,68,71,30,26,30,37,88,99,52,23,14,63,57,44,93,92,94,62,98,40,92,99,24,39,82,17,61,24,45,73,96,42,89,74,19,0,22,25,85,65,98,84,55,68
52,90,44,90,94,46,73,96,42,100,86,65,31,21,67,95,67,61,58,59,93,48,69,50,14,53,98,15,13,80,30,86,39,82,14,83,82,21,81,96,83,87,44,91,51,97,39,81,50,47,80,33,19,39,78,22,28,53,21,38,19,69,53,38,64,96,25,38,27,22,0,68,13,70,28,42,83,52
59,93,21,89,88,47,59,24,84,95,59,25,70,91,35,70,89,75,10,73,68,71,41,67,54,95,29,13,79,56,19,88,80,45,62,37,41,75,98,73,83,27,31,84,48,25,83,90,31,56,90,53,87,73,99,15,47,46,15,53,65,77,51,86,82,20,50,73,14,25,68,0,84,72,35,26,57,59
88,71,66,89,59,88,59,94,10,23,89,30,43,85,56,74,50,29,70,42,94,65,92,92,34,82,30,32,45,23,13,42,83,76,40,86,38,49,16,11,84,100,30,65,13,49,21,63,38,36,39,21,49,66,70,85,38,100,96,97,48,92,68,26,76,61,20,62,18,85,13,84,0,83,69,17,99,88
52,22,52,12,41,45,18,78,50,97,70,99,94,46,22,39,44,71,46,59,11,19,86,11,11,54,58,80,27,95,64,81,88,81,98,62,58,62,53,31,81,65,54,39,57,66,59,44,100,53,50,95,23,52,30,18,48,86,28,48,57,89,90,77,35,68,93,57,69,65,70,72,83,0,23,60,44,52
37,97,76,26,95,27,31,59,71,96,76,30,29,14,59,56,48,63,98,11,18,49,90,21,47,10,87,16,55,88,65,76,64,19,25,50,70,19,65,37,36,40,84,23,67,59,25,53,67,18,76,51,68,70,27,16,40,17,74,11,62,34,18,14,69,32,43,13,81,98,28,35,69,23,0,49,22,37
47,75,14,66,25,28,42,20,42,29,18,100,96,14,62,39,69,11,14,62,78,10,14,69,54,92,52,43,21,78,98,91,87,99,69,82,11,13,58,76,91,81,89,61,54,72,64,30,100,85,19,31,70,99,30,42,50,39,73,37,80,53,84,70,83,16,85,29,71,84,42,26,17,60,49,0,78,47
89,95,12,14,52,30,57,95,16,39,15,93,23,79,12,32,24,18,29,25,33,22,60,59,40,94,83,51,77,61,84,16,15,45,37,79,20,15,44,20,73,43,13,58,13,85,93,65,61,44,30,98,92,83,45,50,91,27,17,91,82,60,28,47,36,55,14,13,80,55,83,57,99,44,22,78,0,89
0,53,66,97,46,20,68,85,22,80,35,61,63,97,83,24,53,15,54,21,35,34,51,60,66,21,27,95,25,34,40,22,12,32,86,43,28,79,28,10,28,75,81,57,47,76,55,83,76,21,47,61,17,72,82,64,25,35,48,93,48,90,59,38,99,29,80,35,61,68,52,59,88,52,37,47,89,0
