114
75,49,79,70,26,97,81,100,53,20,20,47,12,65,82,30,55,84,55,66,0,25,73,35,37,100,99,78,71,89,43,37,90,51,32,44,17,40,93,69,82,23,51,80,41,85,59,66,52,87,12,92,12,69,60,69,38,55,53,49,78,78,11,61,12,13,93,43,89,40,92,39,100,36,88,99,58,91,39,17,25,18,31,96,100,22,53,44,21,27,94,48,99,35,90,54,67,75,47,95,83,87,36,11,96,40,96,27,55,56,78,87,59,16,74,75
77,80,51,23,85,38,18,70,70,51,65,46,72,52,13,50,15,18,87,34,25,0,34,18,91,36,91,98,55,76,75,84,17,76,44,59,67,95,70,45,97,23,97,93,17,11,48,63,82,28,33,80,73,63,11,62,10,91,79,71,93,45,84,23,11,98,98,24,98,54,96,86,77,17,72,40,76,85,77,72,23,42,25,22,44,73,45,56,37,15,33,46,15,67,57,69,90,84,24,97,26,52,20,41,63,96,25,93,20,14,87,15,17,76,21,77
64,48,35,12,45,93,98,63,95,69,33,98,87,49,17,22,32,44,25,45,73,34,0,37,13,25,23,85,98,15,58,65,24,20,90,55,57,70,45,36,52,28,93,94,11,47,23,90,39,65,43,72,35,48,84,10,66,75,67,96,92,62,77,41,83,23,78,13,75,55,76,90,65,51,83,93,80,77,33,59,45,79,29,20,12,54,58,94,62,19,89,22,45,13,100,69,18,47,81,59,12,67,51,34,99,34,19,94,11,47,76,77,89,91,36,64
23,44,49,48,56,47,68,73,14,45,14,77,36,63,17,35,73,14,29,50,35,18,37,0,66,43,25,17,13,71,96,16,69,34,91,73,17,29,44,90,87,51,53,57,88,10,46,83,97,21,74,50,19,87,87,49,85,84,25,52,12,35,34,54,23,30,23,73,29,24,29,98,50,18,37,22,31,35,88,23,10,87,98,95,37,48,94,77,44,100,73,92,89,56,48,68,44,67,93,28,28,85,39,13,44,86,59,81,81,85,33,50,84,13,39,23
12,70,91,42,26,66,10,31,47,80,61,78,93,83,46,95,27,52,65,78,37,91,13,66,0,10,61,76,26,40,70,38,15,49,90,82,64,59,57,41,63,66,67,41,86,89,81,81,56,25,68,61,19,16,60,50,26,97,56,46,22,31,21,43,78,87,87,52,62,25,64,68,50,37,33,89,99,98,64,75,69,14,86,55,88,55,68,75,34,17,95,48,93,54,38,16,42,77,51,68,15,91,62,41,30,25,53,38,14,25,63,51,60,33,44,12
96,39,60,73,97,51,83,19,60,26,20,30,50,87,70,92,18,48,11,80,100,36,25,43,10,0,84,71,42,49,48,31,42,36,55,50,51,75,62,99,15,32,88,77,80,20,63,49,42,16,12,91,26,86,97,50,90,36,39,50,37,28,59,24,59,67,41,97,73,70,46,74,72,91,26,80,97,52,43,81,38,69,24,15,62,77,45,18,95,44,95,90,51,69,92,19,47,12,18,28,65,94,91,57,81,43,94,30,100,16,76,80,71,57,90,96
64,79,48,14,52,35,66,47,32,32,99,50,26,13,58,46,98,54,55,66,99,91,23,25,61,84,0,96,79,34,28,59,50,13,50,17,17,48,27,62,100,26,74,22,50,35,64,66,16,81,20,74,40,64,17,40,22,70,100,47,14,73,53,60,76,21,71,97,35,45,31,27,69,88,39,72,35,58,47,30,83,32,94,90,47,97,62,69,26,15,61,83,80,55,83,69,79,90,93,49,37,38,50,79,43,18,97,29,50,17,73,11,16,77,21,64
45,25,57,47,80,54,60,36,17,40,20,63,62,67,66,96,80,91,39,14,78,98,85,17,76,71,96,0,34,84,54,26,73,98,34,26,53,54,21,73,57,17,90,24,57,26,89,73,21,19,72,45,93,44,81,83,72,85,48,74,67,70,14,49,60,15,92,70,44,64,11,87,88,66,42,36,80,32,71,95,57,20,86,35,99,17,58,21,18,59,21,42,71,73,76,29,63,25,94,78,41,64,26,56,90,17,46,46,60,97,59,99,94,17,35,45
23,84,46,62,21,17,91,81,13,34,13,66,100,70,36,34,57,15,90,93,71,55,98,13,26,42,79,34,0,96,55,28,93,31,63,60,27,39,87,32,31,55,43,86,60,67,71,82,60,62,32,40,48,72,56,82,73,15,58,44,100,24,67,49,32,17,72,73,16,46,24,23,72,21,37,71,100,72,65,61,30,71,21,46,39,99,11,79,59,31,56,14,97,53,53,26,54,78,67,68,28,25,60,11,96,18,47,19,73,86,16,88,58,69,80,23
87,23,54,60,96,94,25,77,32,24,23,90,87,88,32,21,21,27,60,27,89,76,15,71,40,49,34,84,96,0,83,70,20,61,54,90,90,35,25,80,75,61,77,100,56,52,44,91,46,17,61,99,60,68,12,49,15,30,12,73,38,78,29,16,82,64,25,89,61,29,89,89,95,57,55,69,87,63,81,17,22,74,72,33,54,32,69,87,32,13,99,35,67,55,54,53,77,78,15,18,90,53,62,42,71,96,25,17,75,65,37,21,19,33,44,87
23,14,43,75,58,42,75,81,13,71,75,31,24,16,51,62,54,29,19,50,43,75,58,96,70,48,28,54,55,83,0,81,33,47,48,83,10,73,57,65,42,16,70,60,31,10,16,98,22,70,68,44,11,87,21,76,40,92,39,18,68,92,99,31,36,28,91,58,18,91,26,51,34,96,16,73,74,43,58,55,44,61,79,72,82,31,95,85,92,80,43,66,99,41,83,43,71,97,70,93,25,64,31,50,74,50,74,20,42,61,97,76,95,57,56,23
91,67,41,13,10,51,32,94,77,35,41,12,70,79,84,70,15,41,73,34,37,84,65,16,38,31,59,26,28,70,81,0,85,32,85,37,25,82,47,50,83,62,89,67,73,25,14,77,39,77,44,93,29,18,29,57,54,47,25,63,96,62,58,40,62,17,37,92,59,69,67,28,37,21,80,75,16,26,70,59,52,50,12,64,75,60,79,73,73,72,45,94,11,25,87,49,23,72,41,63,69,10,63,84,20,65,26,71,54,11,29,34,74,49,55,91
95,59,96,65,71,49,28,89,54,70,20,18,69,51,23,98,71,52,92,17,90,17,24,69,15,42,50,73,93,20,33,85,0,59,42,30,59,29,55,34,91,78,31,48,95,88,93,83,79,77,61,93,18,45,76,19,77,95,29,51,74,81,30,10,66,19,38,61,69,83,72,26,82,93,23,32,75,36,80,96,36,50,53,50,44,10,73,37,88,71,29,84,55,46,85,86,86,66,33,88,35,52,56,63,54,77,26,38,80,88,82,62,72,57,21,95
22,93,12,32,92,15,76,13,25,53,25,97,77,28,58,37,94,55,37,61,51,76,20,34,49,36,13,98,31,61,47,32,59,0,71,13,79,72,63,80,26,71,13,98,93,90,70,65,23,70,84,19,66,28,42,19,73,100,66,45,45,23,13,47,11,77,45,48,79,83,29,80,82,80,11,87,73,71,63,80,56,78,14,21,99,13,20,44,38,22,70,73,77,49,18,57,39,28,38,44,65,90,55,49,75,20,24,11,13,96,35,55,14,28,98,22
59,39,24,32,27,31,19,52,66,14,48,91,93,14,99,33,76,67,50,14,32,44,90,91,90,55,50,34,63,54,48,85,42,71,0,100,69,63,10,32,59,88,64,38,59,68,84,31,55,99,49,99,26,72,33,72,72,63,73,23,66,15,92,93,34,23,47,83,69,31,79,76,19,44,34,90,71,86,23,31,91,76,28,48,19,73,28,40,77,27,62,66,77,13,27,77,94,69,91,91,94,15,60,82,66,81,85,73,26,76,23,98,45,96,34,59
32,24,10,23,77,80,16,18,46,10,86,87,68,76,13,12,84,11,15,45,44,59,55,73,82,50,17,26,60,90,83,37,30,13,100,0,63,10,79,21,68,87,16,67,64,26,11,88,75,79,18,25,45,52,75,43,99,95,95,36,55,28,11,26,56,17,22,35,65,65,90,13,75,19,34,82,80,63,51,27,76,97,35,44,21,40,83,52,58,16,87,93,63,69,57,41,57,59,61,22,54,41,59,79,34,95,34,99,61,48,38,98,63,99,41,32
85,62,100,15,79,73,84,66,90,30,46,17,60,90,26,26,81,75,66,43,17,67,57,17,64,51,17,53,27,90,10,25,59,79,69,63,0,38,55,59,46,82,64,99,65,29,52,30,14,67,37,72,97,54,77,32,72,54,70,71,84,19,55,33,66,11,75,87,26,69,15,43,22,97,98,37,71,55,59,51,43,79,74,14,90,41,50,78,46,60,57,83,74,56,95,20,18,67,65,13,83,43,16,93,70,61,31,30,33,98,61,41,21,81,14,85
59,38,14,78,41,95,68,65,16,13,98,53,96,77,29,16,92,48,90,60,40,95,70,29,59,75,48,54,39,35,73,82,29,72,63,10,38,0,51,16,63,46,16,77,46,92,72,20,97,18,51,58,13,32,87,18,44,48,94,96,79,63,51,16,15,48,75,51,50,37,29,10,36,56,64,92,96,85,50,100,77,60,57,55,78,35,64,95,47,92,54,87,27,19,59,95,19,35,93,63,76,36,38,42,69,61,13,32,41,87,61,47,17,77,17,59
73,13,17,31,48,88,78,98,36,99,74,34,96,82,40,94,79,75,31,69,93,70,45,44,57,62,27,21,87,25,57,47,55,63,10,79,55,51,0,27,19,70,12,30,77,62,89,17,37,82,50,28,36,94,86,85,25,96,30,58,97,26,51,26,58,34,99,99,53,18,68,97,35,10,69,10,15,93,70,98,48,60,81,87,73,59,36,55,69,53,39,16,33,29,63,86,22,60,56,84,37,38,83,36,52,62,85,64,97,92,22,85,57,63,25,73
94,19,40,63,47,59,94,43,11,72,11,24,69,22,82,88,29,37,57,25,69,45,36,90,41,99,62,73,32,80,65,50,34,80,32,21,59,16,27,0,64,39,24,76,38,20,20,85,25,92,100,85,58,42,41,94,45,46,72,75,33,44,90,17,76,10,87,79,73,93,78,32,92,30,94,70,96,13,22,87,63,63,88,34,83,92,88,20,33,98,70,14,98,23,14,19,55,67,63,98,17,96,77,75,33,23,100,61,85,10,54,68,31,35,18,94
56,23,82,99,52,24,38,29,73,85,10,11,96,54,62,34,44,58,65,23,82,97,52,87,63,15,100,57,31,75,42,83,91,26,59,68,46,63,19,64,0,24,53,41,65,23,45,70,37,71,41,79,75,74,96,46,75,16,23,97,11,29,72,92,54,96,15,30,60,84,62,89,90,11,18,70,90,83,25,10,50,99,78,27,60,20,85,13,15,89,86,30,43,91,59,96,20,65,54,56,79,63,89,10,38,50,78,53,76,60,84,73,33,26,92,56
62,16,40,94,28,69,23,37,54,53,24,69,41,53,36,79,95,27,37,45,23,23,28,51,66,32,26,17,55,61,16,62,78,71,88,87,82,46,70,39,24,0,13,50,11,41,25,60,89,13,68,48,84,70,30,73,30,35,45,98,94,35,26,37,27,34,81,21,69,12,100,88,16,54,64,27,40,61,12,15,45,59,26,80,21,60,40,93,92,73,93,90,10,52,57,67,79,79,98,23,26,61,34,24,44,37,30,55,83,35,46,48,96,14,74,62
48,69,15,83,31,100,42,35,88,21,25,61,27,74,41,81,69,78,70,60,51,97,93,53,67,88,74,90,43,77,70,89,31,13,64,16,64,16,12,24,53,13,0,16,50,86,41,32,65,88,66,14,82,68,47,77,29,59,60,27,32,68,24,33,40,89,41,100,19,46,17,91,77,17,80,54,16,23,89,55,82,26,34,52,48,64,37,57,55,24,97,91,87,37,74,45,58,80,38,15,96,18,45,22,24,74,63,76,100,33,57,84,55,93,68,48
75,70,35,63,85,35,58,65,76,43,57,38,76,78,59,79,15,33,30,58,80,93,94,57,41,77,22,24,86,100,60,67,48,98,38,67,99,77,30,76,41,50,16,0,91,94,26,52,20,100,63,63,50,33,94,76,67,83,22,83,82,89,64,64,40,14,82,93,14,28,97,61,96,17,12,21,60,51,26,32,55,86,40,56,45,84,23,63,65,44,67,79,18,22,19,25,35,55,56,61,12,49,58,59,42,53,36,10,60,35,11,50,42,76,61,75
64,68,59,91,52,89,14,45,67,62,28,30,12,61,57,52,93,78,13,75,41,17,11,88,86,80,50,57,60,56,31,73,95,93,59,64,65,46,77,38,65,11,50,91,0,54,46,38,12,74,35,84,67,98,49,88,21,32,70,45,94,36,23,63,91,68,60,44,59,15,49,50,92,74,70,39,86,60,98,51,44,71,11,29,85,57,73,40,51,97,46,81,12,85,96,75,25,78,40,60,67,36,78,48,39,65,31,84,30,33,48,34,77,88,33,64
72,100,28,53,30,33,59,100,78,31,46,72,54,35,79,97,42,99,51,95,85,11,47,10,89,20,35,26,67,52,10,25,88,90,68,26,29,92,62,20,23,41,86,94,54,0,96,34,44,42,81,97,66,54,40,97,54,73,80,70,64,48,72,79,75,41,100,45,12,68,53,13,82,54,69,27,31,39,13,99,96,10,20,59,58,86,50,33,40,98,40,16,85,78,42,33,50,74,42,26,54,40,13,62,91,65,23,51,88,36,38,73,57,20,99,72
91,68,87,34,53,49,64,44,37,93,39,41,36,71,80,24,90,31,40,76,59,48,23,46,81,63,64,89,71,44,16,14,93,70,84,11,52,72,89,20,45,25,41,26,46,96,0,32,22,39,61,18,52,57,25,56,86,48,37,95,41,61,80,28,31,36,34,12,85,52,98,16,26,100,95,28,34,89,76,49,92,73,38,60,82,54,87,100,67,67,71,98,15,62,26,88,45,85,26,46,55,16,96,31,13,27,97,59,15,47,94,68,58,38,42,91
94,28,25,62,78,61,35,98,86,24,77,73,77,19,79,98,65,60,46,46,66,63,90,83,81,49,66,73,82,91,98,77,83,65,31,88,30,20,17,85,70,60,32,52,38,34,32,0,76,27,63,98,60,82,21,98,61,60,70,77,21,13,27,24,48,94,26,76,26,67,75,26,83,66,79,32,39,37,85,84,18,73,41,40,18,71,48,77,46,39,43,23,57,15,99,73,26,24,71,75,32,69,53,84,89,48,60,84,19,36,63,92,49,18,25,94
78,13,51,100,77,30,67,59,67,60,56,32,64,100,39,67,66,51,85,64,52,82,39,97,56,42,16,21,60,46,22,39,79,23,55,75,14,97,37,25,37,89,65,20,12,44,22,76,0,58,81,53,50,71,58,94,87,90,70,69,17,77,46,20,18,48,73,75,38,57,14,34,93,99,49,46,41,60,12,82,14,33,48,69,72,55,58,63,27,36,72,46,75,76,93,55,64,30,16,51,10,32,33,29,42,62,22,97,85,56,63,42,20,89,99,78
81,31,67,37,12,46,87,92,85,55,67,80,38,31,52,93,89,53,63,40,87,28,65,21,25,16,81,19,62,17,70,77,77,70,99,79,67,18,82,92,71,13,88,100,74,42,39,27,58,0,16,51,19,44,88,67,67,13,38,79,60,54,57,14,43,66,64,86,54,70,95,25,51,58,34,40,83,65,28,13,97,54,55,58,52,43,32,46,21,76,65,55,57,87,98,65,49,53,87,54,16,54,33,22,25,85,75,55,84,92,37,64,69,40,41,81
83,39,94,50,95,32,50,27,30,85,45,74,84,89,37,21,56,40,64,90,12,33,43,74,68,12,20,72,32,61,68,44,61,84,49,18,37,51,50,100,41,68,66,63,35,81,61,63,81,16,0,75,19,97,92,65,20,83,72,35,29,25,100,14,93,64,89,99,77,60,65,71,88,88,23,98,89,31,14,83,77,64,51,32,71,100,69,52,53,12,39,26,15,16,78,33,46,88,73,36,65,83,83,47,93,76,12,75,29,41,84,79,13,48,100,83
61,22,68,25,79,64,76,42,54,38,35,67,81,11,98,43,40,44,18,24,92,80,72,50,61,91,74,45,40,99,44,93,93,19,99,25,72,58,28,85,79,48,14,63,84,97,18,98,53,51,75,0,46,64,92,37,72,66,10,55,50,99,83,17,84,83,15,54,24,37,61,11,11,75,62,65,90,19,41,90,46,19,88,78,24,96,72,82,54,52,67,30,97,86,70,67,16,49,19,70,28,73,39,63,91,40,38,26,14,55,62,18,88,42,20,61
68,28,73,27,55,87,16,66,30,35,86,75,49,95,70,18,65,100,47,79,12,73,35,19,19,26,40,93,48,60,11,29,18,66,26,45,97,13,36,58,75,84,82,50,67,66,52,60,50,19,19,46,0,78,44,77,40,51,37,32,50,52,32,100,59,100,78,29,96,22,31,89,78,79,34,76,64,99,57,30,38,81,96,72,33,38,99,34,69,26,53,21,99,14,21,20,38,39,11,29,37,81,73,52,19,18,22,57,100,95,70,89,35,95,75,68
92,89,64,38,80,91,45,42,66,76,79,92,82,14,16,73,61,73,21,57,69,63,48,87,16,86,64,44,72,68,87,18,45,28,72,52,54,32,94,42,74,70,68,33,98,54,57,82,71,44,97,64,78,0,22,63,53,35,44,52,100,63,85,71,13,67,97,25,83,16,22,25,36,65,90,71,16,98,44,40,18,65,43,83,81,87,99,82,19,93,74,57,43,73,25,86,85,30,82,75,100,73,53,64,80,65,15,17,20,85,12,41,89,74,70,92
81,59,54,41,44,94,37,41,79,69,50,42,81,54,69,41,79,90,38,56,60,11,84,87,60,97,17,81,56,12,21,29,76,42,33,75,77,87,86,41,96,30,47,94,49,40,25,21,58,88,92,92,44,22,0,60,80,38,63,24,71,26,21,29,49,69,61,83,91,69,89,15,58,83,75,58,48,42,63,75,88,19,70,67,20,76,36,49,23,52,59,82,73,83,21,32,100,12,64,75,86,98,61,31,52,16,49,92,79,81,21,15,71,78,39,81
34,20,97,31,59,36,12,100,86,45,67,82,28,48,35,39,10,82,39,31,69,62,10,49,50,50,40,83,82,49,76,57,19,19,72,43,32,18,85,94,46,73,77,76,88,97,56,98,94,67,65,37,77,63,60,0,48,36,81,87,99,50,48,15,80,94,73,73,97,47,97,52,86,77,73,100,36,16,22,59,24,36,25,50,91,60,78,29,36,39,40,98,33,92,32,43,83,53,89,77,69,44,95,25,66,42,34,80,11,65,75,87,32,90,32,34
15,35,55,38,62,95,31,54,89,57,28,77,94,60,55,61,55,74,25,50,38,10,66,85,26,90,22,72,73,15,40,54,77,73,72,99,72,44,25,45,75,30,29,67,21,54,86,61,87,67,20,72,40,53,80,48,0,14,20,14,69,49,89,97,66,80,99,92,37,37,97,96,49,91,26,90,13,75,89,80,53,47,83,46,57,78,52,11,81,91,41,97,80,79,76,77,68,37,91,56,34,19,76,25,60,85,62,14,17,55,24,100,41,75,73,15
13,100,57,72,25,52,57,11,47,33,59,46,73,90,65,88,92,29,12,89,55,91,75,84,97,36,70,85,15,30,92,47,95,100,63,95,54,48,96,46,16,35,59,83,32,73,48,60,90,13,83,66,51,35,38,36,14,0,82,96,93,22,11,40,31,39,42,12,46,11,38,35,66,34,22,31,88,65,98,95,66,96,20,25,38,37,52,12,76,29,65,55,99,96,57,29,88,28,28,92,16,37,48,22,49,14,42,21,35,68,28,84,21,48,35,13
36,12,63,33,24,73,18,97,25,58,47,13,31,53,100,46,59,62,86,84,53,79,67,25,56,39,100,48,58,12,39,25,29,66,73,95,70,94,30,72,23,45,60,22,70,80,37,70,70,38,72,10,37,44,63,81,20,82,0,79,66,41,35,82,42,19,20,58,60,59,35,85,25,70,55,74,58,72,51,84,33,12,24,32,65,77,29,15,99,26,48,48,60,17,26,61,52,41,22,55,61,36,49,72,17,93,73,95,29,43,67,53,100,93,49,36
