109
12,65,46,10,60,92,81,32,32,0,51,55,23,47,34,97,28,88,69,61,72,95,10,88,90,25,42,13,42,94,73,87,32,11,65,87,59,97,86,32,87,16,90,64,80,75,16,81,28,76,37,39,62,83,52,69,96,97,90,83,56,54,38,43,10,77,18,85,94,97,94,83,62,66,91,82,66,43,69,38,29,50,20,33,29,70,14,55,23,55,79,76,77,89,13,29,93,47,80,44,100,99,90,99,15,97,95,78,18,10,12
30,92,96,30,57,52,26,12,17,51,0,99,69,79,57,13,98,25,10,32,52,56,54,61,39,27,77,31,71,73,65,58,99,27,48,27,37,36,47,69,38,79,78,99,55,46,76,28,75,87,19,89,97,84,82,91,10,77,79,51,56,33,93,38,27,88,68,66,11,76,78,12,70,48,36,57,42,99,20,59,13,100,33,72,50,10,93,87,95,22,40,81,47,84,69,53,94,27,87,55,74,67,52,87,45,54,18,59,66,51,30
32,65,99,86,76,18,45,43,88,55,99,0,69,89,60,52,95,70,31,52,18,41,76,73,98,24,33,72,29,77,89,99,43,76,23,63,79,37,58,94,37,96,61,76,91,55,89,40,44,38,87,49,14,99,78,34,27,44,73,26,89,23,86,82,73,17,31,49,31,74,53,28,62,41,78,58,54,18,91,39,33,88,49,38,11,13,76,12,63,64,18,92,97,41,74,59,61,53,35,81,60,21,60,56,24,80,45,74,93,46,32
63,65,18,69,24,18,78,46,93,23,69,69,0,42,20,47,13,13,76,67,99,91,59,84,63,77,11,30,23,31,45,39,30,19,55,80,20,76,51,54,94,40,46,67,63,81,69,34,100,96,47,16,40,13,58,66,67,69,33,64,52,45,60,30,29,22,53,54,50,28,96,40,10,18,97,53,96,44,11,92,16,22,13,84,99,74,88,39,36,43,33,87,42,27,33,15,33,44,94,18,64,30,52,20,37,96,45,32,76,38,63
92,43,14,70,99,46,86,97,15,47,79,89,42,0,79,49,95,73,75,27,78,99,27,78,86,15,70,92,12,83,34,35,97,57,52,60,13,38,16,25,45,59,66,35,48,33,79,68,40,34,25,60,53,30,65,60,50,55,31,15,69,51,83,23,100,28,15,11,93,41,48,46,42,74,17,26,57,57,83,22,15,36,36,40,31,15,56,44,60,44,88,53,88,84,61,85,36,46,40,75,80,57,67,10,80,45,85,57,73,93,92
25,26,23,37,40,30,34,12,90,34,57,60,20,79,0,45,86,71,62,53,12,14,65,17,15,95,28,68,74,62,25,78,74,97,30,53,46,40,25,44,10,36,86,22,11,10,47,37,50,54,43,50,46,69,50,65,18,29,67,39,93,58,50,69,47,23,32,47,34,100,96,36,60,59,11,18,77,75,55,32,17,98,99,71,49,16,22,92,100,78,71,20,30,23,83,77,15,89,39,29,67,94,57,61,72,93,59,69,29,36,25
61,35,73,65,59,88,39,89,90,97,13,52,47,49,45,0,73,33,19,21,55,71,25,22,75,65,68,79,40,84,62,94,83,37,89,63,18,48,78,24,89,45,38,25,37,30,83,82,69,86,24,66,18,83,19,19,41,69,30,91,97,69,34,54,46,49,50,26,51,34,84,38,88,22,50,80,23,70,76,27,56,10,84,13,38,11,76,49,72,34,48,97,40,67,38,83,51,89,75,80,87,32,80,22,76,67,54,64,48,27,61
87,57,26,19,12,10,51,71,83,28,98,95,13,95,86,73,0,36,58,20,65,23,21,78,41,81,24,12,86,53,37,43,28,84,14,76,16,11,79,62,97,30,72,39,45,33,27,29,29,28,71,58,96,100,81,86,96,72,91,91,95,70,47,21,18,38,91,89,84,86,71,61,21,41,43,43,71,84,60,58,35,43,92,62,83,22,55,22,100,35,58,100,30,88,44,12,50,21,65,60,47,13,56,15,11,34,26,74,88,99,87
29,74,35,81,60,38,39,72,54,88,25,70,13,73,71,33,36,0,60,73,32,34,100,42,23,64,22,37,83,83,71,84,88,69,18,57,85,22,75,42,76,83,54,77,83,23,83,16,75,27,35,56,60,83,63,97,65,27,29,27,75,12,51,38,36,74,84,23,86,14,31,100,49,83,33,90,87,61,76,85,56,46,91,90,10,68,20,50,27,78,41,72,27,65,87,60,56,62,10,26,11,87,34,97,26,92,82,65,64,16,29
11,22,71,76,34,65,44,75,22,69,10,31,76,75,62,19,58,60,0,97,44,71,21,41,88,64,75,95,74,55,58,16,53,33,62,22,51,55,43,48,80,65,75,94,61,66,47,52,66,78,47,33,47,19,82,50,61,96,57,65,77,54,37,55,30,47,39,71,78,27,37,88,37,85,94,15,58,86,41,12,53,36,66,52,16,94,65,30,37,53,99,56,31,28,58,24,70,43,21,73,82,20,39,98,44,67,77,78,43,97,11
49,48,85,84,10,98,64,72,53,61,32,52,67,27,53,21,20,73,97,0,46,22,70,82,37,71,64,88,17,51,32,78,95,15,60,95,15,100,34,77,20,66,90,30,44,91,77,91,44,88,75,31,94,44,66,74,89,31,93,66,84,52,54,89,47,91,97,29,52,92,82,11,31,27,43,95,73,73,93,81,85,68,63,51,47,36,59,27,10,20,90,76,74,96,20,63,62,67,100,50,54,70,23,62,64,40,14,25,58,96,49
93,10,83,94,24,78,81,60,74,72,52,18,99,78,12,55,65,32,44,46,0,90,94,22,58,25,36,56,90,89,80,21,90,16,43,65,56,50,34,80,41,59,35,29,11,22,43,12,67,62,77,11,81,23,60,82,89,96,49,33,52,64,14,79,62,22,13,18,44,62,52,92,73,38,97,35,84,59,62,56,65,32,68,38,56,60,18,33,37,82,52,19,66,36,33,74,34,56,32,23,95,21,64,12,88,35,52,66,19,82,93
31,40,31,51,35,17,20,89,92,95,56,41,91,99,14,71,23,34,71,22,90,0,43,90,35,96,72,75,45,70,14,31,63,66,40,89,69,68,17,89,15,62,95,53,49,91,57,78,56,54,70,59,100,37,39,38,43,46,72,31,59,44,13,37,18,63,34,17,38,60,43,83,91,26,35,83,75,26,35,89,54,88,88,45,92,51,35,93,70,26,66,50,29,60,32,84,33,35,43,73,53,89,39,90,34,79,33,71,44,23,31
29,46,20,64,51,55,66,32,26,10,54,76,59,27,65,25,21,100,21,70,94,43,0,52,74,83,59,77,99,48,19,45,55,97,51,86,11,11,64,75,58,48,16,14,11,77,52,60,46,38,11,26,24,54,30,18,48,89,44,10,94,40,62,41,58,31,67,28,15,73,40,54,28,97,92,99,69,92,17,18,98,70,30,34,74,77,59,47,69,27,78,100,100,97,74,11,35,95,63,100,34,94,69,24,94,92,18,29,35,65,29
84,94,50,71,11,62,31,80,90,88,61,73,84,78,17,22,78,42,41,82,22,90,52,0,99,56,80,77,76,59,25,41,18,58,91,69,70,66,34,20,38,82,84,39,47,48,11,21,70,26,54,61,89,68,79,88,61,74,98,87,67,88,16,19,52,52,94,34,90,63,62,80,56,60,84,80,56,21,41,54,79,14,10,63,68,55,27,51,39,46,42,15,95,26,74,92,70,51,83,92,76,87,68,32,93,22,91,61,80,64,84
44,99,59,54,35,93,45,99,57,90,39,98,63,86,15,75,41,23,88,37,58,35,74,99,0,47,65,98,21,66,72,48,41,11,22,95,73,94,17,37,83,100,31,69,17,33,52,59,84,44,98,97,45,14,53,29,70,71,59,72,75,75,32,95,38,14,78,28,15,80,87,52,19,67,58,85,67,27,68,68,28,89,74,92,86,87,54,64,10,81,97,20,27,39,24,13,78,88,14,56,60,30,94,23,95,41,97,80,95,84,44
67,10,76,12,61,17,16,45,49,25,27,24,77,15,95,65,81,64,64,71,25,96,83,56,47,0,24,91,99,25,33,20,76,83,76,21,53,13,63,55,54,24,36,73,82,75,94,32,54,35,16,77,83,67,41,30,24,71,45,81,11,11,16,16,33,77,79,53,97,15,26,25,83,74,45,82,82,78,69,63,90,59,28,83,51,93,52,90,53,48,31,94,93,49,46,71,69,18,14,23,20,71,93,29,52,92,100,17,11,90,67
60,75,88,100,56,93,23,80,92,42,77,33,11,70,28,68,24,22,75,64,36,72,59,80,65,24,0,64,21,83,60,67,15,71,66,83,43,54,22,61,60,28,32,17,71,57,79,38,37,58,58,10,31,82,34,31,62,74,46,40,84,14,25,85,90,67,40,66,76,15,46,55,21,98,58,82,24,61,86,63,84,60,35,100,86,82,93,77,77,58,91,52,98,25,59,98,29,49,71,52,80,39,32,84,87,28,73,87,86,87,60
21,11,85,52,69,29,70,65,17,13,31,72,30,92,68,79,12,37,95,88,56,75,77,77,98,91,64,0,16,61,100,11,72,32,81,70,33,56,32,50,65,79,64,92,43,84,31,62,78,29,13,20,76,38,19,39,74,78,64,42,49,61,22,25,70,15,47,68,15,25,90,92,20,43,82,13,80,55,29,17,54,64,43,30,80,54,31,62,32,37,80,81,76,70,33,55,75,66,12,45,89,84,92,24,94,78,31,52,38,12,21
98,65,72,55,25,28,43,93,12,42,71,29,23,12,74,40,86,83,74,17,90,45,99,76,21,99,21,16,0,83,36,52,91,86,66,94,11,19,17,98,77,11,22,76,91,86,23,11,30,72,79,75,85,74,38,87,44,70,34,14,25,45,13,83,25,69,34,27,77,98,43,62,12,48,21,44,27,26,14,80,99,40,75,86,91,13,92,73,23,40,16,90,82,90,46,15,53,54,99,11,99,88,96,35,97,59,66,53,26,70,98
14,60,26,79,73,54,35,11,81,94,73,77,31,83,62,84,53,83,55,51,89,70,48,59,66,25,83,61,83,0,72,74,85,88,90,34,37,31,15,74,68,65,76,73,90,74,35,62,29,90,37,94,81,30,78,53,15,85,90,90,90,51,84,72,46,35,58,63,58,47,82,68,27,40,34,63,95,22,30,89,89,100,48,76,19,66,11,12,72,13,94,90,92,30,82,84,12,83,34,96,60,36,11,99,84,77,56,60,16,93,14
39,60,49,50,17,53,85,59,14,73,65,89,45,34,25,62,37,71,58,32,80,14,19,25,72,33,60,100,36,72,0,14,21,35,30,17,66,53,50,22,91,34,52,45,79,67,39,42,27,16,71,16,26,14,95,56,45,39,61,99,73,92,68,71,48,85,15,90,87,79,22,98,71,49,21,74,67,30,29,26,78,89,15,35,40,13,13,42,45,50,47,91,13,55,50,38,31,97,37,68,59,77,34,54,97,97,81,28,44,45,39
99,13,34,75,18,53,96,74,83,87,58,99,39,35,78,94,43,84,16,78,21,31,45,41,48,20,67,11,52,74,14,0,92,16,73,89,35,11,62,47,13,72,23,43,33,48,94,41,22,78,99,79,28,64,45,39,50,91,93,27,15,41,51,10,68,50,98,15,44,94,14,67,88,70,51,40,92,69,91,94,28,78,52,65,71,18,30,94,68,48,67,24,92,37,59,82,23,75,84,76,87,90,49,35,11,22,35,72,19,87,99
78,89,86,54,95,82,91,49,24,32,99,43,30,97,74,83,28,88,53,95,90,63,55,18,41,76,15,72,91,85,21,92,0,86,72,53,37,23,20,68,57,62,50,100,94,70,23,70,61,37,67,63,19,89,80,69,90,64,36,93,28,47,66,39,96,58,22,38,81,24,19,90,20,83,23,28,73,99,84,67,77,91,28,74,23,52,57,70,38,38,49,99,20,78,46,11,92,11,29,52,86,100,28,99,13,84,50,91,23,94,78
51,88,70,35,18,23,88,34,50,11,27,76,19,57,97,37,84,69,33,15,16,66,97,58,11,83,71,32,86,88,35,16,86,0,64,22,25,44,22,99,26,75,30,78,37,10,32,43,53,27,60,49,49,57,35,58,20,27,92,98,42,67,81,66,45,81,58,95,55,76,75,30,47,57,61,10,82,89,16,29,87,55,74,70,50,67,63,30,96,43,37,54,72,16,86,82,43,25,23,71,55,90,51,40,48,91,40,40,18,16,51
74,91,17,57,62,21,72,76,70,65,48,23,55,52,30,89,14,18,62,60,43,40,51,91,22,76,66,81,66,90,30,73,72,64,0,35,39,66,56,83,23,48,50,97,13,41,91,54,78,52,77,15,68,50,96,91,42,14,28,55,38,63,29,91,99,79,76,35,61,70,52,48,97,65,96,82,32,46,97,41,85,15,33,78,86,17,92,68,17,87,58,65,66,36,65,95,51,58,57,25,12,55,76,64,15,66,70,23,34,42,74
83,24,61,77,54,67,21,93,94,87,27,63,80,60,53,63,76,57,22,95,65,89,86,69,95,21,83,70,94,34,17,89,53,22,35,0,52,24,81,23,99,89,35,41,71,26,79,91,53,54,33,70,34,66,18,59,63,85,12,88,21,59,52,26,19,16,47,90,61,16,69,62,42,47,37,36,19,23,73,11,68,42,45,74,18,36,14,55,31,46,41,80,11,79,70,86,96,10,47,28,55,36,34,23,97,45,12,65,76,60,83
48,91,20,34,20,53,69,75,81,59,37,79,20,13,46,18,16,85,51,15,56,69,11,70,73,53,43,33,11,37,66,35,37,25,39,52,0,53,28,63,79,94,82,97,76,66,51,49,72,27,82,46,24,62,74,94,38,64,54,20,61,55,42,100,36,43,70,86,74,94,44,56,84,76,16,56,58,85,83,39,96,74,10,52,62,93,30,75,86,71,19,32,96,73,32,27,83,10,96,10,98,26,89,11,55,66,37,100,42,56,48
40,94,25,67,59,47,59,33,75,97,36,37,76,38,40,48,11,22,55,100,50,68,11,66,94,13,54,56,19,31,53,11,23,44,66,24,53,0,99,70,23,88,77,43,71,36,49,65,52,27,10,28,74,86,67,69,87,100,63,51,62,85,55,39,55,25,31,92,84,60,29,67,64,60,46,61,97,66,21,100,74,51,84,97,92,29,12,100,95,29,54,50,12,47,54,36,90,44,22,55,26,37,83,34,91,27,25,94,62,32,40
20,27,78,93,79,13,79,79,38,86,47,58,51,16,25,78,79,75,43,34,34,17,64,34,17,63,22,32,17,15,50,62,20,22,56,81,28,99,0,48,85,24,60,92,93,84,80,26,36,27,85,68,12,73,45,48,32,52,63,74,14,29,59,17,56,87,79,47,33,41,62,63,64,14,11,15,46,98,61,40,27,92,55,65,96,22,37,95,39,17,83,25,89,31,31,65,30,51,25,35,76,55,11,47,90,38,22,78,60,22,20
55,68,62,55,86,43,79,23,97,32,69,94,54,25,44,24,62,42,48,77,80,89,75,20,37,55,61,50,98,74,22,47,68,99,83,23,63,70,48,0,75,69,41,23,13,89,17,92,56,63,68,40,18,43,12,79,42,100,55,44,60,81,48,59,16,78,82,83,61,13,40,69,39,11,27,13,90,82,63,59,91,29,67,66,81,77,90,51,77,20,70,66,79,21,31,79,92,12,100,33,71,15,67,36,20,71,36,33,60,86,55
91,45,22,28,57,48,27,47,77,87,38,37,94,45,10,89,97,76,80,20,41,15,58,38,83,54,60,65,77,68,91,13,57,26,23,99,79,23,85,75,0,93,18,15,33,14,27,45,41,90,62,46,99,19,59,40,44,41,96,88,39,52,47,49,12,87,73,36,10,38,51,74,13,17,78,30,48,53,97,71,92,14,79,17,42,73,32,69,44,32,16,99,10,45,91,94,25,65,30,97,51,99,68,57,57,19,75,62,39,75,91
38,49,26,49,28,81,55,41,77,16,79,96,40,59,36,45,30,83,65,66,59,62,48,82,100,24,28,79,11,65,34,72,62,75,48,89,94,88,24,69,93,0,10,38,38,36,14,27,29,62,15,95,88,22,54,42,93,86,50,89,40,96,57,62,15,56,46,61,87,85,79,92,68,80,56,92,52,42,99,95,86,20,69,45,78,57,11,70,52,70,56,44,10,14,62,13,31,14,98,42,91,27,24,17,81,68,22,80,67,89,38
98,11,40,52,83,88,78,89,30,90,78,61,46,66,86,38,72,54,75,90,35,95,16,84,31,36,32,64,22,76,52,23,50,30,50,35,82,77,60,41,18,10,0,86,34,85,65,53,92,40,98,68,28,68,35,60,96,28,31,33,39,54,25,85,51,27,45,31,60,92,73,58,72,89,25,96,32,18,59,17,18,68,68,80,42,50,19,26,79,42,99,44,37,10,27,81,85,80,61,81,79,71,33,91,61,40,16,12,15,50,98
18,57,38,100,35,51,24,86,22,64,99,76,67,35,22,25,39,77,94,30,29,53,14,39,69,73,17,92,76,73,45,43,100,78,97,41,97,43,92,23,15,38,86,0,68,77,30,45,40,75,96,32,63,25,40,53,35,98,74,30,52,31,40,60,54,26,35,45,93,47,93,20,63,44,95,46,78,51,19,90,35,70,75,76,32,81,76,75,88,55,10,33,78,58,85,18,52,64,86,100,85,89,37,13,46,37,82,57,95,74,18
51,85,56,79,40,37,85,92,95,80,55,91,63,48,11,37,45,83,61,44,11,49,11,47,17,82,71,43,91,90,79,33,94,37,13,71,76,71,93,13,33,38,34,68,0,73,28,50,54,38,54,47,60,67,53,91,84,47,42,22,23,79,49,28,18,70,67,17,67,91,60,45,43,63,50,65,92,98,18,79,63,14,29,12,92,89,53,14,81,28,98,94,26,68,36,81,16,25,35,41,77,26,80,46,25,66,48,84,31,92,51
58,89,54,19,56,30,37,58,35,75,46,55,81,33,10,30,33,23,66,91,22,91,77,48,33,75,57,84,86,74,67,48,70,10,41,26,66,36,84,89,14,36,85,77,73,0,70,48,21,87,27,25,17,90,28,29,86,33,90,80,60,37,15,95,57,92,51,83,10,10,32,25,97,23,88,36,37,69,97,24,40,16,39,90,86,23,95,32,22,62,12,30,57,88,13,33,11,63,32,30,99,59,32,45,10,64,40,71,39,44,58
11,81,56,73,92,66,98,89,62,16,76,89,69,79,47,83,27,83,47,77,43,57,52,11,52,94,79,31,23,35,39,94,23,32,91,79,51,49,80,17,27,14,65,30,28,70,0,71,31,11,95,92,93,55,27,17,43,33,23,85,47,26,57,97,52,28,23,72,40,20,30,78,14,36,71,32,10,32,32,46,60,33,17,50,62,39,43,85,10,53,23,22,91,43,96,10,50,93,27,27,55,35,19,63,45,59,64,61,100,83,11
36,86,11,96,90,29,42,88,57,81,28,40,34,68,37,82,29,16,52,91,12,78,60,21,59,32,38,62,11,62,42,41,70,43,54,91,49,65,26,92,45,27,53,45,50,48,71,0,55,39,76,37,61,79,40,13,26,55,96,16,13,85,83,33,94,27,57,85,95,84,93,37,70,49,88,62,19,21,99,52,64,80,47,65,46,51,91,40,42,77,58,83,38,90,79,55,19,69,87,96,64,83,22,74,10,59,38,22,91,14,36
35,23,70,99,99,77,89,65,25,28,75,44,100,40,50,69,29,75,66,44,67,56,46,70,84,54,37,78,30,29,27,22,61,53,78,53,72,52,36,56,41,29,92,40,54,21,31,55,0,10,47,63,69,61,18,32,72,82,91,95,36,40,35,74,89,71,37,61,58,54,81,58,88,94,42,97,59,13,95,74,87,53,51,36,42,98,99,14,88,10,92,61,46,30,92,48,34,21,59,31,98,76,44,54,60,73,29,51,50,42,35
18,46,13,70,11,54,11,94,46,76,87,38,96,34,54,86,28,27,78,88,62,54,38,26,44,35,58,29,72,90,16,78,37,27,52,54,27,27,27,63,90,62,40,75,38,87,11,39,10,0,58,43,38,34,88,50,75,77,82,69,21,57,63,96,68,55,50,88,27,65,32,58,81,83,46,15,81,86,100,40,21,71,55,14,17,45,53,98,87,83,17,69,17,36,30,35,22,23,36,52,29,90,35,86,49,42,53,32,10,40,18
67,62,43,78,77,11,53,93,24,37,19,87,47,25,43,24,71,35,47,75,77,70,11,54,98,16,58,13,79,37,71,99,67,60,77,33,82,10,85,68,62,15,98,96,54,27,95,76,47,58,0,31,58,87,75,58,11,41,47,88,87,29,74,40,35,14,46,67,100,91,32,49,10,75,23,81,68,15,94,27,69,46,91,11,56,27,32,54,68,47,96,79,53,89,99,87,13,88,87,53,44,97,69,76,69,34,91,41,96,75,67
62,93,96,29,93,29,31,91,97,39,89,49,16,60,50,66,58,56,33,31,11,59,26,61,97,77,10,20,75,94,16,79,63,49,15,70,46,28,68,40,46,95,68,32,47,25,92,37,63,43,31,0,97,82,17,26,66,85,72,96,42,84,30,61,90,93,19,16,37,90,87,53,96,42,18,96,12,68,80,74,88,79,72,62,14,95,51,65,16,75,93,13,38,69,96,28,92,97,85,17,25,57,91,14,12,62,48,20,87,94,62
68,87,86,77,49,99,63,69,44,62,97,14,40,53,46,18,96,60,47,94,81,100,24,89,45,83,31,76,85,81,26,28,19,49,68,34,24,74,12,18,99,88,28,63,60,17,93,61,69,38,58,97,0,76,94,32,58,94,74,12,37,78,93,22,88,62,67,57,72,63,61,78,98,25,39,21,14,45,83,99,37,67,70,66,22,79,61,58,97,12,89,38,75,69,16,65,27,79,70,33,67,93,44,19,39,100,51,51,13,60,68
13,67,39,73,27,30,52,74,58,83,84,99,13,30,69,83,100,83,19,44,23,37,54,68,14,67,82,38,74,30,14,64,89,57,50,66,62,86,73,43,19,22,68,25,67,90,55,79,61,34,87,82,76,0,95,20,60,35,59,52,59,95,19,76,63,48,55,59,46,34,68,57,31,63,17,17,51,70,45,57,21,48,18,66,38,61,21,31,54,23,30,20,34,25,85,93,53,48,47,44,17,90,71,57,93,66,76,64,44,70,13
45,26,91,70,70,16,54,25,38,52,82,78,58,65,50,19,81,63,82,66,60,39,30,79,53,41,34,19,38,78,95,45,80,35,96,18,74,67,45,12,59,54,35,40,53,28,27,40,18,88,75,17,94,95,0,46,86,35,59,65,100,70,68,34,85,40,67,18,43,37,58,42,46,45,99,96,22,60,29,95,79,55,15,57,18,17,16,20,35,53,20,82,94,16,88,15,29,56,84,49,54,69,99,77,76,82,15,62,91,25,45
37,10,20,99,95,17,52,97,53,69,91,34,66,60,65,19,86,97,50,74,82,38,18,88,29,30,31,39,87,53,56,39,69,58,91,59,94,69,48,79,40,42,60,53,91,29,17,13,32,50,58,26,32,20,46,0,100,70,24,12,81,51,74,84,80,19,44,91,61,91,68,84,71,78,40,56,28,46,57,34,47,63,95,93,95,66,40,19,56,39,39,76,58,55,60,61,68,44,55,27,67,19,83,79,96,47,26,22,14,27,37
62,87,63,61,19,20,24,13,55,96,10,27,67,50,18,41,96,65,61,89,89,43,48,61,70,24,62,74,44,15,45,50,90,20,42,63,38,87,32,42,44,93,96,35,84,86,43,26,72,75,11,66,58,60,86,100,0,28,85,32,22,66,14,100,21,55,78,36,67,85,85,14,17,20,59,79,87,98,78,24,46,32,36,71,83,77,13,19,60,20,34,14,28,51,58,29,57,83,19,18,68,55,40,27,45,44,12,13,78,28,62
96,31,20,51,36,88,96,44,53,97,77,44,69,55,29,69,72,27,96,31,96,46,89,74,71,71,74,78,70,85,39,91,64,27,14,85,64,100,52,100,41,86,28,98,47,33,33,55,82,77,41,85,94,35,35,70,28,0,35,50,50,93,12,100,86,27,49,12,10,91,85,29,66,23,44,10,20,46,54,19,14,24,94,99,70,100,41,14,44,95,43,92,52,80,52,43,93,70,14,69,55,19,57,62,97,51,66,34,69,44,96
22,45,95,48,18,28,21,84,55,90,79,73,33,31,67,30,91,29,57,93,49,72,44,98,59,45,46,64,34,90,61,93,36,92,28,12,54,63,63,55,96,50,31,74,42,90,23,96,91,82,47,72,74,59,59,24,85,35,0,32,79,19,77,21,32,61,47,39,69,61,65,42,21,18,71,41,89,51,16,64,51,87,95,20,90,84,98,19,91,38,49,70,52,77,97,26,68,76,86,86,41,95,39,67,59,58,39,42,21,79,22
64,14,95,45,66,52,34,85,88,83,51,26,64,15,39,91,91,27,65,66,33,31,10,87,72,81,40,42,14,90,99,27,93,98,55,88,20,51,74,44,88,89,33,30,22,80,85,16,95,69,88,96,12,52,65,12,32,50,32,0,62,53,43,34,96,15,14,95,18,46,16,17,48,27,82,87,71,75,64,57,69,99,12,45,87,89,27,96,51,73,26,40,54,56,36,86,88,43,52,53,93,19,74,60,25,30,94,25,81,100,64
98,99,53,69,72,42,35,50,30,56,56,89,52,69,93,97,95,75,77,84,52,59,94,67,75,11,84,49,25,90,73,15,28,42,38,21,61,62,14,60,39,40,39,52,23,60,47,13,36,21,87,42,37,59,100,81,22,50,79,62,0,33,74,61,21,28,56,12,21,18,99,62,95,16,42,95,49,24,26,74,42,32,66,69,89,95,85,97,52,50,38,91,26,22,30,47,94,23,94,18,82,98,96,43,10,64,25,24,14,16,98
85,63,69,54,59,89,56,23,93,54,33,23,45,51,58,69,70,12,54,52,64,44,40,88,75,11,14,61,45,51,92,41,47,67,63,59,55,85,29,81,52,96,54,31,79,37,26,85,40,57,29,84,78,95,70,51,66,93,19,53,33,0,91,83,42,60,35,43,43,25,14,69,66,13,75,16,43,43,63,32,22,86,34,52,80,18,86,47,72,47,91,26,68,86,80,89,68,45,97,96,74,29,96,28,50,79,19,41,90,65,85
