116
29,76,20,94,16,74,30,92,33,0,68,95,68,88,83,84,73,29,88,94,35,90,71,55,90,11,19,11,21,37,58,82,55,44,16,64,24,21,19,83,53,37,10,42,52,33,23,88,14,50,58,98,94,24,58,53,47,60,14,37,55,80,68,36,44,30,80,54,48,45,57,85,57,33,48,36,95,63,99,21,41,89,74,61,55,31,82,98,58,53,45,21,71,70,62,100,53,92,90,16,70,31,27,72,72,31,75,58,36,68,52,72,94,66,98,98,16,29
77,52,55,56,33,100,91,41,41,68,0,99,54,80,56,55,19,94,92,97,84,91,62,91,89,25,68,91,32,46,12,17,16,83,31,87,28,88,91,14,82,78,100,82,49,41,43,51,64,58,12,37,36,38,21,17,59,32,36,70,58,82,98,88,43,10,89,98,70,33,43,21,99,71,13,54,92,30,67,36,25,21,39,56,88,11,83,20,34,97,92,39,63,64,46,45,62,68,57,93,53,53,11,21,70,96,40,47,14,91,60,58,47,44,13,55,71,77
72,59,83,50,89,14,58,70,49,95,99,0,65,55,69,19,71,12,48,54,42,77,76,55,87,95,100,62,83,59,89,68,52,24,48,19,100,82,17,16,45,55,80,57,40,88,80,43,28,30,69,96,27,44,100,43,51,19,29,37,23,27,70,58,57,86,92,88,34,20,79,53,21,53,58,26,28,72,80,97,99,73,83,20,59,52,14,31,79,27,27,63,59,33,50,43,65,37,35,19,22,82,33,84,60,48,99,43,38,29,65,37,20,41,53,92,32,72
10,56,88,43,63,35,72,21,24,68,54,65,0,22,31,79,81,54,13,60,43,81,84,11,45,25,87,18,43,66,96,83,23,52,68,17,12,83,56,100,96,48,97,22,16,29,86,73,85,72,25,35,92,25,89,40,79,26,25,12,48,94,66,93,83,27,89,88,48,20,24,92,46,10,36,11,96,55,50,59,42,28,58,41,97,18,17,36,30,59,41,56,65,18,100,64,50,90,45,34,71,59,69,49,36,94,26,21,10,70,85,26,21,15,88,83,44,10
52,87,22,11,53,31,24,46,74,88,80,55,22,0,23,56,87,68,21,83,29,31,63,81,45,16,81,20,82,83,97,17,21,98,98,64,59,64,79,85,86,32,88,48,51,63,42,91,35,60,50,46,59,48,84,15,72,24,10,95,30,43,53,28,91,65,21,57,38,36,39,15,59,25,53,56,66,41,43,90,16,15,90,93,77,75,79,23,100,42,70,88,60,100,79,89,39,20,85,10,49,24,64,19,19,74,16,11,98,90,32,61,49,42,88,54,64,52
52,81,88,12,97,93,65,79,91,83,56,69,31,23,0,54,48,21,73,29,43,88,99,86,92,63,99,35,23,86,64,48,88,27,74,75,60,68,45,40,53,65,38,24,43,66,57,61,94,71,63,28,45,49,38,68,86,74,56,35,64,43,21,22,69,81,61,77,47,46,10,92,62,92,62,58,41,81,82,48,68,90,13,88,59,93,78,47,24,58,60,73,82,73,38,78,69,83,41,41,48,20,44,15,30,11,61,68,15,81,90,51,60,96,97,96,26,52
21,19,76,43,48,59,17,53,99,84,55,19,79,56,54,0,82,97,90,74,89,21,95,44,24,88,62,12,99,64,25,46,94,57,99,94,51,98,59,13,97,50,66,80,24,16,42,68,20,12,66,79,91,78,19,13,72,63,62,47,80,94,94,46,18,92,92,37,98,97,88,93,39,98,98,37,74,29,21,96,13,61,75,51,36,32,67,75,45,20,30,63,26,48,33,77,22,56,32,99,19,10,27,39,21,38,19,56,54,18,46,17,36,59,84,77,93,21
50,60,92,71,52,28,36,45,31,73,19,71,81,87,48,82,0,36,58,75,65,79,63,100,94,59,31,27,62,50,66,18,72,34,69,29,13,100,69,94,18,12,85,60,65,96,14,13,74,23,37,77,23,41,36,53,76,73,10,74,11,31,44,30,10,70,19,13,79,71,17,31,32,27,42,40,43,64,57,26,46,26,38,49,58,27,95,53,70,76,32,19,52,99,35,87,13,55,61,54,64,58,48,32,24,42,65,38,25,65,55,20,95,94,86,10,78,50
47,19,84,24,40,48,82,87,74,29,94,12,54,68,21,97,36,0,64,46,38,95,48,53,30,90,79,14,62,14,29,19,61,52,97,92,30,55,88,65,34,46,29,71,87,42,71,35,68,76,66,92,31,48,78,72,90,42,56,77,20,32,60,61,61,31,26,23,100,90,87,29,14,25,97,56,71,86,47,45,89,98,88,66,52,37,61,97,13,70,82,80,48,41,15,31,44,65,63,34,98,60,83,17,77,41,12,63,25,58,74,64,40,67,87,31,55,47
35,47,86,80,77,98,83,86,41,88,92,48,13,21,73,90,58,64,0,28,63,59,46,27,89,48,63,66,12,89,79,38,20,40,34,83,11,80,21,62,37,71,97,66,90,96,16,18,11,77,21,62,27,82,74,14,84,65,35,79,36,47,100,94,85,33,77,73,37,10,33,50,74,47,100,34,90,12,80,12,36,65,16,26,43,49,55,38,61,96,91,89,29,62,69,42,93,80,94,19,56,58,21,51,87,61,91,40,77,33,88,64,16,61,88,12,81,35
41,79,82,100,38,28,37,62,84,94,97,54,60,83,29,74,75,46,28,0,29,83,98,19,42,48,69,79,15,24,69,29,70,67,15,92,39,65,21,65,96,100,68,42,86,48,81,48,44,17,16,99,24,63,55,65,56,23,34,31,63,68,59,38,32,70,90,87,66,100,87,50,12,59,72,67,59,68,47,50,89,45,97,60,41,95,86,55,83,85,21,75,89,27,89,13,19,68,49,40,99,74,68,37,51,65,31,14,12,27,71,32,38,56,32,89,58,41
23,83,73,47,54,40,34,93,97,35,84,42,43,29,43,89,65,38,63,29,0,92,13,71,43,79,24,33,15,58,80,83,21,37,89,56,96,98,75,91,10,59,83,58,76,41,66,35,32,53,35,65,67,89,84,94,81,11,67,19,30,74,38,55,100,54,46,28,96,63,46,73,64,27,38,81,66,94,11,59,92,54,66,40,76,68,57,13,82,19,52,49,93,85,68,37,36,43,76,22,94,98,15,34,46,75,100,11,93,72,83,14,44,28,86,76,19,23
71,60,78,63,86,32,67,39,92,90,91,77,81,31,88,21,79,95,59,83,92,0,31,60,43,45,100,27,38,96,78,81,45,94,34,52,51,64,82,68,66,28,66,56,27,71,49,44,94,99,63,61,51,92,98,35,50,36,75,100,80,73,73,17,30,44,51,19,31,57,88,23,51,92,84,55,17,25,81,86,31,33,16,21,87,42,54,71,33,30,40,67,54,82,25,99,64,34,14,70,34,47,32,100,15,27,59,19,58,36,39,34,29,79,31,49,30,71
43,94,69,38,95,64,21,76,31,71,62,76,84,63,99,95,63,48,46,98,13,31,0,90,73,37,76,34,14,63,98,30,72,35,43,71,61,76,84,17,48,35,71,37,91,48,83,88,10,83,74,27,62,56,77,72,48,26,58,21,76,45,18,23,29,98,85,96,13,57,79,44,96,100,84,49,55,97,51,84,95,19,35,76,25,79,10,44,63,60,95,37,57,17,73,68,44,45,19,28,77,26,87,24,62,64,77,38,78,16,86,54,37,33,34,84,74,43
57,38,61,43,56,80,35,87,22,55,91,55,11,81,86,44,100,53,27,19,71,60,90,0,54,85,12,43,58,61,35,80,84,20,22,33,68,42,74,73,64,66,99,50,39,52,89,98,27,52,86,60,36,60,13,32,17,20,53,31,42,59,47,31,44,62,54,91,62,95,39,21,97,65,17,48,34,55,84,24,17,54,60,68,61,23,86,59,84,78,21,25,90,69,29,42,12,30,61,40,11,11,35,26,32,33,15,79,79,94,22,35,74,89,86,76,31,57
45,60,93,74,89,82,17,75,19,90,89,87,45,45,92,24,94,30,89,42,43,43,73,54,0,72,77,60,41,100,20,89,81,48,32,55,32,69,27,80,17,100,90,63,53,78,77,59,59,67,54,51,28,55,81,91,46,27,18,10,29,17,89,45,85,23,77,48,66,74,25,98,55,90,81,60,82,71,76,93,54,69,37,18,65,60,40,48,95,82,99,13,53,76,85,72,12,95,76,48,77,45,61,38,40,99,42,41,58,41,50,74,25,20,74,31,30,45
88,11,65,95,81,72,63,67,81,11,25,95,25,16,63,88,59,90,48,48,79,45,37,85,72,0,94,54,41,10,65,79,98,11,29,77,60,49,91,100,13,79,56,11,52,79,54,52,34,83,22,13,35,10,10,12,48,34,59,27,25,95,100,98,19,85,96,65,58,38,38,82,85,48,39,76,30,49,71,54,14,37,28,52,78,47,42,22,33,72,17,50,94,77,17,69,14,74,58,72,77,23,85,85,76,73,30,61,25,68,60,81,40,76,53,56,32,88
56,30,69,31,52,48,28,86,73,19,68,100,87,81,99,62,31,79,63,69,24,100,76,12,77,94,0,66,40,88,35,98,98,47,95,20,35,78,25,65,72,37,82,92,35,38,91,20,83,98,48,72,72,83,32,19,99,67,74,47,48,71,90,35,45,72,39,45,29,75,59,89,81,36,99,13,97,73,61,88,31,90,90,70,71,88,19,23,41,20,41,66,17,85,60,30,64,18,60,78,84,67,51,62,26,50,99,46,32,30,74,21,53,68,31,96,34,56
92,76,25,13,92,48,20,15,73,11,91,62,18,20,35,12,27,14,66,79,33,27,34,43,60,54,66,0,23,49,12,38,72,19,100,22,58,44,69,66,94,48,59,64,89,79,27,48,26,34,20,76,59,14,85,66,93,44,73,79,88,81,33,79,92,99,90,52,20,45,95,84,62,73,18,14,67,87,52,13,72,13,58,47,80,64,62,52,26,81,100,60,35,60,81,76,26,91,68,60,40,23,16,53,19,37,92,28,58,92,48,49,96,37,58,96,67,92
65,20,73,43,58,85,81,86,69,21,32,83,43,82,23,99,62,62,12,15,15,38,14,58,41,41,40,23,0,92,69,29,90,25,44,54,14,58,29,19,71,57,26,53,47,75,93,45,83,25,20,80,49,94,47,83,17,68,96,36,53,65,86,55,93,16,52,38,49,38,96,85,14,63,86,90,24,53,11,41,31,50,59,67,96,10,19,76,39,30,19,59,82,93,58,23,28,17,28,70,31,44,37,92,73,32,39,91,59,63,80,13,17,21,28,15,53,65
97,46,90,47,38,51,48,91,58,37,46,59,66,83,86,64,50,14,89,24,58,96,63,61,100,10,88,49,92,0,49,19,22,32,76,61,33,58,32,86,66,52,14,72,90,12,70,30,81,87,90,90,55,98,88,23,80,56,90,20,24,75,93,67,98,83,82,86,56,13,63,20,82,67,99,46,31,45,47,68,78,13,67,58,36,31,29,19,31,76,65,21,74,74,66,48,43,67,23,75,90,70,95,93,90,90,48,56,20,28,43,37,94,54,61,27,16,97
89,58,85,85,72,50,19,42,64,58,12,89,96,97,64,25,66,29,79,69,80,78,98,35,20,65,35,12,69,49,0,25,93,57,33,83,29,33,96,87,24,15,45,22,54,65,15,69,25,57,49,18,98,24,75,49,27,67,94,53,33,12,53,46,93,16,83,79,56,55,41,41,14,56,26,78,48,50,79,16,72,75,68,93,32,84,68,56,66,92,69,16,61,60,73,50,18,33,59,22,28,82,50,31,89,58,27,50,89,82,28,84,81,40,97,77,55,89
48,86,13,48,50,11,38,85,26,82,17,68,83,17,48,46,18,19,38,29,83,81,30,80,89,79,98,38,29,19,25,0,61,18,93,45,99,87,52,77,72,62,58,22,50,94,20,21,97,58,69,44,65,45,43,12,86,17,50,75,46,41,97,29,86,38,42,59,95,63,79,95,69,67,50,82,44,25,59,78,63,74,80,88,88,74,72,72,78,28,92,44,26,49,46,39,27,18,72,100,61,51,92,97,88,91,91,49,69,87,69,45,51,50,23,83,29,48
80,16,12,13,62,12,36,28,77,55,16,52,23,21,88,94,72,61,20,70,21,45,72,84,81,98,98,72,90,22,93,61,0,90,10,17,33,44,52,50,17,13,15,64,93,34,37,33,29,24,47,31,46,90,97,19,82,16,32,30,29,87,26,28,58,75,87,53,29,16,80,47,34,37,34,22,48,60,66,35,76,18,85,79,60,65,83,90,92,81,69,24,96,87,38,63,12,10,72,50,72,40,73,37,15,78,15,66,69,11,49,58,16,53,64,27,71,80
70,19,39,88,48,19,40,96,73,44,83,24,52,98,27,57,34,52,40,67,37,94,35,20,48,11,47,19,25,32,57,18,90,0,45,31,91,19,53,82,10,20,40,14,99,97,26,28,54,39,41,53,35,75,37,68,30,83,27,99,51,98,99,21,99,72,14,71,94,80,58,61,47,48,73,88,78,18,27,83,58,71,66,94,75,87,62,56,43,36,95,80,67,65,52,24,56,14,82,58,44,74,96,90,41,37,14,60,85,45,40,97,18,83,42,84,95,70
62,80,49,13,22,58,34,100,79,16,31,48,68,98,74,99,69,97,34,15,89,34,43,22,32,29,95,100,44,76,33,93,10,45,0,30,71,54,64,18,54,18,59,44,57,23,59,63,39,91,10,57,59,58,89,77,64,45,61,44,20,43,97,31,93,46,65,25,34,41,17,77,58,95,45,53,68,93,93,59,76,51,18,99,69,55,44,46,38,88,38,26,32,91,61,61,70,74,82,73,91,46,84,22,73,87,35,16,51,48,88,75,40,85,85,65,74,62
43,37,47,79,74,58,90,93,55,64,87,19,17,64,75,94,29,92,83,92,56,52,71,33,55,77,20,22,54,61,83,45,17,31,30,0,27,15,76,48,27,37,72,23,81,72,65,90,72,66,100,48,81,39,34,46,48,87,59,96,36,66,51,70,80,41,22,58,13,26,45,75,42,40,55,67,54,24,20,31,48,71,86,95,72,47,24,26,24,61,69,23,51,58,82,45,67,25,55,61,74,38,90,20,47,53,64,35,92,83,87,62,49,29,13,15,78,43
54,99,98,68,56,37,26,77,59,24,28,100,12,59,60,51,13,30,11,39,96,51,61,68,32,60,35,58,14,33,29,99,33,91,71,27,0,10,18,41,81,33,35,84,22,50,36,81,56,63,71,80,87,96,53,87,56,91,61,87,79,73,65,97,65,87,39,78,17,96,85,53,76,51,57,60,64,68,45,29,35,47,43,14,74,18,99,51,82,53,87,100,37,96,83,73,44,72,73,63,62,42,99,44,62,14,51,83,29,41,39,50,14,24,59,79,30,54
86,18,79,11,20,94,89,68,48,21,88,82,83,64,68,98,100,55,80,65,98,64,76,42,69,49,78,44,58,58,33,87,44,19,54,15,10,0,56,61,43,50,87,86,63,40,66,77,69,85,55,56,80,27,82,20,76,31,29,85,42,10,73,85,63,87,89,51,78,39,53,34,51,33,81,22,13,16,87,17,25,18,11,98,35,35,47,34,29,37,85,27,32,29,11,67,19,89,87,53,61,72,75,77,29,80,70,23,35,33,10,93,80,23,40,39,50,86
16,61,16,96,61,74,69,71,46,19,91,17,56,79,45,59,69,88,21,21,75,82,84,74,27,91,25,69,29,32,96,52,52,53,64,76,18,56,0,55,87,16,20,33,66,22,73,27,41,47,78,90,35,13,44,23,75,16,68,33,85,92,29,85,50,23,53,74,65,54,54,80,83,70,39,16,25,12,74,62,95,41,72,93,70,78,19,58,25,16,52,23,31,97,44,50,32,51,15,65,31,45,13,39,90,91,19,39,88,17,13,44,87,21,14,61,99,16
40,26,29,92,48,55,66,92,45,83,14,16,100,85,40,13,94,65,62,65,91,68,17,73,80,100,65,66,19,86,87,77,50,82,18,48,41,61,55,0,18,81,75,83,41,62,69,94,96,56,38,41,64,62,69,65,69,15,82,12,46,13,16,82,76,59,23,100,35,21,84,96,32,75,36,28,89,93,69,20,77,78,70,57,81,14,74,81,23,80,34,83,38,23,44,19,31,10,83,99,99,88,23,90,50,31,67,15,48,36,40,84,95,41,55,27,87,40
83,41,75,62,20,42,59,87,91,53,82,45,96,86,53,97,18,34,37,96,10,66,48,64,17,13,72,94,71,66,24,72,17,10,54,27,81,43,87,18,0,10,29,40,96,14,68,40,16,24,55,91,59,37,57,12,52,51,53,28,28,55,76,33,17,95,73,76,65,59,47,98,93,35,60,19,75,48,23,47,73,27,88,56,63,56,20,45,13,62,15,20,34,22,21,81,66,16,19,45,10,33,68,11,30,66,29,75,16,37,46,23,55,97,52,80,50,83
40,27,62,16,62,49,17,44,94,37,78,55,48,32,65,50,12,46,71,100,59,28,35,66,100,79,37,48,57,52,15,62,13,20,18,37,33,50,16,81,10,0,39,70,77,78,69,38,85,44,39,24,59,30,15,52,38,68,40,49,90,90,43,44,78,84,90,95,81,64,93,77,65,31,31,32,43,42,47,79,79,51,84,26,56,12,98,44,58,20,97,43,50,62,25,100,95,83,43,65,19,10,61,85,28,45,60,74,86,100,62,89,83,63,25,82,98,40
37,68,14,76,83,96,39,87,50,10,100,80,97,88,38,66,85,29,97,68,83,66,71,99,90,56,82,59,26,14,45,58,15,40,59,72,35,87,20,75,29,39,0,80,64,57,69,64,59,86,31,29,51,94,29,55,95,58,86,45,88,68,13,85,73,44,29,25,93,52,48,70,83,26,40,17,100,66,10,19,10,93,49,28,94,44,29,77,84,42,54,48,61,66,82,19,62,88,31,53,44,87,24,55,76,50,91,27,94,93,100,37,72,77,17,20,54,37
68,60,95,48,89,75,83,41,31,42,82,57,22,48,24,80,60,71,66,42,58,56,37,50,63,11,92,64,53,72,22,22,64,14,44,23,84,86,33,83,40,70,80,0,47,66,51,69,13,45,100,48,58,40,94,24,96,28,46,88,91,75,68,52,68,26,51,73,89,22,63,84,54,48,32,85,21,46,30,77,32,69,39,73,42,36,49,63,67,40,40,45,86,96,51,35,29,26,15,86,76,86,47,86,100,76,91,16,95,65,34,60,20,42,99,20,75,68
49,81,66,79,79,27,72,29,57,52,49,40,16,51,43,24,65,87,90,86,76,27,91,39,53,52,35,89,47,90,54,50,93,99,57,81,22,63,66,41,96,77,64,47,0,15,31,72,18,77,31,93,71,81,70,45,100,38,40,90,45,11,49,14,94,81,27,72,50,28,49,92,26,26,11,89,95,88,77,28,68,73,87,60,28,77,35,95,87,20,54,28,71,50,61,53,98,10,14,39,94,18,18,88,21,69,82,68,75,91,62,72,78,100,98,48,92,49
79,39,99,75,56,96,78,51,89,33,41,88,29,63,66,16,96,42,96,48,41,71,48,52,78,79,38,79,75,12,65,94,34,97,23,72,50,40,22,62,14,78,57,66,15,0,39,76,56,11,67,43,61,56,43,40,93,20,61,93,27,28,61,92,81,91,99,23,73,83,38,19,38,77,27,56,92,10,80,36,69,63,59,50,31,71,47,87,70,73,43,91,66,51,29,86,90,22,89,76,45,25,39,96,49,70,65,30,20,38,55,93,88,50,56,55,56,79
95,34,62,36,61,58,82,89,97,23,43,80,86,42,57,42,14,71,16,81,66,49,83,89,77,54,91,27,93,70,15,20,37,26,59,65,36,66,73,69,68,69,69,51,31,39,0,47,18,55,10,26,56,32,97,73,77,96,100,15,100,89,76,74,95,11,29,20,81,48,45,49,87,32,69,42,43,42,60,24,51,20,16,50,54,27,42,78,35,45,32,31,20,82,86,28,31,54,46,79,22,28,88,58,39,44,68,65,46,11,59,29,79,78,56,89,34,95
62,40,92,42,92,31,71,23,25,88,51,43,73,91,61,68,13,35,18,48,35,44,88,98,59,52,20,48,45,30,69,21,33,28,63,90,81,77,27,94,40,38,64,69,72,76,47,0,37,55,61,26,62,97,70,14,85,67,58,90,55,38,23,92,16,70,25,43,89,49,14,45,95,85,62,12,79,13,30,88,15,18,70,64,48,15,29,41,88,63,77,43,84,77,53,11,92,58,70,50,97,97,65,22,65,98,59,73,10,35,72,90,64,74,35,12,76,62
42,89,34,92,21,47,63,26,13,14,64,28,85,35,94,20,74,68,11,44,32,94,10,27,59,34,83,26,83,81,25,97,29,54,39,72,56,69,41,96,16,85,59,13,18,56,18,37,0,29,41,35,48,57,14,62,77,14,63,15,97,18,17,77,50,79,95,88,42,47,24,32,31,74,70,61,34,42,25,81,19,25,75,19,26,87,14,56,52,18,47,45,63,64,50,37,72,28,84,25,55,20,24,89,12,16,86,80,25,47,52,22,63,20,22,57,83,42
22,95,49,11,43,11,60,43,96,50,58,30,72,60,71,12,23,76,77,17,53,99,83,52,67,83,98,34,25,87,57,58,24,39,91,66,63,85,47,56,24,44,86,45,77,11,55,55,29,0,79,86,23,39,28,62,10,98,60,66,72,14,54,24,59,72,96,50,44,38,62,29,77,73,64,89,97,35,36,82,52,42,53,32,13,57,100,43,63,75,15,86,91,100,44,24,62,94,38,27,68,55,73,32,37,82,72,29,82,36,25,40,73,99,74,61,98,22
74,84,94,72,17,56,16,60,12,58,12,69,25,50,63,66,37,66,21,16,35,63,74,86,54,22,48,20,20,90,49,69,47,41,10,100,71,55,78,38,55,39,31,100,31,67,10,61,41,79,0,48,38,57,55,54,18,75,52,46,69,13,40,11,10,66,65,82,54,22,13,68,44,87,95,13,16,22,58,55,64,43,24,21,100,59,95,12,59,14,62,86,79,87,27,85,29,28,37,45,49,60,32,33,71,55,95,91,83,62,65,22,77,56,62,25,100,74
20,79,80,20,85,49,97,51,46,98,37,96,35,46,28,79,77,92,62,99,65,61,27,60,51,13,72,76,80,90,18,44,31,53,57,48,80,56,90,41,91,24,29,48,93,43,26,26,35,86,48,0,99,82,28,61,56,78,41,22,45,40,28,55,29,63,29,26,80,60,69,74,66,50,29,63,75,67,90,39,29,39,71,22,96,82,17,10,60,44,94,32,81,58,31,75,13,20,12,27,51,12,14,36,20,46,69,58,89,68,95,31,20,53,25,12,75,20
73,62,80,85,53,97,24,73,67,94,36,27,92,59,45,91,23,31,27,24,67,51,62,36,28,35,72,59,49,55,98,65,46,35,59,81,87,80,35,64,59,59,51,58,71,61,56,62,48,23,38,99,0,40,87,85,19,35,42,33,79,41,16,12,42,12,72,81,18,33,83,53,75,96,36,59,10,76,38,69,27,62,13,19,54,46,74,50,17,32,81,76,73,34,30,87,64,63,64,72,20,50,37,99,62,74,33,84,23,41,76,16,73,85,69,79,23,73
73,20,33,91,14,53,25,35,81,24,38,44,25,48,49,78,41,48,82,63,89,92,56,60,55,10,83,14,94,98,24,45,90,75,58,39,96,27,13,62,37,30,94,40,81,56,32,97,57,39,57,82,40,0,41,77,92,17,83,39,67,39,37,43,74,16,55,89,46,20,16,98,84,76,56,62,82,53,20,88,13,60,64,92,20,61,73,57,42,75,43,24,48,11,18,72,89,24,36,64,45,100,99,12,53,81,49,50,51,84,31,56,15,79,67,51,80,73
40,31,53,78,38,61,73,99,78,58,21,100,89,84,38,19,36,78,74,55,84,98,77,13,81,10,32,85,47,88,75,43,97,37,89,34,53,82,44,69,57,15,29,94,70,43,97,70,14,28,55,28,87,41,0,100,17,31,38,91,84,64,84,31,24,39,70,32,70,36,91,53,83,11,59,74,23,26,51,90,98,16,96,48,40,52,17,76,68,33,35,74,94,38,56,78,38,42,90,92,11,51,52,75,74,59,20,63,31,37,66,10,25,63,29,56,75,40
72,87,33,26,42,84,100,32,38,53,17,43,40,15,68,13,53,72,14,65,94,35,72,32,91,12,19,66,83,23,49,12,19,68,77,46,87,20,23,65,12,52,55,24,45,40,73,14,62,62,54,61,85,77,100,0,84,18,14,55,16,17,25,78,66,81,38,86,19,83,28,92,38,78,83,19,88,59,46,47,13,68,45,66,34,59,35,10,53,27,38,93,93,49,30,65,52,16,65,86,95,11,59,16,19,41,53,85,81,25,55,59,100,95,91,27,59,72
50,84,28,26,52,78,87,20,39,47,59,51,79,72,86,72,76,90,84,56,81,50,48,17,46,48,99,93,17,80,27,86,82,30,64,48,56,76,75,69,52,38,95,96,100,93,77,85,77,10,18,56,19,92,17,84,0,73,57,27,66,18,27,80,65,93,62,84,62,83,35,93,83,32,92,77,33,51,39,96,66,50,93,63,19,15,25,50,66,72,32,27,99,69,43,38,73,87,22,48,52,20,50,66,91,22,62,12,21,45,53,40,37,24,24,33,71,50
31,10,11,53,35,20,68,37,93,60,32,19,26,24,74,63,73,42,65,23,11,36,26,20,27,34,67,44,68,56,67,17,16,83,45,87,91,31,16,15,51,68,58,28,38,20,96,67,14,98,75,78,35,17,31,18,73,0,98,42,14,79,21,80,79,79,80,95,74,48,14,68,86,80,80,48,53,93,17,56,58,51,53,96,79,52,70,40,61,29,46,53,36,100,93,71,18,30,71,46,65,59,71,47,91,26,88,75,62,51,79,61,70,13,15,46,44,31
