61
100,14,97,79,100,57,90,100,61,17,11,24,40,35,36,24,70,84,65,74,90,62,79,72,52,87,41,15,21,53,75,15,77,76,74,81,28,63,16,20,0,48,35,16,54,85,47,10,60,65,47,21,28,58,13,78,17,34,11,95,30,93,100
66,91,70,41,55,45,61,69,70,18,26,56,23,64,87,16,74,79,90,12,43,29,42,48,84,59,79,66,57,100,28,45,52,31,63,86,41,30,33,71,48,0,25,24,95,42,17,96,45,77,29,61,39,38,37,68,58,67,20,41,16,71,66
100,96,26,11,63,37,16,44,14,49,62,19,45,62,79,24,99,36,32,30,65,36,33,62,52,72,86,90,52,70,71,87,78,14,17,52,22,42,65,35,35,25,0,91,45,39,60,76,68,53,66,50,15,75,90,41,21,87,31,87,34,98,100
93,23,98,53,74,94,91,35,100,81,74,99,85,92,67,38,38,22,91,19,71,92,90,95,33,90,10,88,90,85,14,32,48,72,26,96,55,10,71,80,16,24,91,0,19,45,39,56,80,15,55,67,86,99,98,86,53,39,63,33,15,79,93
23,96,70,70,76,41,94,12,23,61,69,82,60,85,19,78,91,64,40,86,10,45,51,29,46,27,80,97,53,30,95,88,68,63,58,59,98,22,49,26,54,95,45,19,0,86,50,33,95,25,38,65,82,10,75,41,41,11,90,21,64,24,23
69,93,47,76,86,23,50,52,41,21,48,53,41,80,38,49,90,26,38,94,12,94,39,27,66,96,19,33,47,24,73,16,42,47,51,34,61,76,96,92,85,42,39,45,86,0,27,48,53,11,44,21,49,41,15,96,53,88,68,23,69,97,69
17,50,95,77,27,30,81,98,81,18,62,58,63,70,29,27,37,50,41,69,76,94,34,56,85,64,63,24,41,61,96,74,64,76,72,60,44,22,69,83,47,17,60,39,50,27,0,55,38,63,27,29,47,50,57,39,89,64,40,97,90,51,17
59,31,20,89,83,86,45,27,98,43,63,89,69,41,79,23,58,41,42,96,83,13,64,46,82,67,73,64,80,19,73,49,16,25,28,53,69,70,38,55,10,96,76,56,33,48,55,0,11,94,86,83,61,87,73,89,97,68,43,28,65,88,59
96,33,13,74,65,65,82,19,40,72,96,63,23,96,71,52,27,15,38,73,19,53,14,17,51,63,88,91,60,49,57,73,97,29,65,67,93,25,83,18,60,45,68,80,95,53,38,11,0,68,35,27,38,51,49,86,18,76,29,35,95,18,96
35,64,65,32,86,33,93,10,21,87,99,86,26,60,72,89,80,95,80,30,73,48,33,98,69,56,13,42,95,57,65,28,10,30,41,51,57,25,90,60,65,77,53,15,25,11,63,94,68,0,84,37,84,90,76,27,100,14,88,89,19,46,35
41,89,27,39,48,99,47,68,32,62,15,26,84,19,79,49,38,42,88,93,12,66,16,83,52,39,51,67,88,92,90,37,59,41,47,97,55,46,42,52,47,29,66,55,38,44,27,86,35,84,0,50,26,11,28,98,65,36,76,100,38,70,41
72,13,12,96,20,27,62,91,28,85,56,24,40,84,27,97,51,70,88,35,74,56,66,37,91,35,99,41,61,74,76,23,30,33,27,71,68,79,81,65,21,61,50,67,65,21,29,83,27,37,50,0,55,15,87,12,90,99,55,13,29,95,72
99,24,20,82,72,48,40,10,98,53,83,59,45,75,83,34,39,36,85,18,78,18,20,42,69,89,87,78,22,100,82,60,23,32,48,86,56,23,56,79,28,39,15,86,82,49,47,61,38,84,26,55,0,41,78,43,34,45,69,90,89,90,99
30,94,48,51,91,49,23,35,85,81,18,77,60,13,58,20,67,10,16,93,91,49,15,85,38,73,69,16,32,37,59,14,32,83,45,76,40,58,97,75,58,38,75,99,10,41,50,87,51,90,11,15,41,0,92,49,14,37,55,59,68,31,30
15,54,92,22,23,50,13,93,56,78,41,71,93,99,59,69,19,82,26,46,17,56,64,27,74,51,10,33,36,26,14,72,79,57,10,71,79,35,75,69,13,37,90,98,75,15,57,73,49,76,28,87,78,92,0,82,64,52,66,21,100,69,15
13,42,70,74,30,19,94,67,51,18,65,67,43,48,79,78,27,86,32,82,74,65,83,53,53,40,81,32,50,75,31,42,18,50,97,30,16,83,33,78,78,68,41,86,41,96,39,89,86,27,98,12,43,49,82,0,51,77,69,51,53,46,13
61,69,31,89,24,36,74,21,19,55,77,71,91,90,85,86,65,100,88,74,20,16,63,32,56,38,32,14,35,13,10,46,86,71,33,66,65,77,22,89,17,58,21,53,41,53,89,97,18,100,65,90,34,14,64,51,0,24,57,14,84,88,61
10,35,26,70,19,56,13,25,28,38,38,17,81,83,28,22,92,13,48,46,52,69,47,81,86,60,49,82,12,90,62,32,47,63,66,20,19,33,22,36,34,67,87,39,11,88,64,68,76,14,36,99,45,37,52,77,24,0,18,66,11,91,10
61,36,85,93,21,17,78,55,68,63,57,61,91,90,18,47,12,58,64,77,61,47,89,44,96,72,99,77,39,58,88,45,51,46,46,66,35,95,89,70,11,20,31,63,90,68,40,43,29,88,76,55,69,55,66,69,57,18,0,49,84,51,61
37,51,25,76,30,22,66,15,55,16,33,58,61,65,91,100,12,40,38,13,87,67,57,10,22,88,69,36,24,39,40,63,94,57,48,82,49,84,79,66,95,41,87,33,21,23,97,28,35,89,100,13,90,59,21,51,14,66,49,0,91,82,37
41,10,54,95,67,43,86,48,62,38,34,52,69,87,22,48,32,43,40,34,100,76,18,22,25,28,24,34,50,72,86,27,86,84,44,64,17,27,25,67,30,16,34,15,64,69,90,65,95,19,38,29,89,68,100,53,84,11,84,91,0,53,41
44,22,92,97,72,41,23,49,69,33,60,31,33,12,14,76,100,21,53,76,63,35,52,94,74,39,79,72,66,45,13,13,60,59,14,80,91,76,75,84,93,71,98,79,24,97,51,88,18,46,70,95,90,31,69,46,88,91,51,82,53,0,44
0,77,68,91,99,41,48,56,39,99,71,21,33,93,26,36,38,66,65,60,94,60,77,88,29,47,80,82,82,28,44,61,89,92,75,75,72,73,15,28,100,66,100,93,23,69,17,59,96,35,41,72,99,30,15,13,61,10,61,37,41,44,0
