56
58,79,53,16,79,78,54,16,31,44,96,35,46,61,44,10,60,26,52,89,65,68,53,95,13,20,10,82,50,38,0,89,81,72,51,26,78,21,70,90,12,83,63,90,100,93,78,19,72,59,42,89,39,92,81,100,23,58
55,56,33,100,98,54,67,75,26,51,30,62,24,71,21,89,21,14,34,37,96,95,34,45,88,36,27,23,40,63,89,0,74,80,86,70,71,12,77,21,52,68,22,88,42,13,26,46,79,21,10,19,54,23,78,76,17,55
28,27,64,11,12,70,13,51,46,96,90,15,93,12,32,71,30,42,59,67,35,27,17,71,80,64,35,24,22,35,81,74,0,73,96,76,14,10,34,58,67,64,84,79,67,87,17,24,100,48,66,54,92,80,37,82,61,28
57,45,31,52,20,20,100,28,79,22,31,65,11,26,20,72,98,32,65,28,53,28,13,14,100,91,65,25,68,18,72,80,73,0,47,90,71,31,86,82,43,22,72,53,94,53,39,14,45,91,43,69,94,93,98,75,59,57
59,38,58,67,55,44,90,82,37,87,17,50,64,85,39,31,39,77,87,95,57,42,60,80,42,61,61,56,54,17,51,86,96,47,0,87,41,84,77,34,56,71,34,22,12,88,90,51,56,37,64,92,63,78,33,34,76,59
65,79,39,48,87,65,56,57,54,76,48,12,43,77,85,20,98,38,33,57,29,59,91,84,26,31,26,38,100,75,26,70,76,90,87,0,67,68,89,91,58,26,37,37,72,72,96,87,78,70,60,60,59,39,16,33,58,65
65,28,10,90,51,26,42,35,52,63,39,80,13,89,77,99,20,67,40,44,89,73,73,21,61,47,94,37,42,67,78,71,14,71,41,67,0,22,97,55,58,61,41,33,34,38,43,73,83,35,11,82,34,78,64,95,83,65
35,75,11,74,10,38,50,82,67,13,34,45,16,96,47,15,82,70,34,90,14,30,28,27,86,21,50,22,84,39,21,12,10,31,84,68,22,0,16,53,43,86,26,13,30,30,43,69,98,57,52,30,70,57,50,40,12,35
83,47,99,44,81,49,64,40,19,20,18,79,88,22,88,73,56,70,85,12,30,94,52,85,95,57,25,37,35,100,70,77,34,86,77,89,97,16,0,78,23,37,37,34,48,81,28,87,52,19,70,50,82,61,84,90,24,83
74,56,43,30,49,31,55,34,10,63,72,90,10,58,17,51,77,14,63,21,16,99,70,90,84,51,60,31,52,55,90,21,58,82,34,91,55,53,78,0,63,85,30,85,59,84,80,60,98,74,90,93,18,33,77,95,23,74
82,36,66,44,92,87,34,80,89,47,37,25,83,31,83,94,21,67,40,88,92,89,35,64,55,47,85,36,58,49,12,52,67,43,56,58,58,43,23,63,0,38,32,99,54,17,73,82,63,61,20,47,63,81,26,20,10,82
90,46,93,68,40,52,52,68,54,76,95,43,67,62,76,99,84,39,31,11,35,27,61,98,75,17,16,70,22,70,83,68,64,22,71,26,61,86,37,85,38,0,34,56,74,26,23,86,89,48,15,99,56,76,73,21,56,90
81,71,70,98,50,56,54,72,41,32,37,59,40,11,45,63,44,48,24,28,31,86,85,61,19,81,23,97,25,18,63,22,84,72,34,37,41,26,37,30,32,34,0,31,45,99,41,58,14,93,41,94,87,87,73,15,57,81
34,50,28,35,44,96,29,42,14,52,87,39,28,85,30,53,21,41,51,51,40,78,10,17,78,14,47,18,14,39,90,88,79,53,22,37,33,13,34,85,99,56,31,0,100,71,97,97,33,77,35,58,32,74,98,17,80,34
28,84,60,24,66,59,94,48,30,95,57,33,83,35,66,36,59,58,79,58,78,17,26,80,24,87,95,55,12,29,100,42,67,94,12,72,34,30,48,59,54,74,45,100,0,69,37,77,39,91,17,10,79,12,15,93,47,28
98,53,56,39,57,70,65,65,63,77,27,97,90,50,23,36,53,58,58,23,60,73,57,43,62,70,59,36,21,37,93,13,87,53,88,72,38,30,81,84,17,26,99,71,69,0,60,31,40,29,93,88,31,14,81,68,25,98
48,45,43,49,68,23,97,31,83,81,70,30,16,23,85,42,13,75,83,58,83,28,47,94,33,51,27,13,69,31,78,26,17,39,90,96,43,43,28,80,73,23,41,97,37,60,0,63,26,63,89,85,85,24,52,42,41,48
25,24,34,56,30,36,69,66,82,89,97,50,75,77,55,56,75,85,70,72,73,96,87,88,54,75,32,53,48,27,19,46,24,14,51,87,73,69,87,60,82,86,58,97,77,31,63,0,33,18,82,22,72,76,72,69,46,25
55,17,100,75,40,63,19,33,22,49,34,30,99,66,38,53,15,78,37,15,75,28,81,17,19,57,61,72,75,84,72,79,100,45,56,78,83,98,52,98,63,89,14,33,39,40,26,33,0,96,86,29,63,26,49,57,86,55
58,17,56,86,46,68,56,71,53,47,62,44,55,38,39,40,91,41,56,51,44,42,56,82,87,27,12,60,77,38,59,21,48,91,37,70,35,57,19,74,61,48,93,77,91,29,63,18,96,0,69,37,22,82,82,63,78,58
94,44,29,14,74,98,22,58,28,46,72,18,68,93,84,63,53,11,10,94,21,23,78,40,23,99,11,96,32,11,42,10,66,43,64,60,11,52,70,90,20,15,41,35,17,93,89,82,86,69,0,26,83,20,51,58,36,94
23,42,14,38,74,57,42,56,91,91,30,11,85,78,94,96,27,88,12,64,88,95,75,39,19,93,30,19,57,55,89,19,54,69,92,60,82,30,50,93,47,99,94,58,10,88,85,22,29,37,26,0,87,18,37,56,22,23
55,95,83,63,21,58,14,85,14,82,44,17,15,67,36,18,41,78,81,76,98,58,29,55,12,48,97,74,23,43,39,54,92,94,63,59,34,70,82,18,63,56,87,32,79,31,85,72,63,22,83,87,0,92,88,23,60,55
92,96,68,41,100,66,63,53,62,28,71,22,78,50,41,36,55,48,78,80,30,76,18,31,81,20,18,89,22,22,92,23,80,93,78,39,78,57,61,33,81,76,87,74,12,14,24,76,26,82,20,18,92,0,24,81,33,92
65,74,91,70,24,84,74,67,45,82,55,97,21,25,56,93,99,86,31,82,72,75,53,36,82,76,10,83,21,77,81,78,37,98,33,16,64,50,84,77,26,73,73,98,15,81,52,72,49,82,51,37,88,24,0,26,46,65
61,17,56,28,81,10,21,65,81,16,19,32,50,23,60,39,85,48,30,91,76,29,80,44,15,95,11,40,17,48,100,76,82,75,34,33,95,40,90,95,20,21,15,17,93,68,42,69,57,63,58,56,23,81,26,0,99,61
33,75,20,30,69,27,92,95,80,100,34,26,95,31,48,19,80,64,97,88,44,71,83,48,19,78,54,29,35,19,23,17,61,59,76,58,83,12,24,23,10,56,57,80,47,25,41,46,86,78,36,22,60,33,46,99,0,33
0,61,90,84,81,91,86,96,19,68,12,20,16,23,63,31,89,85,64,44,87,44,58,58,93,66,86,68,80,44,58,55,28,57,59,65,65,35,83,74,82,90,81,34,28,98,48,25,55,58,94,23,55,92,65,61,33,0
