53
55,20,24,42,50,12,24,89,96,13,37,92,71,58,79,43,70,100,0,27,95,81,47,28,55,20,88,92,95,77,72,31,69,11,33,32,96,50,83,46,47,89,41,51,65,36,37,89,30,68,33,72,59,28,55
85,23,39,24,48,19,92,26,45,19,70,33,11,44,61,10,41,46,27,0,96,76,88,40,99,53,74,36,13,50,91,97,49,14,21,46,31,75,69,32,74,96,69,35,95,80,10,56,84,55,44,100,84,80,85
74,88,48,24,65,32,39,80,78,70,100,71,60,76,55,10,97,98,95,96,0,79,17,99,26,15,16,32,33,83,16,84,15,60,14,89,53,67,81,70,81,80,91,78,37,22,92,62,16,44,24,23,70,57,74
32,59,83,33,70,22,92,32,93,14,44,54,39,78,80,46,36,34,81,76,79,0,33,39,50,63,69,56,27,53,14,74,67,54,47,31,55,50,70,42,24,10,46,20,44,75,66,49,14,67,17,23,31,88,32
71,76,67,27,29,21,42,87,61,88,52,19,99,63,87,93,47,99,47,88,17,33,0,79,67,47,35,77,45,10,14,87,97,73,64,35,50,91,46,82,99,26,16,93,28,34,93,17,70,74,35,79,18,29,71
35,91,52,99,89,37,31,100,15,13,53,83,71,44,68,72,81,49,28,40,99,39,79,0,65,18,60,37,89,23,21,15,24,51,29,26,36,24,39,32,61,19,45,78,92,37,42,13,80,86,11,41,72,40,35
98,33,45,31,77,22,10,96,62,54,82,98,83,12,39,56,92,41,55,99,26,50,67,65,0,39,44,67,55,50,86,99,76,50,13,28,94,74,49,26,51,15,36,12,62,93,58,64,99,53,86,84,59,31,98
14,42,80,54,75,87,23,15,31,91,97,49,19,23,39,54,67,68,20,53,15,63,47,18,39,0,55,46,60,40,13,95,37,98,82,47,97,79,38,22,92,17,28,83,24,54,77,59,61,38,65,91,93,79,14
49,91,14,35,14,44,44,20,71,97,95,56,95,34,39,83,47,17,88,74,16,69,35,60,44,55,0,12,95,29,72,76,21,79,55,87,82,56,15,98,91,80,72,40,53,65,95,81,32,16,24,75,87,23,49
91,69,41,43,10,78,88,54,32,100,37,45,41,64,100,22,61,11,92,36,32,56,77,37,67,46,12,0,11,24,84,33,36,19,30,25,31,52,16,32,85,47,45,61,59,86,71,32,92,10,83,88,74,13,91
17,10,66,90,65,22,51,69,58,80,48,67,75,13,66,46,53,89,95,13,33,27,45,89,55,60,95,11,0,76,69,72,55,63,85,39,80,73,85,65,45,78,43,20,55,24,66,57,26,66,51,64,32,81,17
97,69,66,23,89,15,87,15,80,42,64,24,62,31,38,34,75,60,77,50,83,53,10,23,50,40,29,24,76,0,13,50,82,88,14,30,59,96,21,83,96,96,47,79,73,23,18,41,17,19,21,27,15,64,97
57,36,49,68,25,43,58,60,91,79,24,36,45,71,15,41,70,13,72,91,16,14,14,21,86,13,72,84,69,13,0,53,62,83,91,46,46,26,93,66,88,46,76,94,53,35,67,21,95,79,51,17,25,99,57
87,88,98,53,25,33,97,15,84,60,26,19,24,54,35,23,26,18,31,97,84,74,87,15,99,95,76,33,72,50,53,0,32,50,87,70,39,45,60,68,71,60,33,94,17,96,47,76,29,76,89,44,51,42,87
55,24,21,28,96,46,89,29,24,85,71,43,95,70,62,82,67,31,69,49,15,67,97,24,76,37,21,36,55,82,62,32,0,19,68,90,31,18,64,39,59,13,39,96,29,57,35,65,46,55,10,31,32,37,55
27,86,16,32,56,40,43,80,69,92,38,76,14,19,11,29,91,90,11,14,60,54,73,51,50,98,79,19,63,88,83,50,19,0,96,87,27,15,71,40,73,84,25,55,34,10,38,44,67,37,88,39,33,22,27
74,88,47,13,81,35,89,51,49,73,92,89,81,56,99,71,33,91,33,21,14,47,64,29,13,82,55,30,85,14,91,87,68,96,0,11,76,66,34,37,50,55,70,31,74,79,76,56,62,23,74,64,67,73,74
55,57,56,34,53,61,94,97,35,12,31,60,14,71,25,31,37,80,32,46,89,31,35,26,28,47,87,25,39,30,46,70,90,87,11,0,21,97,23,90,64,13,75,45,35,58,38,63,22,42,94,68,83,66,55
14,63,73,19,49,75,94,95,28,79,73,34,22,39,48,36,44,78,96,31,53,55,50,36,94,97,82,31,80,59,46,39,31,27,76,21,0,19,14,97,31,53,24,36,89,19,29,77,64,64,35,89,76,44,14
82,51,58,90,81,22,88,41,33,93,55,37,19,38,48,10,57,12,50,75,67,50,91,24,74,79,56,52,73,96,26,45,18,15,66,97,19,0,69,60,44,86,59,42,63,42,83,93,43,21,72,80,96,12,82
51,47,21,64,13,33,44,63,89,30,81,70,51,74,18,81,70,73,83,69,81,70,46,39,49,38,15,16,85,21,93,60,64,71,34,23,14,69,0,23,79,42,16,47,33,66,62,20,98,70,35,91,96,51,51
67,63,85,70,29,13,12,88,85,63,12,19,92,22,20,82,87,78,46,32,70,42,82,32,26,22,98,32,65,83,66,68,39,40,37,90,97,60,23,0,75,29,51,60,72,41,35,36,67,26,14,87,87,12,67
94,30,14,18,26,98,98,82,10,45,91,80,31,93,40,97,46,31,47,74,81,24,99,61,51,92,91,85,45,96,88,71,59,73,50,64,31,44,79,75,0,85,100,88,78,50,49,19,63,44,53,13,11,50,94
11,66,26,22,44,93,32,85,91,22,49,17,34,33,96,64,72,16,89,96,80,10,26,19,15,17,80,47,78,96,46,60,13,84,55,13,53,86,42,29,85,0,87,27,39,43,50,83,41,48,39,87,53,45,11
37,42,18,32,14,59,30,80,43,18,24,61,96,99,31,56,92,40,41,69,91,46,16,45,36,28,72,45,43,47,76,33,39,25,70,75,24,59,16,51,100,87,0,74,33,75,61,72,65,68,86,80,13,80,37
80,73,94,32,58,80,78,46,16,50,28,31,98,77,19,72,80,83,51,35,78,20,93,78,12,83,40,61,20,79,94,94,96,55,31,45,36,42,47,60,88,27,74,0,37,87,71,14,41,14,11,66,63,13,80
84,13,56,25,83,67,73,58,60,22,17,97,81,97,67,41,37,43,65,95,37,44,28,92,62,24,53,59,55,73,53,17,29,34,74,35,89,63,33,72,78,39,33,37,0,65,16,50,31,74,40,39,100,52,84
22,36,47,33,90,65,48,75,98,68,48,21,91,69,35,28,68,29,36,80,22,75,34,37,93,54,65,86,24,23,35,96,57,10,79,58,19,42,66,41,50,43,75,87,65,0,89,11,90,54,28,63,79,68,22
10,68,16,27,30,68,36,99,30,48,85,56,43,58,35,48,30,40,37,10,92,66,93,42,58,77,95,71,66,18,67,47,35,38,76,38,29,83,62,35,49,50,61,71,16,89,0,16,86,12,56,21,27,45,10
90,82,37,34,56,48,55,13,19,92,45,11,14,47,42,82,93,88,89,56,62,49,17,13,64,59,81,32,57,41,21,76,65,44,56,63,77,93,20,36,19,83,72,14,50,11,16,0,52,52,26,42,27,34,90
43,80,39,65,36,57,83,60,26,46,29,30,42,56,90,43,86,52,30,84,16,14,70,80,99,61,32,92,26,17,95,29,46,67,62,22,64,43,98,67,63,41,65,41,31,90,86,52,0,72,28,49,18,60,43
75,71,15,28,27,20,55,28,49,90,17,48,16,100,83,88,66,59,68,55,44,67,74,86,53,38,16,10,66,19,79,76,55,37,23,42,64,21,70,26,44,48,68,14,74,54,12,52,72,0,67,67,38,93,75
36,89,28,76,50,85,97,84,87,31,26,53,100,95,76,35,43,77,33,44,24,17,35,11,86,65,24,83,51,21,51,89,10,88,74,94,35,72,35,14,53,39,86,11,40,28,56,26,28,67,0,31,53,25,36
52,91,27,15,61,77,94,34,34,52,66,53,44,89,99,66,60,18,72,100,23,23,79,41,84,91,75,88,64,27,17,44,31,39,64,68,89,80,91,87,13,87,80,66,39,63,21,42,49,67,31,0,80,45,52
24,50,59,32,22,37,66,59,86,36,42,83,84,67,61,39,85,17,59,84,70,31,18,72,59,93,87,74,32,15,25,51,32,33,67,83,76,96,96,87,11,53,13,63,100,79,27,27,18,38,53,80,0,82,24
69,97,36,59,87,41,78,32,52,80,98,43,90,33,84,42,40,23,28,80,57,88,29,40,31,79,23,13,81,64,99,42,37,22,73,66,44,12,51,12,50,45,80,13,52,68,45,34,60,93,25,45,82,0,69
0,26,75,54,80,67,96,83,60,76,37,48,47,21,37,30,80,49,55,85,74,32,71,35,98,14,49,91,17,97,57,87,55,27,74,55,14,82,51,67,94,11,37,80,84,22,10,90,43,75,36,52,24,69,0
